                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_class0_prompt_accuracy,p2/P3_class0_prompt_correlation,p2/P3_class1_prompt_accuracy,p2/P3_class1_prompt_correlation,p2/P3_class2_prompt_accuracy,p2/P3_class2_prompt_correlation,p2/P3_class3_prompt_accuracy,p2/P3_class3_prompt_correlation,p2/P3_class4_prompt_accuracy,p2/P3_class4_prompt_correlation,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_class_winner_balanced_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_class0_prompt_accuracy,p2/P4_class0_prompt_correlation,p2/P4_class1_prompt_accuracy,p2/P4_class1_prompt_correlation,p2/P4_class2_prompt_accuracy,p2/P4_class2_prompt_correlation,p2/P4_class3_prompt_accuracy,p2/P4_class3_prompt_correlation,p2/P4_class4_prompt_accuracy,p2/P4_class4_prompt_correlation,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_class_winner_balanced_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     51,                0.67663,                0.43128,                 1.3635,                0.08343,                0.82992,                0.82439,                0.86073,                0.71422,                0.65983,                0.40482,                  1.454,                0.09074,                0.00505,                0.00505,                0.00505,                0.68257,                0.37296,                0.63007,                0.48555,                0.75655,                0.39539,                0.66735,                0.37554,                0.71996,                0.43323,                      0,                0.71517,                0.68055,                0.65918,                0.72668,                0.55279,                0.68388,                0.38273,                0.17921,                0.43388,                0.57903,                0.41012,                0.59754,                0.67013,                0.41621,                0.62831,                0.50539,                  0.755,                0.39169,                0.66023,                0.39522,                0.71761,                 0.4583,                      0,                0.67454,                0.67653,                0.65992,                0.70592,                0.52606,                0.67299,                 0.4214,                0.18601,                0.44127,                0.56069,                0.41012,                0.66871,              0.0080342,                      0,                0.71976,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67183,                0.42876,                 1.3731,                0.08365,                0.83505,                0.82297,                0.86156,                0.71492,                0.65968,                0.40422,                 1.4534,                0.09069,               0.004951,               0.004951,               0.004951,                0.67612,                0.37381,                0.61622,                0.46606,                0.72705,                0.41239,                0.67586,                0.37834,                0.70588,                0.42412,                      0,                0.70248,                0.67847,                0.65931,                0.72824,                0.55282,                0.67586,                0.38195,                0.17762,                0.44138,                0.58652,                0.41231,                0.60421,                0.66791,                0.42051,                0.62544,                0.48912,                0.73346,                0.41416,                0.69185,                0.39977,                 0.7062,                0.44803,                      0,                0.66883,                0.67448,                 0.6575,                0.70512,                0.52661,                0.67012,                0.42557,                0.18351,                0.44845,                0.56581,                0.41231,                0.67359,              0.0078393,                      0,                0.72053,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                 0.6701,                0.42653,                 1.3662,                0.08317,                0.83308,                0.82303,                0.86118,                0.71489,                0.65936,                0.40367,                 1.4536,                0.09063,               0.004852,               0.004852,               0.004852,                0.67978,                0.38286,                0.62284,                0.48159,                0.73907,                0.39267,                0.67377,                0.37501,                0.70576,                 0.4245,                      0,                  0.709,                0.67673,                0.65837,                0.72578,                0.54718,                0.68024,                0.39022,                0.17646,                0.43783,                0.58001,                 0.4119,                0.60143,                0.67015,                0.42502,                0.62923,                0.50788,                0.73821,                0.38699,                 0.6822,                0.41867,                0.70813,                0.45947,                      0,                0.67268,                0.67418,                0.65893,                0.69908,                0.52001,                0.67269,                0.42959,                0.18441,                0.44471,                0.56182,                 0.4119,                0.67273,              0.0080972,                      0,                0.71688,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66665,                0.42674,                 1.3717,                0.08385,                0.83345,                0.82424,                0.86198,                0.71592,                0.65916,                 0.4032,                  1.453,                0.09059,               0.004753,               0.004753,               0.004753,                0.68544,                0.39166,                0.61297,                0.46064,                0.74314,                0.37074,                 0.6829,                 0.4113,                0.69182,                0.39686,                      0,                0.71496,                0.67715,                0.65532,                0.73225,                0.54636,                 0.6842,                0.39469,                0.17778,                0.43358,                0.57291,                0.41041,                0.59953,                0.67337,                0.42918,                0.62595,                0.48284,                0.74274,                0.37443,                0.69751,                0.41802,                0.68758,                0.42163,                      0,                0.67567,                0.67519,                0.65753,                0.70911,                0.52124,                0.67483,                 0.4304,                0.18565,                 0.4417,                0.56316,                0.41041,                0.67252,               0.008048,                      0,                0.72453,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67184,                0.42677,                 1.3676,                0.08343,                0.83117,                 0.8276,                0.86121,                0.71556,                0.65891,                0.40319,                 1.4547,                0.09057,               0.004654,               0.004654,               0.004654,                0.68296,                0.37998,                 0.6234,                0.48919,                0.74563,                0.36869,                0.66427,                0.40693,                 0.7047,                0.42129,                      0,                0.71086,                0.68001,                0.66111,                0.72687,                0.54747,                0.68286,                0.38825,                0.17918,                0.43712,                0.57755,                0.41189,                0.60629,                0.67003,                0.42492,                0.63414,                0.50541,                0.74348,                0.38353,                0.67506,                0.42475,                0.70515,                0.43922,                      0,                0.67215,                0.67447,                0.65984,                0.70648,                0.52175,                0.67277,                0.42964,                0.18475,                0.44517,                0.55855,                0.41189,                0.67448,               0.008071,                      0,                0.72007,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66389,                0.42246,                 1.3676,                0.08363,                0.83164,                0.82868,                0.86149,                0.71573,                 0.6586,                0.40264,                 1.4561,                 0.0906,               0.004555,               0.004555,               0.004555,                0.68885,                0.39181,                0.62537,                0.47635,                0.73325,                0.39249,                0.67672,                0.39425,                0.70598,                0.41882,                      0,                0.72082,                0.67548,                 0.6534,                0.73087,                0.54696,                0.68769,                0.39747,                0.17602,                0.43187,                0.57273,                0.41029,                 0.5962,                0.67913,                0.43401,                0.63298,                0.50031,                 0.7416,                 0.3888,                0.68928,                0.43175,                0.70567,                0.44721,                      0,                0.68372,                0.67084,                0.65247,                0.70731,                0.51886,                0.68056,                0.43737,                0.18309,                0.43823,                0.55333,                0.41029,                0.67181,              0.0077401,                      0,                0.72302,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66525,                 0.4223,                 1.3648,                0.08329,                0.83369,                0.83112,                0.86187,                0.71671,                0.65852,                0.40209,                 1.4565,                0.09055,               0.004456,               0.004456,               0.004456,                 0.6826,                0.38317,                0.63708,                0.45538,                0.72112,                0.39134,                0.68464,                0.40282,                0.70408,                0.42145,                      0,                0.71103,                0.67866,                0.66002,                 0.7275,                0.54672,                0.68254,                 0.3898,                0.17858,                0.43662,                0.56724,                0.41392,                0.60541,                0.66869,                0.42162,                0.64302,                0.47765,                0.72188,                0.38151,                 0.6787,                0.43006,                0.69619,                 0.4487,                      0,                 0.6688,                0.67371,                0.65965,                0.70602,                0.52208,                0.67059,                0.42584,                0.18501,                0.44486,                0.55437,                0.41392,                0.67544,              0.0079931,                      0,                0.72034,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66495,                0.41913,                 1.3589,                0.08275,                0.83555,                0.82996,                0.86237,                0.71702,                0.65814,                0.40202,                 1.4569,                0.09051,               0.004357,               0.004357,               0.004357,                0.68556,                0.38705,                0.61398,                 0.4764,                0.74378,                0.41227,                0.67814,                0.39834,                0.72439,                0.41737,                      0,                0.71501,                0.67976,                0.65887,                0.72112,                0.54497,                0.68565,                0.39351,                0.17745,                0.43417,                 0.5729,                0.41047,                0.60367,                 0.6775,                0.42834,                0.63491,                0.50421,                0.74594,                0.41528,                0.68632,                0.42678,                0.73314,                0.44554,                      0,                0.68288,                0.67573,                0.65784,                0.69954,                0.51989,                 0.6805,                0.43309,                0.18362,                0.43996,                0.55777,                0.41047,                0.67387,              0.0080251,                      0,                0.71393,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66738,                0.42011,                 1.3665,                0.08325,                0.84006,                0.82573,                0.86224,                 0.7169,                0.65787,                0.40158,                 1.4573,                 0.0905,               0.004258,               0.004258,               0.004258,                0.67987,                0.37862,                0.62289,                0.44621,                0.73068,                0.40698,                0.65934,                0.39144,                0.69347,                0.44064,                      0,                0.70246,                0.67975,                0.66136,                0.72508,                0.54805,                0.67869,                0.38695,                0.17982,                0.44039,                0.58265,                 0.4131,                0.61512,                0.67573,                 0.4309,                0.63316,                 0.4666,                0.73485,                0.40668,                0.65833,                0.39865,                 0.6904,                 0.4635,                      0,                0.67447,                0.67271,                0.65622,                0.70368,                0.52035,                0.67575,                0.43469,                0.18354,                0.44499,                0.55254,                 0.4131,                0.67917,              0.0082391,                      0,                0.71795,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65874,                0.41593,                 1.3551,                0.08295,                0.84045,                 0.8272,                0.86266,                0.71733,                0.65787,                0.40149,                 1.4571,                0.09052,               0.004159,               0.004159,               0.004159,                 0.6875,                0.38517,                0.64127,                0.47924,                0.73824,                0.36364,                0.69616,                0.39763,                0.70955,                0.41081,                      0,                0.72162,                0.68063,                0.65842,                0.72272,                 0.5447,                0.68789,                 0.3926,                0.17974,                0.43066,                0.57235,                0.41206,                0.59759,                0.67316,                0.43125,                0.64142,                0.49273,                 0.7396,                0.35066,                0.70222,                0.41322,                0.70199,                0.44497,                      0,                0.67577,                0.67387,                0.65607,                0.70336,                0.51827,                0.67562,                0.43496,                0.18432,                0.44225,                0.55394,                0.41206,                0.67521,              0.0081076,                      0,                0.71626,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66278,                0.41644,                 1.3598,                0.08254,                0.83828,                0.82603,                0.86234,                0.71694,                0.65759,                0.40134,                 1.4575,                0.09049,                0.00406,                0.00406,                0.00406,                0.68379,                0.38336,                0.61754,                 0.4698,                0.74101,                0.37177,                0.68531,                0.41946,                0.69654,                0.45349,                      0,                0.71183,                0.67949,                0.65905,                0.72078,                0.54667,                 0.6832,                0.39011,                0.17914,                0.43519,                0.57399,                0.41307,                0.60556,                0.67223,                0.42232,                 0.6346,                0.48758,                 0.7456,                0.37587,                0.68831,                0.44643,                0.70318,                0.48892,                      0,                0.67716,                0.67654,                0.65885,                0.69437,                0.52224,                0.67469,                0.42788,                0.18543,                0.44089,                 0.5533,                0.41307,                0.66801,              0.0078654,                      0,                0.71198,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66043,                0.41589,                 1.3619,                0.08351,                0.83397,                0.82894,                0.86245,                0.71714,                0.65746,                0.40145,                 1.4576,                0.09049,               0.003961,               0.003961,               0.003961,                0.68671,                0.39054,                0.62523,                0.48354,                0.73149,                0.34502,                0.66951,                0.38676,                0.70136,                0.40693,                      0,                0.71452,                0.67926,                0.65777,                0.72884,                0.54434,                0.68505,                0.39629,                 0.1797,                0.43366,                0.57467,                0.41245,                0.60609,                0.67901,                0.43323,                0.63257,                0.50194,                0.73234,                 0.3546,                0.67595,                0.41243,                0.70147,                0.44268,                      0,                0.68194,                0.67611,                0.65757,                0.70605,                0.51721,                0.67917,                0.43632,                0.18619,                0.43866,                0.55799,                0.41245,                0.67174,              0.0081136,                      0,                0.72125,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.65968,                0.41393,                 1.3636,                0.08294,                0.83048,                0.83262,                0.86243,                0.71696,                0.65744,                0.40148,                 1.4579,                0.09048,               0.003862,               0.003862,               0.003862,                0.67911,                  0.388,                0.59929,                0.47744,                0.72903,                0.39624,                0.68035,                0.42669,                0.70353,                0.42223,                      0,                0.70247,                0.67804,                0.65768,                0.72173,                0.54612,                 0.6778,                0.39584,                0.17892,                0.43764,                0.57716,                0.40987,                0.60915,                0.67009,                0.42747,                0.60992,                0.49707,                0.73558,                0.41185,                  0.683,                0.42502,                0.70465,                 0.4524,                      0,                0.66859,                0.67464,                0.65679,                0.70148,                0.52371,                0.67108,                0.43205,                0.18519,                0.44344,                 0.5622,                0.40987,                  0.678,              0.0076145,                      0,                0.71498,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66063,                0.41513,                 1.3626,                0.08319,                0.83487,                0.82783,                0.86251,                0.71704,                0.65711,                0.40133,                 1.4583,                0.09045,               0.003763,               0.003763,               0.003763,                0.68115,                0.38633,                0.61721,                0.46945,                0.75455,                0.38954,                0.67356,                0.40003,                0.68318,                 0.4042,                      0,                0.70344,                0.67662,                0.65899,                0.72533,                0.54479,                0.68032,                 0.3923,                0.17742,                0.44014,                0.57756,                0.40959,                 0.6159,                0.67495,                0.43009,                0.63508,                0.49808,                0.75285,                0.39691,                0.67626,                0.41872,                0.68243,                0.44348,                      0,                0.67665,                0.67476,                0.65822,                0.70256,                0.52009,                0.67608,                0.43349,                0.18394,                0.44166,                0.55775,                0.40959,                0.67451,              0.0079649,                      0,                0.71774,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                 0.6567,                0.40919,                 1.3618,                0.08329,                0.83226,                0.82838,                0.86221,                 0.7169,                 0.6569,                0.40128,                 1.4588,                0.09044,               0.003664,               0.003664,               0.003664,                 0.6803,                0.38592,                0.63985,                0.47253,                0.75047,                 0.4078,                0.67703,                0.40805,                0.68941,                0.41867,                      0,                0.70886,                0.68137,                0.65875,                0.72755,                0.54952,                0.68136,                0.39386,                0.17809,                0.43616,                0.57145,                0.41063,                0.60595,                0.67392,                0.42889,                0.64576,                 0.5028,                0.74426,                0.40739,                0.69119,                0.43077,                0.69701,                0.44629,                      0,                0.67878,                0.67734,                 0.6574,                0.70543,                0.52249,                0.67661,                0.43419,                0.18461,                0.43986,                0.54815,                0.41063,                0.67067,              0.0079465,                      0,                0.72017,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                  0.654,                0.40918,                 1.3609,                0.08301,                0.83201,                0.82878,                0.86225,                0.71706,                0.65682,                0.40116,                 1.4594,                 0.0904,               0.003565,               0.003565,               0.003565,                0.68159,                0.38488,                0.63416,                0.50641,                0.74919,                0.39219,                0.67301,                0.36615,                 0.7228,                0.42071,                      0,                0.70899,                0.67864,                0.65825,                0.72452,                0.54601,                  0.683,                0.39407,                0.17813,                0.43703,                 0.5772,                0.41116,                0.61175,                0.67274,                0.43074,                0.64421,                0.52994,                0.75411,                0.39177,                0.68419,                  0.389,                0.72013,                0.43969,                      0,                0.67438,                0.67172,                0.65587,                0.69852,                0.51739,                0.67642,                0.43652,                0.18343,                0.44499,                 0.5599,                0.41116,                0.68202,               0.007929,                      0,                0.71585,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65463,                0.40649,                 1.3582,                0.08351,                0.83087,                0.83047,                0.86239,                0.71732,                0.65654,                0.40076,                 1.4604,                0.09038,               0.003466,               0.003466,               0.003466,                0.68064,                0.39558,                0.60626,                0.47811,                0.75611,                0.38005,                0.66414,                0.37082,                0.70503,                0.42088,                      0,                0.70325,                0.67343,                0.65451,                0.72851,                 0.5414,                0.68035,                0.40166,                0.17843,                0.44082,                0.57498,                0.41054,                0.61795,                0.67348,                0.43362,                0.61501,                0.50015,                0.75086,                0.38551,                0.65905,                0.39241,                0.70601,                0.44172,                      0,                0.67112,                0.67035,                 0.6548,                0.70744,                0.51509,                0.67441,                0.43683,                0.18575,                0.44563,                0.55408,                0.41054,                0.68335,              0.0080259,                      0,                0.72149,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                 0.6518,                0.40181,                 1.3607,                0.08248,                0.83181,                0.82907,                0.86243,                0.71771,                 0.6563,                0.40076,                 1.4611,                0.09036,               0.003367,               0.003367,               0.003367,                0.68355,                 0.3849,                0.62664,                 0.4674,                0.73921,                0.38878,                 0.6834,                0.43901,                0.70465,                0.39967,                      0,                0.70829,                0.67934,                0.66085,                0.71773,                0.53904,                0.68338,                0.39204,                0.18157,                0.43779,                0.57586,                 0.4119,                0.61578,                0.67552,                0.42937,                0.64029,                0.48982,                0.74866,                0.38868,                0.69407,                0.44715,                0.70892,                0.44045,                      0,                0.67737,                 0.6758,                 0.6601,                0.69687,                  0.513,                0.67808,                0.43389,                0.18804,                0.44357,                0.55891,                 0.4119,                0.68002,              0.0081831,                      0,                0.71078,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.64957,                 0.4031,                 1.3593,                0.08301,                0.83133,                0.82804,                0.86236,                0.71738,                0.65617,                0.40103,                 1.4612,                0.09035,               0.003268,               0.003268,               0.003268,                0.68251,                0.38246,                 0.6265,                0.46012,                0.74359,                0.38965,                 0.6642,                0.39393,                0.70009,                 0.4171,                      0,                0.70792,                 0.6771,                0.65911,                0.72387,                 0.5449,                0.68227,                0.38858,                 0.1783,                 0.4382,                0.57959,                0.41241,                0.61325,                0.67477,                0.42332,                0.64153,                0.48616,                0.73886,                0.38897,                0.67438,                 0.4047,                0.69908,                0.44195,                      0,                0.67529,                0.67556,                 0.6606,                0.69928,                0.51738,                0.67652,                0.42693,                0.18699,                0.44278,                0.55773,                0.41241,                0.67981,              0.0080798,                      0,                0.71567,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64893,                0.40316,                  1.345,                0.08219,                0.83029,                0.82741,                 0.8627,                0.71759,                0.65612,                0.40088,                 1.4612,                0.09035,               0.003169,               0.003169,               0.003169,                0.68179,                0.38954,                 0.6299,                0.45479,                0.75139,                0.41372,                0.67536,                0.40455,                0.72318,                0.39666,                      0,                0.70624,                0.67676,                0.65939,                0.71615,                 0.5363,                 0.6831,                0.39706,                0.18108,                0.43796,                0.56902,                0.41119,                0.61941,                0.67262,                0.42819,                 0.6326,                0.47677,                0.75663,                0.41763,                  0.668,                0.42554,                0.71338,                0.41671,                      0,                0.67462,                0.67397,                0.65921,                0.69615,                0.51301,                0.67513,                0.43238,                0.18793,                0.44154,                0.54795,                0.41119,                0.67652,              0.0078335,                      0,                0.70949,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64643,                0.39904,                 1.3519,                0.08296,                0.83114,                 0.8281,                 0.8627,                0.71765,                0.65593,                0.40084,                 1.4613,                0.09034,                0.00307,                0.00307,                0.00307,                0.68439,                0.38749,                0.63299,                0.48707,                0.74526,                0.37942,                 0.6775,                0.38372,                0.69795,                0.40877,                      0,                0.71399,                0.67807,                0.65877,                0.72478,                0.54207,                0.68432,                0.39465,                0.17761,                0.43432,                0.57136,                0.41363,                0.60443,                  0.675,                0.42698,                0.64148,                 0.5103,                0.75066,                0.38269,                0.68152,                0.40407,                0.69301,                0.44815,                      0,                0.68124,                0.67666,                0.65947,                0.70022,                0.51733,                0.67696,                0.43123,                0.18487,                0.43769,                0.55248,                0.41363,                0.66545,              0.0080835,                      0,                0.71659,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64613,                0.39672,                 1.3537,                0.08212,                0.83061,                0.82808,                 0.8628,                0.71778,                0.65581,                0.40054,                 1.4616,                0.09034,               0.002971,               0.002971,               0.002971,                0.68573,                0.39492,                0.62832,                0.48299,                0.73058,                0.40378,                0.68985,                0.43471,                 0.7217,                0.41257,                      0,                0.71312,                0.67395,                 0.6555,                0.71758,                0.53654,                0.68566,                0.40367,                0.17838,                0.43606,                0.56776,                0.41209,                0.61119,                0.67663,                0.43611,                0.64277,                0.49787,                0.73503,                0.40037,                0.70747,                0.46203,                0.72828,                0.44805,                      0,                0.68244,                0.67239,                0.65589,                0.69166,                0.51113,                 0.6796,                0.44165,                0.18514,                0.43961,                0.54885,                0.41209,                0.67191,              0.0082062,                      0,                0.70894,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                 0.6421,                0.39347,                 1.3581,                0.08345,                0.83102,                0.82865,                0.86261,                0.71785,                0.65572,                0.40038,                  1.462,                0.09033,               0.002872,               0.002872,               0.002872,                 0.6837,                0.39102,                0.63208,                0.47616,                0.74461,                0.36466,                0.66667,                0.35099,                0.69244,                0.41444,                      0,                0.70779,                0.67859,                   0.66,                0.72818,                0.53967,                0.68316,                0.39588,                0.18036,                0.43887,                0.57095,                0.41306,                0.61731,                0.67797,                0.42832,                0.63882,                0.49672,                0.74218,                0.36257,                0.68196,                0.37335,                0.68925,                0.44978,                      0,                0.67985,                0.67445,                0.65893,                0.70854,                0.51555,                0.67883,                0.43072,                0.18574,                0.44224,                0.55082,                0.41306,                 0.6761,              0.0076876,                      0,                0.72164,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.64011,                0.39392,                 1.3435,                0.08295,                0.82401,                0.83603,                0.86233,                0.71768,                 0.6556,                0.40019,                 1.4627,                0.09031,               0.002773,               0.002773,               0.002773,                0.68216,                0.38202,                0.61778,                0.46802,                0.75734,                0.39696,                0.67382,                0.39122,                0.69484,                0.42845,                      0,                0.71085,                0.68196,                0.66212,                0.72505,                0.54498,                0.68212,                0.38811,                0.18083,                0.43373,                  0.569,                0.41108,                0.60265,                 0.6738,                0.42347,                 0.6327,                0.48369,                0.75686,                0.40707,                0.67715,                0.41233,                0.69081,                0.46154,                      0,                  0.678,                0.68043,                0.66258,                0.70026,                0.52112,                0.67578,                0.42764,                0.18765,                0.43755,                0.55224,                0.41108,                0.66964,              0.0080956,                      0,                0.71679,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                0.64076,                0.39451,                 1.3503,                0.08223,                0.82486,                0.83551,                 0.8623,                0.71819,                0.65558,                0.40001,                  1.463,                0.09029,               0.002674,               0.002674,               0.002674,                0.68273,                0.38789,                0.64709,                0.46369,                0.73792,                0.42067,                0.69546,                0.40168,                0.71194,                0.41427,                      0,                0.70907,                0.67845,                0.66055,                0.71645,                0.53591,                0.68446,                0.39636,                0.17979,                0.43666,                0.57259,                0.41101,                0.61698,                0.67772,                0.43078,                0.64437,                0.47524,                0.74797,                0.41021,                0.68869,                0.41601,                0.70861,                0.44967,                      0,                  0.682,                0.67716,                0.66079,                0.69413,                0.51191,                 0.6802,                0.43446,                0.18673,                 0.4382,                0.55401,                0.41101,                0.67525,              0.0078496,                      0,                0.70901,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                 0.6366,                0.39001,                 1.3499,                0.08182,                0.82502,                0.83752,                 0.8627,                 0.7184,                0.65556,                0.40002,                 1.4635,                0.09029,               0.002575,               0.002575,               0.002575,                0.68344,                0.38487,                0.63697,                0.49277,                0.73834,                0.41929,                0.68548,                0.40534,                0.71755,                0.44155,                      0,                0.71254,                0.67928,                0.65903,                0.71284,                 0.5405,                0.68456,                 0.3956,                0.17904,                  0.433,                0.57796,                0.41055,                0.60685,                0.67482,                0.42372,                0.65203,                0.52229,                0.73898,                0.42093,                0.68873,                0.43916,                0.72495,                0.46244,                      0,                0.68184,                0.67854,                0.66051,                0.68545,                0.51548,                0.67843,                0.43182,                0.18662,                0.43577,                0.56118,                0.41055,                0.66894,              0.0083382,                      0,                0.70371,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64022,                0.39158,                 1.3496,                0.08168,                0.82592,                0.83659,                0.86299,                0.71863,                0.65558,                0.39982,                 1.4638,                0.09029,               0.002476,               0.002476,               0.002476,                0.68195,                0.39416,                0.63095,                0.50493,                0.73442,                0.38531,                0.67669,                0.40637,                0.70964,                 0.4232,                      0,                0.70358,                0.67764,                0.65937,                0.71207,                0.53688,                0.68204,                0.40154,                0.18008,                0.43824,                0.56873,                 0.4106,                0.62179,                 0.6729,                0.43511,                0.64156,                0.51784,                0.74178,                0.38626,                0.67539,                0.41523,                0.71055,                0.45673,                      0,                0.67144,                0.67483,                0.65991,                0.68889,                 0.5118,                 0.6753,                0.43943,                0.18717,                0.44461,                0.55014,                 0.4106,                0.68609,              0.0080775,                      0,                0.70434,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63666,                0.38795,                 1.3421,                0.08197,                0.82515,                0.83705,                0.86304,                0.71859,                0.65555,                0.39976,                  1.464,                0.09029,               0.002377,               0.002377,               0.002377,                0.68247,                 0.3814,                0.64736,                0.48638,                0.75565,                0.40271,                0.68391,                0.38784,                0.69799,                0.41247,                      0,                0.71137,                0.68126,                0.66221,                0.71354,                 0.5408,                0.68412,                0.38993,                0.18095,                0.43558,                0.58027,                 0.4114,                0.60965,                0.67607,                0.42133,                0.65532,                0.51158,                 0.7667,                0.40477,                0.68651,                0.41506,                0.70134,                0.45859,                      0,                0.68186,                0.67941,                0.66358,                0.68775,                0.51391,                0.67975,                0.42768,                0.18935,                0.44051,                0.56146,                 0.4114,                0.67399,              0.0082229,                      0,                0.70495,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63773,                0.38944,                 1.3455,                0.08276,                0.82642,                0.83562,                0.86301,                0.71851,                0.65549,                0.39972,                  1.464,                0.09029,               0.002278,               0.002278,               0.002278,                0.68323,                0.38481,                0.62569,                0.47835,                0.74564,                0.39923,                0.67957,                0.36601,                0.71557,                0.41831,                      0,                0.71219,                0.67892,                0.66151,                0.72226,                 0.5385,                0.68395,                  0.392,                0.17933,                0.43645,                0.57389,                0.41345,                0.60732,                0.67585,                0.42655,                0.63447,                0.49657,                0.74257,                0.40872,                0.68438,                0.39365,                0.71547,                0.44999,                      0,                0.67929,                0.67572,                0.66156,                0.69772,                0.51145,                0.67813,                0.43119,                 0.1858,                0.44134,                 0.5545,                0.41345,                0.67498,              0.0080391,                      0,                0.71408,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62741,                0.38175,                 1.3505,                0.08209,                0.82601,                0.83645,                0.86276,                0.71847,                0.65535,                0.39969,                 1.4648,                0.09029,               0.002179,               0.002179,               0.002179,                0.68272,                0.38354,                0.64484,                0.48556,                0.75205,                0.36344,                0.67982,                0.38626,                0.71843,                0.44426,                      0,                0.70861,                0.68005,                0.66103,                 0.7142,                0.53832,                0.68458,                0.39161,                0.18091,                0.43709,                0.57743,                0.41139,                0.61908,                0.67486,                0.42446,                0.65952,                0.50624,                0.75642,                0.37008,                0.67187,                0.40093,                 0.7225,                0.47695,                      0,                0.68023,                0.67622,                0.66004,                0.69229,                0.51385,                0.67884,                0.42967,                0.18704,                0.44212,                0.55507,                0.41139,                0.67505,                 0.0078,                      0,                 0.7069,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
