                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_class0_prompt_accuracy,p2/P3_class0_prompt_correlation,p2/P3_class1_prompt_accuracy,p2/P3_class1_prompt_correlation,p2/P3_class2_prompt_accuracy,p2/P3_class2_prompt_correlation,p2/P3_class3_prompt_accuracy,p2/P3_class3_prompt_correlation,p2/P3_class4_prompt_accuracy,p2/P3_class4_prompt_correlation,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_class_winner_balanced_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_class0_prompt_accuracy,p2/P4_class0_prompt_correlation,p2/P4_class1_prompt_accuracy,p2/P4_class1_prompt_correlation,p2/P4_class2_prompt_accuracy,p2/P4_class2_prompt_correlation,p2/P4_class3_prompt_accuracy,p2/P4_class3_prompt_correlation,p2/P4_class4_prompt_accuracy,p2/P4_class4_prompt_correlation,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_class_winner_balanced_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     21,                0.72866,                0.49511,                 1.3705,                0.08516,                0.82024,                0.79389,                0.84843,                0.69129,                0.68168,                0.43928,                 1.4665,                0.09186,                0.00802,                0.00802,                0.00802,                0.67202,                0.37818,                0.62644,                0.47484,                0.71576,                0.37626,                0.64837,                0.36967,                 0.7074,                0.40759,                      0,                0.69786,                 0.6749,                0.65463,                0.74243,                0.56735,                  0.672,                0.38563,                0.17291,                0.44506,                0.58936,                0.41286,                 0.6033,                 0.6557,                0.41892,                0.62604,                0.49395,                0.72387,                0.38412,                0.65157,                0.40345,                0.69552,                 0.4385,                      0,                 0.6446,                 0.6727,                0.65696,                0.72094,                0.54054,                0.65794,                0.42407,                0.18249,                0.45692,                0.56589,                0.41286,                0.69337,              0.0086465,                      0,                0.73527,                0.57717,                0.31643,                0.47805,                 0.2735,                 0.7265,                 0.7265,                      1
                     22,                0.72251,                0.49243,                 1.3769,                0.08483,                0.77502,                0.78126,                0.81416,                0.66209,                 0.6878,                0.45449,                 1.4676,                 0.0921,               0.007921,               0.007921,               0.007921,                0.68027,                0.38338,                0.62207,                0.48079,                0.71533,                0.40188,                0.66074,                0.39081,                0.70854,                0.39539,                      0,                 0.7056,                0.67613,                0.65453,                0.73657,                0.56287,                0.67913,                0.39177,                0.17126,                0.44071,                0.58925,                0.41166,                0.60611,                0.66677,                0.41912,                0.62656,                0.49324,                0.71865,                0.39421,                 0.6599,                0.41809,                0.70489,                0.41518,                      0,                0.66283,                0.67385,                 0.6547,                0.72232,                0.54186,                0.66798,                0.42424,                 0.1793,                 0.4487,                0.56945,                0.41166,                0.68221,              0.0081942,                      0,                0.73182,                0.58783,                0.31497,                0.48757,                0.26605,                0.73395,                0.73395,                      1
                     23,                0.72237,                0.48758,                 1.3816,                0.08497,                0.80183,                0.80636,                0.84533,                0.68957,                 0.6803,                0.43499,                 1.4679,                0.09177,               0.007822,               0.007822,               0.007822,                0.67842,                0.37789,                0.61205,                0.47077,                0.72644,                0.37882,                0.67459,                0.40519,                0.68313,                0.37565,                      0,                0.70351,                0.67649,                0.65559,                0.73775,                0.56397,                0.67684,                0.38388,                0.17315,                0.44201,                  0.598,                0.41033,                 0.6037,                0.66152,                0.42009,                0.62129,                0.48137,                0.73299,                0.38829,                0.66515,                0.42735,                0.68842,                0.41443,                      0,                 0.6555,                 0.6718,                0.65522,                0.71956,                0.53739,                0.66331,                0.42376,                0.18144,                0.45285,                0.57363,                0.41033,                0.68473,               0.008548,                      0,                0.73169,                0.58385,                0.31669,                 0.4814,                0.26724,                0.73276,                0.73276,                      1
                     24,                0.72033,                0.48736,                 1.3771,                0.08444,                0.80961,                0.78792,                0.84144,                0.68688,                0.68038,                0.43664,                  1.473,                0.09202,               0.007723,               0.007723,               0.007723,                0.67564,                0.38068,                0.60955,                0.47408,                0.72189,                0.38114,                0.66831,                0.37351,                0.71364,                0.41428,                      0,                0.70098,                0.67578,                0.65595,                0.73285,                0.55813,                0.67543,                0.38867,                0.17381,                0.44212,                0.59188,                0.41155,                0.60459,                0.65796,                0.42063,                0.62015,                0.49512,                0.71943,                0.38022,                0.66864,                0.41059,                0.70962,                0.43948,                      0,                0.65103,                0.67167,                0.65692,                0.71569,                0.53265,                0.66083,                0.42631,                0.18229,                0.45385,                0.57574,                0.41155,                0.68798,               0.008495,                      0,                0.72713,                0.58422,                 0.3137,                0.48391,                0.26505,                0.73495,                0.73495,                      1
                     25,                0.71706,                0.48373,                 1.3777,                0.08452,                0.80597,                0.81907,                 0.8485,                0.69582,                0.67781,                0.42995,                 1.4502,                0.09127,               0.007624,               0.007624,               0.007624,                0.67354,                  0.379,                 0.6241,                 0.4671,                 0.7258,                0.41622,                0.66827,                0.37719,                0.69619,                0.38019,                      0,                0.69576,                0.67724,                0.65752,                 0.7341,                0.56354,                0.67382,                0.38703,                0.17415,                0.44635,                0.58992,                0.41361,                0.61489,                0.65244,                0.42186,                0.62769,                0.49137,                0.72779,                0.41445,                0.65401,                0.39438,                 0.7004,                0.41046,                      0,                0.63798,                0.67072,                0.65663,                0.71776,                0.53697,                0.65599,                0.42702,                0.18199,                0.46127,                0.56912,                0.41361,                0.70436,              0.0085852,                      0,                0.72865,                0.58057,                0.31345,                 0.4822,                 0.2713,                 0.7287,                 0.7287,                      1
                     26,                0.71338,                0.48014,                 1.3742,                0.08533,                0.80749,                0.80632,                0.84776,                0.69615,                0.67614,                0.42862,                 1.4622,                0.09099,               0.007525,               0.007525,               0.007525,                0.67357,                0.37697,                0.60836,                0.45007,                0.72994,                0.36937,                0.67786,                0.36315,                0.69005,                0.41063,                      0,                0.70017,                0.67877,                0.65714,                0.74184,                0.56593,                0.67295,                0.38197,                0.17457,                0.44218,                0.59636,                0.41039,                0.59677,                0.65646,                0.41784,                0.60766,                0.47832,                0.72787,                0.37619,                0.67636,                0.39313,                0.68982,                0.44094,                      0,                0.64993,                0.67398,                0.65676,                 0.7229,                0.54028,                0.65822,                0.42173,                0.18287,                0.45365,                0.57325,                0.41039,                0.68141,              0.0083552,                      0,                0.73553,                0.58507,                0.31619,                0.48268,                0.26328,                0.73672,                0.73672,                      1
                     27,                0.70985,                0.47767,                 1.3805,                0.08433,                0.81723,                0.82508,                0.85683,                0.70274,                0.67305,                0.42614,                 1.4477,                0.09117,               0.007426,               0.007426,               0.007426,                0.67755,                0.38323,                0.61769,                0.47937,                0.72459,                0.38983,                0.67488,                0.36019,                0.71685,                0.43521,                      0,                  0.706,                0.67609,                0.65556,                 0.7338,                0.55698,                0.67758,                0.39187,                0.17267,                0.44022,                0.58894,                0.41328,                0.60161,                0.66894,                0.42139,                0.62815,                  0.498,                0.73126,                0.40352,                0.66876,                0.40109,                0.70694,                0.44774,                      0,                0.66599,                 0.6731,                0.65638,                0.71276,                0.52931,                0.67063,                0.42747,                0.18156,                0.44818,                0.57006,                0.41328,                0.68303,              0.0082534,                      0,                0.72679,                0.58501,                 0.3114,                 0.4865,                0.27219,                0.72781,                0.72781,                      1
                     28,                 0.7114,                0.47745,                 1.3734,                 0.0852,                0.80463,                0.80163,                0.84407,                0.69491,                0.67452,                0.42898,                 1.4518,                0.09139,               0.007327,               0.007327,               0.007327,                0.67883,                0.38708,                0.61397,                0.45183,                0.72807,                0.36879,                0.66848,                 0.3864,                 0.7041,                0.41407,                      0,                0.70403,                0.67664,                0.65558,                0.74119,                0.55929,                0.67819,                0.39124,                0.17353,                0.44103,                0.58391,                0.41045,                0.60721,                0.66629,                0.41935,                0.62365,                 0.4686,                0.72356,                0.37276,                0.66128,                0.41087,                0.70311,                0.43383,                      0,                0.66409,                0.67595,                0.65721,                0.72643,                0.53881,                0.66772,                0.42253,                0.18216,                0.44894,                0.56876,                0.41045,                0.67768,              0.0079249,                      0,                0.73627,                0.58558,                 0.3148,                0.48364,                0.26691,                0.73309,                0.73309,                      1
                     29,                0.70709,                0.47381,                 1.3825,                0.08423,                0.82851,                0.82644,                0.86233,                 0.7076,                0.67162,                0.41886,                  1.453,                0.09115,               0.007228,               0.007228,               0.007228,                0.68219,                0.39169,                0.62937,                0.46073,                0.72621,                0.38659,                   0.67,                0.38586,                0.71712,                0.41211,                      0,                0.71491,                0.67399,                0.65256,                0.73304,                0.55458,                0.68202,                0.39905,                0.17286,                0.43789,                0.58639,                0.41262,                0.59377,                0.66885,                0.42984,                0.62988,                0.47716,                0.73102,                0.39201,                0.66862,                0.41561,                0.70927,                0.43512,                      0,                0.66702,                0.66989,                0.65306,                0.71327,                0.52842,                0.67062,                0.43452,                0.18052,                0.44872,                0.56573,                0.41262,                0.68029,              0.0085294,                      0,                0.72645,                0.58216,                0.31659,                0.48273,                0.27145,                0.72855,                0.72855,                      1
                     30,                 0.7088,                0.47338,                 1.3767,                 0.0848,                0.82291,                0.81587,                0.85676,                0.70324,                0.66852,                0.42119,                 1.4528,                 0.0911,               0.007129,               0.007129,               0.007129,                0.67721,                0.37971,                0.61901,                0.46069,                0.72987,                0.35995,                0.68102,                0.40249,                0.71367,                0.39275,                      0,                0.70406,                0.67805,                0.65727,                0.73563,                0.55964,                0.67764,                0.38659,                0.17528,                0.44054,                0.59677,                0.40999,                0.60399,                 0.6665,                0.42084,                0.62217,                0.48441,                0.73248,                0.37543,                0.67862,                0.41696,                0.71072,                 0.4116,                      0,                0.66632,                0.67372,                 0.6559,                0.71837,                0.53473,                0.66874,                0.42423,                0.18209,                0.44721,                0.57794,                0.40999,                0.67549,              0.0080397,                      0,                0.72988,                0.58696,                0.31641,                0.48447,                0.26393,                0.73607,                0.73607,                      1
                     31,                0.70596,                0.46808,                   1.38,                0.08407,                0.81765,                0.82723,                0.86058,                0.71024,                0.66833,                0.41963,                 1.4452,                0.09112,                0.00703,                0.00703,                0.00703,                0.67594,                0.37824,                0.60476,                0.47746,                0.72319,                0.37017,                0.68783,                0.40417,                0.70421,                0.43097,                      0,                0.70235,                0.67781,                0.65838,                0.72893,                0.55628,                0.67558,                0.38558,                0.17474,                0.44186,                0.59425,                0.41219,                0.60276,                0.66683,                0.42038,                0.60849,                0.49782,                0.73215,                0.37955,                 0.6862,                0.41227,                0.69993,                0.45031,                      0,                0.66369,                0.67383,                0.65793,                0.71067,                0.52983,                0.66823,                0.42438,                0.18219,                0.45012,                0.57897,                0.41219,                0.68058,               0.008327,                      0,                0.72284,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70621,                0.47008,                 1.3806,                0.08448,                0.80727,                0.83348,                0.85562,                0.70481,                0.66813,                0.41799,                 1.4566,                0.09142,               0.006931,               0.006931,               0.006931,                 0.6812,                 0.3764,                0.62377,                0.47117,                0.72331,                0.39745,                0.68088,                0.38017,                0.71615,                0.40513,                      0,                0.71264,                0.68174,                0.65895,                0.73302,                0.55911,                0.68114,                  0.384,                 0.1765,                0.43702,                0.58801,                0.41152,                0.59549,                0.66536,                0.41024,                0.62462,                0.50026,                0.71937,                0.39794,                0.67533,                0.40001,                0.70822,                0.41703,                      0,                0.66882,                0.68003,                0.66082,                0.71819,                0.53882,                 0.6672,                0.41578,                0.18399,                0.44538,                0.57443,                0.41152,                0.66282,              0.0079638,                      0,                0.72808,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                 0.7002,                0.46491,                 1.3769,                0.08416,                0.83396,                0.80312,                0.86071,                0.70903,                0.66755,                0.41556,                 1.4552,                0.09078,               0.006832,               0.006832,               0.006832,                0.67818,                0.38731,                0.61296,                0.49848,                0.72068,                0.36821,                0.66421,                0.36709,                0.70873,                0.41168,                      0,                0.70695,                0.67442,                 0.6543,                0.73217,                0.55353,                 0.6772,                0.39404,                0.17479,                0.44101,                0.58185,                0.41208,                0.59735,                0.66596,                0.42766,                0.62327,                0.51768,                0.72716,                0.37145,                0.65654,                0.39057,                0.70245,                0.43521,                      0,                0.66289,                0.67054,                0.65316,                0.71476,                0.53045,                0.66715,                0.43133,                0.18107,                0.44996,                0.56495,                0.41208,                 0.6786,              0.0079412,                      0,                0.72637,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                  0.697,                0.46114,                 1.3781,                 0.0848,                0.80946,                0.82229,                0.85226,                0.70308,                0.66737,                0.41874,                 1.4503,                0.09103,               0.006733,               0.006733,               0.006733,                0.68049,                0.38003,                0.63713,                0.44693,                0.73623,                0.38436,                0.66872,                0.35673,                0.70687,                0.41197,                      0,                0.70888,                0.67865,                0.65854,                0.73792,                0.55666,                0.68085,                0.38619,                0.17516,                0.43982,                0.58662,                0.41202,                0.60407,                0.66678,                 0.4192,                0.64094,                0.46905,                0.73443,                0.37842,                0.67087,                0.37361,                0.70071,                0.45026,                      0,                0.66477,                0.67569,                0.65904,                0.71958,                0.53312,                 0.6692,                0.42271,                0.18314,                 0.4487,                0.56999,                0.41202,                0.68133,              0.0081577,                      0,                0.73181,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                0.69845,                0.46021,                 1.3734,                0.08355,                0.81538,                0.82837,                0.85939,                0.70965,                0.66561,                0.41306,                 1.4592,                0.09102,               0.006634,               0.006634,               0.006634,                0.68026,                0.38758,                0.63646,                0.47456,                0.72628,                 0.4183,                0.66765,                0.38682,                0.68879,                 0.3765,                      0,                0.70589,                0.67377,                0.65527,                0.72782,                0.54981,                0.67974,                0.39343,                0.17665,                 0.4407,                0.57417,                 0.4133,                0.60952,                0.66749,                0.42015,                0.63141,                0.49743,                0.72842,                0.41184,                0.65583,                0.40592,                0.68304,                0.40592,                      0,                0.66255,                0.67208,                0.65791,                 0.7107,                0.52575,                0.66819,                0.42449,                0.18534,                0.44833,                0.55209,                 0.4133,                0.68335,               0.008097,                      0,                0.72211,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69873,                0.45608,                 1.3733,                0.08365,                0.82091,                0.82503,                0.85984,                0.70998,                0.66608,                0.41462,                 1.4515,                0.09104,               0.006535,               0.006535,               0.006535,                0.67835,                0.39421,                0.60842,                0.45877,                0.74121,                0.37775,                 0.6824,                 0.4173,                0.70084,                0.43393,                      0,                0.70208,                0.67351,                0.65546,                0.73032,                 0.5467,                0.67799,                0.39969,                0.17629,                 0.4435,                 0.5681,                0.41522,                0.61496,                0.66642,                 0.4351,                0.61304,                0.48406,                0.73766,                0.37914,                0.67797,                0.42974,                0.69103,                0.45038,                      0,                0.65888,                0.66986,                0.65577,                0.71232,                0.51926,                0.66753,                0.43796,                0.18384,                0.45179,                0.54592,                0.41522,                0.69015,              0.0085155,                      0,                0.72432,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69279,                0.45601,                  1.376,                0.08422,                0.81816,                0.83525,                0.86341,                0.71194,                0.66483,                0.41198,                 1.4543,                0.09085,               0.006436,               0.006436,               0.006436,                0.68221,                 0.3916,                0.63621,                0.45222,                0.73668,                0.39291,                0.67823,                0.37496,                0.70437,                0.39447,                      0,                0.70944,                0.67531,                0.65394,                0.73483,                0.55307,                0.68257,                0.39612,                0.17529,                0.43942,                 0.5761,                0.41099,                0.60941,                0.66936,                0.43039,                0.64359,                0.48175,                0.74188,                0.39502,                0.67902,                0.39468,                0.70799,                0.41098,                      0,                 0.6671,                0.67202,                0.65502,                0.71549,                0.52703,                0.67246,                0.43272,                0.18383,                0.44992,                0.55449,                0.41099,                0.68707,              0.0080559,                      0,                0.72838,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68912,                0.45258,                 1.3789,                0.08447,                0.82863,                0.81546,                0.85852,                0.70954,                0.66417,                0.41143,                 1.4593,                0.09053,               0.006337,               0.006337,               0.006337,                0.67962,                0.37334,                0.61427,                0.46589,                 0.7158,                0.36137,                0.67428,                0.37636,                0.69643,                0.40293,                      0,                0.70761,                 0.6786,                0.65981,                 0.7354,                 0.5579,                0.67802,                0.37912,                0.17607,                0.44093,                0.58533,                0.41328,                0.59871,                0.66474,                0.41433,                0.61229,                0.49221,                0.72111,                0.36257,                0.67684,                0.40749,                0.68755,                0.42343,                      0,                0.66058,                0.67701,                0.66249,                0.71587,                0.53203,                0.66522,                0.41782,                0.18498,                 0.4491,                0.56672,                0.41328,                0.67764,               0.008493,                      0,                0.72889,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69117,                0.45308,                 1.3782,                0.08465,                0.83198,                0.82064,                0.86444,                 0.7139,                0.66306,                0.41057,                 1.4583,                0.09064,               0.006238,               0.006238,               0.006238,                0.68057,                0.37734,                0.61978,                0.45466,                0.73783,                 0.3778,                0.67693,                0.37305,                0.70002,                0.38591,                      0,                0.70853,                0.67986,                0.65902,                0.73722,                0.55537,                0.68028,                0.38354,                0.17799,                0.43992,                 0.5795,                0.41216,                0.60445,                0.67134,                0.42321,                0.62374,                0.47395,                0.73344,                0.36944,                0.68651,                0.38234,                0.70453,                 0.4288,                      0,                0.67143,                0.67661,                0.65861,                0.72136,                0.52975,                0.67292,                0.42621,                0.18419,                0.44603,                0.55892,                0.41216,                0.67689,              0.0083485,                      0,                0.73194,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69113,                0.45372,                 1.3764,                0.08407,                0.82463,                0.82465,                0.86067,                0.71199,                0.66318,                0.41059,                 1.4562,                0.09041,               0.006139,               0.006139,               0.006139,                0.67823,                0.38614,                0.63121,                0.47395,                0.73172,                0.38577,                0.67284,                0.40014,                 0.7019,                0.41682,                      0,                0.70415,                0.67557,                0.65484,                0.73208,                0.55245,                0.67854,                0.39447,                0.17572,                0.43923,                0.58146,                0.40986,                0.60729,                0.66275,                0.42576,                0.63675,                0.49167,                0.74441,                0.38285,                0.67478,                0.42692,                  0.695,                0.44289,                      0,                0.65875,                 0.6731,                0.65632,                0.71204,                0.53091,                0.66607,                 0.4309,                0.18322,                0.44818,                 0.5661,                0.40986,                0.68643,              0.0082518,                      0,                 0.7254,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                 0.6868,                0.44671,                 1.3723,                0.08304,                0.82802,                 0.8251,                0.86145,                0.71231,                0.66327,                0.40961,                 1.4542,                0.09067,                0.00604,                0.00604,                0.00604,                0.68604,                0.37589,                0.61877,                0.46742,                0.72936,                0.39541,                0.69412,                0.38329,                0.70279,                0.44002,                      0,                0.71802,                 0.6817,                0.65917,                0.72232,                0.55394,                 0.6851,                0.38328,                0.17857,                0.43394,                0.58107,                0.41184,                0.59428,                0.67179,                0.41982,                0.62972,                0.47979,                0.74092,                0.38742,                0.69644,                 0.4059,                 0.6973,                0.46635,                      0,                0.67316,                0.67563,                0.65888,                0.70201,                0.52671,                0.67376,                0.42404,                0.18499,                0.44493,                0.55983,                0.41184,                0.67543,               0.008358,                      0,                0.71555,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68769,                 0.4468,                 1.3721,                0.08346,                0.82732,                0.82772,                0.86224,                0.71362,                0.66138,                0.40755,                 1.4547,                0.09064,               0.005941,               0.005941,               0.005941,                0.68009,                0.38042,                0.62149,                0.45774,                0.74429,                 0.3938,                0.66831,                0.40803,                0.70284,                0.39289,                      0,                0.70828,                0.67734,                0.65821,                0.72724,                0.55181,                0.67998,                 0.3867,                0.17729,                0.43907,                0.57882,                0.41187,                0.60301,                0.66574,                0.42114,                0.62618,                 0.4917,                0.74506,                0.40071,                0.67378,                0.43825,                 0.7075,                 0.4315,                      0,                0.66378,                0.67475,                0.65913,                0.70446,                0.52836,                0.66838,                0.42625,                 0.1849,                0.45059,                  0.566,                0.41187,                0.68091,              0.0080392,                      0,                0.71965,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68233,                 0.4447,                 1.3751,                0.08288,                0.84267,                0.81034,                0.86137,                0.71307,                0.66043,                0.40647,                  1.455,                0.09071,               0.005842,               0.005842,               0.005842,                0.67621,                0.38126,                0.62299,                0.48025,                0.73667,                0.39175,                0.67809,                0.41278,                0.70928,                0.44164,                      0,                0.70579,                 0.6783,                0.65832,                0.72181,                0.55084,                0.67695,                0.38996,                 0.1779,                0.43914,                 0.5804,                0.41344,                 0.6008,                0.66398,                0.42331,                0.62679,                0.50056,                0.74798,                 0.3825,                0.68005,                0.43117,                0.71121,                0.46979,                      0,                0.66122,                0.67593,                0.66084,                0.69954,                0.52339,                0.66731,                 0.4293,                0.18688,                0.45084,                0.55603,                0.41344,                 0.6834,              0.0084614,                      0,                0.71438,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68537,                0.44431,                 1.3679,                0.08418,                0.82711,                0.83257,                0.86388,                0.71534,                   0.66,                0.40626,                 1.4499,                0.09055,               0.005743,               0.005743,               0.005743,                0.67276,                0.38117,                0.63059,                0.47173,                 0.7304,                0.36176,                0.68037,                0.36978,                0.70181,                0.43649,                      0,                0.69819,                0.67819,                0.65813,                0.73287,                0.55429,                0.67399,                0.38852,                0.17798,                0.44236,                0.59142,                0.41158,                0.60785,                0.66623,                0.42224,                0.63372,                0.49916,                0.73519,                0.35974,                0.67675,                0.40084,                0.69297,                0.47808,                      0,                0.66764,                0.67452,                0.65715,                0.70965,                0.52927,                0.66844,                0.42654,                0.18404,                0.44661,                0.56726,                0.41158,                 0.6706,              0.0080016,                      0,                0.72513,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68413,                0.44216,                 1.3705,                0.08339,                0.81909,                0.83985,                0.86332,                0.71471,                0.66036,                 0.4059,                 1.4502,                0.09073,               0.005644,               0.005644,               0.005644,                0.67994,                0.38459,                0.63448,                 0.4914,                0.73819,                0.38528,                0.66981,                0.39453,                 0.7131,                0.41953,                      0,                0.71257,                0.67818,                0.65638,                0.72643,                 0.5499,                0.68062,                0.39293,                0.17717,                0.43398,                0.57772,                0.41241,                0.59404,                0.66983,                0.42388,                0.64216,                0.52312,                0.74071,                0.39111,                0.67243,                0.41807,                0.70567,                0.44546,                      0,                0.67558,                0.67236,                0.65489,                0.70566,                0.52312,                0.67237,                0.43025,                0.18346,                 0.4418,                0.56016,                0.41241,                0.66367,              0.0078587,                      0,                 0.7195,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68287,                0.44382,                 1.3708,                0.08397,                0.83246,                0.82818,                  0.866,                0.71758,                0.66022,                 0.4052,                 1.4518,                0.09087,               0.005545,               0.005545,               0.005545,                0.68305,                0.39165,                0.63738,                0.46914,                0.75038,                0.38244,                0.66114,                0.36894,                0.69852,                0.41781,                      0,                0.70944,                0.67584,                0.65588,                0.73228,                0.54617,                0.68309,                0.39693,                0.17741,                0.43723,                0.57558,                0.40972,                0.60987,                0.67375,                0.42621,                0.64481,                0.49409,                0.73955,                0.38599,                0.66667,                0.39915,                0.69915,                0.44421,                      0,                0.67577,                0.67544,                0.65789,                0.71202,                0.52467,                0.67541,                0.43074,                0.18505,                0.44423,                0.56085,                0.40972,                0.67442,              0.0082407,                      0,                0.72553,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                 0.6845,                0.44039,                 1.3715,                 0.0836,                0.83723,                0.83008,                0.86649,                0.71846,                0.66012,                0.40421,                 1.4528,                0.09087,               0.005446,               0.005446,               0.005446,                0.68394,                0.38731,                0.62848,                0.46211,                0.74734,                0.36187,                0.67804,                0.36278,                 0.7042,                0.42545,                      0,                0.71414,                0.67676,                0.65664,                0.72974,                0.54761,                0.68432,                0.39351,                0.17796,                0.43564,                0.57524,                0.41094,                0.60287,                0.67622,                0.43067,                0.64419,                0.48503,                0.74926,                0.35883,                0.67389,                0.38603,                0.70484,                 0.4639,                      0,                0.67974,                0.67357,                0.65654,                0.70709,                 0.5196,                0.67863,                 0.4337,                0.18522,                0.44156,                0.55713,                0.41094,                0.67559,              0.0082544,                      0,                0.72219,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                0.67942,                0.43964,                 1.3714,                0.08344,                0.83399,                0.83358,                0.86393,                0.71638,                0.65932,                0.40453,                 1.4534,                0.09069,               0.005347,               0.005347,               0.005347,                0.68046,                0.38571,                0.63307,                 0.4731,                 0.7244,                 0.3572,                0.67466,                0.42389,                0.71023,                0.42286,                      0,                0.70562,                0.67623,                0.65853,                0.72661,                0.54561,                0.68082,                  0.394,                0.17711,                0.44137,                0.58024,                0.41295,                0.61416,                0.67115,                0.42774,                0.63938,                 0.4924,                0.72997,                0.36926,                0.68486,                0.45249,                 0.7113,                0.44129,                      0,                  0.672,                0.67427,                 0.6587,                0.70622,                0.52027,                0.67384,                0.43273,                0.18402,                0.44658,                0.55889,                0.41295,                0.67876,              0.0081865,                      0,                0.71981,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67878,                0.43616,                 1.3645,                0.08419,                 0.8333,                0.82614,                0.86302,                0.71545,                0.65926,                0.40453,                 1.4532,                0.09065,               0.005248,               0.005248,               0.005248,                0.68405,                0.38582,                0.60762,                0.45873,                0.72696,                 0.3577,                0.66461,                 0.3742,                 0.7093,                0.40837,                      0,                0.71152,                0.67719,                0.65613,                0.73288,                0.55226,                0.68211,                0.38981,                0.17781,                0.43647,                0.57713,                0.41161,                0.60249,                0.66957,                0.42371,                0.60995,                0.46947,                 0.7263,                0.36034,                0.67341,                0.38893,                 0.7125,                0.42626,                      0,                0.66901,                0.67274,                0.65678,                0.71681,                 0.5276,                0.67026,                0.42519,                0.18475,                0.44494,                0.56167,                0.41161,                0.67364,              0.0075685,                      0,                0.72752,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                 0.6761,                 0.4329,                   1.37,                0.08293,                0.82859,                0.82771,                0.86064,                0.71364,                0.65949,                0.40521,                 1.4546,                0.09072,               0.005149,               0.005149,               0.005149,                0.67863,                0.37963,                0.62555,                0.48589,                0.73075,                 0.3986,                0.67349,                0.38748,                0.72633,                0.43217,                      0,                0.70513,                0.68058,                0.66061,                0.71986,                0.54719,                0.67969,                0.38915,                0.17847,                0.43927,                0.58434,                0.41274,                0.61138,                0.66929,                0.42288,                0.63078,                0.50392,                0.73339,                0.41153,                0.68154,                0.40846,                0.71818,                0.44726,                      0,                0.66924,                0.67642,                0.65988,                0.70134,                0.52216,                0.67202,                0.42924,                0.18453,                  0.448,                0.56597,                0.41274,                 0.6795,              0.0080046,                      0,                0.71369,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
