                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,p2/P4_gder_attention_weight,    p2/P4_gder_gate_std,p2/P4_gder_modality_weight,p2/P4_gder_modality_weight_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,p2/prompt_warmup_factor
                     62,                0.69309,                0.46149,                 1.3744,                0.03113,                      0,                      0,                0.81579,                0.81469,                0.85751,                0.71357,                0.66497,                0.42268,                 1.4407,                0.02943,                      0,                      0,               0.003961,               0.003961,               0.003961,               0.048184,                 0.4182,                0.46638,               0.060984,                0.14323,                0.50452,               0.012176,                0.49548,               0.011307,               0.033297,                0.49154,                0.52484,               0.048414,                0.14689,                      1
                     63,                0.69597,                0.46222,                 1.3807,                0.03108,                      0,                      0,                0.81691,                0.81738,                 0.8584,                0.71394,                0.66469,                0.42231,                 1.4413,                0.02941,                      0,                      0,               0.003862,               0.003862,               0.003862,               0.048235,                0.41781,                0.46605,               0.060874,                0.14289,                0.50465,               0.012419,                0.49535,               0.011517,               0.032472,                0.49141,                0.52388,               0.047409,                0.14597,                      1
                     64,                0.69648,                 0.4648,                 1.3743,                0.03083,                      0,                      0,                0.82074,                0.81425,                0.85874,                0.71479,                0.66462,                0.42193,                 1.4412,                 0.0294,                      0,                      0,               0.003763,               0.003763,               0.003763,               0.048633,                0.41828,                0.46691,               0.061086,                0.14245,                0.50473,               0.012611,                0.49527,               0.011692,               0.032989,                0.49409,                0.52707,               0.047766,                0.14577,                      1
                     65,                0.69011,                0.45859,                 1.3715,                0.03115,                      0,                      0,                0.81973,                0.81494,                0.85903,                0.71514,                0.66454,                0.42166,                 1.4413,                0.02939,                      0,                      0,               0.003664,               0.003664,               0.003664,               0.047858,                0.41998,                0.46783,               0.060861,                0.14406,                0.50482,                0.01272,                0.49518,               0.011772,               0.033043,                0.49192,                0.52496,               0.048353,                0.14721,                      1
                     66,                0.68977,                0.45866,                 1.3737,                0.03101,                      0,                      0,                0.81762,                0.81614,                0.85849,                0.71484,                0.66441,                0.42149,                 1.4415,                0.02938,                      0,                      0,               0.003565,               0.003565,               0.003565,               0.047321,                 0.4175,                0.46482,               0.060017,                0.14249,                0.50494,               0.012919,                0.49506,               0.011936,               0.032337,                0.49434,                0.52668,               0.047444,                0.14635,                      1
                     67,                0.69662,                0.45951,                 1.3643,                0.03117,                      0,                      0,                0.81681,                0.81612,                0.85786,                0.71446,                0.66417,                0.42143,                 1.4413,                0.02937,                      0,                      0,               0.003466,               0.003466,               0.003466,               0.047718,                0.41491,                0.46262,               0.060382,                0.14274,                0.50502,               0.013055,                0.49498,                0.01205,               0.032599,                0.49118,                0.52378,               0.047671,                0.14663,                      1
                     68,                0.68696,                0.45139,                 1.3713,                0.03091,                      0,                      0,                  0.816,                0.81797,                0.85785,                0.71467,                0.66394,                0.42123,                 1.4411,                0.02936,                      0,                      0,               0.003367,               0.003367,               0.003367,               0.048541,                0.42128,                0.46982,               0.061369,                0.14377,                0.50513,                0.01322,                0.49487,               0.012185,               0.032896,                 0.4961,                  0.529,               0.048099,                0.14715,                      1
                     69,                0.68798,                0.45176,                 1.3725,                 0.0309,                      0,                      0,                0.81563,                0.81885,                0.85818,                0.71481,                0.66382,                0.42117,                 1.4413,                0.02934,                      0,                      0,               0.003268,               0.003268,               0.003268,               0.047473,                0.42202,                 0.4695,                0.06048,                0.14391,                0.50518,               0.013337,                0.49482,                0.01229,               0.032414,                0.49664,                0.52906,               0.047804,                0.14719,                      1
                     70,                0.68672,                0.45117,                  1.363,                0.03086,                      0,                      0,                0.81694,                0.81808,                 0.8581,                0.71473,                0.66358,                0.42088,                 1.4414,                0.02934,                      0,                      0,               0.003169,               0.003169,               0.003169,               0.048348,                0.42173,                0.47008,               0.061328,                0.14382,                0.50524,               0.013429,                0.49476,               0.012364,               0.032457,                 0.4963,                0.52875,               0.047812,                0.14728,                      1
                     71,                 0.6862,                0.45449,                 1.3666,                0.03088,                      0,                      0,                0.81864,                0.81758,                0.85808,                0.71481,                0.66346,                 0.4208,                 1.4413,                0.02933,                      0,                      0,                0.00307,                0.00307,                0.00307,               0.047529,                0.41851,                0.46604,               0.060148,                0.14332,                0.50531,               0.013531,                0.49469,               0.012445,               0.031968,                0.49502,                0.52699,               0.046986,                0.14612,                      1
                     72,                0.68387,                0.44856,                 1.3642,                0.03106,                      0,                      0,                0.81756,                0.81854,                0.85814,                0.71475,                0.66325,                 0.4206,                 1.4415,                0.02932,                      0,                      0,               0.002971,               0.002971,               0.002971,               0.047651,                0.41932,                0.46697,               0.060577,                0.14368,                0.50541,               0.013659,                0.49459,               0.012541,               0.032469,                0.49278,                0.52525,               0.047735,                 0.1467,                      1
                     73,                 0.6811,                0.44572,                 1.3723,                0.03079,                      0,                      0,                0.81937,                0.81799,                 0.8585,                0.71484,                0.66316,                0.42037,                 1.4416,                0.02931,                      0,                      0,               0.002872,               0.002872,               0.002872,               0.047274,                0.42173,                  0.469,               0.060165,                0.14343,                 0.5055,                0.01377,                 0.4945,               0.012624,               0.031993,                0.49812,                0.53012,               0.047293,                0.14671,                      1
                     74,                0.68047,                0.44479,                 1.3654,                0.03086,                      0,                      0,                0.81778,                0.81968,                0.85864,                0.71541,                0.66305,                0.42027,                 1.4415,                 0.0293,                      0,                      0,               0.002773,               0.002773,               0.002773,               0.047361,                0.42142,                0.46878,               0.060165,                0.14321,                 0.5056,               0.013912,                 0.4944,               0.012733,               0.032138,                0.49679,                0.52893,               0.047318,                0.14668,                      1
                     75,                0.67988,                0.44421,                 1.3648,                0.03081,                      0,                      0,                0.82379,                0.81401,                 0.8585,                0.71553,                 0.6629,                0.41998,                 1.4418,                0.02929,                      0,                      0,               0.002674,               0.002674,               0.002674,               0.046935,                0.42306,                0.46999,               0.059775,                0.14367,                0.50563,                0.01392,                0.49437,                0.01273,               0.031893,                0.49857,                0.53046,               0.047115,                0.14667,                      1
                     76,                0.67862,                0.44398,                 1.3621,                 0.0307,                      0,                      0,                0.82341,                0.81447,                0.85867,                0.71564,                 0.6629,                0.41982,                 1.4419,                0.02928,                      0,                      0,               0.002575,               0.002575,               0.002575,               0.046941,                0.42178,                0.46873,                 0.0597,                0.14319,                0.50572,                0.01405,                0.49428,               0.012833,               0.031726,                0.49697,                0.52869,               0.046832,                0.14597,                      1
                     77,                0.67868,                0.44232,                 1.3575,                0.03072,                      0,                      0,                0.82369,                0.81589,                0.85864,                0.71587,                0.66288,                 0.4195,                 1.4417,                0.02927,                      0,                      0,               0.002476,               0.002476,               0.002476,               0.047173,                0.42685,                0.47402,               0.060198,                0.14478,                 0.5058,               0.014156,                 0.4942,               0.012912,               0.031654,                0.49726,                0.52891,               0.046906,                0.14648,                      1
                     78,                0.67773,                0.44057,                 1.3594,                0.03062,                      0,                      0,                0.82384,                0.81629,                0.85882,                0.71607,                 0.6628,                0.41929,                 1.4417,                0.02926,                      0,                      0,               0.002377,               0.002377,               0.002377,               0.046927,                0.42434,                0.47127,               0.059809,                0.14354,                0.50588,                0.01423,                0.49412,               0.012957,               0.031605,                0.49954,                0.53114,               0.046859,                0.14664,                      1
                     79,                0.67934,                0.44153,                 1.3645,                0.03068,                      0,                      0,                0.82509,                0.81523,                0.85875,                0.71568,                0.66261,                0.41919,                 1.4418,                0.02926,                      0,                      0,               0.002278,               0.002278,               0.002278,                 0.0471,                0.42131,                0.46841,               0.059807,                0.14316,                0.50594,               0.014317,                0.49406,               0.013025,               0.031972,                0.49901,                0.53098,               0.047116,                0.14643,                      1
                     80,                0.67396,                0.43938,                 1.3595,                0.03059,                      0,                      0,                0.82637,                0.81284,                0.85862,                0.71615,                0.66253,                0.41904,                 1.4417,                0.02925,                      0,                      0,               0.002179,               0.002179,               0.002179,               0.046781,                0.42375,                0.47053,               0.059659,                0.14337,                0.50604,               0.014427,                0.49396,                 0.0131,               0.031428,                0.49774,                0.52917,               0.046637,                 0.1461,                      1
                     81,                0.67442,                0.43584,                 1.3646,                0.03085,                      0,                      0,                0.81894,                0.82051,                 0.8587,                0.71616,                0.66241,                0.41883,                 1.4419,                0.02924,                      0,                      0,                0.00208,                0.00208,                0.00208,               0.046704,                0.42426,                0.47097,               0.059746,                0.14416,                0.50612,               0.014558,                0.49388,                0.01321,                0.03115,                0.49789,                0.52904,               0.046549,                0.14666,                      1
                     82,                0.67594,                0.43826,                 1.3562,                0.03079,                      0,                      0,                0.81819,                0.82168,                0.85861,                0.71634,                0.66237,                0.41869,                  1.442,                0.02923,                      0,                      0,               0.001981,               0.001981,               0.001981,                 0.0467,                0.42213,                0.46883,               0.059559,                0.14322,                0.50617,               0.014628,                0.49383,               0.013261,               0.031834,                0.49756,                 0.5294,               0.047086,                0.14672,                      1
                     83,                0.66978,                0.43134,                 1.3558,                0.03079,                      0,                      0,                0.81839,                0.82293,                0.85879,                0.71635,                0.66225,                 0.4186,                 1.4421,                0.02922,                      0,                      0,               0.001882,               0.001882,               0.001882,                 0.0467,                0.42288,                0.46958,                0.05986,                  0.144,                0.50625,               0.014725,                0.49375,               0.013334,               0.031624,                0.49867,                 0.5303,               0.047215,                0.14731,                      1
                     84,                0.67233,                0.43584,                 1.3623,                0.03064,                      0,                      0,                0.81822,                0.82313,                0.85897,                0.71673,                0.66209,                0.41829,                 1.4422,                0.02922,                      0,                      0,               0.001783,               0.001783,               0.001783,               0.047291,                0.42129,                0.46858,               0.060005,                0.14365,                0.50631,               0.014798,                0.49369,               0.013385,               0.031614,                0.49797,                0.52958,               0.046725,                0.14608,                      1
                     85,                0.67311,                0.43223,                 1.3641,                0.03074,                      0,                      0,                0.81772,                0.82336,                0.85911,                0.71683,                0.66202,                0.41801,                 1.4422,                0.02921,                      0,                      0,               0.001684,               0.001684,               0.001684,               0.046243,                0.42295,                 0.4692,               0.059106,                0.14369,                0.50637,               0.014855,                0.49363,               0.013422,               0.031613,                0.49789,                 0.5295,               0.046831,                0.14648,                      1
                     86,                0.66788,                0.42958,                 1.3598,                0.03061,                      0,                      0,                0.81729,                0.82365,                0.85888,                0.71682,                0.66189,                0.41793,                 1.4422,                 0.0292,                      0,                      0,               0.001585,               0.001585,               0.001585,               0.046754,                0.42782,                0.47457,               0.059844,                0.14499,                0.50639,               0.014889,                0.49361,               0.013447,               0.031346,                0.50314,                0.53449,               0.046809,                0.14727,                      1
                     87,                0.66627,                0.42701,                 1.3527,                0.03068,                      0,                      0,                0.81751,                0.82291,                0.85872,                 0.7168,                0.66184,                0.41783,                 1.4422,                0.02919,                      0,                      0,               0.001486,               0.001486,               0.001486,               0.046446,                0.42535,                 0.4718,                0.05956,                0.14428,                0.50644,               0.014932,                0.49356,               0.013471,               0.030775,                0.50191,                0.53268,               0.046333,                0.14692,                      1
                     88,                0.66701,                0.42811,                 1.3625,                0.03079,                      0,                      0,                0.81856,                0.82205,                0.85875,                0.71662,                0.66178,                0.41767,                 1.4425,                0.02918,                      0,                      0,               0.001387,               0.001387,               0.001387,               0.046868,                0.42237,                0.46924,               0.059745,                0.14396,                0.50649,               0.014981,                0.49351,               0.013501,               0.031409,                0.50033,                0.53174,               0.046744,                0.14706,                      1
                     89,                0.66241,                0.42363,                 1.3609,                0.03074,                      0,                      0,                0.81707,                0.82298,                0.85865,                0.71646,                 0.6617,                0.41756,                 1.4425,                0.02918,                      0,                      0,               0.001288,               0.001288,               0.001288,               0.046644,                0.42399,                0.47064,               0.059767,                0.14424,                0.50653,               0.015049,                0.49347,               0.013557,                0.03098,                0.49948,                0.53046,               0.046511,                0.14673,                      1
                     90,                0.66209,                0.42485,                 1.3543,                0.03052,                      0,                      0,                0.81811,                0.82055,                0.85855,                0.71649,                0.66154,                 0.4176,                 1.4427,                0.02917,                      0,                      0,               0.001189,               0.001189,               0.001189,               0.046638,                 0.4268,                0.47343,               0.059616,                0.14438,                0.50657,                0.01508,                0.49343,               0.013575,               0.031072,                0.50315,                0.53422,               0.046453,                0.14693,                      1
                     91,                0.66204,                0.42088,                 1.3529,                0.03065,                      0,                      0,                  0.819,                0.82053,                 0.8583,                0.71652,                 0.6615,                0.41747,                  1.443,                0.02916,                      0,                      0,                0.00109,                0.00109,                0.00109,               0.046622,                0.42795,                0.47457,               0.059801,                0.14498,                0.50662,               0.015111,                0.49338,               0.013585,               0.030861,                 0.5048,                0.53566,               0.046483,                0.14721,                      1
                     92,                0.66019,                0.41726,                 1.3554,                0.03045,                      0,                      0,                0.81804,                0.82161,                0.85824,                0.71645,                0.66142,                0.41747,                 1.4431,                0.02915,                      0,                      0,               0.000991,               0.000991,               0.000991,               0.045751,                0.42783,                0.47358,               0.058813,                0.14365,                0.50667,               0.015158,                0.49333,               0.013613,               0.030698,                0.50411,                0.53481,                0.04617,                0.14641,                      1
                     93,                0.65908,                0.41579,                 1.3577,                0.03049,                      0,                      0,                0.81743,                0.82131,                0.85787,                 0.7166,                0.66133,                0.41735,                 1.4431,                0.02915,                      0,                      0,               0.000892,               0.000892,               0.000892,               0.046106,                0.42847,                0.47457,               0.059194,                0.14426,                0.50669,               0.015198,                0.49331,               0.013645,               0.030677,                0.50426,                0.53494,               0.046153,                0.14657,                      1
                     94,                0.65825,                0.41799,                 1.3565,                0.03059,                      0,                      0,                0.82007,                0.81948,                0.85799,                0.71659,                0.66127,                0.41723,                 1.4431,                0.02914,                      0,                      0,               0.000793,               0.000793,               0.000793,               0.046024,                0.42728,                 0.4733,               0.059219,                0.14435,                0.50674,               0.015235,                0.49326,               0.013663,               0.030589,                0.50224,                0.53283,               0.046164,                0.14628,                      1
                     95,                0.65714,                0.41856,                 1.3506,                0.03032,                      0,                      0,                0.81932,                0.82006,                0.85801,                 0.7166,                0.66126,                0.41713,                 1.4432,                0.02913,                      0,                      0,               0.000694,               0.000694,               0.000694,               0.045419,                0.42957,                0.47499,               0.058487,                0.14374,                0.50679,               0.015288,                0.49321,               0.013699,                0.03044,                0.50448,                0.53492,               0.045867,                  0.146,                      1
                     96,                0.65486,                0.41432,                 1.3464,                0.03023,                      0,                      0,                0.81873,                0.82125,                0.85786,                0.71652,                0.66115,                0.41715,                 1.4432,                0.02913,                      0,                      0,               0.000595,               0.000595,               0.000595,               0.045772,                0.42818,                0.47395,               0.058588,                0.14356,                0.50681,               0.015311,                0.49319,               0.013712,               0.030401,                0.50642,                0.53682,               0.045653,                0.14608,                      1
                     97,                0.65228,                0.41213,                 1.3471,                0.03046,                      0,                      0,                0.81878,                 0.8201,                0.85805,                 0.7168,                0.66106,                0.41693,                 1.4435,                0.02912,                      0,                      0,               0.000496,               0.000496,               0.000496,                0.04554,                0.42862,                0.47416,               0.058798,                0.14442,                0.50684,                0.01534,                0.49316,               0.013729,               0.030449,                0.50518,                0.53563,               0.046147,                0.14705,                      1
                     98,                0.65462,                0.41236,                 1.3585,                0.03028,                      0,                      0,                0.81974,                0.82048,                0.85789,                0.71665,                0.66088,                0.41675,                 1.4434,                0.02911,                      0,                      0,               0.000397,               0.000397,               0.000397,               0.045457,                0.42638,                0.47184,               0.058336,                0.14298,                0.50686,               0.015356,                0.49314,               0.013739,               0.030371,                0.50568,                0.53605,               0.045731,                0.14613,                      1
                     99,                0.65239,                0.41091,                 1.3521,                0.03041,                      0,                      0,                0.82036,                 0.8206,                0.85803,                0.71713,                0.66074,                 0.4166,                 1.4436,                 0.0291,                      0,                      0,               0.000298,               0.000298,               0.000298,               0.045554,                 0.4284,                0.47396,               0.058495,                0.14385,                0.50688,               0.015371,                0.49312,               0.013744,               0.030372,                0.50412,                0.53449,               0.045664,                0.14587,                      1
                    100,                0.65176,                0.41154,                 1.3499,                 0.0307,                      0,                      0,                0.82162,                0.81985,                 0.8579,                0.71676,                0.66065,                0.41644,                  1.444,                 0.0291,                      0,                      0,               0.000199,               0.000199,               0.000199,               0.045739,                0.42591,                0.47165,               0.058823,                0.14456,                 0.5069,               0.015376,                 0.4931,               0.013743,               0.030444,                0.50305,                 0.5335,               0.045989,                0.14673,                      1
