                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,p2/prompt_warmup_factor
                     59,                0.66544,                0.41835,                 1.3723,                0.02945,                      0,                      0,                0.84315,                0.83231,                0.86584,                0.72062,                0.65802,                0.40254,                 1.4567,                0.02773,                      0,                      0,               0.004258,               0.004258,               0.004258,               0.038835,                 0.4455,                0.48433,               0.052336,                0.14283,               0.028137,                0.50975,                0.53789,               0.043661,                0.14563,                      1
                     60,                0.66394,                0.41797,                 1.3596,                0.02943,                      0,                      0,                0.84578,                0.82883,                0.86479,                0.71994,                0.65802,                0.40267,                 1.4571,                0.02772,                      0,                      0,               0.004159,               0.004159,               0.004159,               0.039414,                0.45011,                0.48952,               0.053248,                0.14458,               0.028109,                0.50921,                0.53732,               0.043832,                0.14611,                      1
                     61,                0.65757,                0.41172,                 1.3604,                0.02928,                      0,                      0,                0.84436,                0.83111,                0.86528,                0.72026,                0.65774,                0.40262,                 1.4578,                0.02771,                      0,                      0,                0.00406,                0.00406,                0.00406,               0.039122,                0.45127,                 0.4904,               0.052941,                0.14401,               0.028042,                0.51197,                0.54001,               0.043801,                0.14617,                      1
                     62,                0.65541,                0.41114,                 1.3604,                0.02932,                      0,                      0,                 0.8477,                0.82552,                0.86442,                0.71949,                 0.6577,                0.40279,                  1.458,                0.02769,                      0,                      0,               0.003961,               0.003961,               0.003961,               0.038922,                0.44958,                 0.4885,               0.052675,                0.14368,               0.028306,                0.51053,                0.53883,               0.043997,                 0.1461,                      1
                     63,                0.65786,                0.41194,                 1.3639,                0.02929,                      0,                      0,                0.84882,                0.82337,                0.86396,                0.71906,                0.65752,                0.40271,                  1.459,                0.02768,                      0,                      0,               0.003862,               0.003862,               0.003862,               0.038621,                0.45059,                0.48921,               0.052247,                0.14343,               0.028081,                0.51098,                0.53906,               0.043607,                0.14554,                      1
                     64,                0.65927,                0.41452,                 1.3602,                0.02903,                      0,                      0,                0.84536,                 0.8257,                0.86362,                0.71905,                0.65744,                0.40248,                 1.4593,                0.02767,                      0,                      0,               0.003763,               0.003763,               0.003763,               0.038175,                0.45099,                0.48916,               0.051595,                0.14256,               0.027882,                0.51343,                0.54132,               0.043228,                0.14492,                      1
                     65,                0.65172,                0.40613,                   1.36,                0.02936,                      0,                      0,                0.84725,                0.82549,                0.86344,                0.71914,                0.65737,                0.40231,                 1.4598,                0.02766,                      0,                      0,               0.003664,               0.003664,               0.003664,               0.039009,                0.45337,                0.49238,                0.05304,                0.14515,                0.02809,                0.51063,                0.53872,               0.043969,                0.14635,                      1
                     66,                0.65048,                0.40647,                 1.3596,                0.02917,                      0,                      0,                0.84818,                0.82565,                0.86268,                0.71856,                 0.6574,                0.40264,                 1.4603,                0.02765,                      0,                      0,               0.003565,               0.003565,               0.003565,               0.038261,                0.45128,                0.48954,               0.051987,                0.14335,                0.02776,                0.51295,                0.54071,               0.043444,                0.14571,                      1
                     67,                0.65621,                0.40613,                 1.3511,                0.02933,                      0,                      0,                0.84744,                0.82681,                0.86278,                0.71878,                0.65747,                0.40265,                 1.4605,                0.02764,                      0,                      0,               0.003466,               0.003466,               0.003466,               0.038527,                0.44809,                0.48662,               0.052202,                0.14347,               0.027729,                0.51011,                0.53784,               0.043365,                0.14573,                      1
                     68,                0.64843,                0.40107,                 1.3581,                0.02906,                      0,                      0,                0.84655,                0.82649,                0.86275,                0.71844,                0.65754,                0.40267,                 1.4607,                0.02763,                      0,                      0,               0.003367,               0.003367,               0.003367,               0.038863,                 0.4551,                0.49396,               0.052725,                 0.1446,               0.027945,                0.51479,                0.54273,               0.043711,                0.14616,                      1
                     69,                0.64962,                0.40215,                 1.3559,                0.02906,                      0,                      0,                0.84775,                0.82612,                0.86226,                  0.718,                0.65758,                0.40261,                 1.4612,                0.02763,                      0,                      0,               0.003268,               0.003268,               0.003268,               0.038271,                0.45496,                0.49323,               0.052286,                0.14436,               0.027732,                0.51447,                0.54221,               0.043653,                0.14634,                      1
                     70,                0.64701,                0.40009,                 1.3425,                0.02905,                      0,                      0,                0.84866,                0.82524,                0.86194,                0.71809,                0.65734,                0.40263,                 1.4612,                0.02762,                      0,                      0,               0.003169,               0.003169,               0.003169,               0.038417,                0.45471,                0.49313,               0.052409,                0.14398,               0.028139,                0.51523,                0.54337,               0.044065,                0.14665,                      1
                     71,                0.64622,                0.40121,                  1.351,                0.02896,                      0,                      0,                0.84963,                0.82535,                0.86186,                0.71796,                0.65733,                0.40267,                 1.4614,                0.02761,                      0,                      0,                0.00307,                0.00307,                0.00307,               0.037927,                0.45156,                0.48949,               0.051544,                0.14295,               0.027226,                0.51383,                0.54106,               0.042792,                0.14501,                      1
                     72,                0.64387,                0.39655,                 1.3479,                0.02917,                      0,                      0,                0.84741,                0.82571,                 0.8618,                0.71799,                0.65743,                0.40261,                 1.4618,                 0.0276,                      0,                      0,               0.002971,               0.002971,               0.002971,               0.037892,                0.45224,                0.49013,               0.051831,                0.14407,               0.027567,                0.51357,                0.54114,               0.043475,                 0.1462,                      1
                     73,                0.64124,                0.39349,                 1.3552,                0.02891,                      0,                      0,                0.84811,                0.82625,                0.86178,                0.71797,                0.65736,                0.40256,                  1.462,                0.02759,                      0,                      0,               0.002872,               0.002872,               0.002872,               0.037559,                0.45509,                0.49265,               0.051472,                0.14369,               0.027428,                0.51817,                 0.5456,               0.043338,                0.14617,                      1
                     74,                0.63944,                0.39133,                 1.3527,                0.02895,                      0,                      0,                0.84799,                0.82597,                0.86119,                0.71761,                0.65724,                0.40255,                 1.4624,                0.02758,                      0,                      0,               0.002773,               0.002773,               0.002773,               0.037975,                0.45577,                0.49375,               0.051824,                0.14395,               0.027258,                0.51697,                0.54423,               0.043047,                0.14596,                      1
                     75,                0.63928,                 0.3914,                 1.3487,                0.02894,                      0,                      0,                0.84777,                0.82653,                 0.8611,                0.71743,                0.65715,                0.40249,                 1.4626,                0.02757,                      0,                      0,               0.002674,               0.002674,               0.002674,               0.038239,                 0.4552,                0.49344,               0.052062,                0.14402,               0.027413,                0.51732,                0.54473,               0.043197,                0.14597,                      1
                     76,                0.63727,                0.38947,                 1.3447,                 0.0288,                      0,                      0,                 0.8474,                0.82668,                0.86094,                0.71736,                0.65715,                0.40233,                 1.4629,                0.02756,                      0,                      0,               0.002575,               0.002575,               0.002575,               0.037206,                0.45597,                0.49317,               0.050996,                0.14335,                0.02708,                0.51738,                0.54446,               0.042804,                0.14542,                      1
                     77,                0.63671,                0.38884,                 1.3419,                0.02889,                      0,                      0,                0.84741,                0.82737,                0.86089,                0.71747,                0.65703,                0.40241,                 1.4632,                0.02756,                      0,                      0,               0.002476,               0.002476,               0.002476,               0.037751,                0.45806,                0.49582,               0.051726,                0.14451,               0.027188,                0.51859,                0.54577,               0.043084,                0.14621,                      1
                     78,                0.63519,                0.38643,                 1.3429,                0.02874,                      0,                      0,                0.84586,                0.82834,                0.86054,                0.71692,                0.65695,                0.40248,                 1.4635,                0.02755,                      0,                      0,               0.002377,               0.002377,               0.002377,               0.037938,                0.45813,                0.49606,               0.051849,                0.14425,               0.027374,                0.51958,                0.54695,                0.04323,                0.14612,                      1
                     79,                0.63686,                0.38664,                  1.345,                0.02877,                      0,                      0,                0.84258,                0.82961,                0.86052,                0.71702,                0.65691,                0.40263,                 1.4635,                0.02754,                      0,                      0,               0.002278,               0.002278,               0.002278,               0.037716,                0.45709,                0.49481,               0.051505,                0.14395,               0.027397,                0.51984,                0.54724,               0.043162,                0.14603,                      1
                     80,                0.63071,                0.38406,                 1.3416,                0.02869,                      0,                      0,                0.84379,                0.82934,                0.86049,                0.71662,                0.65695,                 0.4028,                 1.4637,                0.02753,                      0,                      0,               0.002179,               0.002179,               0.002179,                0.03734,                 0.4574,                0.49474,               0.051234,                0.14367,               0.027143,                0.51789,                0.54503,                0.04296,                 0.1458,                      1
                     81,                0.63067,                0.38135,                 1.3474,                0.02897,                      0,                      0,                 0.8445,                0.82964,                0.86041,                0.71631,                0.65696,                0.40293,                 1.4638,                0.02752,                      0,                      0,                0.00208,                0.00208,                0.00208,                0.03739,                0.45714,                0.49453,               0.051443,                0.14455,               0.027026,                0.51751,                0.54453,               0.043023,                0.14645,                      1
                     82,                0.63258,                0.38266,                 1.3361,                0.02888,                      0,                      0,                0.84322,                0.82972,                0.86027,                0.71639,                0.65698,                0.40311,                 1.4639,                0.02752,                      0,                      0,               0.001981,               0.001981,               0.001981,               0.037521,                0.45662,                0.49414,               0.051429,                0.14415,               0.026938,                 0.5174,                0.54434,               0.042783,                0.14581,                      1
                     83,                0.62722,                0.37807,                 1.3342,                 0.0289,                      0,                      0,                0.84166,                0.83049,                0.86013,                0.71622,                 0.6569,                0.40318,                 1.4638,                0.02751,                      0,                      0,               0.001882,               0.001882,               0.001882,                 0.0369,                0.45668,                0.49358,               0.051108,                 0.1442,               0.026779,                0.51955,                0.54633,                0.04302,                0.14674,                      1
                     84,                0.62833,                0.38006,                 1.3415,                0.02875,                      0,                      0,                0.84277,                0.83046,                0.85968,                0.71589,                0.65692,                 0.4034,                  1.464,                 0.0275,                      0,                      0,               0.001783,               0.001783,               0.001783,                0.03731,                0.45443,                0.49174,               0.051017,                0.14334,               0.027091,                0.51847,                0.54556,               0.042813,                0.14555,                      1
                     85,                0.62906,                 0.3779,                 1.3382,                0.02883,                      0,                      0,                0.84232,                0.83076,                0.85952,                0.71599,                0.65689,                0.40353,                 1.4639,                0.02749,                      0,                      0,               0.001684,               0.001684,               0.001684,               0.037256,                0.45696,                0.49421,               0.051158,                 0.1442,               0.026855,                0.51834,                 0.5452,               0.042687,                0.14577,                      1
                     86,                0.62295,                0.37415,                 1.3398,                0.02867,                      0,                      0,                0.84156,                0.83015,                0.85906,                0.71572,                0.65691,                0.40365,                 1.4644,                0.02749,                      0,                      0,               0.001585,               0.001585,               0.001585,               0.037591,                0.46158,                0.49917,               0.051714,                0.14508,               0.027128,                0.52321,                0.55034,               0.043201,                0.14682,                      1
                     87,                0.62099,                0.37182,                 1.3341,                0.02877,                      0,                      0,                 0.8409,                0.83184,                0.85888,                0.71551,                0.65705,                0.40387,                 1.4649,                0.02748,                      0,                      0,               0.001486,               0.001486,               0.001486,               0.037067,                0.45906,                0.49613,               0.051217,                0.14438,                0.02681,                0.52121,                0.54802,                0.04296,                0.14649,                      1
                     88,                 0.6215,                0.37325,                 1.3389,                0.02885,                      0,                      0,                0.84223,                  0.832,                0.85853,                 0.7152,                0.65708,                0.40401,                 1.4652,                0.02747,                      0,                      0,               0.001387,               0.001387,               0.001387,               0.037508,                  0.457,                0.49451,               0.051442,                0.14435,               0.027105,                0.51994,                0.54704,               0.043029,                0.14634,                      1
                     89,                0.61889,                0.36984,                 1.3367,                0.02879,                      0,                      0,                0.84045,                0.83301,                0.85813,                0.71497,                0.65705,                0.40418,                 1.4655,                0.02746,                      0,                      0,               0.001288,               0.001288,               0.001288,                0.03702,                0.45936,                0.49638,               0.051236,                0.14466,               0.026927,                0.51997,                 0.5469,               0.043084,                0.14652,                      1
                     90,                0.61568,                0.36836,                 1.3288,                0.02858,                      0,                      0,                 0.8408,                0.83206,                0.85788,                0.71483,                0.65711,                0.40428,                 1.4658,                0.02746,                      0,                      0,               0.001189,               0.001189,               0.001189,               0.037442,                0.46106,                 0.4985,                0.05146,                 0.1447,               0.026807,                 0.5233,                 0.5501,               0.042794,                0.14641,                      1
                     91,                0.61631,                0.36646,                 1.3286,                0.02873,                      0,                      0,                0.84012,                0.83311,                0.85742,                0.71436,                0.65712,                0.40444,                 1.4661,                0.02745,                      0,                      0,                0.00109,                0.00109,                0.00109,               0.036854,                0.46078,                0.49764,               0.051041,                0.14464,               0.026711,                0.52206,                0.54877,               0.042861,                0.14629,                      1
                     92,                0.61508,                0.36301,                 1.3325,                0.02852,                      0,                      0,                0.83898,                0.83445,                 0.8572,                0.71424,                0.65719,                0.40466,                 1.4665,                0.02744,                      0,                      0,               0.000991,               0.000991,               0.000991,               0.036539,                0.46246,                  0.499,               0.050665,                0.14419,               0.026387,                0.52401,                0.55039,                0.04246,                  0.146,                      1
                     93,                0.61249,                0.36172,                 1.3309,                0.02855,                      0,                      0,                0.83722,                0.83639,                0.85711,                 0.7143,                0.65723,                0.40487,                 1.4667,                0.02744,                      0,                      0,               0.000892,               0.000892,               0.000892,               0.036537,                0.46119,                0.49772,               0.050628,                0.14409,               0.026339,                0.52442,                0.55076,               0.042429,                0.14619,                      1
                     94,                0.61269,                0.36314,                 1.3273,                0.02865,                      0,                      0,                0.83861,                0.83497,                0.85658,                 0.7138,                0.65732,                0.40513,                 1.4671,                0.02743,                      0,                      0,               0.000793,               0.000793,               0.000793,               0.036775,                 0.4615,                0.49827,               0.051031,                0.14476,               0.026257,                0.52324,                0.54949,               0.042476,                0.14631,                      1
                     95,                0.61086,                0.36338,                 1.3245,                0.02838,                      0,                      0,                0.83752,                0.83571,                0.85625,                0.71355,                0.65728,                0.40521,                 1.4675,                0.02743,                      0,                      0,               0.000694,               0.000694,               0.000694,               0.036023,                 0.4647,                0.50073,               0.050165,                0.14404,               0.026373,                0.52454,                0.55091,               0.042406,                0.14582,                      1
                     96,                0.60675,                0.35793,                 1.3213,                0.02828,                      0,                      0,                 0.8379,                0.83535,                0.85591,                0.71317,                0.65738,                 0.4053,                 1.4678,                0.02742,                      0,                      0,               0.000595,               0.000595,               0.000595,                0.03628,                0.46121,                0.49749,               0.050088,                0.14306,               0.026239,                0.52599,                0.55223,               0.042071,                0.14542,                      1
                     97,                0.60431,                0.35622,                 1.3204,                0.02855,                      0,                      0,                0.83735,                0.83521,                0.85567,                0.71286,                0.65732,                0.40515,                 1.4683,                0.02741,                      0,                      0,               0.000496,               0.000496,               0.000496,               0.036707,                 0.4625,                0.49921,               0.051019,                0.14474,               0.026096,                0.52342,                0.54951,               0.042351,                0.14607,                      1
                     98,                 0.6065,                0.35725,                 1.3282,                0.02833,                      0,                      0,                0.83821,                0.83503,                0.85504,                0.71285,                0.65733,                0.40519,                 1.4686,                 0.0274,                      0,                      0,               0.000397,               0.000397,               0.000397,               0.036303,                 0.4607,                  0.497,               0.050224,                0.14309,               0.026415,                0.52354,                0.54996,               0.042308,                0.14523,                      1
                     99,                0.60493,                0.35534,                 1.3221,                0.02845,                      0,                      0,                0.83896,                0.83465,                0.85497,                 0.7128,                0.65743,                0.40526,                 1.4691,                 0.0274,                      0,                      0,               0.000298,               0.000298,               0.000298,                 0.0364,                0.46176,                0.49816,               0.050349,                0.14368,               0.026426,                0.52381,                0.55024,                 0.0423,                0.14547,                      1
                    100,                0.60439,                 0.3556,                  1.321,                 0.0287,                      0,                      0,                0.83938,                0.83415,                0.85465,                0.71282,                0.65744,                0.40543,                 1.4694,                0.02739,                      0,                      0,               0.000199,               0.000199,               0.000199,               0.036895,                0.46012,                0.49701,               0.051032,                0.14476,               0.026502,                0.52237,                0.54887,               0.042637,                0.14622,                      1
