                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,p2/prompt_warmup_factor
                     84,                0.61719,                0.37421,                 1.3403,                0.02865,                      0,                      0,                0.83023,                0.82143,                0.85176,                0.71729,                0.64597,                0.39927,                 1.4595,                0.02736,                      0,                      0,               0.001783,               0.001783,               0.001783,               0.036934,                 0.4583,                0.49523,               0.050764,                0.14379,               0.026817,                0.52009,                0.54691,               0.042595,                0.14605,                      1
                     85,                 0.6183,                0.37192,                 1.3371,                0.02874,                      0,                      0,                0.83004,                0.82177,                0.85173,                0.71718,                0.64591,                0.39959,                 1.4599,                0.02736,                      0,                      0,               0.001684,               0.001684,               0.001684,               0.036624,                0.45989,                0.49651,               0.050616,                0.14405,               0.026719,                0.51827,                0.54499,               0.042555,                0.14576,                      1
                     86,                0.61304,                0.36885,                 1.3372,                0.02858,                      0,                      0,                0.83138,                 0.8202,                0.85155,                0.71688,                0.64592,                0.39966,                 1.4602,                0.02735,                      0,                      0,               0.001585,               0.001585,               0.001585,                0.03754,                0.46552,                0.50306,               0.051787,                0.14583,               0.026999,                0.52289,                0.54989,               0.043065,                0.14673,                      1
                     87,                0.61084,                0.36558,                 1.3283,                0.02866,                      0,                      0,                0.83425,                 0.8178,                0.85116,                0.71659,                0.64595,                0.39978,                 1.4605,                0.02734,                      0,                      0,               0.001486,               0.001486,               0.001486,               0.036544,                0.46249,                0.49903,               0.050799,                0.14462,               0.026603,                0.52208,                0.54869,               0.042789,                0.14681,                      1
                     88,                0.61113,                0.36799,                 1.3351,                0.02876,                      0,                      0,                0.83445,                0.81759,                 0.8513,                0.71681,                0.64595,                0.40001,                 1.4608,                0.02734,                      0,                      0,               0.001387,               0.001387,               0.001387,               0.037326,                0.46097,                0.49829,               0.051379,                0.14498,               0.026813,                0.52007,                0.54688,               0.042744,                0.14646,                      1
                     89,                0.60908,                0.36381,                 1.3319,                0.02871,                      0,                      0,                0.83503,                0.81702,                 0.8512,                0.71672,                0.64594,                0.40044,                 1.4609,                0.02733,                      0,                      0,               0.001288,               0.001288,               0.001288,               0.036636,                0.46084,                0.49747,               0.050895,                 0.1445,               0.026381,                0.52007,                0.54645,               0.042547,                0.14639,                      1
                     90,                0.60572,                0.36298,                 1.3262,                0.02844,                      0,                      0,                0.83475,                0.81621,                0.85067,                 0.7162,                0.64593,                0.40061,                  1.461,                0.02732,                      0,                      0,               0.001189,               0.001189,               0.001189,               0.036622,                0.46386,                0.50048,               0.050723,                0.14448,               0.026574,                0.52489,                0.55146,               0.042619,                0.14664,                      1
                     91,                0.60667,                0.36073,                 1.3242,                0.02862,                      0,                      0,                0.83663,                0.81347,                0.85017,                0.71608,                0.64588,                0.40073,                 1.4612,                0.02732,                      0,                      0,                0.00109,                0.00109,                0.00109,               0.036329,                0.46403,                0.50036,               0.050618,                0.14471,                0.02643,                0.52268,                0.54911,               0.042605,                0.14644,                      1
                     92,                0.60515,                0.35785,                  1.329,                0.02842,                      0,                      0,                0.83775,                0.81284,                0.85015,                0.71612,                0.64587,                0.40082,                 1.4617,                0.02731,                      0,                      0,               0.000991,               0.000991,               0.000991,               0.036181,                 0.4655,                0.50168,               0.050393,                0.14438,               0.026132,                0.52509,                0.55122,               0.042243,                0.14602,                      1
                     93,                0.60254,                0.35577,                 1.3298,                0.02844,                      0,                      0,                0.83784,                0.81291,                0.84986,                0.71616,                0.64584,                0.40094,                 1.4622,                0.02731,                      0,                      0,               0.000892,               0.000892,               0.000892,               0.036227,                0.46518,                0.50141,                0.05044,                0.14448,               0.026136,                0.52417,                 0.5503,               0.042225,                0.14599,                      1
                     94,                0.60312,                0.35808,                 1.3267,                0.02853,                      0,                      0,                0.82952,                0.82125,                0.84986,                 0.7162,                0.64587,                0.40101,                 1.4626,                 0.0273,                      0,                      0,               0.000793,               0.000793,               0.000793,               0.036284,                0.46498,                0.50126,               0.050646,                0.14498,               0.026105,                0.52349,                0.54959,               0.042338,                0.14634,                      1
                     95,                0.60128,                0.35849,                 1.3209,                0.02825,                      0,                      0,                0.83349,                0.81798,                0.84973,                0.71614,                 0.6459,                0.40116,                 1.4629,                0.02729,                      0,                      0,               0.000694,               0.000694,               0.000694,               0.035654,                0.46802,                0.50367,                 0.0499,                0.14414,               0.026027,                 0.5256,                0.55163,               0.042102,                0.14596,                      1
                     96,                0.59799,                0.35299,                 1.3177,                0.02817,                      0,                      0,                0.83308,                0.81859,                0.84939,                0.71582,                0.64594,                0.40124,                 1.4635,                0.02729,                      0,                      0,               0.000595,               0.000595,               0.000595,               0.036015,                0.46581,                0.50183,               0.049963,                0.14367,               0.025893,                0.52765,                0.55355,                0.04178,                0.14565,                      1
                     97,                0.59489,                0.35076,                 1.3177,                0.02842,                      0,                      0,                0.83061,                0.81984,                0.84914,                0.71558,                  0.646,                 0.4012,                 1.4641,                0.02728,                      0,                      0,               0.000496,               0.000496,               0.000496,                0.03634,                0.46665,                0.50299,               0.050776,                0.14511,               0.026042,                0.52481,                0.55086,               0.042345,                0.14649,                      1
                     98,                0.59726,                0.35157,                 1.3274,                0.02822,                      0,                      0,                0.83144,                0.81771,                0.84896,                0.71577,                0.64603,                0.40112,                 1.4646,                0.02727,                      0,                      0,               0.000397,               0.000397,               0.000397,               0.035748,                 0.4632,                0.49895,                0.04974,                0.14297,               0.026078,                 0.5242,                0.55027,               0.042001,                0.14531,                      1
                     99,                0.59591,                0.35063,                 1.3177,                0.02833,                      0,                      0,                0.82835,                0.82124,                0.84847,                0.71526,                0.64607,                0.40126,                 1.4647,                0.02727,                      0,                      0,               0.000298,               0.000298,               0.000298,               0.035926,                0.46579,                0.50171,               0.049997,                0.14394,               0.026019,                0.52501,                0.55103,               0.041932,                0.14557,                      1
                    100,                0.59485,                0.35122,                 1.3165,                0.02859,                      0,                      0,                0.82841,                0.82098,                0.84845,                0.71511,                0.64615,                0.40153,                 1.4652,                0.02726,                      0,                      0,               0.000199,               0.000199,               0.000199,               0.035983,                0.46333,                0.49931,                0.05022,                0.14465,               0.026168,                0.52321,                0.54938,               0.042332,                0.14618,                      1
