                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,p2/P4_gder_attention_weight,    p2/P4_gder_gate_std,p2/P4_gder_modality_weight,p2/P4_gder_modality_weight_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,p2/prompt_warmup_factor
                     74,                0.62867,                0.38615,                 1.3482,                0.02884,                      0,                      0,                0.84534,                0.82337,                0.86548,                0.72828,                0.64691,                 0.3969,                 1.4572,                 0.0274,                      0,                      0,               0.002773,               0.002773,               0.002773,               0.037385,                0.45835,                0.49573,               0.051317,                0.14403,                0.50066,              0.0012805,                0.49934,               0.001096,               0.027078,                0.51896,                0.54604,                0.04294,                0.14633,                      1
                     75,                0.62865,                0.38615,                 1.3453,                0.02882,                      0,                      0,                0.84685,                0.82268,                0.86543,                0.72826,                0.64685,                0.39687,                 1.4574,                0.02739,                      0,                      0,               0.002674,               0.002674,               0.002674,               0.037184,                 0.4577,                0.49489,               0.051082,                0.14375,                0.50067,              0.0012927,                0.49933,              0.0011051,               0.027006,                0.51884,                0.54585,               0.042845,                0.14602,                      1
                     76,                0.62714,                0.38425,                 1.3417,                0.02872,                      0,                      0,                0.84757,                0.82304,                0.86565,                0.72826,                0.64692,                0.39695,                 1.4575,                0.02738,                      0,                      0,               0.002575,               0.002575,               0.002575,               0.037254,                0.45798,                0.49523,               0.051109,                 0.1435,                0.50067,              0.0012988,                0.49933,              0.0011111,               0.026597,                0.51749,                0.54409,               0.042344,                0.14522,                      1
                     77,                0.62615,                0.38306,                 1.3387,                0.02877,                      0,                      0,                0.84506,                0.82316,                0.86541,                0.72834,                0.64682,                0.39705,                 1.4577,                0.02737,                      0,                      0,               0.002476,               0.002476,               0.002476,               0.037495,                0.46013,                0.49762,               0.051537,                 0.1446,                0.50068,              0.0013041,                0.49932,              0.0011153,                0.02714,                0.51915,                0.54629,               0.043066,                 0.1463,                      1
                     78,                0.62541,                 0.3819,                 1.3388,                0.02863,                      0,                      0,                0.84533,                0.82278,                0.86514,                0.72788,                0.64682,                0.39726,                 1.4578,                0.02736,                      0,                      0,               0.002377,               0.002377,               0.002377,               0.037603,                0.46166,                0.49926,               0.051628,                0.14461,                0.50068,               0.001311,                0.49932,              0.0011201,               0.027045,                0.52075,                 0.5478,               0.042947,                0.14626,                      1
                     79,                0.62753,                0.38217,                 1.3409,                0.02869,                      0,                      0,                0.84439,                 0.8222,                0.86494,                0.72822,                0.64679,                0.39734,                 1.4578,                0.02735,                      0,                      0,               0.002278,               0.002278,               0.002278,               0.037147,                0.45762,                0.49477,               0.050952,                 0.1436,                0.50069,              0.0013206,                0.49931,              0.0011265,               0.027087,                0.51974,                0.54683,               0.042865,                0.14572,                      1
                     80,                0.62127,                0.37957,                  1.339,                0.02859,                      0,                      0,                0.84633,                0.82252,                0.86506,                0.72814,                0.64671,                0.39758,                  1.458,                0.02735,                      0,                      0,               0.002179,               0.002179,               0.002179,               0.036916,                0.45989,                0.49681,               0.050892,                0.14398,                0.50069,              0.0013299,                0.49931,              0.0011348,               0.026539,                0.51976,                 0.5463,               0.042426,                0.14566,                      1
                     81,                0.62014,                0.37564,                 1.3443,                0.02887,                      0,                      0,                0.84649,                0.82187,                0.86495,                0.72828,                0.64669,                0.39765,                 1.4583,                0.02734,                      0,                      0,                0.00208,                0.00208,                0.00208,               0.037029,                 0.4592,                0.49623,                0.05115,                0.14458,                 0.5007,              0.0013357,                 0.4993,              0.0011391,               0.026883,                0.51879,                0.54567,               0.042937,                0.14637,                      1
                     82,                  0.622,                0.37666,                  1.334,                0.02874,                      0,                      0,                0.84588,                0.82251,                0.86468,                0.72816,                0.64665,                 0.3977,                 1.4586,                0.02733,                      0,                      0,               0.001981,               0.001981,               0.001981,               0.036981,                0.45864,                0.49562,               0.050958,                0.14404,                 0.5007,              0.0013432,                 0.4993,              0.0011448,                0.02672,                0.51899,                0.54571,               0.042628,                0.14568,                      1
                     83,                0.61576,                0.37061,                 1.3342,                0.02879,                      0,                      0,                0.84538,                0.82335,                0.86447,                0.72787,                 0.6467,                0.39785,                  1.459,                0.02732,                      0,                      0,               0.001882,               0.001882,               0.001882,               0.036803,                0.45872,                0.49552,               0.051083,                0.14443,                0.50071,              0.0013515,                0.49929,              0.0011513,               0.026689,                0.51898,                0.54567,               0.042917,                0.14644,                      1
                     84,                0.61776,                0.37484,                 1.3397,                0.02863,                      0,                      0,                0.84525,                0.82375,                0.86422,                0.72785,                0.64669,                0.39806,                 1.4595,                0.02731,                      0,                      0,               0.001783,               0.001783,               0.001783,                0.03692,                0.45744,                0.49436,               0.050722,                0.14362,                0.50071,              0.0013558,                0.49929,              0.0011546,               0.026761,                0.52025,                0.54702,               0.042545,                0.14548,                      1
                     85,                0.61816,                0.37209,                 1.3357,                0.02871,                      0,                      0,                0.84603,                0.82371,                 0.8642,                 0.7276,                0.64674,                0.39818,                 1.4596,                 0.0273,                      0,                      0,               0.001684,               0.001684,               0.001684,               0.036766,                0.45853,                 0.4953,                0.05072,                0.14401,                0.50072,              0.0013629,                0.49928,              0.0011583,               0.026575,                0.51894,                0.54551,               0.042439,                0.14558,                      1
                     86,                0.61339,                0.36947,                 1.3336,                0.02855,                      0,                      0,                0.84522,                0.82334,                0.86406,                0.72764,                0.64675,                0.39842,                 1.4595,                 0.0273,                      0,                      0,               0.001585,               0.001585,               0.001585,               0.037063,                  0.464,                0.50106,               0.051262,                0.14521,                0.50072,              0.0013696,                0.49928,              0.0011623,               0.026745,                 0.5239,                0.55064,               0.042851,                0.14667,                      1
                     87,                0.61101,                0.36626,                 1.3286,                0.02866,                      0,                      0,                0.84559,                0.82299,                0.86384,                0.72717,                0.64685,                0.39855,                 1.4599,                0.02729,                      0,                      0,               0.001486,               0.001486,               0.001486,               0.036749,                0.46203,                0.49878,               0.050988,                0.14477,                0.50073,              0.0013736,                0.49927,              0.0011647,               0.026441,                0.52263,                0.54907,               0.042646,                0.14649,                      1
                     88,                0.61109,                0.36805,                 1.3355,                0.02875,                      0,                      0,                0.84386,                0.82414,                0.86361,                0.72717,                0.64689,                0.39861,                 1.4602,                0.02728,                      0,                      0,               0.001387,               0.001387,               0.001387,               0.037316,                0.45927,                0.49659,               0.051319,                0.14459,                0.50073,              0.0013828,                0.49927,               0.001172,               0.026774,                0.52028,                0.54705,               0.042717,                0.14639,                      1
                     89,                0.60854,                0.36395,                 1.3354,                 0.0287,                      0,                      0,                0.84596,                0.82139,                0.86355,                0.72725,                0.64681,                0.39866,                 1.4607,                0.02728,                      0,                      0,               0.001288,               0.001288,               0.001288,               0.036761,                0.46096,                0.49772,               0.051023,                0.14462,                0.50073,              0.0013861,                0.49927,              0.0011754,               0.026471,                0.52078,                0.54725,               0.042667,                0.14638,                      1
                     90,                0.60569,                 0.3633,                 1.3259,                0.02844,                      0,                      0,                0.84446,                0.82297,                0.86334,                0.72685,                0.64681,                0.39877,                 1.4611,                0.02727,                      0,                      0,               0.001189,               0.001189,               0.001189,               0.037008,                0.46281,                0.49982,               0.051081,                0.14452,                0.50074,              0.0013916,                0.49926,              0.0011781,               0.026587,                0.52505,                0.55164,               0.042641,                0.14638,                      1
                     91,                0.60627,                0.36046,                 1.3253,                 0.0286,                      0,                      0,                 0.8447,                0.82356,                0.86296,                0.72657,                0.64674,                0.39876,                 1.4614,                0.02726,                      0,                      0,                0.00109,                0.00109,                0.00109,               0.036615,                0.46283,                0.49945,               0.050871,                0.14463,                0.50075,              0.0013984,                0.49925,              0.0011826,               0.026193,                0.52302,                0.54921,               0.042386,                0.14621,                      1
                     92,                0.60484,                 0.3585,                 1.3241,                0.02841,                      0,                      0,                0.84504,                0.82272,                0.86247,                0.72626,                 0.6468,                0.39896,                 1.4615,                0.02726,                      0,                      0,               0.000991,               0.000991,               0.000991,               0.036106,                  0.464,                 0.5001,               0.050281,                0.14389,                0.50075,              0.0014044,                0.49925,              0.0011874,               0.026051,                0.52529,                0.55134,               0.042179,                0.14589,                      1
                     93,                0.60233,                0.35621,                 1.3258,                0.02844,                      0,                      0,                0.84177,                0.82626,                 0.8621,                0.72591,                0.64689,                0.39912,                 1.4618,                0.02725,                      0,                      0,               0.000892,               0.000892,               0.000892,               0.036467,                 0.4643,                0.50077,               0.050655,                 0.1445,                0.50075,              0.0014092,                0.49925,              0.0011904,               0.026102,                0.52465,                0.55075,               0.042212,                0.14579,                      1
                     94,                0.60294,                  0.358,                 1.3252,                0.02853,                      0,                      0,                0.84022,                0.82713,                0.86169,                0.72616,                0.64679,                0.39917,                  1.462,                0.02724,                      0,                      0,               0.000793,               0.000793,               0.000793,               0.036026,                 0.4643,                0.50033,               0.050367,                0.14483,                0.50076,              0.0014119,                0.49924,              0.0011912,               0.026093,                0.52383,                0.54993,               0.042347,                0.14602,                      1
                     95,                0.60086,                0.35762,                 1.3199,                0.02825,                      0,                      0,                0.84054,                0.82751,                0.86118,                0.72575,                0.64679,                 0.3992,                 1.4623,                0.02724,                      0,                      0,               0.000694,               0.000694,               0.000694,               0.035498,                0.46635,                0.50184,               0.049694,                0.14392,                0.50076,              0.0014145,                0.49924,              0.0011925,               0.025768,                0.52558,                0.55135,               0.041852,                0.14565,                      1
                     96,                0.59799,                0.35221,                 1.3188,                0.02818,                      0,                      0,                0.83963,                0.82787,                0.86099,                0.72573,                0.64685,                0.39931,                 1.4628,                0.02723,                      0,                      0,               0.000595,               0.000595,               0.000595,               0.035919,                 0.4644,                0.50032,               0.049825,                0.14348,                0.50076,               0.001416,                0.49924,              0.0011917,               0.026051,                0.52691,                0.55297,               0.041926,                0.14543,                      1
                     97,                0.59518,                0.35127,                 1.3185,                0.02841,                      0,                      0,                0.83872,                0.82986,                0.86053,                0.72546,                0.64685,                0.39947,                 1.4632,                0.02722,                      0,                      0,               0.000496,               0.000496,               0.000496,               0.036085,                0.46442,                0.50051,               0.050452,                0.14447,                0.50076,              0.0014162,                0.49924,              0.0011922,               0.025988,                0.52476,                0.55075,               0.042293,                0.14617,                      1
                     98,                0.59674,                0.35131,                 1.3289,                0.02821,                      0,                      0,                0.83872,                0.83002,                0.86044,                0.72514,                0.64684,                0.39952,                 1.4638,                0.02722,                      0,                      0,               0.000397,               0.000397,               0.000397,               0.035832,                0.46364,                0.49947,               0.049836,                0.14315,                0.50077,              0.0014203,                0.49923,              0.0011952,               0.025834,                0.52493,                0.55076,               0.041787,                0.14504,                      1
                     99,                0.59554,                0.34955,                 1.3224,                0.02832,                      0,                      0,                0.83851,                0.82988,                0.86008,                0.72503,                0.64686,                0.39964,                 1.4645,                0.02721,                      0,                      0,               0.000298,               0.000298,               0.000298,               0.035738,                0.46348,                0.49922,                0.04974,                0.14342,                0.50077,              0.0014226,                0.49923,              0.0011964,               0.025881,                0.52533,                0.55122,               0.041815,                0.14527,                      1
                    100,                0.59476,                0.35047,                 1.3195,                0.02858,                      0,                      0,                0.84002,                0.83003,                0.86012,                0.72485,                0.64691,                 0.3997,                 1.4649,                 0.0272,                      0,                      0,               0.000199,               0.000199,               0.000199,               0.036262,                0.46309,                0.49935,               0.050493,                0.14488,                0.50077,              0.0014226,                0.49923,              0.0011958,               0.025873,                0.52392,                0.54979,               0.042066,                0.14596,                      1
