                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     31,                0.70628,                0.46834,                 1.3805,                0.08012,                 0.8317,                0.81116,                0.86112,                0.70895,                0.66787,                0.41881,                 1.4632,                0.08569,                0.00703,                0.00703,                0.00703,                      0,                0.68887,                0.68493,                 0.6731,                0.52643,                0.67499,                0.40074,                0.18658,                0.44813,                0.57923,                0.41219,                0.63723,                      0,                0.66538,                0.67907,                0.66806,                0.50327,                0.67284,                0.43893,                 0.1912,                 0.4535,                0.56141,                0.41219,                0.69313,              0.0089633,                      0,                0.68656,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70635,                0.47093,                 1.3798,                0.08034,                0.81585,                0.82153,                  0.863,                0.71001,                0.66852,                0.41888,                 1.4449,                0.08568,               0.006931,               0.006931,               0.006931,                      0,                0.68952,                0.68585,                0.67192,                 0.5288,                 0.6744,                 0.4028,                0.18635,                0.44664,                0.57351,                0.41152,                 0.6333,                      0,                  0.667,                0.68011,                0.66742,                0.50952,                0.67125,                0.43575,                0.19057,                0.45188,                0.55472,                0.41152,                0.68281,              0.0084701,                      0,                0.68998,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                0.69996,                 0.4652,                 1.3777,                0.07957,                0.83665,                0.80706,                0.86698,                0.71372,                0.66682,                0.41578,                 1.4578,                0.08552,               0.006832,               0.006832,               0.006832,                      0,                0.68858,                0.68289,                0.67015,                0.52439,                0.67343,                0.40758,                0.18749,                0.44799,                0.56474,                0.41208,                0.63277,                      0,                0.67049,                0.67668,                0.66469,                0.50216,                 0.6755,                 0.4434,                0.19162,                0.45269,                0.54498,                0.41208,                0.68894,              0.0086009,                      0,                0.68407,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                0.69813,                0.46203,                 1.3758,                0.08001,                0.81934,                0.81798,                0.85903,                0.70717,                0.66865,                0.41777,                 1.4502,                0.08532,               0.006733,               0.006733,               0.006733,                      0,                0.68998,                0.68662,                0.67431,                0.52716,                0.67811,                0.40243,                0.18753,                0.44743,                0.56864,                0.41202,                0.64558,                      0,                  0.674,                 0.6804,                0.66879,                0.50405,                0.67941,                0.43946,                0.19193,                0.45117,                0.54998,                0.41202,                0.69423,              0.0084123,                      0,                0.68757,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                0.69912,                0.46146,                 1.3704,                 0.0787,                0.82403,                0.81708,                0.86263,                0.71145,                0.66725,                0.41475,                 1.4481,                0.08535,               0.006634,               0.006634,               0.006634,                      0,                0.68646,                0.68077,                0.67066,                 0.5166,                0.67668,                0.41336,                0.18911,                0.44894,                  0.557,                 0.4133,                0.65043,                      0,                0.66438,                0.67602,                0.66748,                0.49591,                0.67469,                0.44556,                0.19414,                0.45492,                 0.5341,                 0.4133,                0.70237,              0.0087308,                      0,                 0.6771,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                 0.6986,                0.45641,                 1.3717,                 0.0783,                0.80496,                0.83289,                0.86025,                0.71031,                0.66481,                0.41435,                 1.4512,                0.08529,               0.006535,               0.006535,               0.006535,                      0,                0.68322,                0.68162,                0.67151,                0.51378,                0.67422,                0.41739,                0.18851,                0.45068,                0.55508,                0.41522,                0.65066,                      0,                0.66312,                0.67391,                0.66512,                0.49113,                0.67371,                 0.4531,                0.19251,                0.45638,                0.53131,                0.41522,                0.70144,              0.0087595,                      0,                0.67358,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69319,                0.45666,                 1.3746,                0.07923,                0.83377,                0.81915,                0.86456,                0.71254,                0.66468,                0.41306,                 1.4461,                0.08515,               0.006436,               0.006436,               0.006436,                      0,                0.69497,                0.68346,                0.66905,                0.52287,                0.68148,                0.41133,                 0.1874,                 0.4452,                0.55958,                0.41099,                0.64477,                      0,                0.67484,                0.67676,                0.66357,                0.49944,                0.68087,                0.44862,                0.19154,                0.45167,                0.53752,                0.41099,                 0.6973,              0.0085495,                      0,                0.68187,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.69012,                0.45393,                 1.3739,                0.07986,                0.82982,                0.81448,                0.86517,                0.71372,                0.66538,                0.41173,                   1.45,                0.08518,               0.006337,               0.006337,               0.006337,                      0,                0.68947,                0.68543,                0.67344,                0.52565,                0.67558,                 0.4027,                 0.1867,                0.44789,                0.56689,                0.41328,                0.63832,                      0,                0.66561,                0.67879,                0.66881,                0.50364,                0.67377,                0.43961,                0.19095,                0.45415,                0.55034,                0.41328,                0.69565,              0.0086733,                      0,                0.68629,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69162,                0.45408,                 1.3762,                0.07957,                0.83352,                0.82415,                 0.8715,                0.71909,                0.66334,                0.40874,                 1.4519,                0.08532,               0.006238,               0.006238,               0.006238,                      0,                0.68908,                0.68794,                0.67527,                0.52355,                0.67732,                0.40372,                0.18964,                0.44886,                0.56094,                0.41216,                0.64577,                      0,                0.67067,                0.68062,                0.66797,                0.50253,                0.67731,                0.44263,                0.19235,                0.45273,                 0.5431,                0.41216,                0.69512,              0.0087958,                      0,                0.68475,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69237,                0.45524,                 1.3711,                 0.0794,                0.82252,                0.82836,                0.86666,                0.71673,                0.66348,                0.40949,                 1.4484,                0.08526,               0.006139,               0.006139,               0.006139,                      0,                0.68946,                0.68443,                0.67127,                 0.5225,                0.67712,                0.41046,                0.18782,                0.44587,                  0.565,                0.40986,                0.64279,                      0,                0.66877,                0.67821,                0.66658,                0.49919,                0.67624,                0.44722,                0.19222,                0.45175,                0.54808,                0.40986,                0.69704,              0.0088572,                      0,                0.68215,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68615,                0.44595,                 1.3698,                0.07918,                0.83927,                0.80884,                0.86329,                0.71303,                0.66334,                0.40982,                 1.4479,                0.08501,                0.00604,                0.00604,                0.00604,                      0,                0.69044,                0.68333,                 0.6705,                0.52154,                0.67848,                0.41019,                0.18756,                0.44719,                0.56345,                0.41184,                0.64547,                      0,                  0.672,                0.67571,                0.66472,                0.49712,                0.67748,                0.44596,                0.19212,                0.45139,                0.54225,                0.41184,                0.69261,              0.0084997,                      0,                0.68054,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68799,                0.44755,                 1.3708,                0.07925,                0.82439,                0.83142,                0.86849,                0.71826,                 0.6625,                0.40566,                 1.4526,                0.08507,               0.005941,               0.005941,               0.005941,                      0,                0.69118,                0.68413,                0.67154,                0.52096,                0.67798,                0.40988,                0.18734,                0.44619,                0.56379,                0.41187,                0.64208,                      0,                 0.6729,                0.67814,                0.66688,                0.49783,                0.67818,                0.44541,                0.19249,                0.45099,                0.54854,                0.41187,                0.69253,              0.0083928,                      0,                0.68075,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68244,                0.44479,                  1.374,                 0.0789,                 0.8293,                0.83462,                0.87194,                 0.7209,                0.66177,                0.40465,                 1.4511,                 0.0849,               0.005842,               0.005842,               0.005842,                      0,                0.68986,                0.68495,                0.67181,                0.51871,                0.67683,                0.41224,                0.18788,                0.44715,                0.56292,                0.41344,                0.64241,                      0,                0.67326,                0.67988,                0.66819,                0.49366,                0.67877,                0.44793,                0.19401,                0.45252,                0.53883,                0.41344,                0.69331,              0.0084739,                      0,                0.67801,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                 0.6847,                0.44343,                 1.3674,                0.07954,                0.83884,                0.82612,                0.87155,                0.72218,                0.66122,                0.40501,                 1.4509,                0.08497,               0.005743,               0.005743,               0.005743,                      0,                0.69123,                0.68561,                0.67154,                0.52266,                0.67637,                0.40948,                0.18777,                0.44586,                0.57397,                0.41158,                0.63575,                      0,                0.67973,                0.67779,                0.66476,                0.49866,                0.68041,                0.44645,                0.19087,                0.44835,                0.55261,                0.41158,                0.68229,              0.0083634,                      0,                0.68198,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68324,                0.44089,                 1.3705,                0.07871,                0.83383,                0.83043,                0.86978,                0.71928,                0.66077,                0.40483,                 1.4535,                0.08484,               0.005644,               0.005644,               0.005644,                      0,                 0.6892,                0.68357,                0.67152,                0.51625,                0.67645,                0.41367,                 0.1885,                 0.4466,                0.55834,                0.41241,                 0.6419,                      0,                0.67629,                  0.677,                0.66546,                 0.4952,                0.67858,                 0.4463,                0.19238,                0.45061,                0.54134,                0.41241,                0.68479,              0.0082787,                      0,                0.67661,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68192,                0.44222,                 1.3744,                0.07842,                0.82762,                0.83147,                0.86984,                0.71939,                 0.6602,                0.40401,                 1.4568,                0.08482,               0.005545,               0.005545,               0.005545,                      0,                0.69237,                 0.6828,                0.67052,                0.51349,                0.68041,                0.41761,                0.18865,                0.44572,                0.55776,                0.40972,                0.64716,                      0,                0.67793,                0.67598,                0.66433,                0.49305,                0.68231,                0.45139,                0.19223,                0.45017,                0.54114,                0.40972,                0.69451,              0.0083626,                      0,                0.67379,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68438,                 0.4399,                 1.3716,                0.07839,                0.83992,                0.81924,                0.86896,                0.71928,                0.66029,                0.40393,                 1.4558,                 0.0848,               0.005446,               0.005446,               0.005446,                      0,                0.69342,                0.68233,                0.67054,                0.51355,                0.68078,                0.41836,                0.18834,                0.44616,                0.55922,                0.41094,                0.64628,                      0,                0.67792,                0.67647,                0.66517,                0.49113,                0.68346,                0.45268,                 0.1927,                0.45068,                0.54161,                0.41094,                0.69859,              0.0084929,                      0,                0.67327,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                0.68006,                0.44072,                 1.3668,                0.07847,                0.84261,                0.82116,                 0.8674,                0.71811,                0.65992,                0.40384,                 1.4524,                0.08484,               0.005347,               0.005347,               0.005347,                      0,                 0.6931,                0.68429,                0.67234,                0.51319,                0.68072,                0.41726,                0.18736,                  0.447,                0.56455,                0.41295,                0.64744,                      0,                0.67926,                 0.6775,                0.66628,                 0.4903,                0.68236,                0.45015,                0.19125,                0.44997,                0.54477,                0.41295,                 0.6907,              0.0080876,                      0,                0.67314,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67863,                0.43493,                 1.3686,                0.07905,                0.84135,                0.81911,                0.86665,                 0.7175,                0.65987,                0.40334,                 1.4552,                 0.0849,               0.005248,               0.005248,               0.005248,                      0,                0.68594,                0.68339,                0.67123,                0.51964,                0.67666,                0.41442,                0.18924,                0.44776,                0.56328,                0.41161,                0.65154,                      0,                0.67331,                 0.6758,                0.66523,                0.49621,                0.67898,                0.44766,                0.19288,                0.45145,                0.54417,                0.41161,                0.69434,              0.0082445,                      0,                0.67914,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                0.67727,                0.43376,                 1.3687,                0.07899,                 0.8381,                 0.8232,                 0.8669,                0.71797,                0.65987,                0.40366,                 1.4552,                0.08496,               0.005149,               0.005149,               0.005149,                      0,                0.68797,                0.68626,                0.67331,                 0.5187,                0.67667,                0.41097,                 0.1877,                0.44791,                0.56805,                0.41274,                0.64633,                      0,                0.67539,                0.68089,                0.66767,                0.49192,                0.67935,                0.45106,                0.19197,                0.45122,                0.54749,                0.41274,                0.68997,              0.0087919,                      0,                0.67763,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
                     51,                 0.6768,                0.43214,                 1.3638,                0.07946,                 0.8422,                0.82178,                0.86818,                0.71933,                0.65995,                0.40326,                 1.4549,                0.08495,                0.00505,                0.00505,                0.00505,                      0,                0.68993,                0.68591,                0.67278,                0.52352,                0.67574,                0.40544,                0.18844,                0.44457,                0.56184,                0.41012,                0.63658,                      0,                0.67399,                0.67816,                0.66673,                    0.5,                0.67759,                  0.442,                0.19195,                0.44905,                0.54488,                0.41012,                0.68751,              0.0084095,                      0,                0.68337,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67192,                0.42987,                 1.3717,                0.07921,                0.83366,                0.83429,                0.87012,                0.72203,                 0.6594,                0.40251,                 1.4542,                 0.0849,               0.004951,               0.004951,               0.004951,                      0,                0.68798,                0.68539,                0.67245,                0.52033,                0.67492,                0.40917,                0.18713,                0.44651,                 0.5685,                0.41231,                0.63978,                      0,                0.67391,                0.67947,                0.66584,                0.49651,                0.67778,                0.44701,                0.19107,                0.45126,                0.54508,                0.41231,                0.68817,              0.0084588,                      0,                0.67995,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.67084,                0.42812,                 1.3621,                0.07879,                0.83881,                0.83088,                0.87027,                0.72192,                0.65912,                0.40234,                 1.4539,                0.08489,               0.004852,               0.004852,               0.004852,                      0,                0.69062,                0.68507,                0.67408,                0.51679,                0.67735,                0.41104,                0.18749,                0.44547,                0.56353,                 0.4119,                0.64098,                      0,                0.67724,                0.67788,                0.66712,                0.49155,                0.68051,                0.44954,                0.19166,                0.44889,                0.54627,                 0.4119,                0.68947,              0.0084356,                      0,                0.67632,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66672,                0.42599,                 1.3734,                0.07823,                0.83551,                0.83284,                 0.8698,                0.72195,                0.65853,                0.40178,                 1.4558,                0.08488,               0.004753,               0.004753,               0.004753,                      0,                0.69641,                0.68423,                0.67002,                0.51211,                0.68185,                0.41976,                0.18828,                0.44155,                0.55755,                0.41041,                0.64177,                      0,                 0.6815,                0.67926,                0.66662,                 0.4889,                0.68439,                0.45115,                0.19369,                 0.4462,                0.54491,                0.41041,                0.69235,              0.0083474,                      0,                 0.6716,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67141,                0.42653,                 1.3655,                 0.0787,                0.83394,                0.83504,                0.86948,                 0.7218,                0.65829,                0.40191,                 1.4556,                0.08485,               0.004654,               0.004654,               0.004654,                      0,                0.69428,                0.68622,                0.67419,                0.51594,                0.68107,                0.41326,                0.18876,                0.44499,                0.55806,                0.41189,                0.64494,                      0,                0.67761,                0.67918,                0.66815,                0.49364,                0.68091,                0.44915,                0.19236,                0.44981,                0.54091,                0.41189,                0.68993,              0.0082378,                      0,                0.67655,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66445,                 0.4234,                 1.3644,                 0.0781,                0.83632,                0.83362,                0.86903,                0.72146,                0.65814,                0.40197,                 1.4554,                0.08483,               0.004555,               0.004555,               0.004555,                      0,                0.69739,                0.68205,                0.66753,                 0.5135,                0.68255,                0.42374,                0.18653,                0.44166,                0.55525,                0.41029,                0.64157,                      0,                0.68453,                0.67438,                0.66091,                0.48751,                0.68607,                0.45958,                0.19099,                0.44566,                0.53709,                0.41029,                 0.6903,              0.0082689,                      0,                0.67117,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66578,                0.42297,                 1.3638,                0.07827,                0.83369,                0.83717,                0.86973,                0.72215,                0.65791,                0.40128,                 1.4561,                0.08482,               0.004456,               0.004456,               0.004456,                      0,                0.68767,                0.68374,                0.67328,                0.51321,                 0.6772,                0.41554,                0.18869,                0.44698,                0.55078,                0.41392,                0.64886,                      0,                0.67586,                0.67752,                0.66824,                0.49043,                0.67869,                0.44645,                0.19328,                   0.45,                0.53604,                0.41392,                0.68635,              0.0082199,                      0,                0.67352,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66566,                 0.4205,                 1.3566,                0.07819,                0.83684,                0.83622,                0.86968,                0.72172,                0.65782,                0.40118,                  1.456,                0.08483,               0.004357,               0.004357,               0.004357,                      0,                0.69391,                 0.6866,                0.67405,                0.51194,                0.68208,                0.41868,                0.18775,                0.44382,                0.55788,                0.41047,                0.64905,                      0,                0.68087,                0.67961,                0.66806,                0.48708,                0.68538,                0.45354,                0.19297,                0.44779,                 0.5374,                0.41047,                0.69798,              0.0083222,                      0,                0.67167,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66761,                0.41975,                 1.3654,                0.07853,                 0.8372,                0.83406,                0.86895,                0.72134,                0.65773,                0.40126,                 1.4562,                0.08485,               0.004258,               0.004258,               0.004258,                      0,                 0.6894,                0.68525,                0.67312,                0.51581,                 0.6786,                0.41385,                0.18894,                0.44685,                0.56173,                 0.4131,                0.64973,                      0,                0.67171,                 0.6765,                0.66546,                0.48895,                0.67943,                0.45527,                0.19219,                0.45254,                0.53845,                 0.4131,                0.70006,              0.0084629,                      0,                 0.6745,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65893,                0.41652,                 1.3539,                0.07797,                0.83514,                0.83577,                0.86917,                0.72105,                0.65753,                0.40108,                 1.4561,                0.08486,               0.004159,               0.004159,               0.004159,                      0,                0.69889,                0.68653,                0.67132,                0.51144,                0.68233,                0.41937,                0.18875,                0.44254,                0.55261,                0.41206,                0.63804,                      0,                0.68206,                0.67781,                0.66346,                0.48678,                 0.6832,                0.45633,                0.19229,                0.44767,                0.53365,                0.41206,                0.68625,              0.0082804,                      0,                0.67039,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66339,                0.41707,                 1.3543,                 0.0783,                0.82829,                0.84256,                0.86945,                0.72127,                0.65732,                0.40107,                 1.4556,                0.08485,                0.00406,                0.00406,                0.00406,                      0,                0.69483,                0.68475,                0.67154,                0.51374,                0.68108,                0.41777,                0.18817,                0.44392,                 0.5575,                0.41307,                0.64378,                      0,                0.68145,                0.67837,                0.66611,                0.48918,                0.68318,                0.45116,                0.19307,                0.44753,                0.53534,                0.41307,                0.68788,              0.0082845,                      0,                0.67298,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66128,                0.41746,                 1.3622,                0.07775,                0.82604,                0.84534,                0.86963,                0.72124,                0.65731,                  0.401,                 1.4557,                0.08485,               0.003961,               0.003961,               0.003961,                      0,                0.69718,                0.68484,                0.67123,                0.50861,                0.68381,                0.42428,                0.18884,                0.44391,                0.55397,                0.41245,                0.64798,                      0,                0.68777,                0.67902,                0.66582,                0.48362,                 0.6885,                0.45712,                0.19368,                 0.4471,                0.53968,                0.41245,                0.69044,              0.0082274,                      0,                0.66763,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.65963,                0.41427,                 1.3625,                0.07859,                0.82939,                0.84515,                0.86957,                0.72181,                0.65715,                 0.4008,                 1.4553,                0.08482,               0.003862,               0.003862,               0.003862,                      0,                0.68992,                0.68554,                0.67175,                 0.5149,                 0.6792,                 0.4185,                 0.1886,                0.44447,                0.55978,                0.40987,                0.64936,                      0,                0.68036,                0.67824,                0.66511,                0.49312,                0.68289,                0.45009,                 0.1925,                0.44765,                0.54424,                0.40987,                0.68993,              0.0080766,                      0,                0.67502,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66114,                0.41572,                 1.3608,                0.07838,                0.82682,                0.84737,                0.86945,                0.72226,                0.65702,                 0.4011,                 1.4555,                 0.0848,               0.003763,               0.003763,               0.003763,                      0,                0.69692,                0.68532,                0.67334,                 0.5122,                0.68248,                 0.4145,                 0.1879,                0.44278,                0.56114,                0.40959,                0.64226,                      0,                0.68598,                0.67915,                0.66685,                0.49076,                 0.6859,                0.45086,                0.19156,                 0.4458,                0.54151,                0.40959,                0.68568,              0.0083469,                      0,                0.67285,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                0.65724,                 0.4094,                 1.3623,                0.07842,                0.83194,                0.84351,                0.86927,                0.72183,                0.65693,                0.40079,                 1.4562,                0.08478,               0.003664,               0.003664,               0.003664,                      0,                0.69283,                0.68812,                0.67282,                 0.5151,                0.67971,                0.41867,                0.18844,                0.44442,                0.55138,                0.41063,                0.64372,                      0,                0.68176,                0.68091,                0.66607,                0.49236,                0.68338,                0.45323,                0.19273,                0.44741,                0.53219,                0.41063,                0.68783,              0.0080923,                      0,                0.67516,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65526,                0.41049,                 1.3572,                0.07816,                0.83075,                0.84435,                 0.8693,                0.72217,                0.65676,                0.40037,                 1.4573,                0.08477,               0.003565,               0.003565,               0.003565,                      0,                0.69142,                0.68428,                0.67169,                0.51227,                0.68022,                0.41832,                0.18814,                0.44539,                0.55858,                0.41116,                0.64953,                      0,                0.67995,                0.67688,                0.66537,                0.48698,                0.68431,                0.45579,                0.19226,                0.44984,                0.53887,                0.41116,                 0.6963,              0.0082393,                      0,                0.67124,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                 0.6547,                0.40657,                 1.3552,                0.07784,                0.83039,                0.84439,                0.86906,                0.72194,                0.65651,                0.40025,                 1.4582,                0.08476,               0.003466,               0.003466,               0.003466,                      0,                0.69185,                0.68295,                0.66969,                0.50928,                0.68069,                0.42418,                0.18915,                0.44502,                0.55925,                0.41054,                0.65028,                      0,                0.68229,                0.67551,                0.66275,                0.48507,                0.68549,                 0.4578,                0.19342,                0.44889,                0.53634,                0.41054,                 0.6942,              0.0082398,                      0,                0.66805,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                0.65283,                 0.4035,                  1.355,                 0.0774,                0.83147,                0.84489,                0.86942,                0.72231,                0.65654,                0.40029,                 1.4585,                0.08476,               0.003367,               0.003367,               0.003367,                      0,                0.69134,                0.68444,                0.67333,                0.50337,                0.68188,                0.42283,                 0.1902,                0.44631,                0.55948,                 0.4119,                0.65619,                      0,                0.68213,                0.67707,                0.66631,                0.47969,                0.68641,                0.45774,                0.19426,                 0.4499,                0.54234,                 0.4119,                0.69804,              0.0080534,                      0,                0.66323,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.65103,                0.40413,                 1.3586,                0.07813,                0.83317,                0.84367,                0.86949,                0.72221,                0.65638,                0.40031,                 1.4594,                0.08475,               0.003268,               0.003268,               0.003268,                      0,                0.68939,                0.68534,                0.67483,                 0.5104,                0.67953,                0.41379,                0.18994,                0.44615,                0.56077,                0.41241,                0.65298,                      0,                0.67804,                0.67791,                0.66768,                0.48585,                0.68288,                0.45059,                0.19415,                0.45003,                0.54235,                0.41241,                 0.6959,              0.0081965,                      0,                0.67033,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64938,                0.40265,                 1.3498,                0.07751,                0.83747,                0.83887,                0.86968,                0.72262,                0.65626,                0.40024,                 1.4599,                0.08474,               0.003169,               0.003169,               0.003169,                      0,                0.69543,                 0.6842,                0.67195,                0.50624,                0.68317,                0.42355,                0.18968,                0.44283,                0.55048,                0.41119,                0.64942,                      0,                0.68246,                0.67576,                0.66456,                0.48426,                0.68495,                0.45605,                0.19327,                0.44661,                0.53135,                0.41119,                0.69178,              0.0078868,                      0,                0.66629,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64573,                0.39848,                 1.3534,                 0.0778,                0.83701,                0.83826,                0.86971,                0.72262,                0.65621,                0.40008,                 1.4602,                0.08474,                0.00307,                0.00307,                0.00307,                      0,                0.69192,                0.68529,                  0.674,                0.50791,                0.68062,                0.42157,                0.18893,                 0.4453,                0.55321,                0.41363,                 0.6502,                      0,                0.68133,                0.67992,                0.66914,                0.48539,                0.68325,                0.45183,                0.19386,                0.44736,                 0.5355,                0.41363,                0.68842,              0.0081409,                      0,                 0.6685,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64677,                0.39689,                 1.3557,                0.07695,                0.83794,                0.83956,                0.86978,                0.72287,                0.65608,                0.39997,                 1.4608,                0.08472,               0.002971,               0.002971,               0.002971,                      0,                0.69385,                0.68123,                0.67039,                0.50134,                0.68211,                0.42974,                0.18869,                0.44452,                0.54889,                0.41209,                0.65028,                      0,                 0.6847,                0.67457,                0.66413,                0.47937,                0.68632,                0.45956,                0.19316,                0.44715,                0.52895,                0.41209,                0.69071,              0.0081489,                      0,                0.66109,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64313,                0.39492,                 1.3568,                0.07742,                0.84047,                0.83781,                0.86975,                0.72281,                0.65602,                0.39992,                 1.4611,                0.08472,               0.002872,               0.002872,               0.002872,                      0,                0.69578,                 0.6862,                0.67419,                0.50499,                0.68286,                 0.4221,                 0.1906,                0.44415,                0.55173,                0.41306,                0.64833,                      0,                0.68622,                0.68008,                0.66905,                0.48094,                0.68716,                0.45453,                0.19543,                0.44836,                0.53356,                0.41306,                0.68968,              0.0081042,                      0,                0.66509,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.64056,                0.39508,                 1.3415,                0.07823,                0.83993,                0.83841,                0.87002,                0.72289,                0.65593,                0.39992,                 1.4614,                0.08471,               0.002773,               0.002773,               0.002773,                      0,                0.69361,                0.68708,                0.67471,                0.51287,                 0.6798,                0.41405,                0.18948,                0.44226,                 0.5517,                0.41108,                0.64161,                      0,                0.68419,                0.68086,                0.66883,                0.48941,                0.68521,                0.44809,                0.19397,                0.44564,                0.53294,                0.41108,                0.68803,              0.0080892,                      0,                0.67324,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
