                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss,  train/rgb_prompt_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,    val/rgb_prompt_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,  p2/P3_rgb_prompt_mean,   p2/P3_rgb_prompt_mse,   p2/P3_rgb_prompt_std,p2/P4_gder_attention_weight,p2/P4_gder_modality_weight,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,  p2/P4_rgb_prompt_mean,   p2/P4_rgb_prompt_mse,   p2/P4_rgb_prompt_std,p2/P5_gder_attention_weight,p2/P5_gder_modality_weight,p2/prompt_warmup_factor
                     43,                 0.6703,                 0.4386,                 1.3679,                0.02997,                0.00045,                0.82932,                0.81964,                0.86246,                0.72201,                0.65125,                0.40424,                 1.4485,                0.02816,                0.00039,               0.005842,               0.005842,               0.005842,               0.040714,                0.44437,                0.48508,               0.054305,                0.14336,                0.51888,               0.045042,             0.00018695,                 0.5003,                 0.4997,               0.029903,                0.49825,                0.52815,               0.045234,                 0.1456,                0.51809,               0.045036,             0.00072684,                0.50017,                0.49983,                      1
                     44,                 0.6724,                0.43628,                 1.3634,                0.03008,                0.00045,                0.83123,                0.82223,                 0.8652,                0.72504,                0.65105,                0.40313,                 1.4458,                0.02812,                0.00039,               0.005743,               0.005743,               0.005743,               0.041457,                0.44441,                0.48587,               0.055168,                0.14449,                0.51898,               0.045146,             0.00017589,                 0.5003,                 0.4997,               0.030454,                0.49815,                 0.5286,               0.045907,                0.14624,                0.51833,               0.045135,             0.00068938,                0.50017,                0.49983,                      1
                     45,                0.67513,                0.43822,                 1.3652,                0.02991,                0.00045,                 0.8293,                0.83179,                0.86664,                0.72704,                0.65101,                0.40187,                 1.4444,                0.02807,                0.00039,               0.005644,               0.005644,               0.005644,               0.041057,                0.44376,                0.48481,               0.054561,                0.14349,                0.51915,                0.04489,             0.00016605,                 0.5003,                 0.4997,               0.030156,                0.49807,                0.52823,               0.045391,                0.14542,                0.51845,               0.044892,             0.00065598,                0.50017,                0.49983,                      1
                     46,                 0.6713,                0.43648,                 1.3693,                 0.0299,                0.00045,                0.84089,                0.82074,                0.86747,                 0.7268,                0.65081,                0.40137,                 1.4427,                0.02804,                0.00039,               0.005545,               0.005545,               0.005545,               0.040635,                0.44365,                0.48429,               0.054085,                0.14354,                 0.5191,               0.044947,              0.0001574,                 0.5003,                 0.4997,               0.030003,                 0.4983,                 0.5283,               0.045177,                0.14542,                0.51853,                0.04494,              0.0006227,                0.50017,                0.49983,                      1
                     47,                0.67026,                 0.4327,                 1.3619,                0.02983,                0.00045,                0.84011,                 0.8207,                0.86524,                0.72534,                0.65014,                 0.4015,                 1.4431,                0.02801,                0.00039,               0.005446,               0.005446,               0.005446,               0.040793,                0.44602,                0.48681,               0.054369,                0.14422,                0.51898,               0.044727,             0.00014936,                 0.5003,                 0.4997,               0.029941,                0.50079,                0.53073,               0.045268,                0.14612,                0.51858,               0.044733,             0.00059487,                0.50018,                0.49982,                      1
                     48,                0.66873,                0.43359,                 1.3662,                0.02984,                0.00045,                0.83203,                0.82859,                0.86216,                0.72262,                0.64956,                0.40159,                 1.4456,                0.02798,                0.00039,               0.005347,               0.005347,               0.005347,               0.040273,                0.44565,                0.48592,               0.053868,                0.14379,                0.51881,               0.045018,             0.00014135,                 0.5003,                 0.4997,                0.02971,                0.49958,                0.52929,               0.045033,                0.14562,                0.51857,               0.044987,             0.00056744,                0.50018,                0.49982,                      1
                     49,                0.66538,                0.42828,                  1.359,                 0.0297,                0.00045,                0.83144,                0.83344,                0.86271,                0.72287,                0.64953,                0.40093,                 1.4473,                0.02793,                0.00039,               0.005248,               0.005248,               0.005248,               0.039964,                0.44808,                0.48805,               0.053579,                0.14386,                0.51866,               0.044876,              0.0001339,                0.50031,                0.49969,               0.029361,                0.50358,                0.53294,               0.044736,                0.14576,                0.51856,               0.044866,             0.00053725,                0.50018,                0.49982,                      1
                     50,                0.65916,                0.42402,                  1.359,                0.02982,                0.00045,                 0.8335,                 0.8291,                0.86198,                0.72315,                0.64906,                0.40004,                 1.4466,                 0.0279,                0.00039,               0.005149,               0.005149,               0.005149,               0.040049,                0.44691,                0.48696,               0.053868,                0.14426,                0.51871,               0.044864,             0.00012806,                0.50032,                0.49968,               0.029416,                0.50195,                0.53137,               0.045027,                0.14636,                0.51859,               0.044841,             0.00050897,                0.50018,                0.49982,                      1
                     51,                0.66388,                0.42746,                 1.3648,                0.02972,                0.00045,                0.82965,                0.83263,                 0.8616,                0.72258,                0.64883,                0.39982,                 1.4477,                0.02787,                0.00039,                0.00505,                0.00505,                0.00505,               0.040176,                0.44773,                 0.4879,               0.053919,                 0.1446,                 0.5186,                0.04482,             0.00012211,                0.50032,                0.49968,               0.029363,                0.50247,                0.53184,               0.044882,                0.14596,                0.51858,               0.044818,             0.00048343,                0.50018,                0.49982,                      1
                     52,                0.66003,                0.42412,                  1.366,                0.02948,                0.00045,                0.82997,                0.83011,                0.86174,                0.72294,                0.64866,                0.39945,                 1.4487,                0.02784,                0.00039,               0.004951,               0.004951,               0.004951,               0.038851,                  0.448,                0.48685,               0.052388,                 0.1426,                0.51896,               0.045242,             0.00011631,                0.50033,                0.49967,               0.028956,                0.50393,                0.53289,               0.044262,                0.14545,                0.51891,               0.045274,             0.00046681,                0.50019,                0.49981,                      1
                     53,                0.65694,                0.42017,                 1.3635,                0.02951,                0.00045,                0.82819,                0.83066,                0.86133,                 0.7226,                0.64832,                0.39962,                 1.4479,                0.02783,                0.00039,               0.004852,               0.004852,               0.004852,               0.039429,                0.45111,                0.49054,               0.053113,                0.14406,                0.51893,               0.044783,             0.00011085,                0.50033,                0.49967,               0.028919,                0.50618,                 0.5351,               0.044372,                0.14564,                0.51901,               0.044795,             0.00044127,                0.50019,                0.49981,                      1
                     54,                0.65545,                 0.4192,                 1.3677,                 0.0294,                0.00045,                0.82739,                0.83408,                0.86072,                 0.7225,                0.64821,                0.39983,                 1.4476,                0.02781,                0.00039,               0.004753,               0.004753,               0.004753,               0.039508,                0.45154,                0.49105,               0.053213,                0.14411,                0.51873,               0.044676,             0.00010732,                0.50033,                0.49967,               0.028804,                0.50701,                0.53582,               0.044283,                0.14578,                0.51905,               0.044677,             0.00042607,                0.50019,                0.49981,                      1
                     55,                0.65699,                0.41665,                 1.3579,                0.02948,                0.00045,                0.82943,                0.83386,                0.86054,                0.72219,                0.64804,                0.39948,                  1.448,                0.02779,                0.00039,               0.004654,               0.004654,               0.004654,               0.039402,                0.45157,                0.49097,               0.053164,                0.14422,                0.51866,               0.044614,             0.00010076,                0.50034,                0.49966,               0.028947,                0.50841,                0.53735,               0.044526,                0.14636,                0.51911,               0.044616,              0.0004093,                0.50019,                0.49981,                      1
                     56,                0.65227,                  0.416,                  1.358,                0.02957,                0.00045,                0.83226,                0.83022,                0.86053,                0.72259,                0.64759,                0.39926,                 1.4484,                0.02777,                0.00039,               0.004555,               0.004555,               0.004555,               0.039291,                0.45012,                0.48941,               0.053148,                0.14418,                0.51876,               0.045066,             9.5878e-05,                0.50033,                0.49967,               0.028959,                 0.5061,                0.53506,               0.044617,                0.14627,                0.51927,               0.045094,              0.0003909,                0.50019,                0.49981,                      1
                     57,                0.64991,                0.41258,                 1.3537,                0.02947,                0.00045,                0.83587,                 0.8272,                0.86004,                 0.7221,                0.64746,                0.39946,                 1.4484,                0.02776,                0.00039,               0.004456,               0.004456,               0.004456,                0.03943,                0.45353,                0.49296,               0.053408,                0.14523,                0.51867,               0.044675,             9.2088e-05,                0.50033,                0.49967,               0.028942,                0.50986,                 0.5388,               0.044721,                0.14677,                0.51931,               0.044681,             0.00037236,                 0.5002,                 0.4998,                      1
                     58,                0.65577,                0.41505,                 1.3511,                0.02938,                0.00045,                0.83784,                0.82449,                0.85974,                0.72187,                0.64722,                0.39918,                 1.4491,                0.02774,                0.00039,               0.004357,               0.004357,               0.004357,               0.039728,                0.45052,                0.49024,               0.053429,                0.14415,                0.51882,               0.044838,              8.876e-05,                0.50034,                0.49966,               0.029047,                0.50911,                0.53816,               0.044617,                0.14649,                0.51947,               0.044848,             0.00035981,                 0.5002,                 0.4998,                      1
                     59,                0.65607,                0.41441,                 1.3644,                0.02947,                0.00045,                0.84005,                0.82451,                0.85941,                0.72206,                0.64728,                0.39908,                  1.449,                0.02773,                0.00039,               0.004258,               0.004258,               0.004258,               0.038753,                0.44955,                 0.4883,               0.052383,                 0.1435,                0.51867,                0.04454,             8.5348e-05,                0.50035,                0.49965,               0.028193,                0.50773,                0.53593,               0.043662,                0.14564,                0.51955,               0.044529,             0.00034045,                 0.5002,                 0.4998,                      1
                     60,                0.65461,                0.41281,                 1.3539,                0.02946,                0.00045,                0.83732,                0.82837,                0.85965,                 0.7221,                0.64711,                0.39912,                 1.4486,                0.02771,                0.00039,               0.004159,               0.004159,               0.004159,               0.039345,                0.45158,                0.49092,               0.053225,                0.14483,                0.51873,               0.044847,             8.1753e-05,                0.50035,                0.49965,               0.028461,                0.50798,                0.53644,               0.044159,                0.14638,                 0.5196,               0.044855,             0.00033223,                 0.5002,                 0.4998,                      1
                     61,                0.64851,                0.40757,                 1.3533,                 0.0293,                0.00045,                0.83588,                0.83092,                0.85929,                0.72228,                0.64712,                0.39894,                  1.449,                 0.0277,                0.00039,                0.00406,                0.00406,                0.00406,               0.039054,                0.45275,                0.49181,                0.05292,                0.14421,                0.51873,                0.04515,             7.8159e-05,                0.50035,                0.49965,               0.028305,                0.51047,                0.53877,               0.044024,                0.14615,                0.51964,               0.045157,             0.00031672,                 0.5002,                 0.4998,                      1
                     62,                0.64549,                0.40654,                 1.3561,                0.02931,                0.00045,                0.83268,                0.83282,                0.85886,                0.72165,                  0.647,                0.39896,                 1.4495,                0.02768,                0.00039,               0.003961,               0.003961,               0.003961,                0.03884,                0.45151,                0.49035,               0.052652,                0.14395,                 0.5186,               0.045012,             7.5509e-05,                0.50035,                0.49965,               0.028413,                0.50958,                  0.538,               0.044084,                0.14613,                0.51952,               0.045019,             0.00030439,                 0.5002,                 0.4998,                      1
                     63,                 0.6478,                0.40615,                 1.3619,                 0.0293,                0.00045,                0.83239,                 0.8315,                 0.8584,                0.72163,                0.64681,                0.39874,                 1.4505,                0.02767,                0.00039,               0.003862,               0.003862,               0.003862,               0.038595,                0.45251,                 0.4911,                0.05228,                0.14362,                0.51845,               0.044764,             7.3163e-05,                0.50035,                0.49965,               0.028018,                 0.5104,                0.53842,               0.043533,                0.14571,                0.51945,               0.044761,             0.00029508,                0.50021,                0.49979,                      1
                     64,                0.64723,                 0.4084,                 1.3563,                0.02902,                0.00045,                 0.8343,                0.82847,                0.85798,                0.72158,                0.64679,                 0.3989,                 1.4503,                0.02766,                0.00039,               0.003763,               0.003763,               0.003763,               0.038243,                0.45488,                0.49313,               0.051775,                0.14352,                0.51848,               0.044515,             7.0859e-05,                0.50035,                0.49965,               0.027849,                0.51214,                0.53999,               0.043158,                0.14491,                0.51949,               0.044524,             0.00028453,                0.50021,                0.49979,                      1
                     65,                0.64149,                0.40144,                 1.3536,                0.02934,                0.00045,                0.83666,                0.82724,                0.85795,                0.72134,                0.64655,                0.39894,                 1.4506,                0.02765,                0.00039,               0.003664,               0.003664,               0.003664,               0.038422,                0.45566,                0.49408,               0.052525,                0.14493,                0.51849,               0.044945,             6.9058e-05,                0.50036,                0.49964,                 0.0281,                0.50929,                0.53739,               0.043934,                0.14641,                0.51954,               0.044962,             0.00027503,                0.50021,                0.49979,                      1
                     66,                0.64037,                0.40086,                 1.3574,                0.02913,                0.00045,                0.83692,                0.82703,                0.85766,                0.72113,                 0.6464,                0.39887,                 1.4511,                0.02764,                0.00039,               0.003565,               0.003565,               0.003565,               0.037832,                 0.4554,                0.49323,               0.051685,                0.14365,                0.51838,               0.045147,             6.5933e-05,                0.50036,                0.49964,                0.02779,                0.51224,                0.54003,                0.04345,                0.14577,                0.51958,               0.045144,             0.00026656,                0.50021,                0.49979,                      1
                     67,                0.64542,                0.40067,                 1.3486,                0.02934,                0.00045,                0.83348,                0.82927,                0.85703,                0.72087,                0.64618,                0.39894,                 1.4513,                0.02763,                0.00039,               0.003466,               0.003466,               0.003466,               0.038212,                0.45076,                0.48898,               0.051974,                0.14389,                0.51842,               0.044806,             6.3557e-05,                0.50036,                0.49964,               0.027913,                0.50833,                0.53624,               0.043503,                0.14569,                0.51977,               0.044802,             0.00025723,                0.50021,                0.49979,                      1
                     68,                0.63829,                0.39559,                 1.3548,                0.02905,                0.00045,                 0.8397,                0.82505,                0.85628,                0.72049,                0.64617,                 0.3992,                 1.4515,                0.02762,                0.00039,               0.003367,               0.003367,               0.003367,               0.038531,                  0.458,                0.49654,               0.052489,                0.14483,                0.51832,               0.045093,             6.1596e-05,                0.50036,                0.49964,               0.027879,                 0.5143,                0.54218,               0.043637,                0.14615,                0.51978,               0.045081,             0.00024882,                0.50022,                0.49978,                      1
                     69,                0.63846,                0.39532,                 1.3539,                0.02906,                0.00045,                0.83849,                0.82518,                0.85612,                0.72021,                0.64607,                0.39906,                 1.4518,                 0.0276,                0.00039,               0.003268,               0.003268,               0.003268,               0.037842,                0.45654,                0.49439,               0.051915,                0.14443,                0.51835,               0.044811,              6.011e-05,                0.50037,                0.49963,               0.027894,                0.51304,                0.54093,               0.043773,                0.14638,                0.51987,               0.044811,              0.0002426,                0.50022,                0.49978,                      1
                     70,                0.63725,                0.39323,                 1.3441,                0.02904,                0.00045,                0.83795,                0.82524,                0.85605,                0.72044,                0.64609,                0.39903,                 1.4522,                0.02759,                0.00039,               0.003169,               0.003169,               0.003169,               0.038457,                0.45728,                0.49574,               0.052528,                0.14471,                0.51823,               0.045006,             5.8377e-05,                0.50037,                0.49963,               0.028141,                0.51426,                 0.5424,                0.04404,                0.14663,                0.51986,               0.045037,             0.00023769,                0.50022,                0.49978,                      1
                     71,                 0.6361,                0.39607,                 1.3469,                0.02895,                0.00045,                0.83873,                0.82482,                0.85612,                0.72032,                0.64605,                0.39907,                 1.4523,                0.02758,                0.00039,                0.00307,                0.00307,                0.00307,               0.037752,                0.45437,                0.49212,                0.05146,                 0.1434,                0.51823,               0.045143,             5.6486e-05,                0.50037,                0.49963,                0.02743,                0.51369,                0.54112,               0.043004,                0.14542,                0.51987,               0.045155,             0.00022881,                0.50022,                0.49978,                      1
                     72,                0.63417,                0.39124,                 1.3437,                0.02916,                0.00045,                0.83946,                0.82396,                  0.856,                0.72043,                0.64601,                0.39914,                 1.4524,                0.02757,                0.00039,               0.002971,               0.002971,               0.002971,                0.03774,                0.45371,                0.49145,               0.051729,                0.14384,                0.51824,               0.044885,             5.5242e-05,                0.50038,                0.49962,               0.027497,                0.51187,                0.53937,               0.043362,                0.14608,                0.51984,               0.044894,             0.00022271,                0.50022,                0.49978,                      1
                     73,                 0.6311,                0.38888,                 1.3493,                0.02886,                0.00045,                0.82815,                0.83248,                0.85587,                0.72027,                0.64593,                0.39906,                 1.4526,                0.02756,                0.00039,               0.002872,               0.002872,               0.002872,               0.037275,                 0.4585,                0.49577,               0.051285,                0.14392,                0.51826,               0.045084,             5.4231e-05,                0.50038,                0.49962,               0.027422,                0.51741,                0.54483,               0.043317,                0.14623,                0.51982,               0.045066,             0.00021687,                0.50022,                0.49978,                      1
                     74,                0.62931,                0.38676,                 1.3449,                0.02892,                0.00045,                0.82707,                0.83341,                0.85566,                0.72034,                0.64583,                0.39909,                 1.4528,                0.02755,                0.00039,               0.002773,               0.002773,               0.002773,               0.037701,                0.45911,                0.49682,               0.051655,                0.14437,                0.51828,               0.044682,             5.2868e-05,                0.50038,                0.49962,               0.027342,                0.51663,                0.54397,               0.043129,                0.14621,                0.51988,               0.044685,             0.00021086,                0.50022,                0.49978,                      1
                     75,                0.62937,                0.38622,                 1.3435,                0.02889,                0.00045,                0.83054,                0.83043,                 0.8557,                0.72028,                0.64573,                0.39926,                  1.453,                0.02754,                0.00039,               0.002674,               0.002674,               0.002674,               0.037654,                0.45777,                0.49542,               0.051555,                0.14405,                0.51838,               0.044825,             5.1165e-05,                0.50038,                0.49962,               0.027361,                0.51632,                0.54368,               0.043119,                0.14587,                0.51986,               0.044851,             0.00020484,                0.50023,                0.49977,                      1
                     76,                0.62658,                0.38384,                 1.3435,                0.02879,                0.00045,                0.83056,                0.82999,                0.85565,                0.72018,                0.64574,                0.39913,                 1.4533,                0.02753,                0.00039,               0.002575,               0.002575,               0.002575,               0.037272,                0.45899,                0.49626,               0.051157,                0.14389,                0.51841,                0.04501,             4.9793e-05,                0.50038,                0.49962,               0.026837,                0.51653,                0.54337,               0.042544,                 0.1456,                0.51987,               0.045023,             0.00020071,                0.50023,                0.49977,                      1
                     77,                0.62632,                0.38218,                 1.3396,                0.02884,                0.00045,                0.83195,                0.82968,                0.85528,                0.71996,                0.64564,                 0.3993,                 1.4537,                0.02752,                0.00039,               0.002476,               0.002476,               0.002476,               0.037598,                0.46214,                0.49974,               0.051697,                 0.1451,                0.51845,               0.044748,             4.8757e-05,                0.50039,                0.49961,               0.027404,                0.51811,                0.54552,               0.043288,                 0.1465,                0.51997,               0.044763,             0.00019468,                0.50023,                0.49977,                      1
                     78,                0.62519,                0.38106,                 1.3432,                0.02871,                0.00045,                0.83155,                0.82985,                0.85494,                0.71965,                0.64573,                0.39951,                 1.4544,                0.02751,                0.00039,               0.002377,               0.002377,               0.002377,                0.03779,                0.46092,                0.49871,               0.051785,                0.14444,                0.51838,               0.045007,             4.7521e-05,                0.50039,                0.49961,               0.027087,                0.51877,                0.54586,               0.042924,                0.14621,                0.51996,               0.045014,             0.00019036,                0.50023,                0.49977,                      1
                     79,                 0.6269,                0.38146,                 1.3451,                0.02877,                0.00045,                0.82936,                 0.8315,                0.85459,                0.71897,                0.64566,                 0.3995,                 1.4548,                 0.0275,                0.00039,               0.002278,               0.002278,               0.002278,               0.037678,                  0.459,                0.49668,               0.051523,                 0.1441,                0.51837,               0.044836,             4.6851e-05,                0.50039,                0.49961,               0.027192,                 0.5191,                0.54629,               0.042937,                0.14595,                0.51996,               0.044825,              0.0001868,                0.50023,                0.49977,                      1
                     80,                0.62073,                0.37965,                 1.3379,                0.02869,                0.00045,                0.83025,                0.83108,                0.85423,                0.71896,                0.64551,                0.39976,                 1.4549,                 0.0275,                0.00039,               0.002179,               0.002179,               0.002179,               0.037274,                0.46014,                0.49742,               0.051252,                0.14415,                0.51847,               0.044756,             4.5531e-05,                0.50039,                0.49961,               0.026817,                0.51667,                0.54349,               0.042607,                 0.1455,                0.52005,                0.04474,              0.0001838,                0.50023,                0.49977,                      1
                     81,                0.62068,                0.37637,                 1.3409,                0.02894,                0.00045,                0.83295,                0.82965,                 0.8539,                  0.719,                0.64552,                0.40009,                 1.4546,                0.02749,                0.00039,                0.00208,                0.00208,                0.00208,               0.037175,                0.45917,                0.49635,               0.051294,                 0.1445,                0.51842,               0.045128,             4.4439e-05,                 0.5004,                 0.4996,               0.026976,                0.51768,                0.54466,               0.042985,                0.14662,                0.52007,               0.045144,             0.00018052,                0.50023,                0.49977,                      1
                     82,                0.62279,                0.37727,                  1.334,                0.02885,                0.00045,                0.83186,                0.83016,                0.85351,                0.71848,                0.64551,                0.40041,                 1.4549,                0.02748,                0.00039,               0.001981,               0.001981,               0.001981,               0.037275,                0.45845,                0.49572,               0.051242,                0.14408,                0.51826,               0.044867,             4.3471e-05,                 0.5004,                 0.4996,               0.027022,                0.51674,                0.54376,               0.042857,                0.14572,                0.52004,               0.044871,             0.00017739,                0.50023,                0.49977,                      1
                     83,                0.61616,                0.37177,                 1.3293,                0.02885,                0.00045,                0.83143,                0.82987,                0.85324,                0.71848,                 0.6455,                0.40069,                 1.4547,                0.02747,                0.00039,               0.001882,               0.001882,               0.001882,               0.036802,                0.45901,                0.49581,               0.051089,                0.14444,                0.51818,               0.044983,             4.2514e-05,                0.50041,                0.49959,               0.026692,                0.51829,                0.54498,               0.042897,                0.14673,                0.52001,               0.044976,             0.00017346,                0.50023,                0.49977,                      1
                     84,                0.61814,                0.37486,                  1.337,                0.02872,                0.00045,                0.83143,                0.83016,                 0.8528,                0.71804,                0.64549,                0.40088,                 1.4546,                0.02746,                0.00039,               0.001783,               0.001783,               0.001783,                0.03741,                0.45743,                0.49484,               0.051204,                0.14386,                0.51824,               0.044706,             4.2304e-05,                0.50041,                0.49959,               0.027041,                0.51795,                0.54499,               0.042755,                0.14574,                 0.5201,               0.044714,             0.00017121,                0.50024,                0.49976,                      1
                     85,                0.61829,                0.37153,                 1.3377,                0.02878,                0.00045,                0.83058,                 0.8308,                0.85213,                0.71777,                0.64542,                0.40116,                 1.4548,                0.02745,                0.00039,               0.001684,               0.001684,               0.001684,               0.036795,                0.45991,                 0.4967,               0.050783,                0.14427,                0.51824,               0.044722,             4.1413e-05,                0.50041,                0.49959,               0.026895,                0.51734,                0.54423,               0.042703,                0.14572,                 0.5201,               0.044727,             0.00016749,                0.50024,                0.49976,                      1
                     86,                0.61348,                0.36885,                 1.3378,                0.02866,                0.00044,                0.83163,                0.83005,                0.85176,                0.71713,                0.64546,                0.40134,                 1.4552,                0.02744,                0.00039,               0.001585,               0.001585,               0.001585,               0.037475,                0.46444,                0.50191,               0.051681,                0.14558,                0.51825,               0.044404,             4.0839e-05,                0.50042,                0.49958,               0.026924,                 0.5215,                0.54843,               0.042945,                0.14659,                0.52014,               0.044408,             0.00016433,                0.50024,                0.49976,                      1
                     87,                0.61085,                0.36634,                  1.327,                0.02874,                0.00045,                0.83255,                0.82845,                0.85121,                0.71678,                0.64552,                0.40156,                 1.4553,                0.02744,                0.00039,               0.001486,               0.001486,               0.001486,                0.03667,                0.46172,                0.49839,               0.050899,                0.14445,                0.51826,               0.044691,             4.0355e-05,                0.50042,                0.49958,               0.026428,                0.52059,                0.54701,               0.042561,                0.14633,                0.52013,               0.044698,             0.00016207,                0.50024,                0.49976,                      1
                     88,                0.61159,                0.36868,                 1.3322,                 0.0288,                0.00045,                0.83318,                0.82751,                0.85114,                0.71672,                 0.6455,                0.40167,                 1.4553,                0.02743,                0.00039,               0.001387,               0.001387,               0.001387,                 0.0373,                0.45943,                0.49673,               0.051308,                0.14444,                0.51827,                0.04451,             3.9921e-05,                0.50042,                0.49958,               0.027283,                0.51847,                0.54575,               0.043168,                 0.1463,                0.52014,               0.044534,             0.00016011,                0.50024,                0.49976,                      1
                     89,                0.60898,                0.36428,                 1.3353,                0.02876,                0.00045,                0.83335,                0.82717,                0.85031,                0.71605,                0.64548,                 0.4019,                 1.4559,                0.02742,                0.00039,               0.001288,               0.001288,               0.001288,               0.036438,                0.46082,                0.49725,               0.050698,                0.14435,                0.51828,               0.044724,             3.9392e-05,                0.50042,                0.49958,               0.026471,                0.51817,                0.54464,               0.042578,                0.14618,                0.52019,               0.044724,             0.00015867,                0.50024,                0.49976,                      1
                     90,                0.60641,                0.36344,                 1.3262,                0.02851,                0.00045,                 0.8358,                0.82116,                0.84981,                0.71598,                 0.6455,                0.40223,                 1.4562,                0.02741,                0.00039,               0.001189,               0.001189,               0.001189,                 0.0371,                0.46458,                0.50169,               0.051225,                0.14495,                0.51824,               0.044752,             3.8869e-05,                0.50043,                0.49957,               0.026902,                0.52299,                 0.5499,               0.042885,                0.14664,                0.52017,               0.044758,             0.00015719,                0.50024,                0.49976,                      1
                     91,                0.60681,                0.36131,                 1.3244,                0.02868,                0.00045,                0.83738,                0.82008,                0.84936,                0.71542,                 0.6455,                 0.4025,                 1.4568,                0.02741,                0.00039,                0.00109,                0.00109,                0.00109,               0.036543,                 0.4626,                0.49914,               0.050785,                0.14451,                0.51825,               0.044649,             3.8552e-05,                0.50043,                0.49957,               0.026335,                0.52185,                0.54818,               0.042484,                0.14632,                0.52016,                0.04465,             0.00015498,                0.50024,                0.49976,                      1
                     92,                0.60549,                0.35756,                 1.3303,                0.02847,                0.00045,                 0.8351,                0.82098,                0.84903,                0.71509,                0.64556,                0.40269,                 1.4573,                 0.0274,                0.00039,               0.000991,               0.000991,               0.000991,               0.036186,                0.46422,                 0.5004,               0.050363,                0.14393,                0.51824,               0.044864,             3.8067e-05,                0.50043,                0.49957,               0.026462,                0.52348,                0.54995,               0.042521,                0.14617,                0.52016,               0.044851,             0.00015336,                0.50024,                0.49976,                      1
                     93,                0.60266,                0.35578,                 1.3298,                0.02851,                0.00045,                0.83523,                0.82165,                0.84857,                0.71495,                0.64553,                0.40281,                 1.4577,                 0.0274,                0.00039,               0.000892,               0.000892,               0.000892,               0.036454,                0.46437,                0.50083,                0.05064,                0.14439,                 0.5182,               0.045073,             3.8007e-05,                0.50044,                0.49956,               0.026337,                0.52305,                0.54939,               0.042386,                0.14593,                0.52014,               0.045084,             0.00015216,                0.50024,                0.49976,                      1
                     94,                 0.6031,                0.35763,                 1.3254,                 0.0286,                0.00045,                0.83493,                 0.8226,                0.84808,                 0.7146,                0.64547,                0.40304,                 1.4582,                0.02739,                0.00039,               0.000793,               0.000793,               0.000793,               0.036655,                0.46393,                0.50058,               0.050988,                 0.1448,                0.51816,               0.045167,             3.7541e-05,                0.50044,                0.49956,               0.026293,                0.52164,                0.54793,               0.042469,                0.14602,                0.52014,               0.045162,             0.00015099,                0.50024,                0.49976,                      1
                     95,                0.60095,                0.35704,                 1.3246,                0.02834,                0.00045,                0.83524,                0.82203,                0.84763,                0.71425,                 0.6455,                0.40321,                 1.4588,                0.02738,                0.00039,               0.000694,               0.000694,               0.000694,               0.036024,                0.46595,                0.50197,               0.050208,                0.14399,                0.51817,               0.044752,             3.7284e-05,                0.50044,                0.49956,               0.026045,                0.52382,                0.54986,                0.04206,                0.14577,                0.52012,               0.044745,             0.00015013,                0.50024,                0.49976,                      1
                     96,                0.59782,                0.35267,                 1.3198,                0.02825,                0.00045,                 0.8376,                 0.8218,                0.84734,                0.71411,                0.64551,                0.40334,                 1.4594,                0.02738,                0.00039,               0.000595,               0.000595,               0.000595,               0.036396,                0.46509,                0.50148,               0.050326,                0.14387,                0.51817,                0.04498,             3.7225e-05,                0.50044,                0.49956,                0.02621,                0.52539,                 0.5516,               0.042028,                0.14557,                0.52013,               0.045008,             0.00014905,                0.50024,                0.49976,                      1
                     97,                0.59525,                0.35106,                 1.3175,                 0.0285,                0.00045,                0.83695,                0.82103,                0.84686,                0.71391,                0.64554,                0.40333,                 1.4596,                0.02737,                0.00039,               0.000496,               0.000496,               0.000496,               0.036255,                0.46537,                0.50162,               0.050649,                0.14483,                0.51817,               0.044718,             3.6905e-05,                0.50044,                0.49956,               0.026169,                0.52305,                0.54922,               0.042417,                0.14638,                0.52012,               0.044738,             0.00014787,                0.50024,                0.49976,                      1
                     98,                0.59761,                0.35167,                 1.3287,                0.02829,                0.00045,                0.83658,                0.82052,                0.84656,                0.71355,                0.64555,                0.40349,                   1.46,                0.02736,                0.00039,               0.000397,               0.000397,               0.000397,               0.036247,                0.46407,                0.50032,               0.050264,                0.14363,                0.51816,               0.044948,               3.67e-05,                0.50045,                0.49955,                0.02614,                0.52343,                0.54957,               0.042041,                0.14528,                0.52012,               0.044959,             0.00014758,                0.50024,                0.49976,                      1
