                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     31,                0.70642,                0.46912,                 1.3767,                0.08019,                0.82193,                0.82587,                0.86333,                0.71144,                0.66802,                0.41886,                 1.4423,                0.08604,                0.00703,                0.00703,                0.00703,                      0,                0.68925,                0.68472,                0.67231,                0.52778,                0.67517,                  0.401,                0.18627,                0.44817,                0.58019,                0.41219,               0.095503,                0.63684,                      0,                0.67103,                0.67949,                0.66753,                0.50277,                0.67628,                 0.4394,                0.19024,                0.45244,                0.56144,                0.41219,                0.69055,              0.0091151,                      0,                0.68712,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70603,                 0.4705,                 1.3764,                0.08033,                0.81705,                0.80874,                0.85376,                0.70338,                0.66971,                0.42052,                 1.4416,                0.08578,               0.006931,               0.006931,               0.006931,                      0,                0.69038,                0.68531,                0.67112,                0.52952,                0.67572,                0.40228,                0.18584,                0.44641,                 0.5752,                0.41152,               0.094326,                0.63584,                      0,                0.67109,                   0.68,                0.66684,                0.50702,                0.67423,                0.43835,                0.18978,                0.45114,                0.55685,                0.41152,                0.68278,              0.0088458,                      0,                0.68945,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                0.69975,                0.46454,                 1.3787,                0.07968,                0.82796,                0.81614,                0.85964,                0.70902,                0.66761,                0.41619,                 1.4561,                0.08547,               0.006832,               0.006832,               0.006832,                      0,                0.68842,                0.68353,                0.67034,                0.52593,                0.67366,                0.40625,                0.18777,                0.44777,                0.56636,                0.41208,               0.095186,                0.63407,                      0,                0.67104,                0.67717,                0.66449,                0.50141,                0.67551,                0.44537,                0.19108,                 0.4519,                0.54709,                0.41208,                0.68751,              0.0089291,                      0,                0.68486,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                 0.6982,                0.46221,                 1.3771,                0.08014,                0.82365,                0.80335,                0.85286,                0.70229,                0.66762,                0.41795,                 1.4564,                0.08535,               0.006733,               0.006733,               0.006733,                      0,                0.69045,                0.68636,                0.67346,                 0.5287,                0.67815,                0.40188,                0.18712,                0.44763,                 0.5697,                0.41202,               0.094431,                0.64446,                      0,                0.67822,                0.68044,                0.66795,                0.50454,                0.68019,                0.43875,                 0.1904,                0.44981,                0.55325,                0.41202,                0.68558,              0.0088926,                      0,                0.68856,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                0.69935,                0.45994,                 1.3699,                 0.0787,                0.83311,                0.81189,                 0.8595,                0.70894,                0.66554,                0.41374,                 1.4512,                0.08528,               0.006634,               0.006634,               0.006634,                      0,                0.68728,                 0.6801,                 0.6694,                0.51817,                 0.6772,                 0.4129,                 0.1885,                0.44919,                0.55795,                 0.4133,               0.095392,                0.65015,                      0,                 0.6659,                0.67535,                0.66674,                0.49344,                0.67573,                0.44735,                0.19357,                0.45439,                0.53345,                 0.4133,                0.70215,              0.0089343,                      0,                0.67706,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69923,                0.45562,                 1.3722,                0.07827,                0.82369,                0.82592,                 0.8609,                0.71129,                0.66417,                0.41204,                 1.4508,                0.08518,               0.006535,               0.006535,               0.006535,                      0,                0.68339,                0.68117,                0.67096,                0.51404,                 0.6751,                0.41794,                0.18807,                0.45152,                0.55507,                0.41522,               0.096443,                0.65342,                      0,                0.66552,                 0.6752,                0.66636,                0.48956,                0.67487,                0.45285,                0.19256,                0.45577,                0.53245,                0.41522,                0.69931,              0.0090795,                      0,                0.67323,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69323,                0.45668,                 1.3771,                0.07935,                0.82417,                0.82806,                0.86636,                0.71445,                0.66403,                0.40843,                 1.4521,                0.08516,               0.006436,               0.006436,               0.006436,                      0,                0.69686,                 0.6837,                0.66842,                 0.5243,                0.68213,                0.41046,                0.18729,                0.44466,                0.56078,                0.41099,               0.098404,                0.64202,                      0,                0.67582,                0.67712,                0.66399,                0.49968,                0.68102,                0.44864,                0.19115,                0.45174,                0.53797,                0.41099,                0.69517,               0.008678,                      0,                0.68282,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68979,                0.45337,                 1.3791,                0.08009,                0.82723,                 0.8187,                0.86361,                0.71243,                0.66429,                0.40899,                 1.4603,                0.08499,               0.006337,               0.006337,               0.006337,                      0,                0.69069,                0.68562,                0.67314,                0.52838,                0.67677,                0.40052,                0.18657,                0.44851,                0.56978,                0.41328,               0.095738,                0.63945,                      0,                0.67012,                0.67914,                0.66821,                0.50448,                 0.6757,                0.43971,                0.18955,                0.45384,                0.55034,                0.41328,                0.69065,              0.0087175,                      0,                0.68829,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69172,                0.45288,                 1.3815,                0.07968,                0.83003,                0.81833,                0.86375,                0.71418,                0.66285,                0.40778,                 1.4614,                0.08521,               0.006238,               0.006238,               0.006238,                      0,                0.68802,                0.68703,                0.67392,                0.52557,                0.67654,                0.40405,                0.18896,                0.44972,                0.56424,                0.41216,               0.095661,                0.64572,                      0,                0.67301,                0.67981,                0.66659,                0.50169,                 0.6789,                0.44567,                  0.191,                0.45254,                0.54115,                0.41216,                0.69474,              0.0089516,                      0,                0.68548,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69206,                0.45424,                 1.3704,                0.07944,                0.82051,                0.81683,                0.85735,                0.70797,                0.66242,                0.41107,                 1.4518,                0.08501,               0.006139,               0.006139,               0.006139,                      0,                 0.6903,                0.68463,                0.67109,                0.52297,                0.67841,                0.41097,                0.18776,                0.44674,                0.56471,                0.40986,               0.096697,                0.64534,                      0,                0.67053,                0.67785,                0.66573,                 0.4995,                0.67712,                0.44851,                0.19113,                0.45232,                0.54965,                0.40986,                0.69547,              0.0088734,                      0,                0.68247,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68679,                0.44536,                 1.3705,                0.07929,                0.82228,                0.81332,                0.85744,                0.70818,                0.66269,                0.41058,                 1.4525,                0.08485,                0.00604,                0.00604,                0.00604,                      0,                0.68876,                0.68319,                0.66986,                0.52298,                0.67747,                0.40913,                0.18763,                0.44755,                 0.5648,                0.41184,               0.092325,                0.64632,                      0,                0.67178,                0.67618,                0.66493,                0.49676,                0.67741,                0.44622,                0.19115,                0.45117,                0.54418,                0.41184,                0.69294,              0.0087329,                      0,                 0.6813,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68891,                0.44756,                 1.3734,                0.07942,                0.83006,                0.81587,                0.86136,                0.71207,                0.66206,                0.40873,                 1.4582,                0.08485,               0.005941,               0.005941,               0.005941,                      0,                0.69146,                0.68293,                0.66985,                0.52362,                0.67736,                0.40952,                 0.1865,                0.44624,                 0.5654,                0.41187,               0.094076,                0.63903,                      0,                0.67397,                0.67843,                0.66628,                0.49818,                0.67774,                0.44679,                0.19122,                0.45097,                0.54815,                0.41187,                0.68798,              0.0087666,                      0,                0.68231,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68283,                0.44551,                 1.3718,                0.07904,                0.83112,                0.81964,                0.86529,                0.71522,                0.66115,                0.40688,                 1.4528,                0.08492,               0.005842,               0.005842,               0.005842,                      0,                0.69117,                0.68508,                0.67167,                0.52056,                 0.6772,                0.41033,                0.18789,                0.44751,                0.56436,                0.41344,               0.097427,                 0.6403,                      0,                0.67701,                0.67994,                0.66716,                 0.4939,                0.68049,                0.45036,                0.19192,                0.45237,                0.53909,                0.41344,                0.68968,              0.0089418,                      0,                0.67921,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68442,                0.44246,                 1.3712,                0.07959,                0.83216,                0.82314,                0.86693,                0.71685,                 0.6604,                0.40519,                 1.4532,                0.08501,               0.005743,               0.005743,               0.005743,                      0,                0.69104,                0.68519,                0.67061,                0.52388,                0.67689,                0.40899,                0.18762,                0.44622,                0.57549,                0.41158,               0.098596,                0.63822,                      0,                0.68178,                0.67815,                 0.6646,                0.49806,                0.68155,                0.44674,                0.19031,                0.44792,                0.55115,                0.41158,                0.68095,              0.0084802,                      0,                0.68242,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68467,                0.44239,                 1.3711,                0.07884,                0.82893,                0.83506,                0.86841,                0.71838,                0.66028,                0.40463,                 1.4519,                0.08489,               0.005644,               0.005644,               0.005644,                      0,                0.68908,                0.68272,                0.66998,                0.51869,                0.67622,                0.41303,                0.18785,                0.44677,                 0.5609,                0.41241,               0.097671,                 0.6414,                      0,                  0.676,                0.67698,                0.66527,                 0.4937,                0.67875,                0.44741,                0.19186,                0.45024,                  0.542,                0.41241,                 0.6862,              0.0085516,                      0,                0.67746,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68297,                0.44243,                  1.372,                0.07851,                0.83116,                0.82954,                0.86788,                0.71819,                0.66002,                0.40384,                 1.4545,                0.08487,               0.005545,               0.005545,               0.005545,                      0,                0.69208,                0.68237,                0.66994,                0.51521,                0.68045,                0.41578,                0.18866,                0.44561,                0.55852,                0.40972,               0.099601,                0.64811,                      0,                 0.6794,                0.67686,                0.66452,                0.49222,                 0.6829,                0.45223,                0.19142,                0.44959,                0.54053,                0.40972,                0.69263,              0.0085001,                      0,                0.67458,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68499,                0.44002,                 1.3696,                0.07847,                0.83209,                0.82743,                0.86795,                0.71754,                0.66037,                0.40342,                 1.4538,                 0.0849,               0.005446,               0.005446,               0.005446,                      0,                0.69465,                0.68261,                0.67017,                0.51625,                0.68112,                 0.4152,                0.18836,                0.44583,                0.56006,                0.41094,                0.10194,                0.64417,                      0,                 0.6815,                 0.6757,                0.66416,                0.48854,                0.68494,                0.45528,                 0.1918,                0.44946,                0.53978,                0.41094,                0.69432,               0.008959,                      0,                0.67406,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                 0.6793,                0.43891,                 1.3698,                0.07854,                0.81422,                0.83752,                0.86609,                 0.7166,                0.65993,                0.40357,                 1.4555,                0.08496,               0.005347,               0.005347,               0.005347,                      0,                0.69413,                0.68406,                0.67171,                0.51453,                0.68134,                0.41559,                0.18746,                0.44635,                0.56519,                0.41295,                0.10127,                0.64697,                      0,                0.68279,                0.67889,                0.66662,                0.48945,                0.68404,                0.45241,                0.19082,                0.44992,                0.54595,                0.41295,                 0.6874,              0.0086583,                      0,                0.67368,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67865,                 0.4359,                 1.3635,                0.07913,                0.82731,                0.82302,                0.86435,                0.71601,                0.65982,                0.40407,                 1.4537,                0.08486,               0.005248,               0.005248,               0.005248,                      0,                0.69012,                 0.6831,                0.67046,                0.52036,                0.67889,                0.41345,                0.18888,                0.44734,                0.56422,                0.41161,                 0.1006,                0.64849,                      0,                0.67627,                0.67668,                 0.6654,                0.49667,                0.68037,                0.44733,                 0.1923,                0.45099,                0.54571,                0.41161,                0.69147,              0.0083176,                      0,                0.67966,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                0.67659,                0.43282,                 1.3682,                0.07909,                0.83553,                0.81405,                 0.8613,                0.71414,                0.66002,                0.40471,                 1.4533,                0.08486,               0.005149,               0.005149,               0.005149,                      0,                0.68958,                 0.6865,                0.67307,                0.51921,                0.67746,                0.41019,                0.18747,                0.44706,                0.56991,                0.41274,                0.10035,                0.64492,                      0,                0.67753,                0.68077,                0.66703,                0.49301,                0.68132,                0.44995,                 0.1909,                0.45105,                0.54979,                0.41274,                0.69149,              0.0088389,                      0,                0.67824,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
                     51,                0.67674,                 0.4317,                 1.3611,                 0.0794,                0.83611,                0.81269,                0.86052,                0.71343,                0.66001,                0.40546,                 1.4519,                0.08486,                0.00505,                0.00505,                0.00505,                      0,                0.69343,                0.68542,                0.67168,                0.52349,                0.67864,                0.40507,                0.18802,                0.44355,                0.56289,                0.41012,                0.10225,                0.63781,                      0,                0.67871,                  0.679,                0.66645,                0.49886,                0.68016,                0.44238,                0.19162,                0.44765,                0.54339,                0.41012,                0.68419,              0.0085636,                      0,                0.68276,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67196,                0.42901,                 1.3724,                0.07927,                0.82872,                0.82215,                0.86214,                0.71458,                0.65976,                0.40439,                  1.453,                0.08483,               0.004951,               0.004951,               0.004951,                      0,                0.68639,                0.68475,                0.67163,                0.52135,                0.67436,                0.40841,                0.18742,                0.44729,                0.57036,                0.41231,                0.10389,                0.64197,                      0,                0.67447,                0.67908,                0.66557,                0.49553,                0.67769,                0.44796,                0.19103,                0.45157,                0.54686,                0.41231,                0.68637,              0.0086899,                      0,                0.68015,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.67058,                0.42608,                 1.3654,                0.07874,                0.82898,                 0.8218,                0.86167,                0.71433,                0.65953,                0.40415,                 1.4536,                 0.0848,               0.004852,               0.004852,               0.004852,                      0,                0.69365,                0.68428,                0.67259,                0.51727,                0.67876,                0.41124,                0.18684,                0.44466,                0.56276,                 0.4119,                 0.1022,                0.63797,                      0,                0.68173,                0.67841,                0.66753,                0.49026,                0.68246,                  0.448,                0.19169,                0.44728,                  0.545,                 0.4119,                0.68447,              0.0085747,                      0,                0.67599,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66635,                 0.4253,                   1.37,                0.07832,                0.82425,                0.82867,                0.86246,                0.71522,                0.65922,                0.40366,                 1.4534,                0.08476,               0.004753,               0.004753,               0.004753,                      0,                0.69566,                0.68456,                0.66993,                0.51397,                0.68099,                0.41832,                0.18849,                0.44186,                0.55932,                0.41041,                0.10052,                0.64061,                      0,                0.68296,                0.67739,                0.66441,                 0.4874,                 0.6853,                 0.4552,                0.19189,                0.44625,                0.54718,                0.41041,                0.69174,               0.008657,                      0,                0.67213,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67187,                0.42657,                 1.3658,                0.07878,                0.83511,                0.82081,                0.86282,                0.71657,                0.65874,                0.40303,                 1.4537,                0.08474,               0.004654,               0.004654,               0.004654,                      0,                0.69407,                0.68625,                0.67425,                 0.5169,                0.68099,                0.41192,                0.18895,                0.44485,                0.55928,                0.41189,                0.10238,                0.64523,                      0,                0.67886,                0.67851,                 0.6674,                0.49338,                0.68174,                0.45006,                0.19185,                0.44914,                0.54224,                0.41189,                0.68962,              0.0083407,                      0,                0.67705,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66492,                0.42289,                 1.3658,                0.07822,                0.83786,                0.82061,                0.86288,                0.71615,                0.65845,                0.40276,                 1.4546,                0.08473,               0.004555,               0.004555,               0.004555,                      0,                0.70024,                 0.6815,                0.66637,                0.51485,                0.68424,                0.42345,                 0.1857,                0.44115,                0.55777,                0.41029,                0.10245,                0.64008,                      0,                0.68251,                0.67414,                0.66084,                0.48778,                0.68508,                0.46004,                0.19063,                0.44613,                0.53818,                0.41029,                0.69217,              0.0085694,                      0,                0.67196,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66646,                0.42206,                 1.3629,                0.07833,                0.83714,                0.82278,                0.86275,                0.71619,                 0.6583,                0.40228,                 1.4552,                0.08472,               0.004456,               0.004456,               0.004456,                      0,                 0.6872,                0.68376,                0.67297,                0.51379,                0.67668,                0.41449,                0.18878,                0.44692,                0.55091,                0.41392,                0.10015,                 0.6482,                      0,                0.67582,                0.67744,                0.66787,                0.49115,                0.67965,                0.44614,                0.19303,                0.45006,                0.53703,                0.41392,                0.69002,              0.0083531,                      0,                0.67406,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66479,                0.41949,                 1.3561,                0.07822,                0.83666,                0.82318,                0.86249,                0.71593,                0.65794,                0.40201,                 1.4553,                0.08471,               0.004357,               0.004357,               0.004357,                      0,                0.69587,                0.68553,                0.67253,                0.51256,                0.68281,                0.41779,                 0.1875,                0.44343,                0.55771,                0.41047,               0.099368,                0.64635,                      0,                 0.6813,                0.67903,                0.66684,                0.48742,                0.68551,                0.45626,                0.19131,                0.44804,                0.53926,                0.41047,                0.69726,               0.008454,                      0,                0.67184,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66738,                0.41873,                 1.3661,                0.07863,                0.83819,                0.82244,                0.86254,                 0.7155,                0.65776,                0.40174,                  1.456,                0.08472,               0.004258,               0.004258,               0.004258,                      0,                 0.6893,                0.68538,                 0.6732,                0.51714,                0.67753,                0.41154,                0.18922,                0.44675,                0.56294,                 0.4131,               0.098426,                0.64604,                      0,                0.67504,                0.67753,                0.66591,                0.48852,                0.68072,                0.45463,                0.19215,                0.45167,                0.53876,                 0.4131,                0.69591,              0.0085778,                      0,                0.67529,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                 0.6577,                0.41531,                  1.354,                0.07797,                 0.8401,                0.82282,                0.86266,                0.71583,                0.65756,                0.40165,                 1.4557,                0.08472,               0.004159,               0.004159,               0.004159,                      0,                0.69865,                0.68585,                0.67072,                0.51189,                0.68203,                0.41926,                0.18822,                0.44303,                0.55583,                0.41206,               0.097363,                0.63756,                      0,                0.68334,                0.67774,                0.66338,                 0.4852,                0.68457,                0.45795,                0.19131,                0.44763,                0.53349,                0.41206,                0.68786,              0.0084246,                      0,                0.67006,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66279,                0.41599,                 1.3581,                0.07832,                0.84156,                  0.824,                0.86248,                0.71605,                0.65742,                 0.4015,                 1.4563,                0.08472,                0.00406,                0.00406,                0.00406,                      0,                0.69484,                0.68419,                0.67055,                0.51418,                0.68079,                0.41758,                0.18769,                0.44381,                0.55859,                0.41307,               0.096754,                0.64267,                      0,                0.68146,                0.67813,                0.66558,                0.48899,                0.68311,                0.45279,                0.19183,                0.44755,                 0.5358,                0.41307,                0.68756,              0.0082764,                      0,                0.67301,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66057,                0.41517,                 1.3627,                0.07781,                0.83979,                0.82362,                0.86205,                0.71597,                0.65712,                0.40149,                 1.4569,                0.08472,               0.003961,               0.003961,               0.003961,                      0,                0.69797,                0.68517,                0.67124,                0.50943,                0.68423,                 0.4233,                0.18883,                0.44444,                0.55585,                0.41245,               0.096273,                0.64741,                      0,                0.68884,                0.67919,                0.66558,                0.48321,                0.68934,                0.45937,                0.19271,                0.44727,                0.53955,                0.41245,                0.69066,              0.0083875,                      0,                0.66803,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.65983,                0.41454,                 1.3623,                0.07861,                0.84013,                0.82382,                0.86276,                0.71637,                0.65706,                0.40115,                  1.457,                 0.0847,               0.003862,               0.003862,               0.003862,                      0,                0.69063,                 0.6847,                0.67059,                0.51588,                0.67919,                0.41899,                 0.1879,                  0.445,                0.55944,                0.40987,               0.095344,                0.64736,                      0,                0.67854,                0.67791,                0.66449,                0.49211,                0.68115,                0.45157,                0.19186,                0.44788,                0.54548,                0.40987,                 0.6884,              0.0081996,                      0,                 0.6751,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66004,                0.41309,                 1.3657,                 0.0784,                0.84051,                0.82456,                0.86289,                0.71622,                0.65683,                0.40082,                 1.4581,                0.08469,               0.003763,               0.003763,               0.003763,                      0,                0.69652,                0.68515,                 0.6726,                0.51351,                0.68223,                0.41499,                0.18743,                0.44291,                0.56194,                0.40959,                0.09522,                0.64243,                      0,                0.68668,                0.67888,                0.66608,                0.48907,                0.68693,                0.45386,                0.19082,                0.44625,                0.54124,                0.40959,                0.68765,              0.0084564,                      0,                0.67297,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                0.65681,                0.40822,                 1.3645,                0.07852,                0.83806,                0.82627,                0.86276,                0.71645,                 0.6566,                0.40051,                 1.4594,                0.08468,               0.003664,               0.003664,               0.003664,                      0,                  0.694,                0.68797,                0.67207,                0.51712,                0.68103,                0.41773,                0.18818,                0.44466,                 0.5522,                0.41063,               0.095527,                0.64547,                      0,                0.68274,                0.68062,                0.66512,                0.49191,                0.68436,                0.45517,                0.19186,                0.44782,                0.53128,                0.41063,                0.68881,              0.0082506,                      0,                0.67616,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65427,                0.40963,                 1.3562,                0.07829,                0.83829,                0.82463,                 0.8626,                0.71705,                0.65657,                0.40036,                 1.4597,                0.08467,               0.003565,               0.003565,               0.003565,                      0,                0.69205,                0.68464,                0.67143,                0.51375,                0.68057,                0.41737,                0.18801,                0.44514,                0.55997,                0.41116,               0.097356,                0.64909,                      0,                0.67918,                0.67671,                0.66472,                0.48746,                0.68329,                0.45668,                0.19157,                0.44989,                0.53948,                0.41116,                0.69456,              0.0083534,                      0,                0.67228,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65394,                0.40599,                 1.3537,                0.07787,                0.83786,                0.82491,                0.86285,                  0.717,                0.65637,                0.40021,                   1.46,                0.08465,               0.003466,               0.003466,               0.003466,                      0,                0.69347,                0.68356,                0.67009,                0.51027,                0.68137,                 0.4222,                0.18961,                0.44464,                0.55831,                0.41054,               0.099898,                0.64839,                      0,                0.68039,                0.67578,                0.66318,                0.48425,                0.68388,                0.45845,                0.19307,                 0.4495,                0.53623,                0.41054,                 0.6934,              0.0083857,                      0,                0.66854,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                 0.6517,                0.40124,                   1.36,                0.07757,                0.83694,                0.82718,                0.86293,                0.71713,                0.65624,                 0.4001,                 1.4607,                0.08465,               0.003367,               0.003367,               0.003367,                      0,                0.69216,                0.68399,                0.67252,                0.50523,                0.68189,                0.42159,                0.18972,                0.44697,                0.55977,                 0.4119,               0.099468,                0.65402,                      0,                0.68292,                0.67752,                0.66602,                0.48088,                 0.6868,                0.45747,                0.19363,                0.45029,                0.54464,                 0.4119,                0.69733,              0.0081372,                      0,                0.66471,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.64963,                0.40351,                 1.3581,                0.07816,                  0.839,                0.82506,                0.86276,                0.71768,                0.65612,                0.40001,                 1.4607,                0.08463,               0.003268,               0.003268,               0.003268,                      0,                0.68826,                0.68477,                0.67394,                0.51112,                 0.6794,                0.41452,                0.18948,                0.44634,                0.56324,                0.41241,               0.099518,                0.65557,                      0,                0.67661,                 0.6767,                0.66699,                0.48521,                0.68361,                0.45422,                0.19316,                0.45103,                0.54226,                0.41241,                0.70245,              0.0082432,                      0,                0.67039,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64966,                0.40275,                 1.3455,                0.07756,                0.84104,                0.82422,                0.86344,                0.71785,                0.65602,                0.40002,                 1.4606,                0.08464,               0.003169,               0.003169,               0.003169,                      0,                0.69557,                0.68435,                0.67186,                0.50711,                0.68207,                0.42136,                 0.1899,                0.44227,                0.55138,                0.41119,                0.10116,                0.64492,                      0,                0.68418,                0.67617,                0.66484,                 0.4838,                 0.6855,                0.45609,                0.19333,                0.44653,                0.53114,                0.41119,                0.68916,              0.0082605,                      0,                0.66672,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64568,                0.39773,                 1.3539,                0.07791,                0.84277,                 0.8242,                0.86404,                0.71849,                0.65596,                0.39977,                 1.4611,                0.08463,                0.00307,                0.00307,                0.00307,                      0,                0.69328,                0.68585,                0.67369,                0.50955,                0.68164,                0.42072,                0.18873,                0.44493,                0.55434,                0.41363,                 0.1006,                 0.6503,                      0,                0.68137,                0.67933,                0.66812,                0.48539,                0.68332,                0.45381,                0.19301,                0.44768,                0.53672,                0.41363,                0.68857,              0.0081958,                      0,                0.66945,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64572,                0.39555,                  1.357,                0.07716,                0.84049,                0.82583,                0.86427,                0.71866,                0.65591,                0.39963,                 1.4616,                0.08462,               0.002971,               0.002971,               0.002971,                      0,                0.69441,                0.68225,                0.67049,                0.50405,                0.68201,                0.42669,                0.18897,                0.44431,                0.54991,                0.41209,               0.099864,                0.64837,                      0,                0.68586,                0.67471,                 0.6641,                0.47924,                0.68603,                0.45903,                 0.1927,                0.44659,                0.53066,                0.41209,                 0.6865,              0.0082322,                      0,                0.66287,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64284,                0.39344,                 1.3581,                0.07748,                0.84014,                0.82624,                0.86463,                0.71903,                0.65591,                0.39948,                 1.4617,                0.08461,               0.002872,               0.002872,               0.002872,                      0,                0.69675,                0.68635,                0.67388,                0.50641,                0.68363,                   0.42,                0.19063,                0.44427,                0.55205,                0.41306,               0.099921,                0.64857,                      0,                0.68643,                0.67978,                0.66846,                0.47995,                0.68788,                0.45487,                0.19498,                0.44747,                0.53362,                0.41306,                0.69173,              0.0082955,                      0,                0.66561,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.64009,                0.39317,                 1.3439,                0.07816,                0.83614,                0.83085,                 0.8644,                0.71874,                0.65584,                0.39939,                 1.4619,                 0.0846,               0.002773,               0.002773,               0.002773,                      0,                0.69459,                0.68741,                0.67446,                0.51311,                0.68102,                0.41374,                0.18973,                 0.4421,                0.55033,                0.41108,               0.097787,                0.64349,                      0,                 0.6857,                0.68041,                0.66799,                0.48787,                0.68614,                0.45061,                0.19312,                0.44507,                0.53106,                0.41108,                0.68737,               0.008113,                      0,                0.67277,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
