                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,p2/prompt_warmup_factor
                     82,                0.62248,                0.37682,                 1.3374,                0.02876,                      0,                      0,                0.83047,                0.83496,                0.85942,                0.72345,                0.64575,                0.39813,                 1.4627,                 0.0274,                      0,                      0,               0.001981,               0.001981,               0.001981,               0.036993,                0.46019,                0.49718,               0.051012,                0.14433,               0.026884,                0.51992,                 0.5468,               0.042812,                0.14625,                      1
                     83,                0.61589,                0.37064,                 1.3384,                0.02879,                      0,                      0,                0.83096,                0.83395,                0.85907,                0.72315,                0.64577,                0.39838,                 1.4635,                0.02739,                      0,                      0,               0.001882,               0.001882,               0.001882,                0.03677,                0.46065,                0.49742,               0.051103,                0.14479,               0.026852,                0.52034,                 0.5472,               0.043114,                0.14699,                      1
                     84,                0.61816,                0.37409,                 1.3439,                0.02865,                      0,                      0,                0.83091,                0.83201,                0.85886,                0.72298,                 0.6458,                 0.3985,                 1.4641,                0.02738,                      0,                      0,               0.001783,               0.001783,               0.001783,               0.037438,                0.45817,                0.49561,                0.05126,                0.14391,               0.026825,                0.52047,                0.54729,                0.04261,                0.14587,                      1
                     85,                0.61808,                0.37117,                 1.3419,                0.02872,                      0,                      0,                0.82869,                 0.8325,                 0.8585,                0.72284,                 0.6458,                0.39851,                 1.4644,                0.02737,                      0,                      0,               0.001684,               0.001684,               0.001684,               0.036607,                0.45884,                0.49545,               0.050566,                0.14384,               0.026753,                0.51948,                0.54623,               0.042622,                0.14588,                      1
                     86,                0.61322,                0.36878,                 1.3383,                0.02858,                      0,                      0,                0.82552,                0.83523,                0.85837,                0.72246,                0.64574,                0.39878,                 1.4647,                0.02737,                      0,                      0,               0.001585,               0.001585,               0.001585,               0.037436,                0.46464,                0.50208,               0.051648,                0.14539,                0.02684,                0.52369,                0.55053,               0.042928,                0.14692,                      1
                     87,                0.61134,                0.36566,                 1.3287,                0.02867,                      0,                      0,                0.82545,                0.83611,                0.85831,                0.72255,                0.64585,                0.39874,                 1.4648,                0.02736,                      0,                      0,               0.001486,               0.001486,               0.001486,               0.036785,                0.46393,                0.50072,               0.051084,                0.14518,               0.026612,                0.52265,                0.54926,               0.042809,                0.14673,                      1
                     88,                0.61136,                0.36828,                 1.3359,                0.02873,                      0,                      0,                 0.8214,                0.83944,                0.85811,                0.72235,                0.64585,                0.39905,                 1.4651,                0.02735,                      0,                      0,               0.001387,               0.001387,               0.001387,                  0.037,                0.46017,                0.49717,               0.051023,                0.14439,               0.026793,                0.52129,                0.54808,               0.042761,                 0.1465,                      1
                     89,                0.60881,                 0.3635,                 1.3375,                0.02871,                      0,                      0,                0.82362,                0.83576,                 0.8577,                0.72203,                0.64578,                0.39932,                 1.4655,                0.02735,                      0,                      0,               0.001288,               0.001288,               0.001288,               0.036641,                0.46204,                0.49868,               0.050932,                0.14469,               0.026461,                0.52089,                0.54735,                0.04265,                0.14658,                      1
                     90,                0.60614,                0.36311,                 1.3292,                0.02845,                      0,                      0,                0.82445,                0.83482,                0.85745,                0.72199,                0.64582,                 0.3993,                 1.4659,                0.02734,                      0,                      0,               0.001189,               0.001189,               0.001189,                0.03691,                0.46341,                0.50032,               0.050996,                0.14445,               0.026658,                0.52464,                 0.5513,               0.042687,                0.14638,                      1
                     91,                 0.6061,                0.36039,                 1.3253,                0.02859,                      0,                      0,                0.82416,                0.83498,                0.85729,                0.72164,                0.64587,                0.39947,                 1.4663,                0.02733,                      0,                      0,                0.00109,                0.00109,                0.00109,               0.036578,                0.46398,                0.50056,               0.050866,                0.14482,               0.026281,                0.52356,                0.54984,                0.04248,                0.14637,                      1
                     92,                0.60532,                0.35821,                 1.3267,                0.02842,                      0,                      0,                0.82225,                0.83721,                0.85696,                0.72167,                0.64583,                0.39964,                 1.4665,                0.02732,                      0,                      0,               0.000991,               0.000991,               0.000991,               0.036246,                0.46652,                0.50277,               0.050493,                0.14455,               0.026159,                0.52508,                0.55123,               0.042263,                0.14605,                      1
                     93,                 0.6025,                0.35568,                 1.3291,                0.02843,                      0,                      0,                0.82327,                0.83656,                0.85647,                0.72147,                0.64582,                0.39985,                 1.4669,                0.02732,                      0,                      0,               0.000892,               0.000892,               0.000892,               0.036201,                0.46442,                0.50062,               0.050388,                0.14416,               0.026124,                0.52487,                  0.551,               0.042229,                0.14599,                      1
                     94,                0.60308,                0.35774,                  1.325,                0.02853,                      0,                      0,                0.82376,                0.83439,                0.85625,                0.72146,                0.64584,                0.39991,                 1.4672,                0.02731,                      0,                      0,               0.000793,               0.000793,               0.000793,               0.036272,                0.46501,                0.50128,               0.050636,                0.14498,               0.026076,                0.52327,                0.54935,                 0.0423,                0.14603,                      1
                     95,                0.60109,                0.35811,                 1.3228,                0.02824,                      0,                      0,                0.82326,                0.83514,                0.85616,                0.72156,                0.64587,                0.39996,                 1.4675,                 0.0273,                      0,                      0,               0.000694,               0.000694,               0.000694,                0.03568,                 0.4669,                0.50258,               0.049889,                0.14398,               0.025979,                0.52569,                0.55167,               0.042049,                0.14576,                      1
                     96,                0.59824,                0.35272,                 1.3193,                0.02817,                      0,                      0,                0.82282,                0.83451,                0.85567,                0.72123,                0.64596,                0.39994,                 1.4677,                0.02729,                      0,                      0,               0.000595,               0.000595,               0.000595,               0.036011,                0.46508,                0.50109,               0.049938,                0.14352,               0.026019,                0.52715,                0.55317,                0.04189,                0.14552,                      1
                     97,                0.59498,                0.35156,                 1.3148,                0.02842,                      0,                      0,                0.82477,                0.83355,                0.85541,                0.72098,                0.64596,                0.40019,                 1.4681,                0.02729,                      0,                      0,               0.000496,               0.000496,               0.000496,               0.036057,                0.46545,                0.50151,               0.050452,                0.14461,               0.026033,                0.52472,                0.55075,               0.042329,                 0.1463,                      1
                     98,                0.59703,                0.35158,                 1.3282,                0.02822,                      0,                      0,                0.82461,                0.83136,                0.85491,                0.72074,                0.64594,                 0.4003,                 1.4684,                0.02728,                      0,                      0,               0.000397,               0.000397,               0.000397,               0.035966,                0.46415,                0.50012,               0.049987,                0.14333,               0.026019,                0.52553,                0.55155,               0.041976,                0.14546,                      1
                     99,                0.59567,                 0.3501,                 1.3198,                0.02833,                      0,                      0,                0.82302,                0.83284,                0.85454,                0.72043,                0.64603,                0.40052,                 1.4689,                0.02728,                      0,                      0,               0.000298,               0.000298,               0.000298,               0.035765,                0.46403,                 0.4998,               0.049783,                0.14338,               0.026041,                0.52506,                 0.5511,               0.041953,                0.14547,                      1
                    100,                0.59497,                0.35068,                 1.3189,                0.02858,                      0,                      0,                0.83688,                0.81988,                0.85421,                0.72036,                 0.6461,                0.40069,                 1.4692,                0.02727,                      0,                      0,               0.000199,               0.000199,               0.000199,               0.036392,                0.46424,                0.50063,               0.050655,                0.14509,               0.026208,                0.52337,                0.54957,               0.042375,                0.14603,                      1
