                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     31,                0.70625,                0.46804,                 1.3798,                0.08611,                0.81045,                0.83389,                0.86152,                0.70888,                0.66629,                0.41795,                 1.4543,                0.09034,                0.00703,                0.00703,                0.00703,                      0,                0.65311,                0.67969,                0.66841,                0.57132,                 0.6496,                0.36841,                0.17655,                0.46094,                0.62674,                0.41219,                0.64002,                      0,                0.63116,                0.67961,                  0.668,                0.56639,                0.64608,                0.38345,                0.18102,                0.46987,                0.61243,                0.41219,                0.68669,               0.010291,                      0,                0.73675,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70566,                0.46942,                 1.3801,                0.08639,                0.81558,                0.81544,                0.85543,                0.70313,                0.66813,                0.41811,                 1.4487,                 0.0903,               0.006931,               0.006931,               0.006931,                      0,                0.65656,                0.68137,                0.66808,                 0.5747,                0.65086,                0.36722,                0.17685,                0.45903,                0.62075,                0.41152,                0.63539,                      0,                0.63224,                0.68142,                0.66721,                0.57218,                0.64379,                0.38213,                0.18096,                0.46765,                0.60557,                0.41152,                 0.6752,               0.010036,                      0,                0.74081,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                0.69982,                0.46487,                 1.3784,                0.08565,                0.82173,                0.80479,                0.86094,                0.70782,                 0.6672,                0.41873,                 1.4516,                0.09009,               0.006832,               0.006832,               0.006832,                      0,                0.65592,                0.67805,                0.66563,                0.56978,                0.64918,                0.37357,                0.17764,                0.45896,                0.61388,                0.41208,                 0.6311,                      0,                0.63514,                0.67794,                0.66529,                  0.566,                0.64748,                 0.3866,                0.18153,                0.46869,                 0.5959,                0.41208,                0.68061,               0.010095,                      0,                 0.7349,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                0.69815,                0.46143,                 1.3783,                0.08619,                0.81526,                0.81135,                0.85543,                0.70369,                0.66748,                0.41613,                 1.4547,                0.09026,               0.006733,               0.006733,               0.006733,                      0,                0.65934,                0.68294,                0.67174,                0.57441,                0.65309,                0.35897,                0.17882,                0.45896,                0.61623,                0.41202,                0.63596,                      0,                0.64142,                0.68242,                0.66873,                0.56785,                0.65031,                  0.383,                0.18244,                 0.4673,                0.59683,                0.41202,                0.67467,                0.01094,                      0,                0.73991,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                0.69817,                 0.4597,                 1.3705,                0.08488,                 0.8171,                0.82699,                0.86221,                0.71049,                0.66557,                0.41337,                 1.4531,                0.09016,               0.006634,               0.006634,               0.006634,                      0,                0.65168,                0.67597,                0.66587,                0.56323,                0.65109,                0.38046,                0.17808,                0.46156,                0.60812,                 0.4133,                0.64953,                      0,                0.63914,                0.67769,                0.66678,                0.55928,                 0.6515,                0.39062,                0.18378,                0.46996,                 0.5883,                 0.4133,                0.68472,               0.010559,                      0,                0.72846,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69923,                0.45491,                 1.3755,                 0.0846,                0.83082,                0.82228,                 0.8634,                0.71194,                0.66434,                0.41008,                 1.4556,                0.09024,               0.006535,               0.006535,               0.006535,                      0,                0.65063,                0.67616,                 0.6665,                 0.5618,                0.65008,                0.37996,                0.17804,                0.46314,                  0.603,                0.41522,                0.64865,                      0,                0.63203,                0.67633,                0.66543,                 0.5566,                0.64783,                0.39831,                0.18294,                0.47237,                0.58475,                0.41522,                0.68918,               0.010732,                      0,                 0.7266,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                  0.693,                0.45671,                 1.3741,                0.08535,                 0.8269,                0.83041,                0.86776,                0.71465,                0.66509,                0.40953,                 1.4536,                0.09011,               0.006436,               0.006436,               0.006436,                      0,                0.66332,                0.68022,                0.66654,                0.56898,                0.65682,                0.37454,                0.17857,                0.45628,                 0.6109,                0.41099,                0.63911,                      0,                0.64348,                0.67779,                0.66318,                0.56146,                0.65478,                 0.3968,                0.18201,                0.46668,                0.58773,                0.41099,                0.68555,               0.010816,                      0,                0.73283,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68983,                0.45381,                 1.3777,                0.08613,                0.83393,                0.82455,                0.86758,                0.71588,                0.66396,                0.40909,                 1.4552,                0.09005,               0.006337,               0.006337,               0.006337,                      0,                0.65184,                0.67981,                0.67004,                0.57302,                0.64787,                 0.3619,                0.17689,                 0.4624,                0.61572,                0.41328,                0.63722,                      0,                0.62801,                0.68012,                0.66925,                  0.569,                0.64263,                0.38064,                0.18102,                0.47136,                 0.6007,                0.41328,                0.68182,               0.010322,                      0,                0.73913,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                 0.6915,                 0.4537,                 1.3797,                0.08595,                0.83601,                0.82809,                 0.8702,                0.71743,                0.66303,                0.40693,                 1.4543,                 0.0901,               0.006238,               0.006238,               0.006238,                      0,                0.65673,                0.68345,                0.67211,                0.57142,                0.65225,                0.36146,                0.17954,                0.46236,                0.61691,                0.41216,                0.64022,                      0,                0.63079,                0.68216,                0.66893,                0.56614,                0.64722,                0.38673,                0.18379,                0.47035,                0.59808,                0.41216,                0.69132,               0.010731,                      0,                0.73742,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69127,                0.45385,                  1.375,                 0.0856,                0.83157,                0.82525,                0.86761,                0.71618,                0.66336,                0.40616,                 1.4569,                0.09009,               0.006139,               0.006139,               0.006139,                      0,                0.65292,                0.67863,                0.66674,                0.57088,                0.65045,                0.37341,                0.17772,                0.46068,                0.61297,                0.40986,                0.64361,                      0,                0.62543,                0.67736,                0.66532,                0.56222,                0.64313,                0.39826,                0.18289,                0.47087,                0.59627,                0.40986,                0.69238,               0.010762,                      0,                0.73456,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68686,                0.44612,                 1.3694,                0.08542,                0.83142,                0.82456,                0.86359,                0.71291,                 0.6629,                0.40772,                 1.4543,                0.09009,                0.00604,                0.00604,                0.00604,                      0,                0.65638,                 0.6792,                0.66745,                0.56825,                0.65223,                 0.3702,                0.17853,                0.46016,                0.61501,                0.41184,                 0.6408,                      0,                 0.6373,                0.67814,                0.66583,                0.56109,                0.64791,                0.38976,                0.18293,                0.46665,                0.59376,                0.41184,                 0.6772,               0.011199,                      0,                0.73259,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68797,                0.44766,                 1.3697,                0.08539,                0.82592,                0.82765,                0.86149,                0.71101,                0.66098,                 0.4076,                 1.4534,                   0.09,               0.005941,               0.005941,               0.005941,                      0,                0.65819,                  0.678,                0.66682,                0.56914,                 0.6527,                0.37269,                0.17706,                0.46029,                0.61054,                0.41187,                0.63778,                      0,                0.63454,                0.67678,                0.66502,                0.56036,                0.64943,                0.39471,                0.18112,                0.46759,                0.59621,                0.41187,                0.68991,               0.010111,                      0,                0.73277,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68203,                0.44415,                 1.3762,                0.08517,                0.82348,                 0.8211,                0.85803,                 0.7081,                0.66019,                0.40822,                 1.4552,                0.08997,               0.005842,               0.005842,               0.005842,                      0,                0.65998,                0.67952,                 0.6678,                0.56737,                0.65302,                0.37235,                0.17746,                0.45921,                0.61175,                0.41344,                0.63464,                      0,                0.63081,                0.67779,                0.66577,                0.55814,                0.64776,                0.39959,                 0.1822,                0.47028,                0.58559,                0.41344,                0.69251,               0.010741,                      0,                0.73107,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68454,                0.44311,                  1.368,                0.08608,                0.83931,                0.81534,                0.85934,                0.71046,                0.65995,                0.40795,                 1.4503,                0.08988,               0.005743,               0.005743,               0.005743,                      0,                0.65855,                0.68039,                0.66715,                0.57319,                0.65182,                0.37038,                0.17724,                0.45892,                0.62578,                0.41158,                0.63341,                      0,                0.64142,                0.67979,                 0.6656,                0.56649,                0.65154,                0.38905,                0.18181,                0.46614,                0.59633,                0.41158,                 0.6792,               0.010551,                      0,                0.73761,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68377,                0.44091,                 1.3752,                0.08523,                0.83112,                0.82416,                0.86126,                0.71283,                0.65979,                0.40539,                 1.4559,                0.08984,               0.005644,               0.005644,               0.005644,                      0,                 0.6579,                 0.6784,                0.66601,                0.56654,                0.65252,                0.37579,                 0.1766,                0.45899,                0.60958,                0.41241,                0.63792,                      0,                0.64107,                0.67916,                0.66587,                0.56127,                0.65138,                0.39205,                0.18141,                0.46649,                 0.5957,                0.41241,                0.67933,               0.010376,                      0,                0.73128,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68269,                0.44288,                  1.373,                0.08455,                 0.8291,                0.82687,                0.86285,                0.71391,                0.65976,                0.40444,                 1.4571,                0.08987,               0.005545,               0.005545,               0.005545,                      0,                0.65567,                0.67632,                0.66557,                0.56019,                0.65461,                0.38494,                0.17792,                0.46046,                0.60737,                0.40972,                0.65169,                      0,                0.64062,                0.67744,                0.66521,                 0.5563,                0.65343,                0.39885,                0.18251,                0.46635,                0.58918,                0.40972,                0.68901,               0.010965,                      0,                0.72525,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68484,                0.44055,                 1.3716,                 0.0849,                0.82949,                0.82793,                  0.862,                0.71376,                0.65924,                0.40456,                 1.4566,                0.08987,               0.005446,               0.005446,               0.005446,                      0,                 0.6584,                0.67855,                0.66766,                0.56483,                0.65402,                0.37688,                0.17833,                0.45947,                0.61019,                0.41094,                0.64207,                      0,                0.64956,                0.67868,                0.66547,                0.55542,                0.65689,                0.39738,                0.18336,                0.46422,                0.58888,                0.41094,                 0.6769,               0.011221,                      0,                0.72843,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                0.67977,                0.43924,                 1.3701,                 0.0847,                0.82437,                0.82634,                0.85938,                0.71158,                0.65874,                0.40529,                 1.4551,                0.08983,               0.005347,               0.005347,               0.005347,                      0,                0.65674,                0.67747,                0.66683,                0.56193,                0.65382,                0.38077,                0.17659,                0.46146,                0.61225,                0.41295,                0.64597,                      0,                0.63891,                0.67947,                0.66778,                 0.5537,                0.65289,                0.39824,                0.18364,                0.46821,                0.59157,                0.41295,                0.69045,               0.011015,                      0,                0.72598,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67846,                0.43661,                 1.3656,                0.08527,                0.81939,                0.83469,                0.86178,                0.71393,                0.65844,                0.40458,                 1.4556,                0.08977,               0.005248,               0.005248,               0.005248,                      0,                0.65471,                0.67872,                0.66671,                0.56649,                0.65267,                0.38026,                0.17847,                 0.4602,                0.61664,                0.41161,                0.64713,                      0,                0.63955,                0.67819,                0.66516,                0.56045,                0.65017,                 0.3962,                0.18256,                0.46711,                0.59199,                0.41161,                0.67893,               0.010399,                      0,                0.73103,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                 0.6765,                0.43273,                 1.3713,                0.08547,                0.82111,                0.83186,                0.86017,                0.71261,                0.65856,                0.40499,                 1.4562,                0.08974,               0.005149,               0.005149,               0.005149,                      0,                0.65735,                0.68101,                0.66916,                0.56756,                0.65328,                0.37304,                0.17696,                0.46072,                0.62415,                0.41274,                0.64235,                      0,                0.64023,                0.68034,                0.66628,                0.55873,                 0.6515,                0.39716,                0.18073,                0.46713,                0.59721,                0.41274,                0.68176,               0.010613,                      0,                0.73167,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
                     51,                0.67685,                0.43188,                 1.3626,                0.08541,                0.82671,                0.82652,                0.86113,                0.71376,                0.65867,                0.40476,                 1.4542,                0.08965,                0.00505,                0.00505,                0.00505,                      0,                0.66062,                0.67969,                0.66675,                0.56967,                0.65377,                0.37014,                0.17734,                0.45798,                0.61013,                0.41012,                0.63489,                      0,                0.64316,                0.67941,                0.66676,                0.56048,                0.65114,                0.38943,                0.18242,                0.46402,                0.59199,                0.41012,                0.67317,               0.010249,                      0,                0.73329,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67269,                0.42984,                 1.3749,                0.08554,                0.83089,                0.82348,                0.86048,                0.71308,                 0.6584,                0.40451,                 1.4562,                0.08957,               0.004951,               0.004951,               0.004951,                      0,                0.65623,                0.68014,                0.66833,                0.56919,                0.65223,                0.36983,                0.17691,                 0.4611,                 0.6179,                0.41231,                0.64147,                      0,                0.62831,                0.67973,                0.66674,                0.56097,                0.64509,                0.39518,                0.18177,                0.46964,                0.59459,                0.41231,                0.69026,               0.010323,                      0,                 0.7334,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.67034,                0.42629,                 1.3687,                0.08524,                0.82763,                0.83254,                0.86166,                0.71447,                0.65826,                0.40362,                 1.4566,                0.08954,               0.004852,               0.004852,               0.004852,                      0,                0.65774,                0.67973,                0.66855,                0.56739,                0.65173,                0.37205,                0.17596,                0.45851,                0.61589,                 0.4119,                0.63525,                      0,                0.64292,                0.67884,                0.66647,                0.55669,                0.65202,                0.39564,                0.18157,                0.46567,                0.59248,                 0.4119,                0.67694,               0.010555,                      0,                0.73079,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66688,                0.42643,                 1.3711,                0.08479,                0.83105,                0.83091,                0.86233,                0.71579,                0.65789,                0.40286,                 1.4571,                0.08954,               0.004753,               0.004753,               0.004753,                      0,                0.66742,                0.67874,                0.66459,                0.56264,                0.65848,                0.38238,                0.17651,                0.45475,                0.60864,                0.41041,                0.63387,                      0,                 0.6488,                0.67935,                0.66453,                0.55798,                0.65586,                0.39617,                0.18119,                0.46222,                0.59263,                0.41041,                 0.6753,               0.010837,                      0,                0.72723,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67186,                 0.4269,                 1.3681,                0.08508,                0.83093,                0.83207,                0.86325,                0.71571,                0.65768,                0.40219,                 1.4589,                0.08953,               0.004654,               0.004654,               0.004654,                      0,                0.65911,                0.68092,                0.67035,                0.56463,                0.65431,                0.37317,                0.17874,                0.45896,                0.61144,                0.41189,                 0.6412,                      0,                0.64261,                0.68144,                 0.6697,                 0.5581,                0.65209,                0.39172,                0.18352,                0.46564,                0.58996,                0.41189,                0.67801,               0.010969,                      0,                0.72999,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66389,                0.42297,                  1.363,                0.08486,                0.83183,                0.83132,                0.86232,                0.71506,                0.65734,                0.40235,                 1.4584,                 0.0895,               0.004555,               0.004555,               0.004555,                      0,                0.66448,                0.67626,                0.66266,                0.56552,                0.65686,                0.38366,                0.17596,                0.45563,                0.61265,                0.41029,                0.63583,                      0,                0.64352,                0.67514,                0.66092,                0.55528,                0.65444,                0.40639,                   0.18,                0.46369,                0.58872,                0.41029,                0.68461,               0.010339,                      0,                0.72762,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66591,                 0.4235,                  1.359,                0.08492,                 0.8333,                0.83341,                0.86323,                0.71597,                0.65691,                0.40174,                 1.4577,                0.08947,               0.004456,               0.004456,               0.004456,                      0,                0.65945,                0.67881,                 0.6681,                0.56418,                0.65487,                0.37553,                0.17719,                0.45953,                0.60197,                0.41392,                0.64246,                      0,                0.63663,                0.67823,                0.66756,                0.55958,                0.64814,                0.39078,                0.18131,                0.46713,                0.58892,                0.41392,                 0.6793,               0.010194,                      0,                0.72963,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66465,                0.41947,                 1.3598,                0.08474,                0.83473,                0.83396,                0.86414,                0.71726,                0.65677,                0.40129,                 1.4589,                0.08948,               0.004357,               0.004357,               0.004357,                      0,                0.66433,                0.67929,                0.66729,                0.56316,                  0.659,                0.37899,                0.17608,                0.45781,                0.60741,                0.41047,                0.64412,                      0,                 0.6464,                 0.6785,                0.66564,                 0.5551,                0.65636,                0.39986,                0.18052,                0.46378,                0.58866,                0.41047,                0.68419,               0.010477,                      0,                0.72716,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                 0.6674,                0.41931,                 1.3688,                0.08533,                 0.8349,                0.83182,                0.86434,                0.71751,                0.65669,                0.40101,                 1.4596,                0.08947,               0.004258,               0.004258,               0.004258,                      0,                0.65596,                0.68085,                0.66927,                0.56757,                0.65221,                0.37313,                0.17778,                 0.4605,                 0.6246,                 0.4131,                0.64221,                      0,                0.63836,                0.67758,                0.66606,                0.55553,                0.65163,                0.39944,                0.18165,                 0.4676,                0.59164,                 0.4131,                0.68715,               0.010276,                      0,                0.73061,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65792,                0.41412,                 1.3598,                0.08468,                0.83591,                0.83036,                0.86509,                0.71798,                0.65653,                0.40049,                 1.4609,                0.08946,               0.004159,               0.004159,               0.004159,                      0,                0.67201,                0.68072,                0.66697,                0.56306,                0.66159,                0.37841,                0.17688,                0.45584,                0.60852,                0.41206,                0.63371,                      0,                0.64403,                0.67915,                0.66529,                0.55389,                0.65417,                0.40091,                0.18263,                0.46423,                0.58579,                0.41206,                0.68129,               0.010907,                      0,                 0.7266,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66313,                 0.4159,                 1.3614,                0.08508,                0.83462,                0.83322,                0.86593,                0.71887,                0.65654,                0.40022,                 1.4614,                0.08947,                0.00406,                0.00406,                0.00406,                      0,                0.66091,                0.67994,                0.66782,                0.56497,                0.65468,                 0.3758,                0.17715,                0.45876,                0.61052,                0.41307,                0.63777,                      0,                0.63814,                0.67886,                 0.6659,                0.55991,                0.65027,                0.39592,                 0.1819,                0.46731,                0.58936,                0.41307,                0.68319,               0.010439,                      0,                0.73008,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66034,                0.41514,                 1.3639,                0.08473,                0.83409,                0.83296,                0.86563,                 0.7187,                0.65651,                0.40007,                 1.4617,                0.08946,               0.003961,               0.003961,               0.003961,                      0,                0.66013,                0.67928,                0.66717,                0.56264,                0.65753,                0.38116,                0.17731,                0.45994,                0.61567,                0.41245,                0.65057,                      0,                0.64396,                0.67805,                0.66525,                0.55226,                0.65623,                 0.4039,                0.18301,                0.46655,                0.59038,                0.41245,                0.68908,               0.010414,                      0,                0.72581,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                 0.6592,                0.41412,                 1.3635,                0.08517,                0.83243,                0.83303,                0.86594,                0.71919,                0.65625,                0.39978,                 1.4615,                0.08946,               0.003862,               0.003862,               0.003862,                      0,                0.66034,                 0.6787,                0.66609,                0.56578,                0.65529,                0.37901,                0.17717,                0.45891,                0.61156,                0.40987,                0.64125,                      0,                0.64175,                0.67991,                0.66589,                0.56058,                0.65118,                0.39437,                0.18309,                0.46521,                 0.5936,                0.40987,                0.67742,               0.010341,                      0,                0.73055,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66046,                0.41409,                 1.3652,                0.08474,                0.83448,                0.83037,                0.86628,                0.71967,                 0.6562,                0.39964,                 1.4617,                0.08945,               0.003763,               0.003763,               0.003763,                      0,                  0.662,                0.67865,                0.66717,                0.56175,                0.65634,                0.38117,                0.17567,                0.45776,                0.61524,                0.40959,                0.64059,                      0,                0.64154,                0.67814,                 0.6657,                0.55387,                0.65249,                0.40166,                0.18157,                0.46403,                0.59363,                0.40959,                0.68297,               0.010371,                      0,                0.72579,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                 0.6569,                0.40933,                 1.3627,                0.08541,                0.83712,                0.82895,                0.86605,                0.71961,                0.65601,                0.39946,                 1.4621,                0.08944,               0.003664,               0.003664,               0.003664,                      0,                0.65645,                0.68167,                0.66767,                0.56916,                0.65307,                0.37604,                0.17694,                0.46055,                0.61145,                0.41063,                0.64381,                      0,                0.63927,                0.68065,                0.66604,                0.56149,                0.65149,                0.39765,                0.18192,                0.46653,                0.58728,                0.41063,                0.68498,               0.010434,                      0,                0.73338,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65505,                0.41032,                 1.3579,                0.08484,                  0.836,                0.83015,                0.86633,                0.71992,                0.65585,                0.39912,                 1.4625,                0.08943,               0.003565,               0.003565,               0.003565,                      0,                0.65701,                0.67927,                 0.6669,                0.56525,                0.65488,                0.37779,                0.17645,                 0.4597,                0.61575,                0.41116,                0.64905,                      0,                0.64285,                0.67646,                0.66437,                 0.5512,                0.65532,                0.40259,                 0.1817,                0.46564,                0.58897,                0.41116,                0.68951,               0.010465,                      0,                0.72708,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                 0.6548,                0.40653,                 1.3538,                0.08443,                0.83712,                0.82921,                0.86628,                0.71973,                0.65566,                0.39928,                 1.4628,                0.08942,               0.003466,               0.003466,               0.003466,                      0,                0.65994,                0.67731,                0.66524,                0.55916,                0.65706,                0.38529,                0.17835,                0.45924,                 0.6117,                0.41054,                0.64919,                      0,                0.64188,                0.67774,                0.66479,                0.55289,                0.65511,                 0.4012,                0.18432,                0.46521,                0.59072,                0.41054,                0.69115,               0.010519,                      0,                0.72334,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                 0.6521,                0.40252,                 1.3576,                0.08466,                0.83785,                0.82998,                0.86647,                0.72031,                0.65567,                0.39925,                 1.4628,                0.08941,               0.003367,               0.003367,               0.003367,                      0,                0.65694,                0.67883,                0.66852,                 0.5597,                 0.6565,                0.37907,                0.17879,                0.46167,                 0.6147,                 0.4119,                0.65528,                      0,                0.64262,                0.67968,                0.66679,                0.55471,                0.65526,                0.39832,                0.18309,                0.46654,                0.59399,                 0.4119,                0.68956,               0.010237,                      0,                0.72502,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.64971,                0.40328,                 1.3601,                  0.085,                0.83702,                0.83104,                0.86623,                0.72009,                0.65547,                0.39897,                 1.4632,                 0.0894,               0.003268,               0.003268,               0.003268,                      0,                0.66079,                0.67912,                0.66865,                0.56402,                0.65751,                0.37317,                0.17712,                0.46062,                0.61538,                0.41241,                 0.6487,                      0,                0.64201,                0.67806,                0.66675,                0.55597,                 0.6542,                0.39485,                0.18162,                0.46638,                0.59445,                0.41241,                0.68702,               0.010469,                      0,                0.72834,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                 0.6486,                0.40216,                 1.3481,                0.08431,                0.83818,                0.83178,                0.86643,                0.72036,                0.65543,                0.39895,                 1.4631,                0.08938,               0.003169,               0.003169,               0.003169,                      0,                0.66232,                0.67745,                0.66626,                 0.5597,                0.65808,                0.38261,                0.17752,                 0.4581,                0.60521,                0.41119,                0.64642,                      0,                0.64127,                0.67631,                0.66461,                0.55134,                0.65249,                0.40273,                0.18266,                0.46397,                0.58598,                0.41119,                0.68336,               0.010344,                      0,                0.72334,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64529,                0.39865,                 1.3505,                0.08465,                0.83703,                0.83223,                0.86643,                0.72031,                0.65538,                0.39885,                 1.4628,                0.08937,                0.00307,                0.00307,                0.00307,                      0,                0.66097,                0.67981,                0.66941,                0.56116,                0.65713,                0.37676,                0.17684,                0.45963,                0.61384,                0.41363,                 0.6468,                      0,                0.63946,                0.67837,                0.66701,                0.55272,                0.65189,                0.39828,                0.18197,                0.46577,                0.58744,                0.41363,                0.68538,               0.010392,                      0,                 0.7255,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                 0.6467,                0.39684,                 1.3531,                0.08415,                0.84113,                0.82835,                0.86642,                0.72013,                0.65528,                0.39884,                 1.4631,                0.08936,               0.002971,               0.002971,               0.002971,                      0,                0.66329,                0.67632,                0.66517,                0.55736,                0.65938,                 0.3871,                 0.1769,                0.45908,                0.60769,                0.41209,                0.64877,                      0,                 0.6414,                0.67653,                0.66436,                  0.551,                0.65369,                0.40576,                0.18271,                 0.4656,                0.58583,                0.41209,                0.68699,               0.010522,                      0,                0.72146,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64253,                0.39477,                  1.355,                 0.0847,                0.84054,                0.82914,                 0.8661,                0.72017,                 0.6551,                0.39883,                 1.4632,                0.08936,               0.002872,               0.002872,               0.002872,                      0,                0.65938,                0.68102,                0.66921,                0.56103,                0.65469,                0.37819,                0.17861,                0.45881,                0.61503,                0.41306,                0.64216,                      0,                0.63587,                0.67996,                0.66906,                0.55272,                0.65003,                0.39733,                0.18454,                0.46715,                0.59218,                0.41306,                0.68788,               0.010882,                      0,                0.72555,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.63957,                0.39308,                  1.347,                0.08485,                0.83767,                0.83035,                0.86567,                0.71997,                0.65493,                0.39875,                 1.4636,                0.08936,               0.002773,               0.002773,               0.002773,                      0,                0.66438,                0.68085,                 0.6693,                0.56354,                0.65799,                0.37363,                0.17772,                0.45694,                0.60674,                0.41108,                0.64031,                      0,                0.64339,                0.68016,                  0.668,                0.55636,                 0.6544,                0.39479,                0.18266,                0.46351,                0.58861,                0.41108,                0.68487,               0.010348,                      0,                0.72836,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                0.64113,                0.39416,                 1.3503,                0.08432,                0.83734,                0.82941,                 0.8658,                0.72005,                0.65492,                0.39868,                 1.4639,                0.08935,               0.002674,               0.002674,               0.002674,                      0,                0.66234,                0.67893,                0.66788,                0.55715,                0.65747,                0.38409,                0.17666,                0.45873,                0.61517,                0.41101,                0.64414,                      0,                0.64017,                0.67691,                0.66489,                0.55072,                0.65336,                0.40617,                0.18109,                0.46491,                0.59233,                0.41101,                0.68952,               0.010208,                      0,                0.72173,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
