                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     76,                0.63538,                0.38899,                 1.3528,                0.08486,                0.83759,                0.82984,                0.86579,                0.72019,                 0.6549,                0.39864,                 1.4643,                0.08935,               0.002575,               0.002575,               0.002575,                      0,                0.67154,                0.68098,                0.66712,                0.56238,                0.66178,                 0.3788,                0.17527,                0.45301,                0.62051,                0.41055,                0.63468,                      0,                0.64471,                0.67858,                0.66409,                0.55381,                 0.6546,                0.40454,                0.18016,                0.46132,                0.59666,                0.41055,                0.68207,               0.010312,                      0,                0.72605,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.63987,                0.38986,                 1.3539,                0.08396,                0.83587,                0.83088,                0.86588,                0.72051,                0.65486,                0.39864,                 1.4649,                0.08934,               0.002476,               0.002476,               0.002476,                      0,                0.66299,                0.67789,                0.66738,                0.55629,                0.66028,                0.38787,                0.17734,                0.45911,                0.60221,                 0.4106,                0.65268,                      0,                 0.6386,                0.67553,                0.66518,                0.54864,                0.65355,                0.40697,                0.18199,                0.46725,                0.58319,                 0.4106,                0.69533,               0.010303,                      0,                 0.7204,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                0.63565,                0.38683,                 1.3474,                0.08491,                0.83697,                0.83092,                 0.8658,                0.72013,                0.65477,                0.39831,                 1.4656,                0.08933,               0.002377,               0.002377,               0.002377,                      0,                0.65848,                0.68067,                0.66967,                0.56111,                 0.6556,                 0.3775,                0.17776,                0.46014,                0.62053,                 0.4114,                0.64773,                      0,                0.63723,                0.68029,                0.66828,                0.55619,                0.65139,                0.39542,                0.18337,                0.46683,                 0.5943,                 0.4114,                0.69009,                 0.0106,                      0,                0.72677,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63707,                0.38793,                 1.3503,                0.08454,                0.83393,                0.83357,                0.86554,                0.72013,                0.65476,                0.39837,                 1.4661,                0.08932,               0.002278,               0.002278,               0.002278,                      0,                0.66106,                0.68066,                0.67082,                0.55999,                0.65699,                 0.3735,                0.17781,                0.46029,                 0.6154,                0.41345,                0.64595,                      0,                0.63632,                0.67771,                0.66782,                0.54929,                0.65136,                0.39908,                0.18222,                0.46736,                0.59222,                0.41345,                0.69216,               0.010978,                      0,                0.72388,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62713,                0.38156,                 1.3461,                0.08473,                0.83222,                0.83459,                0.86558,                0.72007,                0.65462,                0.39838,                 1.4662,                0.08931,               0.002179,               0.002179,               0.002179,                      0,                0.66071,                0.67938,                 0.6679,                0.56258,                0.65759,                 0.3744,                0.17643,                0.45961,                0.61692,                0.41139,                0.64907,                      0,                0.63939,                0.67782,                0.66616,                 0.5509,                0.65394,                0.39931,                0.18254,                0.46504,                0.59285,                0.41139,                0.69357,               0.010565,                      0,                0.72552,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                 0.6341,                0.38506,                 1.3419,                0.08423,                0.83175,                0.83553,                0.86559,                0.72024,                0.65466,                0.39824,                 1.4666,                0.08931,                0.00208,                0.00208,                0.00208,                      0,                0.66019,                0.67838,                0.66702,                0.55798,                0.65809,                0.38749,                0.17789,                0.45992,                0.61192,                0.41122,                0.65245,                      0,                0.63496,                0.67688,                0.66594,                0.54867,                0.65302,                0.40859,                0.18434,                0.46883,                0.58819,                0.41122,                 0.7017,               0.010368,                      0,                0.72154,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63132,                  0.383,                 1.3363,                0.08474,                0.83138,                0.83571,                0.86541,                0.72017,                0.65454,                0.39819,                 1.4667,                0.08929,               0.001981,               0.001981,               0.001981,                      0,                0.66251,                0.68103,                0.66878,                0.56323,                0.65718,                0.37728,                0.17748,                0.46002,                0.61018,                0.41203,                0.64288,                      0,                0.63819,                0.67913,                0.66663,                0.55316,                 0.6531,                0.40234,                0.18287,                0.46758,                0.58686,                0.41203,                0.69309,               0.010543,                      0,                0.72689,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62717,                0.37914,                 1.3453,                0.08394,                0.83131,                0.83572,                0.86523,                0.72013,                0.65445,                0.39801,                 1.4668,                0.08928,               0.001882,               0.001882,               0.001882,                      0,                0.66086,                0.67841,                 0.6681,                0.55591,                0.65815,                0.38556,                0.17742,                0.46015,                0.60429,                0.41384,                0.65094,                      0,                0.63985,                0.67758,                0.66704,                 0.5478,                0.65513,                0.40502,                0.18318,                 0.4668,                0.58039,                0.41384,                0.69583,               0.010345,                      0,                0.72014,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63197,                0.38065,                 1.3485,                0.08446,                0.82953,                0.83806,                0.86512,                0.72023,                0.65448,                0.39831,                  1.467,                0.08926,               0.001783,               0.001783,               0.001783,                      0,                0.66062,                0.67952,                0.66828,                0.55795,                0.66011,                0.38652,                0.17707,                0.45828,                0.61438,                0.41141,                 0.6587,                      0,                0.64131,                0.67835,                0.66716,                0.55358,                0.65619,                0.39857,                 0.1829,                0.46548,                0.58771,                0.41141,                0.69711,               0.010456,                      0,                0.72347,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62806,                0.37808,                  1.342,                0.08484,                 0.8289,                0.83865,                0.86499,                0.71991,                0.65442,                0.39838,                 1.4674,                0.08926,               0.001684,               0.001684,               0.001684,                      0,                0.66469,                0.68026,                0.66737,                0.56245,                0.65752,                0.38095,                 0.1764,                0.45752,                0.61367,                0.41227,                0.63811,                      0,                0.64156,                0.67907,                0.66529,                0.55717,                0.65202,                0.39736,                0.18172,                0.46332,                0.58876,                0.41227,                0.68033,               0.010114,                      0,                0.72736,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62235,                0.37398,                 1.3357,                0.08399,                0.82762,                0.83828,                0.86507,                0.72026,                0.65426,                0.39851,                 1.4676,                0.08925,               0.001585,               0.001585,               0.001585,                      0,                0.66123,                0.67822,                0.66796,                0.55731,                0.65735,                0.38181,                0.17636,                0.46046,                0.59858,                0.41422,                0.64708,                      0,                0.63768,                0.67801,                0.66763,                0.54955,                 0.6531,                0.40073,                0.18288,                 0.4677,                0.57613,                0.41422,                0.69389,                0.01044,                      0,                0.72169,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62423,                0.37514,                 1.3416,                0.08464,                 0.8269,                0.83939,                0.86511,                0.72005,                0.65433,                0.39851,                 1.4681,                0.08924,               0.001486,               0.001486,               0.001486,                      0,                 0.6616,                0.67908,                0.66776,                0.56042,                0.65858,                0.37963,                0.17644,                0.45957,                0.61036,                0.41214,                0.65027,                      0,                0.63828,                0.67997,                 0.6676,                0.55522,                0.65215,                0.39802,                0.18262,                0.46555,                0.59134,                0.41214,                0.69031,               0.010367,                      0,                0.72561,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                0.62268,                0.37294,                 1.3364,                0.08411,                0.82623,                0.83916,                0.86459,                 0.7197,                0.65429,                 0.3988,                 1.4686,                0.08924,               0.001387,               0.001387,               0.001387,                      0,                0.66383,                0.67658,                0.66619,                0.55695,                 0.6592,                0.38345,                 0.1768,                0.45835,                0.60562,                0.41031,                0.64642,                      0,                0.64202,                0.67464,                 0.6633,                0.55164,                0.65345,                0.40375,                0.18115,                0.46375,                0.58277,                0.41031,                0.68501,               0.010156,                      0,                0.72149,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62017,                0.36984,                 1.3402,                0.08485,                0.82559,                0.83916,                0.86424,                0.71971,                0.65427,                0.39876,                 1.4688,                0.08923,               0.001288,               0.001288,               0.001288,                      0,                0.65926,                 0.6816,                0.66853,                0.56288,                0.65576,                0.38012,                0.17929,                0.46065,                0.61498,                0.41323,                0.64655,                      0,                0.63659,                0.67978,                0.66647,                0.55574,                0.65164,                0.39878,                0.18389,                0.46772,                0.58492,                0.41323,                0.69129,               0.010268,                      0,                0.72746,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61713,                0.36818,                 1.3384,                 0.0848,                0.82521,                0.83972,                0.86415,                0.71965,                0.65436,                 0.3989,                  1.469,                0.08922,               0.001189,               0.001189,               0.001189,                      0,                0.66212,                0.67968,                 0.6684,                0.56182,                 0.6573,                0.37847,                0.17571,                0.45844,                0.61675,                0.41296,                0.64422,                      0,                0.64068,                 0.6794,                0.66739,                0.55349,                0.65328,                0.39959,                 0.1815,                0.46501,                0.59617,                0.41296,                0.68754,              0.0099811,                      0,                0.72606,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                 0.6225,                0.36889,                 1.3355,                 0.0842,                0.82783,                0.83529,                0.86396,                0.71961,                0.65437,                0.39905,                 1.4691,                0.08921,                0.00109,                0.00109,                0.00109,                      0,                0.66017,                 0.6799,                0.67061,                0.55593,                0.65782,                0.38002,                0.17837,                0.46106,                 0.6105,                0.41351,                0.65146,                      0,                0.63493,                0.67783,                0.66765,                0.54919,                0.65037,                0.40094,                0.18299,                0.46694,                0.59316,                0.41351,                 0.6922,               0.010315,                      0,                0.72109,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.61976,                0.36823,                 1.3321,                0.08406,                0.83644,                0.82746,                0.86383,                0.71975,                0.65435,                0.39928,                 1.4697,                0.08921,               0.000991,               0.000991,               0.000991,                      0,                0.66964,                0.67807,                0.66644,                0.55541,                0.66306,                0.38572,                0.17725,                0.45645,                  0.608,                0.41138,                0.64508,                      0,                0.64531,                 0.6775,                0.66498,                0.55053,                0.65578,                0.40318,                0.18246,                0.46228,                0.58922,                0.41138,                 0.6844,               0.010244,                      0,                0.72027,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61647,                0.36566,                 1.3339,                0.08423,                0.83769,                0.82681,                0.86375,                0.71947,                 0.6544,                0.39926,                 1.4699,                 0.0892,               0.000892,               0.000892,               0.000892,                      0,                0.65768,                0.68045,                0.66921,                0.55803,                0.65781,                0.38274,                0.17831,                0.46216,                0.60733,                0.41435,                0.65815,                      0,                0.63789,                0.67837,                0.66783,                0.54877,                0.65432,                0.40325,                0.18299,                0.46883,                0.58803,                0.41435,                0.69741,               0.010326,                      0,                0.72213,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61254,                0.36224,                 1.3303,                0.08385,                 0.8394,                0.82517,                0.86353,                0.71957,                0.65435,                0.39926,                 1.4701,                0.08919,               0.000793,               0.000793,               0.000793,                      0,                0.66488,                 0.6777,                0.66558,                0.55578,                0.66128,                0.38771,                0.17856,                   0.46,                0.60607,                0.41164,                0.65155,                      0,                 0.6388,                0.67562,                 0.6638,                 0.5453,                0.65584,                0.41193,                0.18378,                0.46779,                0.58709,                0.41164,                0.70182,               0.010613,                      0,                0.71853,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61019,                0.36127,                 1.3304,                0.08415,                0.84052,                0.82352,                0.86313,                0.71955,                0.65434,                0.39933,                 1.4704,                0.08918,               0.000694,               0.000694,               0.000694,                      0,                 0.6687,                0.67825,                0.66456,                0.55928,                0.66209,                0.38752,                0.17629,                0.45597,                0.59807,                0.41145,                0.64388,                      0,                0.64055,                0.67772,                0.66437,                0.55194,                0.65413,                0.40596,                0.18224,                0.46395,                0.58231,                0.41145,                 0.6916,                0.01037,                      0,                0.72296,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                 0.6084,                0.35893,                 1.3288,                0.08449,                0.84128,                0.82533,                0.86312,                0.71966,                0.65428,                0.39939,                 1.4706,                0.08916,               0.000595,               0.000595,               0.000595,                      0,                0.66461,                0.67946,                0.66625,                0.55983,                0.65969,                0.38498,                0.17682,                0.45747,                0.60824,                0.41014,                 0.6462,                      0,                0.63724,                  0.679,                0.66534,                0.55367,                 0.6517,                0.40505,                0.18279,                0.46542,                0.59302,                0.41014,                0.69131,               0.010664,                      0,                0.72426,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                0.60998,                0.35938,                 1.3224,                0.08451,                0.84423,                0.81999,                0.86268,                 0.7192,                0.65428,                0.39925,                 1.4708,                0.08915,               0.000496,               0.000496,               0.000496,                      0,                0.65961,                0.68024,                0.66796,                0.55938,                0.65628,                0.38411,                0.17728,                0.45992,                 0.6128,                0.41356,                0.64738,                      0,                0.63542,                0.67944,                 0.6678,                0.55201,                0.65115,                 0.4026,                0.18288,                 0.4688,                0.59296,                0.41356,                0.69318,               0.010671,                      0,                 0.7239,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60761,                0.35811,                 1.3273,                  0.084,                0.84421,                0.82002,                0.86251,                0.71922,                0.65427,                0.39942,                 1.4709,                0.08915,               0.000397,               0.000397,               0.000397,                      0,                0.66317,                0.67766,                0.66635,                0.55613,                0.66152,                0.38644,                0.17736,                0.46012,                0.60418,                0.41277,                 0.6571,                      0,                0.64041,                0.67699,                  0.665,                0.54934,                0.65614,                0.40614,                0.18296,                 0.4661,                0.58613,                0.41277,                0.69836,               0.010461,                      0,                0.72034,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60885,                0.35945,                 1.3253,                0.08418,                0.84524,                0.82078,                0.86248,                0.71883,                 0.6543,                0.39947,                 1.4712,                0.08914,               0.000298,               0.000298,               0.000298,                      0,                0.66497,                0.67897,                0.66685,                0.55693,                0.66034,                0.38695,                0.17701,                0.45744,                0.61321,                0.40986,                0.64757,                      0,                0.64355,                0.67651,                0.66401,                  0.548,                0.65558,                0.41072,                0.18181,                0.46377,                0.59473,                0.40986,                0.68875,               0.010422,                      0,                0.72043,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60646,                0.35567,                 1.3219,                0.08401,                0.84582,                0.82012,                0.86204,                0.71895,                0.65435,                0.39941,                 1.4715,                0.08915,               0.000199,               0.000199,               0.000199,                      0,                0.65996,                0.67822,                0.66768,                0.55554,                0.65914,                0.38626,                0.17723,                0.46204,                0.60843,                0.41353,                0.65696,                      0,                  0.638,                0.67722,                0.66583,                0.54732,                0.65573,                0.40825,                0.18273,                 0.4687,                0.59101,                0.41353,                0.70299,               0.010278,                      0,                0.71956,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
