                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_class0_prompt_accuracy,p2/P3_class0_prompt_correlation,p2/P3_class1_prompt_accuracy,p2/P3_class1_prompt_correlation,p2/P3_class2_prompt_accuracy,p2/P3_class2_prompt_correlation,p2/P3_class3_prompt_accuracy,p2/P3_class3_prompt_correlation,p2/P3_class4_prompt_accuracy,p2/P3_class4_prompt_correlation,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_class_winner_balanced_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_class0_prompt_accuracy,p2/P4_class0_prompt_correlation,p2/P4_class1_prompt_accuracy,p2/P4_class1_prompt_correlation,p2/P4_class2_prompt_accuracy,p2/P4_class2_prompt_correlation,p2/P4_class3_prompt_accuracy,p2/P4_class3_prompt_correlation,p2/P4_class4_prompt_accuracy,p2/P4_class4_prompt_correlation,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_class_winner_balanced_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     81,                 0.6342,                0.38489,                 1.3436,                0.08007,                0.83005,                0.84297,                0.87099,                0.72478,                0.65591,                0.39768,                 1.4616,                0.08718,                0.00208,                0.00208,                0.00208,                 0.6835,                0.41563,                 0.6421,                0.48021,                0.73847,                0.38735,                0.65675,                0.36204,                0.71785,                0.43252,                      0,                0.69697,                0.67874,                0.66451,                0.71776,                0.51407,                0.68384,                0.41903,                0.18737,                0.44213,                0.55871,                0.41122,                0.64846,                0.68362,                0.45249,                0.65185,                0.50309,                0.74799,                0.39145,                0.66198,                0.39975,                0.72081,                0.45964,                      0,                0.68061,                0.67474,                0.66312,                0.69206,                0.48787,                0.68507,                0.45458,                 0.1931,                0.44737,                0.53827,                0.41122,                0.69709,              0.0078317,                      0,                0.69027,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63203,                 0.3831,                 1.3377,                0.08035,                0.83155,                0.84187,                0.87114,                0.72472,                0.65584,                0.39767,                  1.462,                0.08718,               0.001981,               0.001981,               0.001981,                0.68104,                 0.4099,                0.64016,                0.48476,                0.73574,                0.40917,                0.66193,                0.40011,                0.70872,                0.41295,                      0,                0.69472,                0.67987,                0.66497,                0.71917,                0.51765,                0.68149,                0.41525,                0.18647,                0.44322,                0.55625,                0.41203,                0.64601,                0.67992,                0.44588,                0.64038,                0.51471,                0.73718,                0.40337,                0.66289,                0.41504,                0.70467,                0.45245,                      0,                 0.6762,                0.67676,                0.66358,                0.69799,                0.49279,                0.68049,                0.44998,                0.19238,                0.44771,                0.53348,                0.41203,                0.69201,              0.0077302,                      0,                 0.6938,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62734,                0.38004,                 1.3454,                0.08004,                0.83202,                0.84074,                0.87115,                0.72526,                0.65588,                0.39778,                 1.4621,                0.08719,               0.001882,               0.001882,               0.001882,                 0.6845,                0.41659,                0.63119,                0.46289,                 0.7502,                0.39275,                 0.6531,                0.37203,                0.70832,                0.42287,                      0,                 0.6965,                0.67964,                0.66626,                0.71929,                0.51157,                 0.6844,                 0.4193,                0.18745,                0.44376,                0.54875,                0.41384,                0.65217,                0.68216,                0.44977,                0.63308,                 0.4897,                0.75549,                0.39256,                0.65783,                0.40501,                0.70225,                0.44699,                      0,                0.67846,                0.67715,                0.66508,                0.70099,                0.48873,                0.68263,                0.45137,                0.19381,                0.44734,                0.53108,                0.41384,                0.69374,              0.0077481,                      0,                 0.6918,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63262,                0.38087,                 1.3503,                0.08057,                0.83091,                0.84108,                0.87092,                0.72479,                0.65583,                0.39771,                 1.4627,                 0.0872,               0.001783,               0.001783,               0.001783,                0.68531,                0.41406,                 0.6337,                0.46776,                0.74305,                0.38631,                0.65519,                0.35179,                0.70583,                0.39303,                      0,                0.69533,                0.67804,                0.66513,                0.72576,                0.51383,                0.68468,                0.41784,                0.18636,                0.44234,                0.55595,                0.41141,                0.65539,                0.68408,                0.44699,                0.64043,                0.48327,                0.75232,                0.39058,                0.65756,                0.38733,                0.70855,                0.41143,                      0,                0.67952,                0.67656,                0.66467,                0.70479,                0.49071,                0.68455,                0.44934,                0.19252,                0.44571,                0.54032,                0.41141,                0.69838,              0.0077571,                      0,                0.69557,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62929,                0.37935,                 1.3412,                0.08092,                0.83088,                0.84218,                0.87034,                0.72461,                0.65584,                0.39792,                 1.4631,                 0.0872,               0.001684,               0.001684,               0.001684,                0.68517,                0.41379,                0.61781,                0.45565,                0.72847,                0.38599,                0.67438,                 0.3884,                0.69354,                 0.3891,                      0,                0.69977,                0.67833,                0.66313,                0.73075,                 0.5173,                0.68329,                0.41557,                0.18469,                0.43993,                  0.556,                0.41227,                0.63866,                0.68321,                0.44938,                0.63167,                0.48149,                 0.7305,                0.38848,                0.68242,                0.41077,                0.69883,                0.41785,                      0,                0.68221,                 0.6755,                0.66142,                0.70885,                0.49363,                0.68288,                0.44983,                0.19062,                0.44381,                0.53745,                0.41227,                0.68469,              0.0077913,                      0,                0.69925,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62354,                0.37446,                 1.3363,                0.07988,                0.82965,                0.84239,                0.87034,                0.72478,                0.65574,                0.39795,                 1.4637,                 0.0872,               0.001585,               0.001585,               0.001585,                0.68169,                0.41726,                 0.6444,                0.45278,                0.75226,                0.39026,                0.65594,                0.37039,                0.69018,                0.38515,                      0,                0.69191,                0.67846,                0.66678,                0.72115,                0.50855,                0.68235,                0.41982,                0.18703,                0.44646,                0.54459,                0.41422,                0.65707,                0.68133,                0.45499,                0.65213,                0.47179,                0.75785,                0.38071,                0.67212,                 0.4052,                0.68897,                0.41368,                      0,                 0.6758,                0.67507,                0.66453,                0.70375,                0.48444,                0.68298,                0.45545,                0.19312,                0.45071,                0.52544,                0.41422,                0.70199,              0.0077434,                      0,                0.69119,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62471,                0.37652,                 1.3383,                 0.0803,                0.82933,                0.84187,                0.86989,                0.72485,                0.65577,                0.39805,                 1.4641,                0.08719,               0.001486,               0.001486,               0.001486,                  0.683,                0.41249,                 0.6343,                0.48495,                0.73428,                0.43006,                0.67401,                0.38278,                0.69041,                0.38493,                      0,                 0.6926,                0.67923,                0.66622,                0.71923,                0.51439,                0.68249,                0.41688,                0.18595,                0.44429,                0.55834,                0.41214,                0.65468,                0.68311,                0.44745,                0.64011,                 0.5067,                0.74158,                0.43156,                0.67559,                0.40083,                0.69485,                 0.4237,                      0,                0.67752,                0.67711,                0.66555,                0.69899,                0.48994,                0.68339,                0.44999,                0.19285,                0.44678,                0.53915,                0.41214,                0.69951,              0.0077868,                      0,                0.69261,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
                     88,                 0.6229,                0.37409,                 1.3346,                0.08023,                0.82984,                0.84168,                0.86962,                0.72516,                0.65582,                0.39821,                 1.4649,                0.08718,               0.001387,               0.001387,               0.001387,                0.68357,                0.41769,                0.63626,                0.47508,                0.72565,                  0.376,                0.66629,                0.34214,                0.70636,                0.39659,                      0,                0.69667,                0.67797,                0.66436,                0.72294,                0.51177,                0.68294,                0.41997,                0.18644,                0.44124,                0.55363,                0.41031,                0.64504,                0.68366,                0.45557,                0.64344,                0.49161,                0.73253,                0.39846,                0.67196,                0.38725,                 0.7094,                0.43473,                      0,                0.68141,                0.67394,                0.66182,                0.70427,                0.48714,                0.68393,                0.45588,                0.19149,                0.44497,                0.53147,                0.41031,                0.69088,              0.0077897,                      0,                0.69308,                0.58733,                0.31822,                0.48505,                0.26595,                0.73405,                0.73405,                      1
                     89,                0.62122,                0.37056,                 1.3366,                0.08049,                 0.8357,                0.83592,                0.86959,                0.72503,                0.65575,                0.39828,                 1.4651,                0.08717,               0.001288,               0.001288,               0.001288,                0.68186,                0.41355,                0.63667,                0.46004,                0.74955,                0.40724,                0.67626,                0.41243,                0.70295,                0.40952,                      0,                0.69526,                0.68078,                0.66533,                0.72171,                0.51783,                0.68297,                0.41657,                0.18774,                0.44523,                 0.5542,                0.41323,                 0.6506,                0.67908,                0.44555,                0.64813,                0.49243,                0.75888,                0.39951,                0.68999,                0.43997,                0.70472,                0.43579,                      0,                0.67566,                0.67812,                0.66542,                0.70082,                0.49304,                0.68196,                0.44725,                0.19492,                0.44986,                0.53462,                0.41323,                0.69854,              0.0076668,                      0,                0.69533,                0.57726,                0.31581,                0.47765,                0.27518,                0.72482,                0.72482,                      1
                     90,                0.61786,                0.36903,                 1.3343,                 0.0802,                0.83544,                0.83664,                0.86953,                0.72509,                0.65572,                0.39823,                 1.4656,                0.08717,               0.001189,               0.001189,               0.001189,                0.68469,                0.41335,                0.64058,                0.46289,                0.76206,                0.39431,                0.65812,                0.38075,                0.72114,                0.40682,                      0,                0.70196,                0.68047,                0.66646,                0.71813,                0.51194,                0.68616,                0.41669,                 0.1855,                0.43976,                0.56323,                0.41296,                0.64324,                0.68299,                0.44716,                0.64942,                0.48568,                0.76846,                 0.4064,                0.67686,                0.40272,                0.72986,                0.44168,                      0,                0.68411,                0.67788,                0.66626,                0.69695,                0.48722,                0.68621,                 0.4492,                 0.1922,                0.44455,                0.54338,                0.41296,                0.69194,              0.0074119,                      0,                0.69068,                0.58554,                0.31351,                0.48708,                0.26905,                0.73095,                0.73095,                      1
                     91,                0.62294,                0.36944,                 1.3353,                 0.0801,                0.83502,                 0.8366,                 0.8694,                0.72499,                0.65567,                 0.3984,                  1.466,                0.08716,                0.00109,                0.00109,                0.00109,                0.67862,                0.41218,                0.63258,                0.43673,                0.75282,                0.37044,                0.67978,                0.38384,                0.72601,                0.42094,                      0,                0.69027,                0.67989,                0.66933,                0.71742,                0.50888,                0.68093,                0.41499,                0.18824,                0.44475,                0.55871,                0.41351,                0.65562,                0.68049,                0.44379,                0.63098,                0.46129,                0.76267,                0.37519,                0.69263,                0.42474,                0.72633,                0.43922,                      0,                0.67809,                0.67867,                0.66821,                0.69871,                0.48828,                0.68315,                0.44485,                0.19412,                0.44762,                0.54378,                0.41351,                0.69687,              0.0076375,                      0,                0.69022,                0.58326,                0.31167,                0.48493,                0.26951,                0.73049,                0.73049,                      1
                     92,                0.61979,                0.36843,                 1.3266,                0.07974,                0.83517,                 0.8355,                0.86923,                0.72512,                0.65563,                 0.3985,                 1.4664,                0.08716,               0.000991,               0.000991,               0.000991,                0.68714,                0.41814,                0.65417,                 0.4839,                0.73615,                0.39697,                0.67922,                0.37632,                0.71159,                0.40187,                      0,                 0.7014,                0.67955,                0.66588,                 0.7162,                0.50834,                0.68799,                0.42151,                0.18781,                0.44019,                0.55504,                0.41138,                0.65132,                0.68626,                0.45276,                0.65865,                0.49868,                0.73877,                0.40887,                0.68859,                0.41721,                0.70682,                  0.443,                      0,                0.68566,                 0.6753,                0.66306,                0.69362,                0.48458,                0.68764,                0.45483,                0.19272,                0.44392,                0.53607,                0.41138,                0.69307,              0.0076186,                      0,                0.68766,                0.58466,                0.31665,                0.48415,                0.26776,                0.73224,                0.73224,                      1
                     93,                0.61689,                0.36608,                 1.3335,                0.08019,                0.83457,                0.83573,                0.86921,                 0.7251,                0.65565,                0.39858,                 1.4668,                0.08716,               0.000892,               0.000892,               0.000892,                0.68086,                0.41649,                0.66197,                0.48446,                0.74208,                0.39573,                0.64745,                0.35954,                0.70778,                0.39416,                      0,                0.69259,                 0.6803,                0.66707,                0.72403,                0.51114,                 0.6824,                0.42014,                0.18773,                0.44595,                0.55181,                0.41435,                0.65567,                0.68026,                0.44814,                 0.6705,                0.50752,                0.74304,                0.40498,                0.65542,                0.39253,                0.71276,                0.42591,                      0,                0.67733,                0.67894,                0.66802,                0.70107,                0.48513,                0.68276,                0.45095,                0.19539,                0.44921,                0.53235,                0.41435,                0.69701,              0.0077344,                      0,                0.69285,                0.57933,                0.31171,                0.48219,                0.27607,                0.72393,                0.72393,                      1
                     94,                0.61272,                 0.3631,                 1.3289,                0.07935,                0.83467,                0.83621,                  0.869,                0.72489,                0.65568,                0.39864,                 1.4671,                0.08715,               0.000793,               0.000793,               0.000793,                 0.6845,                 0.4184,                0.64328,                0.47751,                0.74505,                 0.4159,                0.66369,                0.37673,                0.70848,                0.41583,                      0,                 0.6966,                0.67686,                0.66307,                0.71054,                0.50829,                0.68489,                0.42414,                0.18749,                0.44357,                0.54992,                0.41164,                 0.6533,                0.68428,                0.45582,                0.64343,                0.50672,                0.75444,                0.42207,                0.66173,                0.41457,                0.70817,                0.44054,                      0,                0.68023,                0.67423,                0.66179,                0.69107,                0.48275,                0.68498,                0.45968,                0.19363,                0.44738,                0.53112,                0.41164,                0.69779,              0.0078014,                      0,                0.68474,                0.57992,                0.31764,                0.47861,                0.27041,                0.72959,                0.72959,                      1
                     95,                0.61018,                0.36041,                 1.3311,                0.07985,                0.83011,                 0.8395,                0.86879,                0.72462,                0.65563,                0.39873,                 1.4675,                0.08715,               0.000694,               0.000694,               0.000694,                0.68494,                0.42206,                0.63258,                0.45918,                0.74088,                0.38422,                0.66378,                0.37484,                0.70094,                0.42733,                      0,                 0.6975,                0.67864,                0.66372,                 0.7198,                0.51029,                0.68445,                0.42316,                 0.1867,                0.43977,                0.54681,                0.41145,                0.64846,                0.68504,                0.45672,                 0.6412,                0.48244,                0.75307,                0.38554,                0.66955,                0.41104,                0.69867,                0.45926,                      0,                0.68199,                0.67587,                0.66265,                0.69885,                0.48546,                0.68551,                0.45651,                0.19294,                 0.4428,                0.52848,                0.41145,                0.69521,              0.0078129,                      0,                0.69034,                 0.5835,                0.31605,                0.48212,                0.26612,                0.73388,                0.73388,                      1
                     96,                0.60859,                0.36034,                 1.3239,                0.08012,                0.82905,                0.84056,                0.86868,                 0.7245,                0.65553,                0.39886,                 1.4677,                0.08715,               0.000595,               0.000595,               0.000595,                0.68491,                0.41464,                0.64129,                0.46456,                0.73574,                0.39995,                0.67155,                0.41519,                0.70688,                0.40182,                      0,                0.69853,                0.67952,                0.66434,                0.72008,                0.51116,                0.68489,                 0.4201,                0.18719,                0.43958,                0.55473,                0.41014,                0.64748,                0.68703,                0.44786,                0.65297,                0.49396,                0.73871,                 0.3999,                0.68574,                0.43271,                0.70549,                0.43232,                      0,                0.68673,                 0.6768,                0.66305,                0.70003,                 0.4873,                0.68773,                0.45204,                0.19327,                0.44323,                 0.5391,                0.41014,                0.69046,              0.0076597,                      0,                0.69129,                0.58458,                0.31508,                0.48153,                0.26732,                0.73268,                0.73268,                      1
                     97,                 0.6106,                0.36049,                 1.3194,                0.07984,                0.82796,                0.84074,                0.86849,                0.72449,                0.65554,                0.39886,                  1.468,                0.08714,               0.000496,               0.000496,               0.000496,                0.68343,                0.41536,                0.64517,                0.45727,                0.75201,                0.37144,                0.67081,                0.39567,                0.69981,                0.41268,                      0,                0.69674,                0.67972,                0.66618,                0.71701,                0.51144,                 0.6843,                0.41791,                0.18681,                0.44313,                0.55145,                0.41356,                0.65105,                0.68544,                0.44933,                 0.6467,                0.48755,                0.75757,                0.39108,                0.67097,                0.44158,                0.70393,                0.45211,                      0,                0.68318,                0.67692,                0.66467,                0.69247,                0.48617,                0.68645,                0.45151,                0.19273,                0.44567,                0.53634,                0.41356,                 0.6952,              0.0077263,                      0,                0.68913,                0.58191,                 0.3133,                0.48369,                0.27234,                0.72766,                0.72766,                      1
                     98,                0.60827,                0.35859,                 1.3267,                0.07993,                0.81896,                0.85188,                 0.8682,                0.72441,                 0.6555,                0.39882,                 1.4684,                0.08714,               0.000397,               0.000397,               0.000397,                0.68847,                0.41872,                0.63204,                0.48122,                0.74365,                0.40202,                0.66032,                 0.3869,                0.70271,                0.39376,                      0,                0.69801,                0.67939,                0.66613,                0.72186,                0.50865,                 0.6873,                0.42114,                0.18795,                0.44331,                0.54771,                0.41277,                0.65857,                0.69074,                0.44748,                0.64306,                0.50837,                0.74918,                0.40309,                0.66764,                0.42944,                0.69679,                 0.4287,                      0,                0.68678,                 0.6768,                0.66451,                0.69828,                0.48604,                0.69001,                0.44995,                0.19342,                0.44459,                0.53209,                0.41277,                0.69868,              0.0074408,                      0,                0.69076,                0.58392,                0.31632,                0.48444,                0.27141,                0.72859,                0.72859,                      1
                     99,                0.60936,                0.35954,                 1.3249,                0.08012,                 0.8195,                0.85274,                0.86798,                0.72421,                0.65551,                  0.399,                 1.4687,                0.08713,               0.000298,               0.000298,               0.000298,                0.68517,                0.41662,                0.65015,                0.47146,                0.75104,                0.38712,                0.67171,                0.38485,                0.70362,                0.39506,                      0,                0.70104,                0.67949,                0.66537,                0.72091,                0.50889,                0.68629,                0.42086,                0.18661,                0.43894,                0.55977,                0.40986,                0.64567,                0.68692,                0.45371,                0.65202,                0.49857,                0.75267,                  0.389,                0.68106,                0.42341,                0.71307,                0.43271,                      0,                  0.689,                0.67589,                0.66284,                0.69887,                0.48438,                0.68853,                0.45589,                0.19178,                0.44131,                0.54588,                0.40986,                0.68722,              0.0074638,                      0,                0.69021,                0.58592,                0.31741,                0.48333,                0.26625,                0.73375,                0.73375,                      1
                    100,                0.60692,                0.35635,                 1.3207,                0.07967,                0.81957,                0.85095,                0.86777,                0.72407,                0.65555,                 0.3991,                 1.4691,                0.08713,               0.000199,               0.000199,               0.000199,                0.68499,                0.41628,                0.63086,                0.46652,                0.74647,                0.40238,                0.65498,                0.37389,                0.71711,                0.41799,                      0,                0.69427,                0.67924,                0.66715,                0.71572,                 0.5063,                0.68495,                 0.4208,                0.18795,                0.44473,                0.55396,                0.41353,                 0.6601,                0.68759,                0.45408,                0.64265,                0.48726,                0.74657,                0.40463,                0.66793,                0.40553,                0.71506,                0.45244,                      0,                0.68221,                0.67507,                0.66358,                0.69722,                0.48112,                0.68802,                0.45689,                0.19319,                0.44741,                0.53818,                0.41353,                 0.7035,               0.007675,                      0,                0.68697,                0.58326,                0.31341,                0.48516,                0.27275,                0.72725,                0.72725,                      1
