                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_class0_prompt_accuracy,p2/P3_class0_prompt_correlation,p2/P3_class1_prompt_accuracy,p2/P3_class1_prompt_correlation,p2/P3_class2_prompt_accuracy,p2/P3_class2_prompt_correlation,p2/P3_class3_prompt_accuracy,p2/P3_class3_prompt_correlation,p2/P3_class4_prompt_accuracy,p2/P3_class4_prompt_correlation,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_class_winner_balanced_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_class0_prompt_accuracy,p2/P4_class0_prompt_correlation,p2/P4_class1_prompt_accuracy,p2/P4_class1_prompt_correlation,p2/P4_class2_prompt_accuracy,p2/P4_class2_prompt_correlation,p2/P4_class3_prompt_accuracy,p2/P4_class3_prompt_correlation,p2/P4_class4_prompt_accuracy,p2/P4_class4_prompt_correlation,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_class_winner_balanced_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     21,                0.72745,                0.49381,                 1.3733,                0.08333,                0.81184,                0.80181,                0.85177,                0.69479,                0.68119,                0.43607,                 1.4552,                0.08904,                0.00802,                0.00802,                0.00802,                0.67227,                0.39442,                0.62398,                0.46361,                0.71741,                0.38102,                0.63675,                0.35905,                 0.6971,                0.39016,                      0,                0.68603,                 0.6764,                0.66113,                0.74219,                0.54433,                0.67148,                0.39895,                0.18023,                0.44934,                0.57776,                0.41286,                0.63284,                0.66486,                0.43075,                0.62771,                0.48653,                0.71541,                0.37989,                0.63388,                 0.3826,                0.69195,                0.41963,                      0,                0.65217,                0.67371,                0.66059,                0.72482,                0.52235,                  0.665,                0.43252,                0.18773,                0.45683,                0.55385,                0.41286,                 0.6991,              0.0087876,                      0,                0.71932,                0.57717,                0.31643,                0.47805,                 0.2735,                 0.7265,                 0.7265,                      1
                     22,                0.72238,                0.49177,                 1.3798,                0.08324,                0.78326,                0.77322,                 0.8205,                0.66756,                0.68263,                0.44326,                 1.4683,                0.08944,               0.007921,               0.007921,               0.007921,                0.67677,                0.39653,                0.61616,                0.46908,                0.71179,                0.40225,                0.64966,                0.37101,                0.70134,                0.38207,                      0,                0.68828,                0.67688,                 0.6611,                0.73839,                0.54318,                0.67517,                0.40236,                0.17784,                0.44788,                0.57907,                0.41166,                  0.639,                0.66907,                0.43086,                0.61923,                0.48654,                0.71689,                0.39287,                0.64111,                 0.3999,                0.69474,                0.41097,                      0,                 0.6584,                0.67397,                0.65965,                0.72527,                0.52326,                0.66858,                0.43341,                0.18479,                0.45326,                0.56062,                0.41166,                0.69667,              0.0086061,                      0,                0.71786,                0.58783,                0.31497,                0.48757,                0.26605,                0.73395,                0.73395,                      1
                     23,                0.72234,                 0.4876,                 1.3821,                0.08344,                0.81139,                0.79778,                0.84908,                0.69261,                0.68258,                0.43852,                  1.466,                0.08915,               0.007822,               0.007822,               0.007822,                0.67531,                0.39027,                 0.6113,                0.46416,                0.71958,                0.38102,                0.65402,                 0.3944,                0.68354,                0.36976,                      0,                0.68848,                0.67908,                0.66323,                0.73934,                0.54541,                0.67343,                0.39449,                0.18041,                0.44763,                0.58861,                0.41033,                0.63216,                0.66705,                0.42802,                0.61415,                0.48253,                0.72449,                0.39354,                0.65352,                0.41861,                0.67991,                0.40856,                      0,                0.65773,                0.67364,                0.66018,                0.72214,                 0.5216,                0.66665,                0.43041,                0.18677,                 0.4536,                 0.5646,                0.41033,                 0.6911,              0.0086471,                      0,                0.71832,                0.58385,                0.31669,                 0.4814,                0.26724,                0.73276,                0.73276,                      1
                     24,                0.72079,                0.48895,                 1.3753,                0.08287,                0.81518,                0.77952,                0.84834,                0.69667,                0.67844,                 0.4357,                  1.447,                0.08895,               0.007723,               0.007723,               0.007723,                0.67136,                0.39402,                0.60456,                0.46387,                0.71207,                0.37935,                0.65288,                0.34719,                0.70685,                0.39876,                      0,                0.68191,                0.67728,                0.66378,                0.73675,                0.53848,                0.67051,                0.39908,                0.18111,                0.44947,                 0.5819,                0.41155,                0.63892,                0.66474,                0.43058,                0.61891,                 0.4892,                0.71993,                0.37536,                0.65091,                0.39035,                0.70571,                0.42764,                      0,                0.65493,                0.67333,                0.66214,                0.71903,                0.51447,                0.66591,                0.43337,                0.18777,                0.45438,                0.56341,                0.41155,                0.69635,               0.008875,                      0,                0.71356,                0.58422,                 0.3137,                0.48391,                0.26505,                0.73495,                0.73495,                      1
                     25,                0.71838,                  0.484,                 1.3769,                0.08319,                0.80855,                0.80355,                0.84388,                0.69095,                0.67738,                0.43581,                 1.4413,                0.08848,               0.007624,               0.007624,               0.007624,                0.67483,                0.39393,                0.61647,                0.46378,                0.71618,                0.41133,                0.65658,                0.36051,                0.69543,                 0.3721,                      0,                0.68616,                0.67776,                0.66269,                0.73871,                0.54393,                0.67381,                0.39895,                0.17979,                0.45182,                0.57879,                0.41361,                0.64065,                  0.664,                0.42896,                0.62263,                0.47954,                0.71767,                0.41398,                0.63463,                0.39579,                0.68733,                0.39994,                      0,                 0.6492,                0.67322,                0.66112,                0.72294,                0.52054,                0.66417,                0.43194,                0.18696,                 0.4589,                0.55808,                0.41361,                0.70436,               0.008456,                      0,                0.71756,                0.58057,                0.31345,                 0.4822,                 0.2713,                 0.7287,                 0.7287,                      1
                     26,                0.71297,                0.48015,                 1.3717,                0.08353,                0.81249,                0.78589,                0.84732,                0.69592,                0.67696,                0.43102,                 1.4509,                0.08879,               0.007525,               0.007525,               0.007525,                 0.6741,                0.39521,                0.60619,                0.44055,                 0.7307,                0.37221,                0.65957,                0.33871,                0.68442,                0.40241,                      0,                0.68803,                0.67916,                0.66294,                0.74526,                0.54328,                0.67267,                0.39725,                0.18078,                0.44701,                0.58297,                0.41039,                0.62967,                0.66754,                0.43107,                 0.6065,                 0.4637,                0.72231,                0.36863,                0.66057,                0.38047,                0.68269,                0.42968,                      0,                0.66111,                0.67524,                0.66043,                0.72598,                0.52124,                0.66675,                0.43202,                0.18807,                0.45135,                0.56159,                0.41039,                0.68253,              0.0085643,                      0,                0.72015,                0.58507,                0.31619,                0.48268,                0.26328,                0.73672,                0.73672,                      1
                     27,                0.71057,                0.47936,                 1.3753,                0.08234,                0.81831,                0.81055,                0.86043,                0.70381,                0.67523,                0.42581,                 1.4454,                0.08887,               0.007426,               0.007426,               0.007426,                0.67935,                0.40265,                0.61703,                0.46924,                 0.7302,                0.39214,                 0.6599,                0.35072,                0.71664,                0.42359,                      0,                0.69241,                0.67696,                0.66187,                0.73358,                 0.5331,                0.67888,                0.40776,                0.17974,                0.44682,                0.57698,                0.41328,                0.64271,                0.67203,                0.43707,                0.62027,                0.49133,                0.72607,                0.41275,                0.65539,                0.39519,                0.70804,                0.43581,                      0,                0.66224,                0.67313,                0.66015,                0.71539,                 0.5104,                0.67229,                0.43993,                0.18674,                0.45225,                0.55856,                0.41328,                0.69917,              0.0083216,                      0,                0.70919,                0.58501,                 0.3114,                 0.4865,                0.27219,                0.72781,                0.72781,                      1
                     28,                0.71174,                0.47752,                 1.3746,                0.08321,                0.80717,                0.79668,                0.84729,                0.69786,                0.67387,                 0.4284,                 1.4503,                0.08861,               0.007327,               0.007327,               0.007327,                0.67699,                0.40173,                0.61629,                0.44478,                0.72807,                0.36276,                0.65521,                0.36803,                0.69492,                0.40092,                      0,                0.68966,                0.67825,                0.66229,                0.74407,                0.53927,                0.67608,                0.40341,                0.18051,                0.44733,                0.57302,                0.41045,                0.63879,                 0.6706,                0.43468,                0.61977,                0.47188,                0.72644,                0.36386,                0.63713,                0.40406,                0.69317,                0.42605,                      0,                0.66194,                0.67614,                0.66164,                0.72967,                0.51879,                0.67029,                0.43564,                0.18758,                0.45257,                0.55587,                0.41045,                0.69321,              0.0081887,                      0,                0.71862,                0.58558,                 0.3148,                0.48364,                0.26691,                0.73309,                0.73309,                      1
                     29,                0.70791,                0.47458,                 1.3806,                 0.0823,                0.81548,                0.81385,                0.86153,                0.70791,                0.67348,                0.42339,                 1.4441,                0.08835,               0.007228,               0.007228,               0.007228,                0.67991,                0.40356,                0.62819,                0.45039,                0.72485,                 0.3825,                0.66465,                0.36474,                0.71129,                0.39722,                      0,                0.69619,                0.67592,                0.66058,                0.73444,                0.53285,                0.67964,                0.40836,                0.18126,                0.44592,                0.57534,                0.41262,                0.63521,                0.67361,                0.43824,                0.62606,                0.47708,                0.72275,                0.40408,                0.64568,                0.40446,                0.69919,                0.42891,                      0,                0.66553,                0.67254,                0.65948,                0.71686,                0.50953,                0.67321,                0.44147,                0.18802,                0.45162,                0.55339,                0.41262,                0.69383,              0.0086901,                      0,                0.70935,                0.58216,                0.31659,                0.48273,                0.27145,                0.72855,                0.72855,                      1
                     30,                0.70914,                0.47447,                 1.3718,                0.08323,                0.82376,                 0.7973,                0.85561,                0.70403,                0.66937,                0.42166,                 1.4509,                0.08828,               0.007129,               0.007129,               0.007129,                0.67517,                0.39442,                0.62092,                0.45163,                0.72882,                0.35889,                0.65957,                0.38156,                0.71062,                0.37897,                      0,                0.68843,                0.67934,                0.66374,                0.73979,                0.54012,                0.67533,                0.39845,                 0.1821,                0.44661,                0.58715,                0.40999,                0.63878,                 0.6672,                0.43305,                0.61761,                0.47663,                0.73122,                0.36757,                0.65989,                0.40491,                0.70816,                0.40473,                      0,                0.66039,                 0.6748,                0.66159,                 0.7227,                0.51713,                0.66845,                0.43452,                0.18763,                0.45249,                0.56784,                0.40999,                0.69093,              0.0083943,                      0,                0.71615,                0.58696,                0.31641,                0.48447,                0.26393,                0.73607,                0.73607,                      1
                     31,                0.70674,                0.46965,                 1.3804,                0.08245,                0.82198,                0.80617,                0.85851,                0.70732,                0.66908,                0.42013,                 1.4583,                0.08837,                0.00703,                0.00703,                0.00703,                0.67516,                0.39462,                0.60627,                0.46197,                0.72628,                0.36664,                0.66862,                0.39674,                0.70125,                0.42039,                      0,                0.68986,                0.67956,                0.66536,                0.72893,                0.53471,                0.67452,                0.39883,                0.18212,                0.44705,                0.58466,                0.41219,                0.63281,                 0.6718,                0.42978,                0.60627,                0.48601,                0.73081,                0.36561,                0.67057,                0.41625,                0.69911,                0.44687,                      0,                0.66522,                0.67664,                0.66423,                0.71468,                0.51193,                0.67183,                0.43167,                0.18855,                0.45187,                0.56722,                0.41219,                0.68983,              0.0083166,                      0,                0.70877,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70538,                 0.4695,                 1.3788,                0.08279,                0.80129,                0.81845,                0.85534,                0.70374,                 0.6681,                0.41821,                 1.4499,                0.08817,               0.006931,               0.006931,               0.006931,                0.67731,                0.39407,                0.62122,                0.46365,                0.72171,                0.39447,                0.65703,                0.35333,                0.70864,                 0.4011,                      0,                0.69341,                0.68124,                0.66467,                0.73409,                0.53721,                0.67677,                0.39846,                0.18236,                0.44436,                0.57853,                0.41152,                0.63152,                0.66798,                0.42506,                0.62478,                0.49025,                 0.7183,                0.39281,                0.66013,                0.38495,                0.70145,                 0.4146,                      0,                0.66407,                0.67868,                0.66449,                0.72026,                0.51794,                0.66874,                0.42794,                0.18892,                0.44972,                0.56304,                0.41152,                0.68145,              0.0079852,                      0,                0.71321,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                0.69964,                 0.4639,                 1.3769,                0.08231,                0.82565,                0.80747,                0.85818,                0.70883,                0.66556,                0.41662,                 1.4583,                0.08822,               0.006832,               0.006832,               0.006832,                0.67513,                0.40249,                0.61451,                0.48235,                0.71833,                0.37414,                0.65462,                 0.3533,                0.69972,                 0.3927,                      0,                0.68966,                0.67627,                0.66152,                0.73519,                0.53291,                  0.674,                0.40614,                0.18217,                0.44747,                0.57106,                0.41208,                  0.632,                0.67235,                0.43641,                 0.6218,                 0.5034,                0.72146,                0.37472,                0.64359,                0.38426,                 0.6903,                0.42764,                      0,                0.66501,                0.67395,                 0.6605,                0.71708,                0.51086,                0.67149,                0.43815,                0.18888,                0.45104,                0.55373,                0.41208,                0.68885,              0.0081725,                      0,                   0.71,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                0.69773,                  0.462,                 1.3766,                0.08286,                 0.8036,                0.82185,                0.85144,                 0.7026,                0.66766,                0.41732,                 1.4514,                0.08795,               0.006733,               0.006733,               0.006733,                   0.68,                  0.396,                0.63347,                0.42937,                0.71812,                0.37296,                0.65841,                0.34805,                0.69885,                0.38689,                      0,                0.69351,                0.68112,                0.66618,                0.74075,                0.53608,                0.67903,                0.39853,                0.18297,                0.44486,                0.57518,                0.41202,                0.63936,                0.67621,                0.43297,                0.63537,                 0.4603,                0.72442,                0.36535,                0.66041,                0.35627,                0.70368,                0.43752,                      0,                0.67063,                0.67701,                0.66388,                0.72339,                  0.512,                0.67637,                0.43392,                0.18922,                0.44967,                0.55892,                0.41202,                0.69212,              0.0081043,                      0,                0.71469,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                0.69886,                0.46006,                 1.3687,                0.08155,                0.82112,                0.81648,                0.85873,                0.70827,                0.66613,                0.41444,                 1.4519,                0.08827,               0.006634,               0.006634,               0.006634,                0.67968,                0.40484,                0.63087,                0.46797,                0.72383,                0.41611,                0.65322,                0.36599,                0.68045,                0.36926,                      0,                0.69022,                 0.6748,                 0.6619,                0.72788,                0.52716,                0.67825,                0.40826,                 0.1842,                0.44683,                0.56252,                 0.4133,                 0.6461,                0.67392,                0.43378,                0.63599,                0.49538,                0.71721,                0.40921,                0.63932,                0.38605,                0.67414,                0.39257,                      0,                0.66311,                0.67328,                0.66346,                0.71443,                0.50516,                0.67281,                0.43573,                0.19202,                0.45209,                0.54081,                 0.4133,                0.69887,              0.0081753,                      0,                0.70441,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69983,                0.45736,                 1.3709,                0.08133,                0.82524,                0.82735,                0.86446,                0.71351,                0.66563,                0.41244,                 1.4478,                0.08791,               0.006535,               0.006535,               0.006535,                0.67568,                0.41193,                0.61259,                0.44698,                0.73786,                0.38032,                 0.6691,                0.40263,                0.69348,                0.41703,                      0,                0.68428,                0.67479,                0.66258,                0.72982,                0.52335,                0.67523,                 0.4146,                0.18364,                0.45017,                0.55905,                0.41522,                0.65155,                0.66973,                0.44588,                0.61259,                0.48337,                0.73391,                0.38661,                0.66323,                 0.4203,                0.68323,                0.43751,                      0,                0.65617,                0.67179,                0.66216,                0.71411,                0.49975,                0.66952,                0.44711,                0.19072,                 0.4561,                0.53924,                0.41522,                0.70443,              0.0083292,                      0,                0.70284,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69295,                0.45569,                 1.3754,                0.08214,                0.84006,                0.82234,                0.86875,                0.71693,                0.66505,                0.41006,                 1.4519,                0.08774,               0.006436,               0.006436,               0.006436,                0.68464,                0.40669,                0.63184,                0.43484,                0.72786,                 0.3957,                0.65994,                0.35176,                0.70502,                0.38276,                      0,                0.70001,                0.67715,                0.66054,                0.73697,                 0.5316,                0.68361,                0.40793,                0.18272,                0.44318,                0.56534,                0.41099,                0.63898,                0.67718,                0.44154,                0.63568,                0.47603,                 0.7398,                0.39653,                0.63818,                0.38372,                0.70261,                0.41021,                      0,                0.67056,                 0.6736,                0.65984,                0.71834,                0.50773,                0.67733,                0.44152,                0.18924,                0.45074,                0.54377,                0.41099,                0.69575,              0.0078771,                      0,                0.70974,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68964,                0.45303,                 1.3751,                0.08258,                0.82954,                0.81938,                0.86442,                0.71364,                0.66472,                 0.4104,                 1.4514,                0.08753,               0.006337,               0.006337,               0.006337,                0.67747,                0.39505,                0.61427,                0.46148,                0.71071,                0.35427,                0.65703,                0.35947,                0.68994,                0.38851,                      0,                0.69065,                 0.6794,                 0.6659,                0.73779,                0.53474,                0.67534,                0.39726,                0.18287,                0.44724,                0.57129,                0.41328,                0.63428,                0.67108,                 0.4285,                0.61175,                0.49777,                0.71667,                 0.3669,                0.65671,                0.40083,                0.68366,                0.41847,                      0,                0.66225,                0.67754,                0.66643,                0.71821,                 0.5129,                0.66976,                0.43024,                0.18964,                 0.4526,                 0.5554,                0.41328,                0.68991,              0.0082254,                      0,                0.71262,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69123,                0.45348,                 1.3788,                0.08252,                0.83291,                0.82825,                0.86959,                0.71785,                0.66335,                0.40662,                 1.4574,                0.08761,               0.006238,               0.006238,               0.006238,                0.67911,                0.39628,                0.61546,                 0.4434,                0.72982,                0.36941,                0.65726,                0.35599,                0.69706,                0.38171,                      0,                0.69142,                 0.6816,                0.66628,                0.74009,                 0.5325,                 0.6779,                0.39926,                0.18572,                0.44702,                0.56514,                0.41216,                0.64162,                 0.6749,                0.43651,                0.62359,                0.46354,                0.73125,                0.37042,                0.67043,                0.37525,                0.69881,                0.41878,                      0,                0.66924,                 0.6779,                0.66369,                0.72519,                0.51095,                0.67523,                0.43712,                0.19005,                0.45084,                0.54671,                0.41216,                 0.6913,              0.0081713,                      0,                 0.7134,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                 0.6911,                0.45567,                  1.369,                0.08218,                0.82567,                0.82465,                0.86546,                0.71492,                0.66358,                0.40987,                 1.4473,                0.08778,               0.006139,               0.006139,               0.006139,                0.67743,                0.40218,                0.63353,                0.46733,                0.73193,                0.37734,                0.66732,                0.37165,                0.69469,                0.40475,                      0,                0.69117,                0.67763,                0.66196,                0.73415,                 0.5329,                0.67758,                0.40652,                0.18282,                0.44491,                0.57088,                0.40986,                0.63979,                0.67076,                0.43879,                0.63788,                0.49003,                0.74022,                0.38452,                0.65124,                0.41688,                0.68402,                0.43169,                      0,                0.66316,                0.67386,                  0.661,                0.71348,                0.50921,                0.67169,                0.44107,                0.18914,                 0.4502,                0.55275,                0.40986,                0.69545,              0.0081311,                      0,                0.70884,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68727,                0.44786,                 1.3649,                 0.0816,                0.82001,                0.82698,                0.86735,                0.71687,                0.66311,                0.40887,                 1.4423,                 0.0876,                0.00604,                0.00604,                0.00604,                0.67898,                 0.3999,                0.61571,                0.45113,                0.72699,                0.39223,                0.68003,                0.36189,                0.69483,                0.43198,                      0,                0.69236,                0.67872,                0.66353,                0.72401,                0.53079,                0.67821,                0.40332,                0.18407,                0.44471,                0.56926,                0.41184,                0.63916,                0.67277,                0.43578,                0.62312,                0.47932,                0.73541,                0.39203,                0.68202,                0.40041,                0.68484,                0.45844,                      0,                0.66673,                0.67442,                0.66179,                0.70675,                0.50761,                0.67328,                0.43815,                0.18983,                0.44976,                0.54896,                0.41184,                0.69133,              0.0081813,                      0,                0.70353,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68811,                0.44764,                 1.3692,                0.08181,                0.83134,                0.82994,                0.87244,                0.72144,                0.66152,                 0.4049,                 1.4466,                0.08771,               0.005941,               0.005941,               0.005941,                0.67818,                0.40095,                0.61748,                0.45164,                0.73604,                0.39207,                0.65864,                0.38711,                0.68812,                0.38835,                      0,                0.69173,                0.67839,                0.66415,                0.72878,                0.53054,                0.67704,                0.40431,                0.18363,                0.44542,                0.56828,                0.41187,                0.63709,                 0.6701,                0.43341,                0.62527,                0.48552,                0.73745,                0.40717,                0.66721,                0.42393,                0.70191,                  0.421,                      0,                0.66348,                0.67629,                0.66453,                0.70729,                0.50819,                0.67139,                0.43637,                0.19125,                0.45188,                0.55373,                0.41187,                0.69289,              0.0081425,                      0,                0.70539,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68298,                 0.4458,                 1.3719,                0.08137,                0.83142,                0.82713,                0.87039,                0.71957,                0.66029,                0.40467,                 1.4463,                0.08773,               0.005842,               0.005842,               0.005842,                 0.6746,                 0.4014,                0.62496,                0.47797,                0.73366,                0.38932,                 0.6683,                0.39073,                0.70576,                0.43062,                      0,                 0.6902,                0.67863,                0.66363,                0.72324,                 0.5287,                0.67521,                0.40658,                0.18393,                0.44606,                0.57004,                0.41344,                0.63564,                0.67187,                0.44097,                0.62656,                0.49269,                0.73916,                 0.3801,                0.66552,                0.42009,                0.69666,                0.46115,                      0,                 0.6656,                0.67592,                0.66324,                0.70397,                0.50322,                0.67279,                0.44326,                0.19092,                0.45202,                0.54379,                0.41344,                0.69178,              0.0083157,                      0,                0.70145,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68507,                0.44428,                 1.3677,                0.08223,                0.83032,                 0.8335,                0.87178,                0.72094,                0.65982,                0.40412,                 1.4472,                0.08758,               0.005743,               0.005743,               0.005743,                0.67583,                0.39998,                0.63171,                0.45975,                0.72958,                   0.36,                  0.671,                0.35952,                0.69796,                0.42113,                      0,                0.69073,                0.67953,                0.66408,                0.73453,                 0.5318,                0.67624,                0.40342,                0.18425,                0.44582,                0.57743,                0.41158,                0.63665,                0.67439,                0.43478,                 0.6326,                0.48737,                 0.7358,                0.35716,                0.66853,                0.39964,                0.70147,                0.46917,                      0,                0.67174,                0.67629,                0.66243,                0.71129,                0.50855,                0.67539,                0.43668,                0.19045,                0.44815,                0.55491,                0.41158,                0.68536,              0.0079226,                      0,                0.70836,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68429,                0.44189,                 1.3713,                0.08153,                0.84584,                0.82275,                0.87299,                 0.7223,                0.66022,                0.40351,                  1.451,                0.08754,               0.005644,               0.005644,               0.005644,                0.67773,                 0.4059,                0.62264,                0.47411,                 0.7281,                0.38415,                0.65356,                0.38267,                0.70136,                0.40269,                      0,                0.69212,                0.67747,                0.66247,                0.72922,                0.52648,                 0.6769,                0.41007,                0.18361,                0.44397,                 0.5645,                0.41241,                0.63567,                0.67185,                0.43608,                0.63871,                 0.5104,                 0.7365,                0.38169,                0.65635,                0.41063,                0.70437,                0.43729,                      0,                0.66987,                 0.6736,                0.66116,                0.70973,                0.50344,                0.67332,                0.43983,                0.19032,                0.44829,                0.54821,                0.41241,                0.68264,              0.0079163,                      0,                0.70352,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68283,                0.44323,                 1.3731,                0.08171,                0.83334,                0.83158,                0.87146,                0.72134,                0.65995,                0.40287,                  1.455,                0.08755,               0.005545,               0.005545,               0.005545,                0.68184,                 0.4095,                0.63525,                0.45703,                0.74194,                0.37694,                0.65183,                0.35359,                0.68899,                0.40072,                      0,                0.69346,                0.67615,                0.66207,                0.73541,                0.52394,                0.68103,                0.41183,                0.18436,                 0.4443,                 0.5635,                0.40972,                0.64649,                0.67849,                0.44287,                0.64186,                 0.4895,                0.73306,                0.39221,                0.65009,                0.39294,                0.68741,                0.42678,                      0,                0.67182,                0.67504,                0.66186,                0.71476,                0.50305,                0.67813,                0.44469,                0.19057,                0.44907,                0.54714,                0.40972,                0.69565,              0.0082055,                      0,                 0.7055,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68391,                0.44037,                 1.3705,                0.08166,                0.84094,                0.82857,                0.87192,                0.72202,                0.66015,                  0.402,                 1.4565,                0.08754,               0.005446,               0.005446,               0.005446,                 0.6822,                0.40792,                0.63241,                0.44822,                 0.7342,                 0.3572,                0.65397,                 0.3516,                0.69747,                0.40372,                      0,                0.69643,                0.67666,                 0.6626,                0.73323,                0.52438,                0.68164,                0.41071,                0.18416,                0.44362,                0.56525,                0.41094,                0.64127,                0.67824,                0.44356,                0.63279,                0.48042,                0.74667,                 0.3494,                0.65445,                0.38089,                0.69074,                0.44865,                      0,                0.67196,                0.67348,                0.66163,                0.71588,                0.50035,                0.67861,                0.44424,                0.19095,                0.44838,                0.54786,                0.41094,                0.69678,              0.0081409,                      0,                0.70469,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                0.67999,                0.44095,                 1.3681,                0.08155,                0.83817,                0.82551,                0.86984,                0.72102,                0.65962,                0.40187,                 1.4538,                0.08752,               0.005347,               0.005347,               0.005347,                0.68065,                 0.4039,                0.63492,                0.46398,                0.72997,                0.35385,                0.65765,                0.38628,                0.71091,                0.40697,                      0,                0.69444,                 0.6787,                0.66506,                0.72933,                0.52414,                 0.6809,                0.40865,                0.18414,                0.44572,                0.57004,                0.41295,                0.64451,                0.67593,                0.44184,                0.62915,                0.48651,                0.72713,                0.35877,                0.66186,                0.42653,                0.70509,                0.42825,                      0,                0.67031,                0.67479,                0.66302,                0.71094,                 0.5005,                0.67638,                 0.4438,                0.18956,                0.45022,                0.55028,                0.41295,                0.69268,              0.0080701,                      0,                0.70278,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.68072,                0.43821,                 1.3628,                0.08202,                0.84255,                0.82497,                0.87024,                0.72122,                0.65921,                0.40184,                 1.4514,                0.08745,               0.005248,               0.005248,               0.005248,                0.68094,                 0.4072,                0.60707,                 0.4437,                0.73006,                0.36463,                0.65071,                0.35186,                0.70268,                0.40197,                      0,                0.69256,                0.67692,                0.66242,                 0.7339,                0.52855,                0.67894,                0.40823,                0.18458,                0.44486,                 0.5666,                0.41161,                0.64205,                0.67505,                0.43625,                 0.6129,                0.45998,                0.73139,                0.36069,                0.66106,                0.37679,                0.70599,                0.42158,                      0,                0.66791,                 0.6744,                0.66336,                0.71892,                0.50645,                0.67468,                0.43591,                0.19206,                 0.4506,                0.55198,                0.41161,                0.69303,              0.0077916,                      0,                0.70789,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                0.67733,                0.43331,                 1.3714,                 0.0815,                0.84358,                0.82521,                0.86929,                0.72052,                0.65924,                0.40175,                 1.4523,                0.08743,               0.005149,               0.005149,               0.005149,                0.67689,                0.39925,                0.62753,                0.47642,                 0.7275,                0.39997,                0.65956,                0.37241,                0.71565,                0.41571,                      0,                0.69023,                0.68058,                0.66581,                0.72291,                0.52719,                0.67745,                0.40512,                  0.184,                0.44613,                0.57411,                0.41274,                0.64314,                0.67379,                0.43873,                0.62587,                0.49772,                0.73694,                0.39783,                0.66477,                0.40886,                 0.7112,                0.43828,                      0,                0.66749,                0.67749,                0.66465,                0.70728,                0.50188,                0.67506,                0.44228,                0.19024,                0.45213,                0.55521,                0.41274,                0.69539,              0.0081534,                      0,                0.70141,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
