                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss,  train/rgb_prompt_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,    val/rgb_prompt_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,  p2/P3_rgb_prompt_mean,   p2/P3_rgb_prompt_mse,   p2/P3_rgb_prompt_std,p2/P4_gder_attention_weight,p2/P4_gder_modality_weight,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,  p2/P4_rgb_prompt_mean,   p2/P4_rgb_prompt_mse,   p2/P4_rgb_prompt_std,p2/P5_gder_attention_weight,p2/P5_gder_modality_weight,p2/prompt_warmup_factor
                     53,                0.65639,                 0.4202,                 1.3614,                0.02944,                0.00045,                0.85049,                0.81662,                0.86619,                0.72729,                0.64773,                0.39842,                 1.4466,                0.02777,                0.00039,               0.004852,               0.004852,               0.004852,               0.039523,                0.44875,                0.48827,               0.053141,                0.14352,                0.51863,               0.044778,             0.00022046,                0.50012,                0.49988,               0.028093,                0.51039,                0.53848,               0.043679,                0.14586,                0.51794,               0.044794,             0.00071738,                0.50007,                0.49993,                      1
                     54,                0.65421,                0.41821,                 1.3677,                0.02934,                0.00045,                0.85397,                0.81344,                0.86571,                0.72696,                0.64758,                0.39858,                 1.4483,                0.02775,                0.00039,               0.004753,               0.004753,               0.004753,               0.039887,                0.44849,                0.48838,               0.053502,                0.14356,                0.51848,               0.044669,             0.00021082,                0.50013,                0.49987,               0.028172,                0.51201,                0.54019,               0.043805,                0.14652,                0.51798,               0.044671,             0.00068833,                0.50007,                0.49993,                      1
                     55,                0.65718,                  0.417,                 1.3584,                0.02939,                0.00045,                0.84752,                0.81714,                0.86475,                0.72651,                0.64718,                0.39883,                 1.4495,                0.02772,                0.00039,               0.004654,               0.004654,               0.004654,               0.040053,                0.44996,                0.49001,               0.053769,                0.14438,                0.51844,               0.044607,             0.00020276,                0.50014,                0.49986,               0.028393,                0.51185,                0.54024,               0.044084,                0.14665,                  0.518,               0.044616,             0.00066357,                0.50007,                0.49993,                      1
                     56,                0.65289,                0.41612,                 1.3593,                0.02947,                0.00045,                0.84619,                 0.8199,                0.86515,                0.72724,                0.64691,                0.39844,                 1.4503,                0.02771,                0.00039,               0.004555,               0.004555,               0.004555,               0.039461,                0.44834,                 0.4878,               0.053266,                0.14386,                0.51859,               0.045058,             0.00019499,                0.50014,                0.49986,               0.028339,                0.50925,                0.53759,               0.044099,                0.14638,                0.51818,               0.045084,             0.00063495,                0.50007,                0.49993,                      1
                     57,                0.64931,                 0.4113,                  1.357,                0.02937,                0.00045,                0.83844,                0.82674,                0.86579,                0.72801,                0.64685,                 0.3981,                 1.4505,                0.02768,                0.00039,               0.004456,               0.004456,               0.004456,               0.039245,                0.45117,                0.49042,               0.053151,                0.14435,                0.51851,               0.044669,             0.00018775,                0.50014,                0.49986,               0.028174,                0.51297,                0.54114,               0.044055,                0.14688,                0.51816,               0.044681,             0.00060678,                0.50007,                0.49993,                      1
                     58,                0.64904,                0.40693,                 1.3524,                 0.0293,                0.00045,                0.84207,                0.82261,                0.86572,                0.72762,                0.64684,                0.39798,                 1.4508,                0.02768,                0.00039,               0.004357,               0.004357,               0.004357,               0.038972,                0.45211,                0.49109,               0.052892,                0.14372,                0.51852,                0.04502,             0.00022242,                0.50012,                0.49988,               0.027861,                0.51378,                0.54164,               0.043761,                0.14661,                0.51777,               0.045017,             0.00072702,                0.50007,                0.49993,                      1
                     59,                0.65254,                0.41158,                 1.3604,                0.02945,                0.00045,                0.84623,                0.81924,                0.86552,                0.72785,                0.64657,                0.39814,                 1.4507,                0.02767,                0.00039,               0.004258,               0.004258,               0.004258,               0.039194,                0.44869,                0.48788,               0.053015,                0.14355,                0.51873,               0.044698,             0.00021455,                0.50013,                0.49987,               0.028031,                0.51185,                0.53988,               0.043873,                0.14669,                0.51798,               0.044709,             0.00070475,                0.50007,                0.49993,                      1
                     60,                0.65029,                0.41256,                 1.3548,                0.02932,                0.00045,                 0.8509,                 0.8162,                0.86561,                0.72746,                0.64653,                0.39815,                 1.4512,                0.02766,                0.00039,               0.004159,               0.004159,               0.004159,               0.039345,                0.45104,                0.49039,               0.053145,                0.14396,                0.51872,               0.045278,             0.00020762,                0.50013,                0.49987,               0.028244,                0.51164,                0.53988,               0.043981,                0.14647,                0.51803,               0.045276,             0.00067462,                0.50007,                0.49993,                      1
                     61,                0.65067,                0.41145,                 1.3532,                0.02939,                0.00045,                0.85177,                0.81507,                0.86552,                0.72757,                0.64646,                0.39814,                 1.4509,                0.02765,                0.00039,                0.00406,                0.00406,                0.00406,                0.03895,                0.44783,                0.48678,               0.052602,                0.14318,                0.51874,               0.044813,             0.00019966,                0.50014,                0.49986,               0.027834,                0.50996,                0.53779,               0.043455,                0.14587,                 0.5181,               0.044787,             0.00064592,                0.50007,                0.49993,                      1
                     62,                0.64942,                0.40895,                 1.3573,                0.02943,                0.00045,                0.85888,                 0.8092,                0.86564,                0.72817,                0.64648,                0.39808,                 1.4514,                0.02764,                0.00039,               0.003961,               0.003961,               0.003961,               0.038918,                0.44764,                0.48655,                0.05264,                0.14327,                0.51873,               0.044807,             0.00019417,                0.50014,                0.49986,               0.028307,                0.50961,                0.53792,               0.044018,                0.14621,                0.51817,               0.044799,             0.00062014,                0.50007,                0.49993,                      1
                     63,                0.64827,                0.40878,                 1.3618,                0.02953,                0.00045,                0.85235,                  0.815,                0.86575,                0.72819,                0.64651,                 0.3978,                 1.4516,                0.02763,                0.00039,               0.003862,               0.003862,               0.003862,               0.039339,                0.44841,                0.48775,               0.053209,                0.14395,                0.51873,               0.044778,             0.00018788,                0.50015,                0.49985,               0.027909,                0.50921,                0.53712,               0.043737,                0.14641,                0.51825,               0.044785,             0.00060308,                0.50007,                0.49993,                      1
                     64,                0.64969,                0.41011,                 1.3587,                0.02918,                0.00045,                0.85202,                0.81526,                0.86597,                0.72827,                0.64644,                0.39753,                 1.4523,                0.02762,                0.00039,               0.003763,               0.003763,               0.003763,               0.038913,                0.44918,                0.48809,               0.052435,                 0.1429,                0.51881,               0.044942,             0.00018141,                0.50015,                0.49985,                0.02792,                0.51214,                0.54006,               0.043418,                0.14567,                0.51834,               0.044944,             0.00058276,                0.50008,                0.49992,                      1
                     65,                0.64541,                0.40413,                 1.3547,                 0.0294,                0.00045,                0.85044,                 0.8152,                0.86679,                0.72887,                 0.6465,                 0.3973,                 1.4525,                 0.0276,                0.00039,               0.003664,               0.003664,               0.003664,               0.039163,                0.45037,                0.48953,               0.053047,                0.14418,                0.51865,               0.045183,             0.00017558,                0.50016,                0.49984,               0.028109,                0.51208,                0.54019,               0.043974,                0.14664,                0.51836,               0.045161,             0.00056003,                0.50008,                0.49992,                      1
                     66,                0.64474,                0.40516,                 1.3526,                0.02921,                0.00045,                0.84968,                0.81484,                0.86659,                0.72925,                0.64641,                0.39732,                 1.4523,                0.02759,                0.00039,               0.003565,               0.003565,               0.003565,               0.038582,                0.45243,                0.49101,               0.052455,                0.14389,                 0.5186,               0.044907,             0.00016996,                0.50017,                0.49983,               0.027726,                0.51362,                0.54135,               0.043567,                0.14651,                0.51834,               0.044933,              0.0005485,                0.50008,                0.49992,                      1
                     67,                0.64472,                0.40243,                 1.3475,                0.02918,                0.00045,                0.85172,                0.81428,                0.86622,                0.72856,                0.64631,                0.39728,                 1.4524,                0.02758,                0.00039,               0.003466,               0.003466,               0.003466,               0.038204,                0.45062,                0.48883,               0.051893,                0.14302,                0.51855,               0.044549,             0.00016535,                0.50017,                0.49983,               0.027164,                0.51169,                0.53885,                0.04279,                0.14519,                0.51836,                0.04454,             0.00052985,                0.50008,                0.49992,                      1
                     68,                0.64201,                0.39953,                 1.3481,                0.02918,                0.00045,                0.85246,                0.81373,                0.86616,                0.72909,                0.64625,                0.39728,                 1.4526,                0.02757,                0.00039,               0.003367,               0.003367,               0.003367,               0.038906,                0.45168,                0.49059,               0.052738,                0.14397,                 0.5184,               0.044945,              0.0001601,                0.50018,                0.49982,               0.027654,                0.51451,                0.54217,               0.043474,                0.14643,                0.51839,               0.044966,             0.00051183,                0.50008,                0.49992,                      1
                     69,                0.64065,                0.39679,                 1.3582,                 0.0289,                0.00045,                0.85066,                0.81509,                0.86619,                0.72912,                0.64609,                0.39723,                 1.4529,                0.02756,                0.00039,               0.003268,               0.003268,               0.003268,               0.038028,                0.45348,                0.49151,               0.051784,                0.14329,                0.51845,               0.044588,             0.00015476,                0.50018,                0.49982,               0.027067,                0.51564,                 0.5427,               0.042782,                0.14552,                0.51848,               0.044606,             0.00049531,                0.50008,                0.49992,                      1
                     70,                0.63951,                0.39723,                 1.3503,                0.02909,                0.00045,                0.84971,                0.81555,                0.86599,                0.72883,                0.64594,                0.39711,                  1.453,                0.02755,                0.00039,               0.003169,               0.003169,               0.003169,               0.038128,                0.45275,                0.49088,               0.052128,                0.14367,                0.51843,               0.045258,             0.00015139,                0.50019,                0.49981,               0.027529,                0.51537,                 0.5429,               0.043522,                0.14675,                0.51847,               0.045266,             0.00048038,                0.50008,                0.49992,                      1
                     71,                0.63677,                0.39448,                 1.3573,                 0.0291,                0.00045,                0.84914,                0.81519,                0.86639,                0.72918,                0.64588,                0.39698,                 1.4537,                0.02754,                0.00039,                0.00307,                0.00307,                0.00307,               0.037991,                0.45273,                0.49072,               0.051854,                0.14365,                0.51843,               0.044827,             0.00014687,                0.50019,                0.49981,               0.027261,                0.51483,                0.54209,               0.043119,                  0.146,                 0.5186,               0.044838,             0.00046612,                0.50008,                0.49992,                      1
                     72,                0.63503,                0.39242,                 1.3529,                0.02924,                0.00045,                 0.8495,                 0.8133,                  0.866,                0.72919,                0.64585,                0.39699,                 1.4537,                0.02753,                0.00039,               0.002971,               0.002971,               0.002971,               0.038391,                0.45025,                0.48864,               0.052258,                0.14381,                0.51846,               0.044882,             0.00014261,                 0.5002,                 0.4998,               0.027563,                0.51307,                0.54063,               0.043438,                 0.1467,                0.51869,               0.044879,             0.00045565,                0.50008,                0.49992,                      1
                     73,                0.63193,                0.39007,                 1.3539,                0.02899,                0.00045,                 0.8473,                  0.816,                0.86604,                0.72871,                 0.6459,                0.39699,                  1.454,                0.02752,                0.00039,               0.002872,               0.002872,               0.002872,               0.037592,                0.45312,                0.49071,               0.051452,                0.14303,                0.51848,               0.044841,             0.00013983,                 0.5002,                 0.4998,               0.027178,                0.51679,                0.54397,               0.043054,                0.14624,                0.51873,               0.044869,             0.00044281,                0.50009,                0.49991,                      1
                     74,                0.63042,                0.38952,                 1.3416,                0.02885,                0.00045,                 0.8474,                0.81764,                0.86584,                0.72878,                0.64583,                0.39681,                 1.4544,                0.02751,                0.00039,               0.002773,               0.002773,               0.002773,               0.038091,                0.45612,                0.49421,               0.051917,                0.14354,                0.51835,                0.04471,             0.00013662,                0.50021,                0.49979,               0.027462,                0.51802,                0.54548,                0.04323,                 0.1462,                0.51864,               0.044712,             0.00043315,                0.50009,                0.49991,                      1
                     75,                0.63355,                0.38951,                 1.3473,                0.02878,                0.00045,                0.84714,                0.81769,                0.86557,                0.72867,                0.64581,                0.39703,                 1.4549,                 0.0275,                0.00039,               0.002674,               0.002674,               0.002674,               0.037474,                0.45658,                0.49405,               0.051199,                0.14311,                0.51829,               0.044707,             0.00013352,                0.50021,                0.49979,               0.026894,                0.51876,                0.54566,                0.04257,                0.14547,                 0.5187,               0.044726,              0.0004241,                0.50009,                0.49991,                      1
                     76,                 0.6253,                0.38309,                 1.3462,                0.02883,                0.00045,                 0.8406,                  0.823,                 0.8655,                0.72861,                0.64573,                0.39682,                 1.4553,                0.02749,                0.00039,               0.002575,               0.002575,               0.002575,               0.037842,                  0.457,                0.49484,               0.051731,                0.14416,                0.51822,               0.045125,             0.00013132,                0.50022,                0.49978,               0.026929,                 0.5203,                0.54723,               0.042799,                 0.1464,                0.51871,                0.04513,             0.00041396,                0.50009,                0.49991,                      1
                     77,                0.63034,                0.38756,                 1.3399,                0.02873,                0.00045,                 0.8426,                0.82193,                0.86547,                0.72861,                0.64583,                0.39695,                 1.4554,                0.02748,                0.00039,               0.002476,               0.002476,               0.002476,               0.037491,                0.45584,                0.49333,               0.051236,                0.14299,                 0.5183,               0.044777,              0.0001276,                0.50022,                0.49978,               0.026816,                 0.5201,                0.54692,                0.04256,                0.14576,                0.51881,               0.044756,             0.00040736,                0.50009,                0.49991,                      1
                     78,                0.62886,                0.38352,                 1.3425,                0.02877,                0.00045,                0.84262,                0.82201,                0.86542,                0.72865,                0.64578,                0.39691,                 1.4554,                0.02747,                0.00039,               0.002377,               0.002377,               0.002377,               0.037447,                0.45715,                 0.4946,               0.051367,                0.14344,                0.51824,                0.04501,             0.00012546,                0.50023,                0.49977,               0.026775,                0.51935,                0.54613,               0.042669,                0.14585,                0.51876,               0.045019,             0.00039534,                0.50009,                0.49991,                      1
                     79,                0.62653,                0.38231,                 1.3444,                 0.0288,                0.00045,                0.84176,                0.82295,                0.86535,                0.72847,                0.64585,                0.39676,                 1.4557,                0.02747,                0.00039,               0.002278,               0.002278,               0.002278,               0.037598,                0.45563,                0.49323,               0.051399,                 0.1432,                0.51828,               0.044544,             0.00012258,                0.50023,                0.49977,               0.026772,                0.51887,                0.54564,               0.042577,                0.14586,                0.51876,               0.044568,              0.0003861,                0.50009,                0.49991,                      1
                     80,                0.62243,                0.38098,                 1.3437,                0.02886,                0.00045,                0.84296,                0.82209,                0.86512,                0.72849,                0.64585,                0.39675,                 1.4558,                0.02746,                0.00039,               0.002179,               0.002179,               0.002179,               0.037809,                0.45724,                0.49505,               0.051862,                0.14441,                0.51833,               0.044838,             0.00012056,                0.50023,                0.49977,               0.026949,                0.51821,                0.54516,               0.042933,                 0.1464,                0.51882,               0.044835,             0.00037964,                0.50009,                0.49991,                      1
                     81,                0.62391,                0.37903,                 1.3428,                0.02892,                0.00045,                0.84295,                0.82145,                0.86477,                0.72823,                0.64587,                0.39681,                  1.456,                0.02745,                0.00039,                0.00208,                0.00208,                0.00208,               0.037458,                0.45623,                0.49369,               0.051494,                0.14395,                0.51827,               0.045009,              0.0001179,                0.50024,                0.49976,               0.027064,                0.51951,                0.54657,               0.043127,                 0.1467,                0.51885,               0.045013,             0.00037188,                0.50009,                0.49991,                      1
                     82,                0.62454,                0.37999,                 1.3325,                0.02883,                0.00045,                0.84451,                0.82156,                0.86482,                0.72848,                0.64584,                0.39676,                 1.4562,                0.02744,                0.00039,               0.001981,               0.001981,               0.001981,               0.037289,                0.45646,                0.49375,               0.051211,                0.14354,                0.51823,               0.044808,             0.00011606,                0.50024,                0.49976,               0.026676,                 0.5189,                0.54557,               0.042568,                0.14594,                 0.5189,               0.044825,             0.00036486,                0.50009,                0.49991,                      1
                     83,                0.61508,                0.37233,                 1.3383,                0.02881,                0.00045,                 0.8422,                0.82324,                0.86465,                0.72833,                0.64586,                0.39682,                 1.4563,                0.02744,                0.00039,               0.001882,               0.001882,               0.001882,               0.036686,                0.45772,                0.49441,               0.050916,                0.14372,                0.51825,               0.045075,             0.00011425,                0.50025,                0.49975,                0.02645,                0.52014,                0.54659,               0.042704,                0.14659,                0.51892,               0.045059,             0.00035784,                0.50009,                0.49991,                      1
                     84,                0.61817,                0.37479,                  1.338,                0.02872,                0.00044,                0.84233,                0.82287,                0.86443,                0.72821,                0.64587,                0.39688,                 1.4564,                0.02743,                0.00039,               0.001783,               0.001783,               0.001783,               0.037266,                0.45573,                  0.493,               0.051062,                 0.1434,                0.51829,               0.044361,             0.00011247,                0.50025,                0.49975,               0.026496,                0.52137,                0.54787,               0.042357,                0.14603,                0.51897,               0.044349,              0.0003534,                 0.5001,                 0.4999,                      1
                     85,                0.62192,                0.37603,                 1.3377,                0.02901,                0.00045,                0.83974,                0.82323,                0.86415,                0.72802,                0.64589,                0.39705,                  1.457,                0.02742,                0.00039,               0.001684,               0.001684,               0.001684,               0.037533,                0.45478,                0.49231,               0.051541,                0.14442,                 0.5183,               0.044789,             0.00011121,                0.50025,                0.49975,               0.026758,                0.51829,                0.54504,               0.042804,                0.14662,                0.51902,               0.044769,             0.00034803,                 0.5001,                 0.4999,                      1
                     86,                 0.6151,                  0.371,                 1.3354,                 0.0285,                0.00044,                0.83919,                0.82312,                0.86389,                0.72758,                0.64596,                0.39719,                 1.4573,                0.02742,                0.00039,               0.001585,               0.001585,               0.001585,               0.037302,                0.46232,                0.49962,               0.051231,                0.14412,                0.51833,               0.044395,             0.00010918,                0.50025,                0.49975,               0.026563,                0.52609,                0.55265,                0.04248,                0.14633,                0.51904,               0.044408,             0.00034232,                 0.5001,                 0.4999,                      1
                     87,                0.61351,                0.36998,                 1.3292,                0.02855,                0.00045,                0.84003,                0.82239,                0.86378,                0.72752,                0.64594,                0.39707,                 1.4574,                0.02741,                0.00039,               0.001486,               0.001486,               0.001486,               0.036812,                0.45867,                0.49548,               0.050624,                0.14306,                 0.5183,                0.04464,             0.00010779,                0.50026,                0.49974,               0.026331,                0.52325,                0.54958,               0.042183,                 0.1458,                0.51905,               0.044629,             0.00033727,                 0.5001,                 0.4999,                      1
                     88,                0.61195,                0.37132,                 1.3285,                0.02849,                0.00045,                0.84019,                0.82172,                0.86345,                0.72749,                0.64592,                0.39717,                 1.4574,                0.02741,                0.00039,               0.001387,               0.001387,               0.001387,               0.037003,                0.46051,                0.49752,                0.05088,                0.14343,                0.51832,               0.044536,              0.0001065,                0.50026,                0.49974,               0.026485,                0.52414,                0.55062,               0.042349,                0.14603,                0.51908,               0.044536,              0.0003336,                 0.5001,                 0.4999,                      1
                     89,                0.61105,                0.36478,                 1.3317,                0.02887,                0.00045,                0.84112,                0.82071,                0.86337,                0.72744,                0.64599,                0.39726,                 1.4576,                 0.0274,                0.00039,               0.001288,               0.001288,               0.001288,               0.036905,                0.45904,                0.49594,               0.051175,                0.14473,                0.51828,               0.044611,             0.00010577,                0.50026,                0.49974,               0.026286,                0.51893,                0.54521,                 0.0425,                0.14618,                0.51907,               0.044593,             0.00033071,                 0.5001,                 0.4999,                      1
                     90,                0.60927,                0.36597,                  1.322,                 0.0284,                0.00045,                 0.8406,                0.82027,                0.86271,                0.72715,                0.64593,                0.39728,                 1.4577,                 0.0274,                0.00039,               0.001189,               0.001189,               0.001189,               0.036821,                0.46208,                 0.4989,               0.050756,                0.14365,                0.51824,               0.044894,             0.00010459,                0.50027,                0.49973,               0.026338,                0.52547,                 0.5518,               0.042247,                0.14614,                0.51909,               0.044895,             0.00032716,                 0.5001,                 0.4999,                      1
                     91,                0.61126,                0.36483,                 1.3241,                0.02884,                0.00045,                0.84105,                0.81973,                0.86272,                  0.727,                0.64597,                 0.3974,                 1.4577,                0.02739,                0.00039,                0.00109,                0.00109,                0.00109,               0.037331,                0.45713,                0.49447,               0.051434,                0.14406,                0.51821,               0.044619,             0.00010361,                0.50027,                0.49973,               0.026371,                0.52019,                0.54656,               0.042501,                0.14633,                0.51909,               0.044653,             0.00032099,                 0.5001,                 0.4999,                      1
                     92,                0.60732,                0.36202,                 1.3231,                0.02853,                0.00045,                0.84159,                0.81915,                0.86268,                0.72723,                0.64603,                0.39735,                 1.4579,                0.02738,                0.00039,               0.000991,               0.000991,               0.000991,               0.036873,                0.45952,                0.49639,               0.050761,                0.14324,                0.51824,               0.044828,             0.00010268,                0.50027,                0.49973,               0.026235,                0.52543,                0.55167,               0.042193,                0.14641,                0.51912,               0.044831,             0.00031925,                 0.5001,                 0.4999,                      1
                     93,                0.60691,                0.35998,                 1.3314,                0.02868,                0.00045,                0.84092,                 0.8184,                0.86265,                0.72735,                0.64601,                0.39749,                  1.458,                0.02738,                0.00039,               0.000892,               0.000892,               0.000892,               0.036883,                0.45878,                0.49567,               0.050967,                0.14374,                0.51822,               0.044958,             0.00010185,                0.50027,                0.49973,               0.026098,                 0.5231,                0.54919,               0.042237,                0.14653,                0.51915,               0.044949,             0.00031754,                 0.5001,                 0.4999,                      1
                     94,                0.60282,                 0.3583,                 1.3238,                0.02843,                0.00045,                0.83829,                0.81964,                0.86252,                0.72722,                0.64593,                 0.3975,                 1.4583,                0.02737,                0.00039,               0.000793,               0.000793,               0.000793,                0.03636,                0.46079,                0.49715,               0.050444,                0.14334,                0.51823,                0.04504,             0.00010132,                0.50027,                0.49973,               0.025997,                0.52416,                0.55016,               0.042098,                0.14576,                0.51918,               0.045056,             0.00031471,                 0.5001,                 0.4999,                      1
                     95,                0.60442,                0.35898,                 1.3212,                0.02836,                0.00045,                0.83872,                0.81923,                0.86185,                0.72656,                  0.646,                0.39743,                 1.4585,                0.02736,                0.00039,               0.000694,               0.000694,               0.000694,               0.036813,                0.46375,                0.50056,               0.050839,                0.14401,                0.51824,               0.044861,             0.00010096,                0.50028,                0.49972,               0.026114,                 0.5269,                0.55301,               0.042121,                0.14613,                0.51918,               0.044867,              0.0003125,                 0.5001,                 0.4999,                      1
                     96,                0.60008,                0.35489,                 1.3269,                0.02832,                0.00045,                0.83897,                0.81776,                0.86162,                0.72672,                 0.6459,                0.39751,                 1.4589,                0.02736,                0.00039,               0.000595,               0.000595,               0.000595,               0.036568,                0.46215,                0.49872,               0.050629,                0.14384,                0.51825,               0.044984,             0.00010019,                0.50028,                0.49972,               0.026075,                0.52717,                0.55325,               0.042193,                0.14643,                0.51919,               0.044967,             0.00031024,                 0.5001,                 0.4999,                      1
                     97,                0.59841,                0.35419,                 1.3173,                0.02855,                0.00045,                0.84041,                0.81625,                 0.8614,                0.72642,                0.64599,                0.39748,                 1.4593,                0.02735,                0.00039,               0.000496,               0.000496,               0.000496,               0.036521,                 0.4601,                0.49662,               0.050623,                0.14375,                0.51824,               0.044887,             9.9451e-05,                0.50028,                0.49972,               0.025961,                0.52471,                0.55067,               0.042116,                0.14618,                0.51918,               0.044877,             0.00030966,                 0.5001,                 0.4999,                      1
                     98,                0.60053,                0.35443,                 1.3199,                0.02852,                0.00045,                0.83882,                0.81685,                0.86093,                 0.7264,                0.64594,                0.39762,                 1.4598,                0.02735,                0.00039,               0.000397,               0.000397,               0.000397,               0.036441,                0.45844,                0.49488,               0.050404,                0.14318,                0.51821,               0.045298,             9.9272e-05,                0.50028,                0.49972,               0.025997,                0.52322,                0.54922,               0.041999,                0.14583,                0.51918,               0.045306,             0.00030877,                 0.5001,                 0.4999,                      1
                     99,                0.59594,                0.35121,                 1.3258,                0.02838,                0.00045,                0.83724,                0.81834,                 0.8605,                0.72579,                0.64601,                 0.3977,                 1.4602,                0.02734,                0.00039,               0.000298,               0.000298,               0.000298,                0.03648,                0.46162,                 0.4981,                 0.0505,                0.14331,                0.51821,               0.045395,             9.9219e-05,                0.50028,                0.49972,               0.025818,                0.52565,                0.55147,               0.041858,                0.14562,                0.51918,               0.045404,             0.00030814,                 0.5001,                 0.4999,                      1
                    100,                0.59361,                0.35065,                 1.3202,                0.02854,                0.00045,                0.83609,                0.81987,                   0.86,                0.72563,                0.64608,                0.39782,                 1.4605,                0.02734,                0.00039,               0.000199,               0.000199,               0.000199,               0.036632,                0.45965,                0.49628,               0.050676,                0.14383,                0.51821,               0.044823,             9.8995e-05,                0.50028,                0.49972,               0.025956,                0.52433,                0.55029,               0.042057,                0.14602,                0.51918,               0.044826,             0.00030601,                 0.5001,                 0.4999,                      1
