                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     31,                0.70587,                0.46836,                 1.3785,                0.09306,                0.82427,                0.82206,                 0.8612,                0.70927,                0.66862,                0.41671,                 1.4592,                0.10026,                0.00703,                0.00703,                0.00703,                      0,                 0.6901,                0.68496,                0.67277,                0.52531,                0.67562,                0.40292,                0.18645,                0.44743,                0.57741,                0.41219,                 0.6362,                      0,                0.67258,                0.67843,                0.66625,                0.50228,                0.67643,                0.44109,                0.18953,                0.45154,                0.55884,                0.41219,                0.68693,                      0,                0.71428,                0.69148,                0.67708,                0.50445,                0.69789,                0.41446,                  0.195,                0.44906,                0.56454,                0.41219,                0.65329,               0.015441,                      0,                0.79757,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70654,                0.47043,                 1.3807,                 0.0933,                0.82786,                0.80154,                0.86192,                0.71145,                0.66844,                0.41518,                 1.4589,                0.09992,               0.006931,               0.006931,               0.006931,                      0,                0.68869,                0.68591,                0.67245,                0.52717,                0.67477,                0.40336,                0.18652,                0.44648,                0.57229,                0.41152,                0.63691,                      0,                0.67415,                0.67934,                0.66606,                0.50793,                0.67494,                0.43757,                0.18903,                0.45052,                  0.555,                0.41152,                0.67708,                      0,                0.71374,                0.69105,                 0.6771,                0.50648,                 0.6963,                0.41385,                0.19486,                0.44761,                0.56287,                0.41152,                0.64888,               0.014849,                      0,                0.80096,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                0.70076,                0.46575,                 1.3782,                0.09231,                0.83543,                 0.8276,                0.86738,                0.71392,                0.66718,                0.41499,                  1.456,                0.09989,               0.006832,               0.006832,               0.006832,                      0,                0.68888,                0.68286,                0.67035,                0.52238,                0.67499,                0.40945,                0.18777,                  0.448,                0.56329,                0.41208,                0.63772,                      0,                0.67445,                 0.6768,                0.66407,                0.50052,                0.67748,                0.44523,                0.19101,                0.45158,                0.54601,                0.41208,                0.68563,                      0,                0.71479,                0.68867,                0.67489,                0.49781,                 0.6985,                 0.4216,                0.19695,                0.44831,                0.55025,                0.41208,                0.65478,               0.015475,                      0,                0.79325,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                0.69783,                0.46167,                 1.3787,                0.09299,                0.82145,                0.82047,                0.86048,                0.70957,                0.66887,                  0.414,                 1.4581,                 0.0995,               0.006733,               0.006733,               0.006733,                      0,                0.68981,                0.68714,                0.67458,                 0.5265,                0.67753,                0.40404,                0.18731,                0.44704,                0.56874,                0.41202,                0.64389,                      0,                0.67929,                0.67948,                0.66676,                0.50281,                0.68132,                0.44165,                0.19007,                0.44972,                0.55019,                0.41202,                0.68688,                      0,                 0.7205,                0.69335,                0.67868,                0.50334,                0.70368,                0.41628,                0.19624,                0.44748,                0.55977,                0.41202,                 0.6576,               0.015106,                      0,                0.79877,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                 0.6984,                0.45905,                 1.3741,                0.09128,                0.81744,                0.83343,                 0.8644,                0.71309,                0.66719,                0.41249,                 1.4614,                0.09962,               0.006634,               0.006634,               0.006634,                      0,                0.68787,                0.68053,                0.67016,                0.51495,                 0.6778,                 0.4156,                0.18887,                0.44885,                0.55423,                 0.4133,                0.65078,                      0,                 0.6716,                0.67445,                0.66508,                0.49386,                0.67792,                0.44765,                0.19253,                0.45316,                0.53289,                 0.4133,                0.69489,                      0,                0.71001,                0.68735,                0.67611,                0.49381,                0.69798,                0.42653,                0.19825,                0.45071,                0.53697,                 0.4133,                0.66566,               0.015211,                      0,                0.78551,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69863,                0.45519,                 1.3766,                0.09078,                0.82943,                0.82504,                0.86311,                0.71226,                0.66596,                 0.4114,                 1.4599,                0.09957,               0.006535,               0.006535,               0.006535,                      0,                 0.6829,                0.68156,                0.67141,                0.51147,                0.67465,                0.42112,                0.18804,                0.45088,                0.55314,                0.41522,                0.65308,                      0,                0.66977,                0.67487,                0.66533,                0.48873,                 0.6768,                0.45377,                0.19188,                 0.4546,                0.53338,                0.41522,                0.69519,                      0,                0.70996,                0.68793,                0.67695,                0.48676,                0.69762,                0.43187,                0.19807,                0.45094,                0.53625,                0.41522,                0.66531,                0.01528,                      0,                0.78057,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69269,                0.45663,                 1.3762,                0.09189,                0.83418,                0.82595,                0.86539,                0.71225,                0.66548,                 0.4109,                 1.4556,                0.09931,               0.006436,               0.006436,               0.006436,                      0,                 0.6965,                0.68362,                0.66889,                0.52186,                0.68236,                0.41347,                0.18729,                0.44484,                0.55938,                0.41099,                0.64385,                      0,                0.67918,                0.67584,                0.66243,                0.49649,                0.68307,                0.45005,                0.19082,                0.45026,                0.53633,                0.41099,                0.69364,                      0,                0.71901,                0.68832,                 0.6733,                 0.4939,                0.70469,                0.42917,                0.19661,                0.44723,                0.54195,                0.41099,                0.66571,               0.014973,                      0,                0.79046,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68966,                0.45226,                 1.3789,                0.09252,                 0.8408,                0.82059,                0.86453,                0.71384,                0.66388,                0.41025,                 1.4609,                0.09945,               0.006337,               0.006337,               0.006337,                      0,                0.69102,                0.68546,                0.67368,                0.52353,                0.67718,                0.40454,                0.18695,                0.44758,                0.56434,                0.41328,                0.64007,                      0,                0.67325,                0.67868,                0.66804,                0.50069,                0.67716,                0.44163,                0.19017,                0.45205,                0.54707,                0.41328,                0.68764,                      0,                0.70755,                0.68968,                0.67819,                0.49866,                0.69719,                0.41961,                0.19621,                0.45023,                0.54814,                0.41328,                0.66941,               0.014918,                      0,                0.79523,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69167,                0.45492,                 1.3791,                 0.0922,                0.83958,                0.81959,                0.86533,                0.71388,                 0.6632,                0.40879,                 1.4605,                0.09961,               0.006238,               0.006238,               0.006238,                      0,                0.68828,                0.68735,                0.67441,                0.52224,                0.67668,                0.40687,                0.18919,                0.44892,                0.55992,                0.41216,                0.64555,                      0,                0.67941,                0.67938,                0.66554,                0.49988,                0.68163,                0.44622,                0.19099,                0.45033,                0.53817,                0.41216,                0.68758,                      0,                0.71949,                0.69271,                0.67671,                0.49625,                0.70252,                0.42561,                0.19736,                0.44709,                0.53875,                0.41216,                  0.657,               0.015046,                      0,                0.79356,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69108,                0.45475,                 1.3722,                0.09219,                0.83479,                0.82138,                0.86349,                0.71337,                0.66383,                0.40946,                 1.4527,                0.09936,               0.006139,               0.006139,               0.006139,                      0,                0.68914,                0.68416,                0.67131,                 0.5209,                0.67748,                0.41294,                0.18776,                0.44637,                0.56489,                0.40986,                0.64507,                      0,                0.67579,                0.67801,                0.66547,                 0.4984,                0.67991,                0.44844,                0.19135,                0.45012,                0.54857,                0.40986,                0.69139,                      0,                0.71355,                0.69103,                0.67646,                0.49666,                0.70031,                0.42683,                0.19749,                0.44703,                0.54927,                0.40986,                0.66349,               0.015135,                      0,                0.79171,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68637,                0.44546,                 1.3712,                0.09188,                0.83596,                0.82325,                0.86203,                0.71085,                0.66347,                0.40855,                  1.455,                0.09923,                0.00604,                0.00604,                0.00604,                      0,                0.69059,                 0.6833,                0.67054,                0.51999,                0.67852,                0.41213,                0.18766,                 0.4473,                0.56051,                0.41184,                0.64523,                      0,                0.67493,                0.67518,                0.66337,                0.49609,                 0.6783,                0.44882,                0.19012,                0.45069,                0.54236,                0.41184,                 0.6876,                      0,                0.70965,                0.68794,                0.67503,                0.49456,                 0.6978,                0.42564,                0.19743,                0.44842,                0.54834,                0.41184,                0.66509,               0.014995,                      0,                0.78961,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68821,                0.44719,                 1.3715,                0.09205,                0.84029,                0.82444,                0.86412,                0.71449,                0.66232,                 0.4066,                 1.4518,                0.09933,               0.005941,               0.005941,               0.005941,                      0,                0.68994,                0.68392,                0.67119,                0.52118,                0.67683,                 0.4108,                0.18724,                0.44636,                0.56238,                0.41187,                0.64119,                      0,                0.67979,                0.67774,                0.66549,                0.49648,                0.68114,                0.44748,                0.19123,                0.44982,                0.54589,                0.41187,                0.68481,                      0,                0.71446,                0.69036,                0.67644,                0.49409,                0.69995,                0.42692,                0.19701,                0.44807,                0.55121,                0.41187,                0.66049,               0.014833,                      0,                 0.7908,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68182,                0.44381,                 1.3747,                0.09154,                0.83104,                0.82916,                0.86402,                0.71472,                0.66125,                0.40558,                 1.4533,                0.09915,               0.005842,               0.005842,               0.005842,                      0,                0.68955,                0.68472,                0.67177,                0.51741,                0.67627,                0.41411,                0.18771,                0.44722,                0.56085,                0.41344,                 0.6412,                      0,                0.67601,                0.67883,                0.66631,                0.49315,                0.68005,                0.45076,                0.19221,                0.45214,                0.53737,                0.41344,                 0.6907,                      0,                0.70808,                0.68997,                0.67679,                0.49055,                0.69615,                0.43082,                0.19866,                 0.4507,                0.54123,                0.41344,                0.66465,               0.015086,                      0,                0.78677,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68513,                0.44419,                 1.3694,                0.09224,                0.83289,                0.82444,                0.86133,                0.71308,                0.66116,                0.40693,                 1.4526,                0.09922,               0.005743,               0.005743,               0.005743,                      0,                0.69253,                0.68619,                 0.6721,                0.52107,                0.67831,                 0.4113,                0.18808,                 0.4459,                0.57179,                0.41158,                0.63944,                      0,                0.68369,                0.67765,                0.66414,                  0.497,                0.68226,                0.44674,                0.19084,                0.44668,                0.55081,                0.41158,                0.67834,                      0,                 0.7161,                0.68995,                0.67515,                 0.4941,                0.70062,                0.42663,                0.19699,                0.44335,                0.55537,                0.41158,                 0.6583,               0.014891,                      0,                0.79089,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68333,                0.44223,                 1.3703,                0.09134,                0.83394,                 0.8273,                0.86103,                0.71333,                0.66117,                0.40699,                 1.4532,                0.09908,               0.005644,               0.005644,               0.005644,                      0,                0.68906,                0.68399,                 0.6717,                0.51511,                0.67612,                0.41614,                0.18848,                0.44645,                0.55685,                0.41241,                0.64107,                      0,                0.67681,                0.67586,                0.66414,                 0.4927,                0.67885,                0.44887,                0.19198,                0.44985,                0.53969,                0.41241,                0.68436,                      0,                0.71422,                0.68843,                0.67427,                0.49179,                0.69882,                0.43019,                0.19603,                0.44702,                0.54536,                0.41241,                0.65707,               0.014822,                      0,                0.78499,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68357,                0.44364,                 1.3708,                0.09098,                0.83354,                0.82533,                0.86108,                0.71326,                0.66064,                0.40659,                 1.4523,                0.09906,               0.005545,               0.005545,               0.005545,                      0,                0.69184,                0.68203,                0.66991,                0.51277,                0.67998,                0.41841,                0.18821,                0.44556,                0.55757,                0.40972,                0.64701,                      0,                0.68329,                0.67523,                 0.6628,                0.49079,                0.68451,                0.45457,                0.19092,                 0.4487,                0.53956,                0.40972,                 0.6879,                      0,                0.71546,                0.68806,                0.67338,                 0.4862,                0.70359,                0.43599,                0.19703,                0.44569,                0.54301,                0.40972,                 0.6706,               0.014827,                      0,                0.78142,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68509,                0.44073,                 1.3703,                0.09105,                  0.828,                0.83123,                0.86136,                0.71393,                0.66063,                0.40615,                 1.4513,                0.09898,               0.005446,               0.005446,               0.005446,                      0,                0.69454,                0.68259,                0.67077,                0.51406,                0.68129,                0.41716,                0.18827,                0.44601,                0.56029,                0.41094,                0.64512,                      0,                0.68245,                0.67606,                0.66395,                0.48912,                0.68513,                0.45511,                0.19207,                0.44977,                0.53953,                0.41094,                0.69247,                      0,                0.71869,                0.68863,                 0.6746,                0.48519,                0.70482,                0.43527,                0.19855,                0.44635,                0.54051,                0.41094,                0.66694,               0.015067,                      0,                0.78184,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                0.67988,                 0.4405,                 1.3699,                0.09116,                0.82703,                0.82686,                0.85725,                0.71068,                0.65994,                 0.4068,                 1.4521,                0.09903,               0.005347,               0.005347,               0.005347,                      0,                0.69257,                0.68462,                0.67251,                0.51381,                0.68021,                0.41704,                0.18727,                0.44665,                0.56467,                0.41295,                  0.647,                      0,                0.68315,                 0.6777,                0.66566,                 0.4883,                0.68403,                0.45242,                0.19082,                0.44903,                0.54387,                0.41295,                0.68638,                      0,                0.71893,                0.69007,                0.67621,                0.48551,                0.70319,                0.43302,                0.19734,                 0.4461,                0.54379,                0.41295,                 0.6609,               0.014977,                      0,                0.78195,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67934,                0.43636,                 1.3651,                0.09177,                0.83322,                0.82023,                0.85666,                0.71062,                0.65981,                0.40657,                 1.4526,                0.09898,               0.005248,               0.005248,               0.005248,                      0,                0.68821,                0.68289,                0.67057,                0.51904,                0.67802,                0.41515,                0.18872,                0.44776,                0.56241,                0.41161,                0.65045,                      0,                0.67514,                0.67581,                0.66487,                0.49617,                0.67925,                0.44741,                0.19257,                0.45059,                0.54438,                0.41161,                 0.6904,                      0,                0.70749,                0.68687,                0.67499,                0.48941,                0.69762,                0.43207,                0.19875,                0.44902,                 0.5448,                0.41161,                0.67089,               0.014966,                      0,                0.78828,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                 0.6767,                0.43251,                 1.3719,                0.09164,                0.82721,                0.82943,                0.85801,                0.71142,                0.66005,                0.40592,                 1.4568,                0.09896,               0.005149,               0.005149,               0.005149,                      0,                0.68931,                0.68687,                0.67379,                0.51718,                0.67696,                0.41182,                0.18771,                 0.4465,                0.56803,                0.41274,                 0.6438,                      0,                0.68046,                0.67955,                 0.6663,                0.49111,                0.68185,                0.44979,                0.19127,                0.44889,                0.54927,                0.41274,                0.68559,                      0,                0.71162,                 0.6908,                 0.6764,                0.48737,                0.70058,                 0.4322,                0.19713,                0.44781,                0.55017,                0.41274,                0.67096,               0.015002,                      0,                0.78572,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
                     51,                  0.677,                0.43102,                 1.3669,                0.09203,                0.83004,                0.83055,                0.85964,                0.71283,                0.65953,                0.40502,                 1.4574,                0.09896,                0.00505,                0.00505,                0.00505,                      0,                0.69033,                 0.6859,                0.67289,                0.52225,                 0.6768,                0.40632,                0.18848,                0.44453,                0.56093,                0.41012,                0.63945,                      0,                0.67967,                0.67764,                0.66561,                 0.4965,                0.68001,                0.44357,                0.19192,                0.44696,                0.53989,                0.41012,                0.68096,                      0,                0.71058,                0.68996,                0.67699,                0.49117,                0.69886,                0.42503,                0.19905,                0.44517,                0.54516,                0.41012,                0.66653,               0.015153,                      0,                0.79135,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67234,                0.42985,                 1.3715,                0.09176,                0.82794,                0.83459,                0.86154,                0.71434,                0.65955,                0.40461,                 1.4572,                0.09892,               0.004951,               0.004951,               0.004951,                      0,                0.68958,                0.68524,                0.67211,                0.51795,                0.67607,                0.41143,                0.18726,                0.44601,                0.56738,                0.41231,                0.63969,                      0,                0.67922,                0.67897,                0.66479,                0.49505,                0.67973,                0.44777,                0.19079,                0.44979,                0.54619,                0.41231,                 0.6811,                      0,                0.71496,                0.69028,                0.67463,                0.48958,                0.70041,                0.43275,                0.19607,                0.44716,                0.54412,                0.41231,                0.66127,               0.014834,                      0,                0.78744,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.67023,                0.42691,                 1.3644,                0.09132,                0.83241,                0.82831,                0.86181,                0.71463,                0.65933,                0.40445,                 1.4564,                0.09896,               0.004852,               0.004852,               0.004852,                      0,                0.69238,                0.68482,                0.67339,                0.51534,                 0.6779,                 0.4134,                0.18708,                0.44499,                0.56119,                 0.4119,                0.63821,                      0,                 0.6816,                0.67651,                0.66533,                0.48936,                0.68144,                  0.452,                0.19039,                0.44806,                0.54592,                 0.4119,                0.68099,                      0,                0.71158,                0.69155,                0.67837,                0.48702,                0.69892,                0.43192,                0.19807,                 0.4468,                0.54612,                 0.4119,                0.66423,               0.015039,                      0,                0.78379,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66722,                0.42685,                 1.3692,                0.09076,                0.84756,                0.81777,                0.86379,                0.71634,                0.65927,                0.40388,                 1.4564,                0.09897,               0.004753,               0.004753,               0.004753,                      0,                0.69664,                0.68387,                0.66982,                0.51094,                  0.682,                0.42115,                0.18819,                0.44158,                0.55614,                0.41041,                0.64171,                      0,                0.68761,                0.67784,                0.66425,                0.48679,                0.68638,                0.45375,                0.19216,                0.44456,                0.54593,                0.41041,                0.68302,                      0,                0.71097,                0.68948,                0.67477,                0.48443,                 0.6994,                0.43679,                0.19825,                0.44422,                0.54913,                0.41041,                0.66753,               0.014885,                      0,                0.77874,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67135,                0.42695,                 1.3673,                 0.0913,                0.83784,                0.82743,                0.86434,                0.71668,                0.65883,                0.40309,                 1.4575,                0.09894,               0.004654,               0.004654,               0.004654,                      0,                0.69476,                0.68565,                0.67373,                 0.5149,                0.68133,                0.41569,                0.18823,                0.44484,                0.55681,                0.41189,                0.64464,                      0,                0.68246,                0.67715,                0.66632,                0.49082,                 0.6833,                0.45197,                0.19112,                0.44839,                0.53861,                0.41189,                0.68557,                      0,                0.71239,                0.69188,                0.67937,                0.48923,                0.69951,                0.43083,                0.19811,                0.44566,                0.54832,                0.41189,                0.66428,               0.014962,                      0,                0.78454,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66471,                0.42295,                 1.3683,                0.09053,                0.83874,                0.82509,                0.86413,                0.71715,                0.65867,                0.40287,                 1.4596,                0.09891,               0.004555,               0.004555,               0.004555,                      0,                0.69871,                0.68222,                0.66777,                  0.512,                0.68383,                0.42592,                 0.1863,                0.44144,                0.55457,                0.41029,                0.64277,                      0,                0.68671,                 0.6737,                0.66004,                0.48497,                0.68758,                0.46242,                0.19036,                0.44467,                0.53538,                0.41029,                0.68999,                      0,                0.71645,                0.68749,                0.67229,                0.48222,                0.70407,                 0.4452,                0.19647,                0.44454,                0.53873,                0.41029,                0.66988,               0.014772,                      0,                0.77767,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                 0.6653,                0.42235,                 1.3637,                 0.0907,                0.83906,                0.82511,                0.86554,                0.71808,                0.65867,                0.40215,                 1.4608,                0.09888,               0.004456,               0.004456,               0.004456,                      0,                0.68831,                0.68368,                0.67352,                0.51102,                0.67809,                0.41779,                0.18863,                  0.447,                0.55003,                0.41392,                0.65044,                      0,                0.68001,                0.67728,                0.66785,                0.48776,                0.68214,                0.44825,                0.19326,                0.44915,                0.53326,                0.41392,                0.68788,                      0,                0.70914,                0.68949,                0.67909,                0.48426,                0.69902,                0.43177,                0.19875,                 0.4472,                0.53651,                0.41392,                0.67164,               0.014737,                      0,                0.78018,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66505,                0.41994,                  1.357,                0.09068,                0.83577,                0.83064,                0.86641,                0.71833,                0.65872,                0.40167,                 1.4615,                0.09888,               0.004357,               0.004357,               0.004357,                      0,                0.69355,                0.68575,                0.67335,                0.51021,                0.68185,                0.42168,                0.18735,                0.44391,                0.55707,                0.41047,                0.64915,                      0,                0.68363,                0.67847,                0.66628,                0.48518,                0.68663,                0.45775,                0.19163,                0.44706,                0.53827,                0.41047,                0.69498,                      0,                0.71464,                0.69192,                0.67686,                0.48432,                0.70394,                0.43726,                0.19765,                0.44441,                0.54356,                0.41047,                0.67405,                0.01474,                      0,                0.77854,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66703,                0.42001,                 1.3647,                0.09106,                 0.8342,                0.83235,                0.86682,                0.71922,                0.65853,                0.40155,                 1.4613,                 0.0989,               0.004258,               0.004258,               0.004258,                      0,                0.69133,                0.68579,                0.67359,                 0.5143,                0.67961,                0.41482,                0.18908,                0.44649,                0.56021,                 0.4131,                0.64829,                      0,                0.67708,                0.67687,                0.66537,                 0.4874,                0.68196,                0.45501,                0.19244,                0.45131,                0.53571,                 0.4131,                  0.695,                      0,                0.70982,                0.69098,                  0.677,                0.48647,                0.69994,                0.43506,                  0.199,                0.44871,                0.53547,                 0.4131,                 0.6735,               0.015073,                      0,                0.78233,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65849,                0.41497,                 1.3536,                0.09031,                0.83983,                 0.8268,                0.86755,                0.72031,                0.65834,                0.40119,                 1.4612,                 0.0989,               0.004159,               0.004159,               0.004159,                      0,                0.69905,                0.68591,                0.67108,                0.50915,                0.68269,                0.42237,                0.18837,                0.44254,                 0.5515,                0.41206,                 0.6389,                      0,                0.68351,                0.67714,                0.66211,                0.48483,                0.68388,                0.46042,                0.19084,                0.44735,                0.53076,                0.41206,                0.68485,                      0,                0.71325,                0.68916,                0.67344,                0.48206,                0.70046,                0.44161,                0.19767,                0.44507,                 0.5326,                0.41206,                0.66622,               0.014732,                      0,                0.77647,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66302,                0.41735,                 1.3545,                0.09084,                0.84304,                0.82732,                0.86827,                0.72086,                 0.6582,                0.40076,                 1.4608,                0.09887,                0.00406,                0.00406,                0.00406,                      0,                0.69572,                0.68416,                 0.6707,                0.51285,                0.68185,                0.42014,                0.18737,                0.44371,                0.55901,                0.41307,                0.64423,                      0,                 0.6853,                0.67727,                 0.6645,                0.48723,                0.68444,                0.45466,                0.19159,                0.44603,                0.53515,                0.41307,                0.68213,                      0,                0.71323,                0.69003,                0.67615,                0.48418,                0.70141,                0.43593,                0.19877,                0.44533,                0.53453,                0.41307,                0.66934,                0.01473,                      0,                0.78034,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66084,                0.41526,                 1.3635,                0.09015,                 0.8374,                0.83351,                 0.8684,                0.72083,                0.65805,                0.40024,                 1.4612,                0.09887,               0.003961,               0.003961,               0.003961,                      0,                0.69803,                0.68533,                 0.6719,                0.50701,                0.68465,                0.42457,                 0.1893,                 0.4434,                0.55413,                0.41245,                0.64881,                      0,                0.69402,                0.67854,                0.66499,                0.48178,                0.69116,                0.45712,                0.19321,                0.44453,                0.53726,                0.41245,                 0.6835,                      0,                0.72252,                0.69151,                0.67602,                0.47758,                0.70923,                0.44241,                0.19914,                0.44358,                0.53988,                0.41245,                0.67362,               0.014792,                      0,                0.77376,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.66011,                0.41386,                 1.3639,                0.09122,                0.83815,                0.83402,                 0.8685,                0.72116,                 0.6579,                 0.4001,                 1.4616,                0.09885,               0.003862,               0.003862,               0.003862,                      0,                0.69073,                 0.6849,                0.67094,                0.51403,                0.68018,                0.42082,                0.18808,                0.44445,                0.55857,                0.40987,                0.65084,                      0,                0.68112,                0.67863,                0.66533,                0.49123,                 0.6826,                0.45052,                0.19266,                0.44605,                 0.5455,                0.40987,                0.68671,                      0,                0.71301,                0.69228,                0.67639,                0.48773,                0.70094,                0.43261,                0.19909,                 0.4437,                0.54429,                0.40987,                0.66737,               0.014667,                      0,                0.78317,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.65975,                0.41413,                 1.3641,                0.09088,                0.83585,                0.83602,                0.86839,                0.72129,                0.65783,                0.40008,                 1.4618,                0.09885,               0.003763,               0.003763,               0.003763,                      0,                0.69631,                0.68514,                0.67285,                0.51153,                0.68241,                0.41707,                0.18739,                0.44274,                0.56191,                0.40959,                 0.6437,                      0,                  0.689,                0.67814,                0.66536,                0.48756,                0.68823,                0.45506,                0.19094,                0.44526,                0.54021,                0.40959,                0.68609,                      0,                0.71932,                0.69198,                0.67685,                0.48256,                0.70638,                0.43854,                0.19766,                0.44276,                0.54253,                0.40959,                0.67031,               0.014739,                      0,                0.77976,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                0.65677,                0.40862,                 1.3637,                0.09094,                0.83268,                0.83715,                0.86836,                0.72109,                0.65773,                0.39986,                 1.4624,                0.09883,               0.003664,               0.003664,               0.003664,                      0,                0.69249,                0.68773,                0.67231,                0.51418,                0.68023,                0.42082,                0.18847,                0.44452,                0.55014,                0.41063,                0.64662,                      0,                 0.6833,                0.67949,                0.66434,                0.49079,                0.68496,                0.45635,                0.19187,                0.44742,                0.52912,                0.41063,                0.68952,                      0,                0.71216,                0.69275,                0.67599,                 0.4857,                0.70195,                0.43972,                0.19823,                0.44568,                0.53689,                0.41063,                0.67398,               0.014652,                      0,                0.78291,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
