                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     35,                0.69874,                0.46078,                 1.3687,                0.07849,                0.81854,                0.83463,                0.86374,                0.71101,                0.66702,                 0.4161,                 1.4478,                0.08527,               0.006634,               0.006634,               0.006634,                      0,                0.68907,                0.68106,                0.67042,                0.51508,                0.67874,                0.41625,                 0.1888,                0.44867,                0.55418,                 0.4133,                0.65101,                      0,                0.66826,                0.67677,                0.66768,                0.49388,                0.67671,                0.44644,                0.19361,                0.45373,                0.53422,                 0.4133,               0.016783,                0.69941,              0.0085867,                      0,                0.67539,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69874,                0.45547,                 1.3729,                0.07809,                0.82299,                0.82611,                 0.8627,                0.71022,                0.66582,                0.41415,                 1.4549,                0.08518,               0.006535,               0.006535,               0.006535,                      0,                0.68296,                0.68164,                0.67142,                0.51127,                0.67435,                0.42099,                0.18842,                0.45077,                0.55193,                0.41522,                0.65181,                      0,                0.66268,                0.67605,                0.66672,                0.49034,                0.67338,                0.45387,                0.19272,                0.45671,                0.53402,                0.41522,               0.017713,                0.70137,              0.0086375,                      0,                0.67175,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69369,                0.45601,                 1.3799,                0.07901,                0.83339,                0.82156,                0.86608,                0.71273,                0.66569,                0.41197,                 1.4604,                0.08507,               0.006436,               0.006436,               0.006436,                      0,                0.69843,                0.68371,                0.66887,                 0.5202,                0.68326,                0.41414,                0.18766,                0.44431,                0.55713,                0.41099,                0.64196,                      0,                0.67702,                0.67764,                0.66405,                0.49905,                0.68196,                0.44782,                0.19107,                0.45058,                0.53752,                0.41099,               0.019952,                0.69542,              0.0080935,                      0,                0.67997,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68918,                0.45347,                 1.3748,                0.07969,                0.82794,                0.82348,                 0.8651,                0.71414,                0.66459,                0.41237,                 1.4557,                0.08496,               0.006337,               0.006337,               0.006337,                      0,                0.69023,                0.68568,                0.67387,                0.52332,                0.67679,                0.40541,                0.18692,                0.44787,                0.56564,                0.41328,                0.64075,                      0,                0.66822,                0.68023,                0.66945,                0.50347,                0.67438,                0.43932,                0.19043,                0.45307,                0.55055,                0.41328,               0.017091,                0.69091,              0.0082919,                      0,                 0.6848,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69225,                0.45349,                 1.3797,                0.07945,                0.82316,                0.83214,                0.86984,                0.71735,                0.66395,                0.40938,                  1.458,                0.08506,               0.006238,               0.006238,               0.006238,                      0,                0.68841,                0.68818,                0.67516,                0.52277,                0.67666,                0.40583,                0.18939,                0.44892,                0.56153,                0.41216,                0.64515,                      0,                0.67385,                0.68092,                0.66765,                0.50102,                0.67873,                0.44446,                0.19201,                0.45192,                0.53935,                0.41216,               0.017009,                0.69184,              0.0084941,                      0,                0.68368,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69157,                0.45439,                 1.3728,                 0.0793,                 0.8156,                0.82737,                0.86043,                0.70913,                0.66409,                0.41141,                 1.4518,                 0.0848,               0.006139,               0.006139,               0.006139,                      0,                0.69196,                0.68514,                0.67157,                0.52135,                0.67875,                0.41274,                0.18767,                0.44625,                 0.5627,                0.40986,                  0.642,                      0,                0.66922,                0.67779,                0.66573,                0.49992,                0.67577,                0.44792,                0.19096,                0.45189,                0.54612,                0.40986,               0.015723,                0.69398,              0.0085072,                      0,                0.68161,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68676,                 0.4466,                 1.3692,                0.07893,                  0.814,                0.83172,                0.86105,                0.70912,                0.66296,                0.41063,                 1.4482,                0.08474,                0.00604,                0.00604,                0.00604,                      0,                0.69054,                0.68386,                0.67113,                0.51809,                0.67922,                0.41427,                0.18786,                0.44741,                0.55963,                0.41184,                  0.648,                      0,                0.66874,                0.67658,                0.66517,                0.49711,                0.67517,                0.44794,                0.19113,                0.45186,                0.54475,                0.41184,               0.015806,                0.69291,              0.0084323,                      0,                0.67839,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68796,                0.44674,                 1.3717,                0.07913,                0.82867,                0.82952,                0.86659,                0.71534,                0.66149,                0.40874,                 1.4487,                0.08492,               0.005941,               0.005941,               0.005941,                      0,                0.69129,                0.68364,                0.67091,                0.51918,                0.67714,                0.41328,                 0.1868,                0.44573,                0.56185,                0.41187,                0.63866,                      0,                0.67103,                0.67838,                0.66652,                0.49878,                0.67609,                0.44671,                0.19135,                0.45133,                0.54988,                0.41187,               0.016874,                0.68983,              0.0082546,                      0,                0.67974,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68181,                0.44414,                 1.3757,                0.07882,                0.82323,                  0.831,                0.86686,                0.71588,                0.66073,                0.40743,                 1.4531,                0.08489,               0.005842,               0.005842,               0.005842,                      0,                0.69051,                 0.6853,                0.67215,                0.51747,                0.67709,                0.41476,                0.18768,                0.44779,                0.56092,                0.41344,                0.64167,                      0,                0.67334,                0.67983,                0.66774,                0.49408,                0.67903,                0.44921,                0.19261,                0.45228,                0.54054,                0.41344,               0.015967,                0.69405,              0.0083535,                      0,                0.67734,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68386,                0.44279,                 1.3717,                0.07941,                0.83233,                0.82932,                0.87003,                0.71882,                0.66022,                0.40617,                 1.4564,                0.08484,               0.005743,               0.005743,               0.005743,                      0,                0.69227,                0.68603,                0.67198,                0.52134,                0.67768,                0.41189,                 0.1877,                0.44662,                0.57324,                0.41158,                0.63779,                      0,                0.68221,                0.67844,                0.66521,                0.49744,                0.68242,                0.44747,                0.19066,                0.44781,                0.55294,                0.41158,               0.015698,                0.68298,              0.0082665,                      0,                0.68081,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68387,                0.44244,                 1.3703,                0.07863,                0.83485,                0.82951,                0.87124,                0.71982,                0.66091,                0.40578,                 1.4547,                 0.0847,               0.005644,               0.005644,               0.005644,                      0,                0.68966,                0.68381,                0.67158,                0.51547,                0.67643,                0.41546,                0.18815,                0.44668,                0.55718,                0.41241,                 0.6406,                      0,                0.67277,                0.67675,                0.66522,                0.49476,                0.67646,                0.44847,                0.19174,                0.45095,                0.54175,                0.41241,               0.015853,                0.68646,              0.0081647,                      0,                0.67593,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68294,                0.44368,                 1.3709,                 0.0783,                 0.8292,                0.83175,                0.86964,                0.71935,                0.66042,                0.40595,                 1.4547,                 0.0847,               0.005545,               0.005545,               0.005545,                      0,                0.69381,                0.68229,                0.66984,                0.51209,                0.68136,                0.41982,                0.18817,                0.44535,                0.55692,                0.40972,                0.64675,                      0,                0.67762,                0.67698,                0.66483,                 0.4926,                0.68159,                0.45295,                0.19168,                0.44967,                0.54121,                0.40972,               0.015812,                 0.6926,              0.0082633,                      0,                0.67264,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68508,                0.44047,                 1.3743,                 0.0784,                0.83776,                0.82951,                 0.8703,                0.72057,                0.65999,                0.40468,                 1.4575,                0.08473,               0.005446,               0.005446,               0.005446,                      0,                 0.6949,                0.68375,                0.67155,                0.51361,                0.68115,                0.41809,                0.18822,                0.44591,                0.55968,                0.41094,                 0.6436,                      0,                0.67928,                0.67732,                0.66588,                0.49063,                0.68355,                0.45278,                 0.1926,                0.44967,                0.54045,                0.41094,               0.017219,                0.69523,              0.0085107,                      0,                0.67336,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                0.68001,                0.44074,                 1.3699,                0.07838,                 0.8281,                0.83192,                0.86869,                0.71945,                0.66005,                0.40532,                 1.4559,                0.08474,               0.005347,               0.005347,               0.005347,                      0,                0.69439,                0.68507,                0.67266,                0.51244,                0.68111,                0.41902,                0.18705,                0.44661,                0.56278,                0.41295,                0.64542,                      0,                0.68102,                0.67895,                0.66714,                0.48942,                0.68317,                0.45145,                0.19117,                0.44956,                0.54434,                0.41295,               0.014859,                0.68896,              0.0081569,                      0,                0.67247,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67907,                0.43588,                 1.3646,                0.07898,                0.81978,                0.83908,                0.86863,                0.71903,                 0.6599,                0.40521,                 1.4544,                0.08473,               0.005248,               0.005248,               0.005248,                      0,                0.68886,                0.68394,                0.67129,                0.51886,                0.67772,                0.41657,                 0.1887,                  0.448,                0.56126,                0.41161,                0.64757,                      0,                0.67315,                0.67641,                0.66584,                0.49634,                0.67876,                0.44805,                0.19269,                0.45158,                0.54416,                0.41161,               0.013115,                0.69395,              0.0080592,                      0,                0.67872,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                0.67629,                0.43371,                  1.368,                0.07878,                0.82453,                0.83808,                 0.8689,                0.71954,                0.65954,                0.40471,                 1.4542,                0.08473,               0.005149,               0.005149,               0.005149,                      0,                0.69078,                0.68652,                0.67327,                0.51583,                0.67796,                0.41483,                0.18722,                0.44695,                0.56611,                0.41274,                0.64355,                      0,                0.67526,                0.68042,                0.66785,                0.49193,                0.67903,                0.44919,                0.19204,                0.45023,                0.54807,                0.41274,                0.01077,                0.68915,              0.0083535,                      0,                0.67573,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
                     51,                0.67687,                0.43077,                 1.3687,                0.07909,                0.82623,                0.83623,                0.86964,                 0.7204,                 0.6592,                0.40347,                 1.4567,                0.08477,                0.00505,                0.00505,                0.00505,                      0,                0.69136,                0.68623,                0.67303,                   0.52,                0.67757,                0.41014,                0.18801,                0.44491,                0.55934,                0.41012,                0.63953,                      0,                0.67445,                0.67834,                0.66671,                0.49758,                0.67783,                0.44376,                0.19212,                0.44807,                0.54156,                0.41012,              0.0098709,                0.68715,               0.008036,                      0,                0.68026,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67185,                0.42912,                 1.3739,                0.07892,                0.83477,                0.83534,                0.87122,                0.72243,                0.65839,                 0.4021,                 1.4568,                0.08472,               0.004951,               0.004951,               0.004951,                      0,                0.68766,                0.68539,                0.67252,                  0.517,                0.67514,                0.41332,                0.18702,                0.44701,                0.56563,                0.41231,                0.64144,                      0,                0.67424,                0.68021,                0.66671,                0.49491,                0.67767,                0.44758,                0.19163,                0.45124,                 0.5472,                0.41231,               0.010298,                0.68692,              0.0083507,                      0,                0.67728,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.67015,                 0.4261,                 1.3668,                0.07861,                0.83181,                0.83976,                0.87175,                0.72258,                0.65775,                0.40122,                 1.4584,                0.08475,               0.004852,               0.004852,               0.004852,                      0,                0.69209,                0.68583,                0.67459,                0.51512,                0.67828,                0.41396,                0.18733,                0.44561,                0.56075,                 0.4119,                0.64045,                      0,                0.68036,                0.67978,                0.66892,                0.48996,                0.68149,                  0.448,                0.19202,                0.44736,                0.54596,                 0.4119,              0.0080938,                0.68459,              0.0080616,                      0,                0.67491,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
                     54,                0.66595,                0.42502,                 1.3737,                0.07809,                0.82967,                0.84221,                0.87209,                0.72293,                0.65734,                0.40068,                   1.46,                0.08475,               0.004753,               0.004753,               0.004753,                      0,                0.69656,                0.68496,                0.67049,                0.51088,                0.68195,                0.42266,                0.18825,                0.44202,                0.55655,                0.41041,                0.64173,                      0,                0.68294,                0.67852,                 0.6655,                0.48745,                0.68402,                0.45423,                 0.1925,                0.44556,                0.54573,                0.41041,              0.0089475,                0.68701,              0.0082583,                      0,                0.67028,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67134,                0.42763,                 1.3624,                0.07854,                0.82546,                0.84564,                0.87234,                0.72351,                0.65709,                 0.4003,                 1.4589,                0.08473,               0.004654,               0.004654,               0.004654,                      0,                 0.6941,                0.68543,                0.67342,                0.51457,                0.68104,                0.41762,                0.18765,                0.44542,                0.55517,                0.41189,                0.64533,                      0,                0.67956,                0.67989,                0.66873,                0.49302,                0.68174,                0.45021,                0.19173,                0.44887,                0.54064,                0.41189,               0.010067,                0.68767,              0.0082453,                      0,                0.67535,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66457,                0.42321,                 1.3657,                 0.0781,                0.82821,                0.84243,                0.87213,                0.72308,                0.65701,                 0.4005,                 1.4587,                0.08472,               0.004555,               0.004555,               0.004555,                      0,                0.69903,                0.68274,                0.66784,                0.51253,                0.68364,                0.42627,                0.18599,                0.44154,                 0.5559,                0.41029,                0.64116,                      0,                 0.6836,                0.67466,                0.66115,                0.48859,                0.68548,                   0.46,                0.18998,                0.44587,                0.53835,                0.41029,              0.0092656,                0.69066,              0.0080069,                      0,                0.67095,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66645,                0.42264,                 1.3624,                0.07814,                0.82791,                0.84559,                 0.8722,                0.72353,                0.65662,                0.39997,                 1.4587,                 0.0847,               0.004456,               0.004456,               0.004456,                      0,                0.68942,                0.68447,                0.67406,                0.51125,                0.67856,                0.41704,                0.18872,                0.44643,                0.54967,                0.41392,                0.64916,                      0,                0.67594,                0.67846,                0.66918,                0.49007,                0.67937,                0.44716,                 0.1934,                0.44985,                0.53703,                0.41392,              0.0092294,                0.68866,              0.0080958,                      0,                 0.6723,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66539,                0.41993,                 1.3604,                0.07798,                0.83159,                0.84237,                0.87211,                0.72361,                0.65643,                0.39971,                 1.4596,                0.08471,               0.004357,               0.004357,               0.004357,                      0,                0.69579,                0.68617,                0.67325,                0.50945,                0.68362,                0.42373,                0.18711,                0.44399,                0.55492,                0.41047,                0.64963,                      0,                0.67976,                0.68038,                0.66887,                 0.4868,                0.68458,                0.45463,                 0.1927,                0.44748,                0.53978,                0.41047,              0.0076621,                0.69806,              0.0080961,                      0,                0.66985,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66673,                0.41972,                 1.3647,                0.07838,                0.83296,                0.83964,                0.87168,                0.72349,                0.65621,                0.39956,                 1.4598,                 0.0847,               0.004258,               0.004258,               0.004258,                      0,                0.68918,                0.68555,                0.67324,                0.51451,                0.67757,                0.41674,                0.18831,                0.44725,                0.56205,                 0.4131,                0.64652,                      0,                0.67461,                0.67723,                0.66656,                0.48721,                0.68212,                0.45516,                0.19282,                0.45154,                0.53499,                 0.4131,              0.0056384,                0.70219,              0.0083368,                      0,                0.67316,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65863,                0.41569,                 1.3536,                0.07771,                  0.832,                 0.8429,                0.87172,                0.72319,                0.65624,                0.39953,                 1.4595,                0.08468,               0.004159,               0.004159,               0.004159,                      0,                0.69901,                0.68633,                0.67101,                 0.5088,                0.68258,                0.42473,                0.18795,                0.44266,                0.55161,                0.41206,                0.63859,                      0,                0.68319,                0.67881,                0.66463,                0.48486,                0.68436,                0.45817,                 0.1922,                0.44734,                0.53296,                0.41206,              0.0046405,                 0.6875,              0.0082255,                      0,                0.66804,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66294,                0.41671,                 1.3572,                0.07815,                 0.8368,                 0.8378,                0.87139,                 0.7229,                0.65606,                0.39919,                 1.4598,                0.08467,                0.00406,                0.00406,                0.00406,                      0,                0.69594,                0.68459,                0.67087,                0.51192,                0.68149,                0.42133,                0.18739,                0.44371,                0.55625,                0.41307,                0.64231,                      0,                0.68019,                0.67814,                0.66613,                0.48934,                0.68202,                0.45248,                 0.1919,                0.44782,                0.53459,                0.41307,              0.0039146,                  0.687,              0.0080659,                      0,                0.67172,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.65985,                0.41481,                 1.3625,                0.07764,                0.84094,                0.83678,                0.87139,                0.72317,                0.65582,                0.39898,                 1.4599,                0.08466,               0.003961,               0.003961,               0.003961,                      0,                0.69941,                0.68601,                0.67218,                0.50672,                 0.6851,                 0.4265,                0.18877,                 0.4436,                0.55414,                0.41245,                0.64678,                      0,                0.68727,                0.67988,                0.66711,                0.48303,                0.68798,                0.45716,                0.19349,                0.44657,                 0.5404,                0.41245,              0.0050659,                0.68989,              0.0081057,                      0,                0.66644,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.65933,                0.41334,                 1.3656,                0.07838,                0.84045,                0.83529,                 0.8714,                0.72295,                 0.6558,                 0.3989,                 1.4605,                0.08463,               0.003862,               0.003862,               0.003862,                      0,                0.69254,                0.68557,                0.67118,                0.51311,                0.68082,                0.42288,                0.18764,                0.44498,                0.55587,                0.40987,                0.64822,                      0,                0.67899,                0.67989,                0.66682,                0.49211,                0.68179,                 0.4501,                0.19313,                0.44739,                0.54278,                0.40987,              0.0048598,                0.68956,              0.0079679,                      0,                0.67354,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.65998,                0.41468,                 1.3625,                0.07829,                0.83913,                0.83794,                0.87102,                0.72274,                0.65572,                0.39872,                 1.4608,                0.08464,               0.003763,               0.003763,               0.003763,                      0,                0.69688,                0.68594,                0.67346,                 0.5113,                0.68312,                0.41742,                0.18745,                0.44326,                 0.5612,                0.40959,                0.64479,                      0,                0.68696,                0.68006,                0.66779,                0.48908,                0.68724,                0.45202,                0.19179,                0.44585,                0.54364,                0.40959,              0.0035124,                0.68802,              0.0082321,                      0,                0.67179,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                0.65733,                0.40849,                 1.3666,                0.07834,                0.83708,                0.83813,                0.87061,                0.72219,                0.65565,                0.39868,                 1.4613,                0.08464,               0.003664,               0.003664,               0.003664,                      0,                0.69402,                0.68851,                0.67284,                0.51432,                 0.6812,                0.42148,                0.18816,                 0.4449,                0.55039,                0.41063,                0.64606,                      0,                0.67971,                0.68187,                0.66685,                 0.4919,                0.68282,                0.45417,                 0.1929,                 0.4477,                0.53183,                0.41063,             0.00070319,                0.69136,              0.0081389,                      0,                0.67456,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65413,                 0.4094,                 1.3572,                0.07791,                0.83849,                0.83737,                0.87041,                0.72235,                0.65556,                0.39866,                 1.4618,                0.08463,               0.003565,               0.003565,               0.003565,                      0,                0.69306,                0.68453,                0.67185,                0.50934,                0.68254,                0.42282,                0.18766,                0.44536,                0.55675,                0.41116,                0.65371,                      0,                0.68147,                0.67688,                0.66548,                0.48561,                0.68525,                0.45574,                0.19227,                0.44884,                0.54007,                0.41116,             0.00097444,                0.69561,              0.0078324,                      0,                0.66886,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65427,                0.40613,                 1.3517,                0.07762,                0.83655,                0.83756,                0.87016,                0.72201,                 0.6554,                0.39857,                 1.4618,                0.08462,               0.003466,               0.003466,               0.003466,                      0,                0.69274,                0.68348,                0.67035,                0.50701,                0.68128,                0.42681,                0.18896,                0.44517,                0.55622,                0.41054,                0.65003,                      0,                0.67947,                0.67634,                0.66404,                0.48381,                0.68348,                0.45786,                0.19351,                0.44857,                0.53582,                0.41054,              0.0022501,                 0.6944,              0.0080588,                      0,                0.66633,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                0.65239,                0.40308,                 1.3544,                0.07738,                0.84238,                0.83332,                0.87022,                0.72238,                0.65523,                 0.3985,                 1.4618,                0.08462,               0.003367,               0.003367,               0.003367,                      0,                0.69263,                0.68498,                 0.6733,                0.50283,                0.68235,                0.42446,                0.18955,                0.44647,                0.55847,                 0.4119,                0.65444,                      0,                0.68169,                0.67759,                0.66645,                0.48028,                 0.6863,                0.45874,                0.19332,                0.44983,                 0.5447,                 0.4119,              0.0028128,                 0.6988,              0.0079173,                      0,                0.66307,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.64982,                0.40291,                 1.3562,                0.07792,                0.84283,                0.83429,                0.87035,                0.72243,                0.65515,                0.39862,                 1.4618,                0.08461,               0.003268,               0.003268,               0.003268,                      0,                0.68907,                0.68461,                0.67388,                0.50902,                0.67988,                 0.4194,                0.18897,                0.44718,                0.55907,                0.41241,                0.65515,                      0,                 0.6793,                0.67742,                0.66754,                0.48406,                0.68394,                0.45394,                0.19338,                0.44946,                 0.5405,                0.41241,              0.0035044,                0.69642,              0.0079141,                      0,                0.66864,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64944,                0.40279,                 1.3452,                0.07731,                0.84205,                0.83407,                0.86994,                 0.7221,                0.65506,                0.39871,                 1.4617,                0.08461,               0.003169,               0.003169,               0.003169,                      0,                0.69577,                0.68446,                0.67216,                0.50412,                0.68363,                0.42697,                0.18935,                 0.4433,                0.54872,                0.41119,                0.65025,                      0,                0.68393,                0.67669,                0.66559,                0.48301,                0.68572,                0.45679,                0.19332,                0.44665,                0.53029,                0.41119,              0.0051821,                0.69066,              0.0078792,                      0,                0.66458,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64572,                0.39842,                 1.3528,                 0.0777,                 0.8394,                0.83582,                0.86991,                0.72244,                0.65503,                0.39878,                  1.462,                 0.0846,                0.00307,                0.00307,                0.00307,                      0,                0.69202,                0.68661,                0.67506,                0.50674,                0.68154,                0.42442,                0.18851,                0.44596,                0.55149,                0.41363,                0.65332,                      0,                0.68201,                0.68004,                0.66931,                0.48496,                0.68377,                0.45313,                0.19344,                0.44704,                0.53565,                0.41363,              0.0051834,                0.68851,                0.00784,                      0,                0.66777,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                 0.6463,                0.39696,                 1.3534,                0.07698,                0.83947,                0.83525,                0.86983,                0.72255,                0.65491,                0.39877,                 1.4619,                0.08459,               0.002971,               0.002971,               0.002971,                      0,                0.69458,                0.68257,                0.67157,                0.50107,                0.68337,                0.43025,                0.18882,                0.44507,                0.54858,                0.41209,                0.65298,                      0,                0.68262,                0.67532,                0.66522,                0.47927,                0.68541,                0.46092,                0.19283,                0.44794,                  0.532,                0.41209,              0.0041519,                0.69296,              0.0079876,                      0,                0.66117,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64239,                0.39443,                 1.3578,                0.07739,                0.83833,                0.83717,                0.86992,                0.72285,                0.65485,                0.39876,                  1.462,                 0.0846,               0.002872,               0.002872,               0.002872,                      0,                0.69529,                 0.6869,                0.67457,                0.50478,                0.68271,                0.42311,                0.19046,                0.44461,                0.55012,                0.41306,                0.64906,                      0,                0.68527,                0.68003,                0.66954,                0.48054,                0.68684,                0.45411,                0.19521,                0.44714,                0.53488,                0.41306,              0.0031601,                0.69104,              0.0078807,                      0,                0.66492,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.64059,                 0.3945,                 1.3438,                0.07815,                  0.837,                0.83814,                0.86978,                0.72291,                0.65468,                 0.3985,                 1.4621,                 0.0846,               0.002773,               0.002773,               0.002773,                      0,                0.69273,                0.68805,                0.67524,                0.51195,                0.68017,                0.41687,                0.18926,                0.44298,                0.55016,                0.41108,                0.64543,                      0,                0.68364,                0.68229,                0.67024,                0.48873,                0.68481,                0.44672,                0.19469,                0.44482,                0.53244,                0.41108,              0.0021945,                0.68803,              0.0077941,                      0,                 0.6726,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                0.64145,                0.39401,                 1.3483,                0.07719,                0.83765,                0.83748,                0.86945,                0.72253,                0.65447,                0.39854,                 1.4624,                 0.0846,               0.002674,               0.002674,               0.002674,                      0,                0.69773,                0.68494,                0.67282,                0.50181,                0.68529,                0.42819,                0.18738,                0.44308,                0.55323,                0.41101,                 0.6512,                      0,                0.68659,                0.67972,                 0.6678,                0.47965,                 0.6881,                 0.4592,                0.19229,                0.44526,                0.53939,                0.41101,             0.00086657,                0.69223,              0.0078495,                      0,                 0.6622,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63646,                0.39007,                 1.3505,                0.07745,                0.83814,                0.83736,                0.86905,                0.72205,                0.65449,                0.39875,                 1.4626,                 0.0846,               0.002575,               0.002575,               0.002575,                      0,                0.70165,                0.68682,                0.67302,                0.50455,                0.68628,                0.42457,                0.18873,                0.43845,                0.55615,                0.41055,                0.64359,                      0,                0.69021,                0.67973,                0.66654,                0.48099,                 0.6888,                0.45688,                0.19324,                0.44047,                0.53956,                0.41055,             0.00012777,                0.68486,              0.0079313,                      0,                0.66441,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64045,                0.39149,                 1.3466,                0.07701,                0.83684,                0.83715,                0.86899,                0.72189,                0.65445,                0.39885,                 1.4628,                0.08459,               0.002476,               0.002476,               0.002476,                      0,                0.69284,                0.68282,                0.67128,                0.50257,                0.68328,                0.43201,                0.18815,                0.44626,                0.54509,                 0.4106,                0.65656,                      0,                0.67995,                0.67631,                0.66575,                0.47934,                0.68515,                 0.4633,                0.19301,                0.44939,                0.52814,                 0.4106,            -0.00015513,                0.69969,              0.0077878,                      0,                0.66219,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
