                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,p2/P5_prompt_residual_gain,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     54,                0.66615,                0.42527,                 1.3721,                0.09062,                0.83317,                  0.826,                0.86667,                0.71905,                0.65833,                0.40319,                 1.4573,                0.09908,               0.004753,               0.004753,               0.004753,                      0,                0.69919,                0.68416,                0.66917,                0.51057,                0.68385,                0.42279,                0.18771,                0.44106,                0.55531,                0.41041,                0.10017,                0.64165,                      0,                0.68341,                 0.6775,                0.66431,                0.48674,                0.68471,                0.45364,                 0.1929,                0.44525,                 0.5453,                0.41041,              0.0066455,                0.68828,                      0,                 0.7106,                0.68937,                0.67552,                0.48006,                0.70055,                0.43969,                 0.2001,                0.44349,                0.54533,                0.41041,                0.01264,                0.67287,               0.015049,                      0,                0.77767,                0.58605,                0.31481,                0.48323,                0.26647,                0.73353,                0.73353,                      1
                     55,                0.67089,                0.42609,                 1.3652,                0.09118,                0.82743,                0.83296,                0.86717,                0.71979,                0.65796,                0.40303,                 1.4574,                0.09908,               0.004654,               0.004654,               0.004654,                      0,                0.69671,                0.68594,                0.67354,                0.51482,                0.68199,                0.41615,                0.18808,                0.44429,                0.55708,                0.41189,                0.10319,                0.64172,                      0,                0.68386,                0.67773,                0.66617,                 0.4915,                0.68413,                0.45186,                0.19126,                0.44788,                0.53899,                0.41189,              0.0059787,                0.68487,                      0,                0.71537,                0.69078,                0.67911,                0.48269,                 0.7032,                0.43642,                0.19889,                0.44434,                0.54213,                0.41189,               0.013525,                0.66991,               0.015205,                      0,                0.78357,                0.58596,                 0.3159,                  0.486,                0.26781,                0.73219,                0.73219,                      1
                     56,                0.66417,                 0.4232,                 1.3628,                0.09053,                0.83017,                0.82953,                 0.8673,                 0.7191,                0.65765,                0.40306,                 1.4561,                0.09906,               0.004555,               0.004555,               0.004555,                      0,                0.70046,                 0.6826,                0.66769,                0.51237,                0.68444,                0.42624,                0.18631,                0.44123,                0.55473,                0.41029,                0.10218,                0.64021,                      0,                0.68638,                0.67388,                0.66017,                0.48616,                0.68743,                0.46033,                0.19089,                0.44517,                0.53588,                0.41029,              0.0051999,                0.69031,                      0,                0.71853,                0.68761,                 0.6732,                0.47871,                0.70715,                0.44632,                0.19836,                0.44327,                0.53541,                0.41029,               0.015002,                0.67573,               0.014949,                      0,                0.77776,                 0.5877,                0.31877,                0.48535,                0.26589,                0.73411,                0.73411,                      1
                     57,                0.66613,                0.42297,                 1.3614,                0.09066,                0.83204,                0.83004,                0.86797,                0.71964,                0.65742,                0.40285,                 1.4568,                0.09903,               0.004456,               0.004456,               0.004456,                      0,                0.68984,                0.68292,                0.67239,                0.51145,                0.67829,                0.41832,                0.18805,                0.44685,                0.54811,                0.41392,                0.10049,                0.64701,                      0,                 0.6791,                 0.6774,                0.66786,                0.48903,                0.68074,                0.44636,                0.19383,                0.44888,                0.53601,                0.41392,              0.0031742,                0.68519,                      0,                 0.7096,                0.69047,                0.68017,                0.48009,                 0.7009,                0.43471,                0.20047,                0.44689,                0.53269,                0.41392,                0.01644,                0.67734,               0.014876,                      0,                0.78005,                0.58264,                 0.3135,                0.48492,                0.26971,                0.73029,                0.73029,                      1
                     58,                0.66499,                0.41858,                 1.3606,                0.09059,                0.82727,                0.83344,                0.86823,                0.72031,                0.65703,                0.40245,                 1.4583,                0.09904,               0.004357,               0.004357,               0.004357,                      0,                0.69453,                0.68634,                0.67339,                0.51022,                0.68258,                0.42136,                0.18749,                0.44383,                0.55577,                0.41047,               0.097756,                 0.6492,                      0,                0.68372,                0.67858,                0.66644,                0.48652,                0.68625,                 0.4542,                 0.1926,                0.44668,                0.53812,                0.41047,              0.0035275,                 0.6933,                      0,                0.71551,                0.69118,                0.67762,                0.47778,                0.70621,                0.44121,                0.19923,                0.44301,                0.53864,                0.41047,               0.016685,                0.68024,               0.014744,                      0,                0.77795,                0.58767,                0.31373,                0.48561,                0.26365,                0.73635,                0.73635,                      1
                     59,                0.66674,                0.41912,                 1.3645,                0.09095,                 0.8264,                0.83186,                0.86774,                 0.7197,                 0.6569,                0.40253,                 1.4584,                0.09905,               0.004258,               0.004258,               0.004258,                      0,                0.69235,                0.68538,                0.67253,                0.51421,                0.67974,                 0.4164,                0.18856,                0.44614,                0.56079,                 0.4131,               0.098399,                0.64603,                      0,                0.67542,                0.67698,                 0.6657,                0.48749,                0.68115,                  0.453,                0.19334,                0.45063,                0.53607,                 0.4131,              0.0046108,                0.69648,                      0,                0.70916,                0.68984,                 0.6773,                0.48013,                0.70066,                0.43938,                0.20035,                  0.448,                0.53744,                 0.4131,               0.016616,                0.67795,               0.015299,                      0,                0.78111,                 0.5788,                0.31479,                0.47954,                0.27216,                0.72784,                0.72784,                      1
                     60,                0.65857,                0.41536,                 1.3539,                0.09014,                0.82552,                0.83458,                0.86828,                 0.7204,                0.65668,                 0.4022,                  1.458,                0.09903,               0.004159,               0.004159,               0.004159,                      0,                0.69953,                0.68586,                0.67052,                0.50863,                0.68326,                 0.4243,                0.18805,                0.44247,                0.55261,                0.41206,               0.099634,                0.63973,                      0,                0.68239,                 0.6764,                0.66211,                0.48387,                0.68357,                0.45907,                0.19191,                0.44701,                0.53364,                0.41206,              0.0049348,                0.68674,                      0,                0.71631,                0.69046,                0.67578,                0.47416,                0.70496,                0.44507,                0.20037,                0.44213,                0.52996,                0.41206,                0.01691,                0.67458,               0.014997,                      0,                0.77449,                0.58194,                0.31442,                0.48119,                0.27199,                0.72801,                0.72801,                      1
                     61,                0.66304,                0.41669,                 1.3551,                0.09077,                0.81602,                0.84466,                0.86878,                0.72115,                0.65643,                0.40202,                 1.4578,                0.09899,                0.00406,                0.00406,                0.00406,                      0,                0.69744,                 0.6847,                0.67096,                0.51265,                0.68232,                0.41981,                 0.1877,                0.44325,                0.55738,                0.41307,               0.099174,                 0.6413,                      0,                 0.6864,                0.67757,                0.66477,                0.48796,                0.68542,                0.45206,                0.19234,                 0.4462,                0.53434,                0.41307,              0.0055788,                0.68274,                      0,                 0.7147,                0.69175,                0.67868,                0.47964,                0.70376,                0.43751,                0.20111,                0.44456,                0.53545,                0.41307,               0.017525,                0.67407,               0.015082,                      0,                0.77986,                0.58173,                0.31413,                0.48241,                0.26936,                0.73064,                0.73064,                      1
                     62,                0.66029,                0.41568,                 1.3611,                0.09002,                  0.817,                0.84381,                0.86837,                0.72089,                0.65634,                0.40224,                 1.4577,                0.09897,               0.003961,               0.003961,               0.003961,                      0,                0.69745,                0.68499,                0.67106,                0.50723,                0.68376,                0.42618,                0.18853,                0.44409,                 0.5542,                0.41245,               0.099345,                 0.6471,                      0,                0.69055,                0.67762,                0.66429,                0.48161,                0.68998,                0.45854,                0.19341,                0.44572,                0.53574,                0.41245,              0.0070565,                0.68847,                      0,                0.72177,                0.69008,                0.67617,                0.47196,                0.71063,                0.44605,                0.20086,                0.44423,                0.53503,                0.41245,               0.017645,                0.68079,               0.014907,                      0,                0.77273,                0.58422,                0.31564,                0.48421,                0.27182,                0.72818,                0.72818,                      1
                     63,                0.66006,                0.41453,                 1.3653,                0.09104,                 0.8211,                0.84035,                 0.8683,                0.72161,                0.65629,                0.40232,                 1.4579,                0.09894,               0.003862,               0.003862,               0.003862,                      0,                 0.6923,                0.68457,                0.67042,                0.51379,                0.68084,                0.42108,                0.18788,                0.44459,                0.55696,                0.40987,                0.09841,                0.64896,                      0,                0.67817,                0.67759,                0.66393,                 0.4913,                0.68128,                0.45208,                0.19264,                0.44704,                0.54411,                0.40987,              0.0077518,                0.68993,                      0,                0.71136,                0.69044,                0.67589,                0.48151,                0.70335,                 0.4403,                0.20027,                0.44414,                0.54216,                0.40987,               0.018622,                0.68106,               0.015212,                      0,                0.78177,                0.58494,                0.31756,                0.48197,                0.26437,                0.73563,                0.73563,                      1
                     64,                0.66047,                0.41376,                 1.3641,                0.09078,                0.81933,                0.84142,                 0.8678,                0.72125,                0.65627,                0.40251,                 1.4579,                0.09893,               0.003763,               0.003763,               0.003763,                      0,                0.69749,                0.68534,                0.67254,                0.51115,                0.68306,                0.41848,                0.18708,                0.44257,                  0.561,                0.40959,               0.096362,                0.64287,                      0,                0.68597,                0.67835,                0.66543,                0.48821,                  0.686,                0.45304,                0.19165,                0.44504,                0.54154,                0.40959,              0.0085724,                0.68609,                      0,                0.71595,                0.69134,                0.67764,                0.47748,                0.70535,                0.44166,                0.19957,                0.44259,                0.54063,                0.40959,               0.018805,                0.67583,               0.015059,                      0,                0.77886,                0.58672,                 0.3156,                0.48391,                0.26414,                0.73586,                0.73586,                      1
                     65,                0.65707,                0.40801,                 1.3643,                0.09084,                 0.8226,                0.83736,                0.86754,                0.72121,                0.65632,                0.40259,                 1.4585,                0.09891,               0.003664,               0.003664,               0.003664,                      0,                0.69451,                0.68865,                0.67254,                0.51472,                0.68124,                 0.4209,                0.18847,                0.44412,                0.54989,                0.41063,               0.095613,                0.64487,                      0,                0.68192,                0.67951,                0.66421,                0.49115,                0.68356,                0.45452,                0.19289,                0.44732,                0.52971,                0.41063,              0.0059408,                0.68804,                      0,                0.70996,                0.69103,                0.67617,                0.47715,                0.70342,                0.44572,                0.20068,                0.44474,                0.53419,                0.41063,               0.019455,                0.68549,               0.014956,                      0,                  0.782,                0.58161,                0.31629,                0.47945,                0.26726,                0.73274,                0.73274,                      1
                     66,                0.65463,                0.41008,                 1.3555,                0.09053,                0.82425,                0.83664,                0.86729,                0.72122,                0.65626,                0.40248,                 1.4585,                0.09889,               0.003565,               0.003565,               0.003565,                      0,                0.69408,                0.68464,                0.67158,                0.51072,                0.68257,                0.42102,                0.18784,                0.44474,                0.55789,                0.41116,               0.097084,                0.65101,                      0,                0.68367,                0.67636,                0.66403,                0.48627,                0.68545,                0.45556,                  0.192,                0.44771,                0.53842,                0.41116,              0.0051619,                0.69034,                      0,                0.71229,                0.68867,                0.67614,                0.47488,                0.70396,                0.44376,                0.20036,                0.44507,                0.53664,                0.41116,               0.020159,                0.68113,               0.014999,                      0,                0.77715,                0.58363,                0.31604,                0.48204,                0.26724,                0.73276,                0.73276,                      1
                     67,                0.65497,                0.40699,                 1.3525,                0.09006,                0.82484,                0.83686,                0.86708,                0.72124,                0.65621,                 0.4023,                 1.4587,                0.09888,               0.003466,               0.003466,               0.003466,                      0,                0.69395,                0.68324,                0.66958,                0.50818,                0.68208,                0.42597,                0.18872,                0.44484,                0.55857,                0.41054,                0.09777,                0.64975,                      0,                 0.6838,                 0.6745,                0.66164,                0.48171,                0.68604,                0.45934,                 0.1934,                 0.4476,                0.53338,                0.41054,              0.0051502,                0.69213,                      0,                0.71348,                0.68955,                0.67635,                0.47157,                0.70442,                0.44377,                0.20295,                0.44314,                0.53147,                0.41054,               0.019957,                0.67974,               0.015231,                      0,                0.77287,                0.58249,                 0.3167,                0.47922,                0.26844,                0.73156,                0.73156,                      1
                     68,                0.65275,                0.40328,                 1.3543,                0.08973,                0.82551,                0.83502,                0.86721,                0.72123,                0.65615,                0.40234,                 1.4587,                0.09887,               0.003367,               0.003367,               0.003367,                      0,                0.69324,                0.68464,                0.67307,                0.50295,                0.68316,                0.42468,                0.18945,                0.44625,                0.55758,                 0.4119,               0.098418,                0.65582,                      0,                0.68419,                0.67593,                0.66435,                0.47926,                0.68715,                0.45817,                0.19357,                0.44923,                0.54194,                 0.4119,              0.0074045,                0.69517,                      0,                0.71502,                0.68841,                 0.6766,                0.46809,                 0.7066,                0.44708,                0.20093,                 0.4452,                0.53957,                 0.4119,               0.021791,                0.68377,               0.015037,                      0,                 0.7688,                0.58515,                0.31703,                0.48456,                0.26925,                0.73075,                0.73075,                      1
                     69,                0.64961,                0.40385,                 1.3576,                 0.0904,                0.82423,                0.83525,                0.86696,                0.72128,                0.65611,                0.40228,                  1.459,                0.09889,               0.003268,               0.003268,               0.003268,                      0,                0.69028,                0.68474,                0.67381,                0.50891,                0.68074,                 0.4181,                 0.1888,                0.44698,                0.56036,                0.41241,                 0.1001,                0.65506,                      0,                0.67882,                0.67741,                0.66764,                0.48269,                0.68441,                 0.4518,                0.19486,                 0.4496,                0.53901,                0.41241,              0.0065398,                0.69946,                      0,                0.71282,                0.69249,                0.68032,                0.47377,                0.70489,                0.43713,                0.20272,                0.44439,                0.53861,                0.41241,               0.021798,                0.68355,               0.015062,                      0,                0.77542,                0.58145,                0.31426,                0.48176,                0.27094,                0.72906,                0.72906,                      1
                     70,                0.64866,                0.40179,                 1.3478,                0.08977,                0.82671,                0.83394,                0.86721,                0.72176,                0.65612,                0.40216,                 1.4592,                0.09888,               0.003169,               0.003169,               0.003169,                      0,                0.69642,                0.68467,                0.67177,                0.50507,                0.68349,                0.42592,                0.18946,                0.44294,                0.55017,                0.41119,                0.10197,                 0.6479,                      0,                0.68585,                0.67531,                0.66399,                0.48116,                0.68607,                0.45687,                0.19385,                0.44532,                0.52956,                0.41119,              0.0057437,                0.68666,                      0,                 0.7204,                0.69073,                0.67714,                0.47309,                0.70864,                0.44404,                0.20096,                0.44071,                0.52821,                0.41119,               0.021967,                0.67628,               0.014937,                      0,                0.77146,                0.58203,                0.31605,                0.48092,                0.26655,                0.73345,                0.73345,                      1
                     71,                0.64565,                 0.3979,                 1.3528,                0.09015,                0.82875,                0.83094,                0.86722,                0.72168,                0.65605,                0.40193,                 1.4595,                0.09888,                0.00307,                0.00307,                0.00307,                      0,                0.69401,                0.68572,                0.67394,                0.50715,                0.68215,                0.42451,                0.18821,                0.44519,                0.55221,                0.41363,                0.10179,                0.65023,                      0,                0.68598,                0.67802,                0.66652,                0.48403,                0.68643,                0.45395,                0.19278,                 0.4461,                0.53347,                0.41363,              0.0056947,                0.68765,                      0,                0.71262,                0.69233,                0.68031,                 0.4726,                0.70431,                0.44532,                0.20072,                0.44446,                0.53625,                0.41363,               0.022349,                0.68194,               0.015107,                      0,                0.77442,                0.58362,                 0.3116,                0.48557,                0.27086,                0.72914,                0.72914,                      1
                     72,                0.64657,                0.39695,                 1.3535,                0.08915,                0.82979,                0.83066,                0.86716,                 0.7218,                 0.6561,                0.40185,                 1.4598,                0.09888,               0.002971,               0.002971,               0.002971,                      0,                  0.695,                0.68218,                0.67098,                 0.5008,                0.68328,                0.42979,                0.18902,                0.44409,                0.54875,                0.41209,                0.10122,                0.65152,                      0,                0.68629,                0.67388,                0.66337,                0.47643,                 0.6872,                0.46104,                0.19322,                0.44625,                0.52915,                0.41209,              0.0054111,                0.68966,                      0,                0.71929,                0.68742,                0.67548,                0.46504,                0.70861,                 0.4506,                0.20091,                0.44204,                0.52711,                0.41209,               0.022068,                0.67966,               0.015053,                      0,                0.76544,                0.58005,                0.31622,                0.47982,                0.26942,                0.73058,                0.73058,                      1
                     73,                0.64214,                0.39349,                 1.3599,                0.08956,                0.83028,                0.83025,                0.86717,                 0.7219,                0.65608,                0.40185,                 1.4603,                0.09888,               0.002872,               0.002872,               0.002872,                      0,                0.69707,                0.68639,                0.67419,                0.50389,                0.68435,                0.42426,                0.19035,                0.44437,                 0.5499,                0.41306,                0.10226,                0.65032,                      0,                0.68626,                0.67837,                0.66737,                0.47761,                0.68799,                0.45799,                0.19494,                0.44745,                0.53221,                0.41306,              0.0054292,                0.69263,                      0,                0.71761,                0.69106,                0.67947,                0.46561,                0.70797,                0.45014,                0.20188,                0.44321,                0.53339,                0.41306,               0.022624,                0.68219,               0.015259,                      0,                0.76902,                0.58327,                0.31457,                0.48445,                0.27223,                0.72777,                0.72777,                      1
                     74,                0.63987,                0.39392,                  1.344,                0.09056,                0.83091,                0.83002,                0.86708,                0.72182,                0.65605,                0.40171,                 1.4608,                0.09888,               0.002773,               0.002773,               0.002773,                      0,                0.69537,                0.68731,                0.67419,                0.51133,                0.68184,                0.41795,                0.18892,                0.44225,                0.55032,                0.41108,                0.10026,                0.64441,                      0,                0.68493,                0.68065,                0.66815,                0.48711,                0.68578,                0.44998,                 0.1943,                0.44528,                 0.5321,                0.41108,              0.0050479,                0.68814,                      0,                0.71424,                0.69486,                0.68081,                0.47597,                0.70391,                0.44061,                0.20122,                0.44081,                0.53205,                0.41108,               0.022368,                0.67536,                0.01479,                      0,                  0.779,                0.58803,                0.31436,                0.48679,                0.26554,                0.73446,                0.73446,                      1
                     75,                0.64184,                0.39398,                 1.3484,                0.08955,                0.83233,                0.82863,                0.86722,                0.72201,                  0.656,                0.40155,                 1.4611,                0.09887,               0.002674,               0.002674,               0.002674,                      0,                0.69999,                0.68506,                0.67232,                0.50258,                0.68655,                0.42731,                0.18735,                0.44273,                0.55463,                0.41101,                0.10038,                 0.6497,                      0,                0.68791,                0.67847,                0.66616,                0.47915,                0.68894,                0.45888,                0.19265,                0.44544,                0.53652,                0.41101,              0.0041015,                0.69177,                      0,                0.71803,                0.69102,                0.67793,                0.46389,                0.71036,                0.45192,                0.20054,                0.44288,                0.53516,                0.41101,               0.022847,                0.68934,               0.014907,                      0,                 0.7679,                0.58642,                0.31421,                0.48478,                0.26724,                0.73276,                0.73276,                      1
                     76,                0.63643,                0.38958,                 1.3509,                0.08994,                0.83286,                0.82948,                0.86736,                0.72189,                 0.6559,                0.40155,                 1.4615,                0.09887,               0.002575,               0.002575,               0.002575,                      0,                0.70104,                0.68669,                0.67267,                0.50552,                0.68518,                0.42324,                0.18878,                0.43848,                0.55651,                0.41055,                 0.1014,                0.64113,                      0,                0.69058,                0.67822,                0.66484,                0.48103,                0.68927,                 0.4558,                0.19331,                0.44063,                0.53909,                0.41055,               0.005732,                0.68562,                      0,                0.71793,                0.69223,                0.67763,                0.46892,                0.70789,                0.44863,                0.20094,                0.43938,                0.53857,                0.41055,               0.023571,                0.68003,               0.014983,                      0,                0.77126,                0.58707,                0.31338,                0.48498,                0.26469,                0.73531,                0.73531,                      1
                     77,                0.64025,                0.39067,                  1.351,                0.08932,                0.83397,                0.82775,                0.86747,                0.72198,                0.65578,                0.40149,                 1.4619,                0.09885,               0.002476,               0.002476,               0.002476,                      0,                0.69188,                0.68238,                0.67054,                0.50376,                0.68238,                0.43243,                0.18774,                0.44629,                0.54679,                 0.4106,                0.10092,                0.65579,                      0,                0.68268,                0.67422,                0.66296,                0.47813,                0.68613,                0.46381,                0.19255,                0.44786,                0.52593,                 0.4106,              0.0038565,                0.69576,                      0,                0.71089,                0.68749,                0.67606,                0.46394,                0.70489,                 0.4565,                0.20009,                0.44397,                0.52677,                 0.4106,               0.023726,                 0.6881,                0.01485,                      0,                0.76771,                0.58632,                0.31692,                0.48467,                0.26337,                0.73663,                0.73663,                      1
                     78,                 0.6358,                0.38643,                 1.3448,                 0.0901,                0.83727,                0.82631,                0.86732,                0.72216,                0.65575,                0.40133,                 1.4624,                0.09886,               0.002377,               0.002377,               0.002377,                      0,                0.69889,                 0.6879,                0.67488,                0.50644,                0.68596,                0.42157,                0.18918,                0.44318,                0.55935,                 0.4114,               0.099117,                0.65061,                      0,                 0.6916,                0.67912,                0.66655,                0.48112,                0.69054,                0.45317,                0.19417,                0.44452,                0.54271,                 0.4114,              0.0030136,                0.68765,                      0,                0.71762,                0.69129,                0.67816,                0.46823,                0.70813,                0.44715,                0.20161,                0.44174,                0.53619,                 0.4114,               0.023896,                0.68218,               0.015102,                      0,                0.77232,                0.58252,                 0.3144,                0.48109,                0.26785,                0.73215,                0.73215,                      1
                     79,                0.63738,                0.38768,                 1.3477,                0.08956,                0.83851,                0.82497,                0.86708,                0.72187,                0.65578,                0.40118,                 1.4628,                0.09885,               0.002278,               0.002278,               0.002278,                      0,                0.69302,                0.68594,                0.67586,                0.50326,                0.68202,                0.42165,                0.18912,                0.44581,                0.55453,                0.41345,               0.098869,                0.65216,                      0,                0.68599,                0.67854,                0.66921,                0.47692,                0.68697,                0.45363,                0.19413,                0.44711,                0.53563,                0.41345,              0.0018846,                0.68963,                      0,                0.71295,                0.68992,                 0.6803,                0.46236,                0.70595,                0.44896,                0.20093,                0.44384,                0.52994,                0.41345,               0.024125,                0.68695,               0.015101,                      0,                 0.7683,                0.58328,                0.31167,                0.48519,                0.26929,                0.73071,                0.73071,                      1
                     80,                0.62794,                0.38282,                 1.3453,                0.08967,                0.83884,                0.82385,                0.86696,                0.72178,                0.65567,                0.40123,                 1.4633,                0.09884,               0.002179,               0.002179,               0.002179,                      0,                0.69746,                 0.6849,                0.67222,                0.50434,                0.68495,                0.42198,                0.18854,                0.44432,                0.55265,                0.41139,               0.098399,                0.65084,                      0,                0.68887,                0.67813,                0.66532,                0.47992,                0.68895,                0.45517,                 0.1937,                0.44599,                0.53444,                0.41139,              0.0034243,                0.68916,                      0,                 0.7178,                0.69191,                0.67876,                0.46574,                0.70904,                0.44724,                0.20232,                0.44283,                0.53459,                0.41139,               0.024615,                0.68517,               0.015197,                      0,                0.76958,                 0.5862,                0.31502,                0.48498,                0.26845,                0.73155,                0.73155,                      1
                     81,                0.63367,                 0.3842,                 1.3433,                0.08915,                0.84102,                0.82274,                0.86679,                0.72177,                 0.6556,                0.40126,                 1.4638,                0.09883,                0.00208,                0.00208,                0.00208,                      0,                 0.6963,                0.68399,                0.67151,                 0.5013,                0.68518,                0.43174,                0.18921,                0.44538,                0.55208,                0.41122,               0.096999,                 0.6552,                      0,                0.68372,                0.67474,                0.66387,                0.47566,                0.68826,                0.46554,                0.19412,                0.44958,                0.53018,                0.41122,              0.0036674,                 0.7005,                      0,                0.71405,                0.68908,                 0.6768,                0.46098,                0.70818,                0.45741,                0.20248,                0.44443,                0.52636,                0.41122,                0.02532,                0.69238,               0.015025,                      0,                0.76503,                0.58167,                0.31836,                0.48029,                0.27065,                0.72935,                0.72935,                      1
                     82,                0.63157,                0.38257,                 1.3379,                0.08961,                0.84152,                 0.8224,                0.86643,                0.72125,                0.65559,                0.40125,                 1.4643,                0.09883,               0.001981,               0.001981,               0.001981,                      0,                0.69632,                0.68632,                0.67241,                0.50577,                 0.6836,                0.42657,                0.18921,                0.44503,                0.54808,                0.41203,               0.097353,                0.64946,                      0,                0.68554,                0.67845,                0.66519,                0.48025,                0.68629,                0.45869,                0.19429,                0.44783,                0.52471,                0.41203,              0.0039225,                0.68831,                      0,                0.71665,                 0.6914,                0.67783,                0.46552,                0.70848,                0.45238,                0.20202,                0.44385,                0.52395,                0.41203,               0.026142,                0.68656,               0.015194,                      0,                 0.7706,                0.58197,                0.31514,                0.48148,                 0.2715,                 0.7285,                 0.7285,                      1
                     83,                0.62696,                 0.3791,                 1.3446,                0.08882,                 0.8432,                0.82136,                0.86662,                0.72143,                0.65551,                0.40112,                 1.4648,                0.09884,               0.001882,               0.001882,               0.001882,                      0,                0.69731,                0.68577,                 0.6731,                0.49978,                0.68593,                0.43156,                0.18972,                0.44542,                0.54096,                0.41384,               0.097494,                0.65564,                      0,                0.68586,                0.67915,                0.66722,                 0.4746,                0.68748,                0.46199,                 0.1959,                 0.4486,                0.52232,                0.41384,              0.0043901,                0.69177,                      0,                0.71773,                0.69081,                 0.6786,                0.45854,                0.71077,                0.45697,                0.20298,                0.44377,                0.52109,                0.41384,               0.025979,                0.69221,               0.015322,                      0,                0.76387,                0.58044,                0.31431,                0.48231,                0.27305,                0.72695,                0.72695,                      1
                     84,                0.63223,                0.38131,                 1.3464,                0.08937,                 0.8436,                0.82132,                0.86637,                0.72132,                0.65546,                0.40132,                  1.465,                0.09885,               0.001783,               0.001783,               0.001783,                      0,                0.69583,                0.68617,                0.67419,                0.50202,                0.68706,                0.42818,                 0.1898,                0.44387,                0.55018,                0.41141,               0.096715,                0.66294,                      0,                0.68958,                0.67973,                0.66742,                0.47818,                0.69163,                0.45787,                 0.1952,                0.44476,                0.53193,                0.41141,              0.0042705,                0.69725,                      0,                0.72181,                0.69218,                0.67845,                0.46144,                0.71429,                0.45482,                0.20216,                0.44041,                0.53024,                0.41141,               0.026222,                0.69362,               0.015192,                      0,                0.76723,                0.58628,                0.31574,                0.48559,                0.26663,                0.73337,                0.73337,                      1
                     85,                0.62868,                0.37893,                 1.3427,                0.08951,                0.84131,                0.82248,                0.86608,                0.72105,                0.65538,                0.40139,                 1.4655,                0.09885,               0.001684,               0.001684,               0.001684,                      0,                0.70134,                0.68485,                0.67033,                0.50452,                 0.6855,                0.42914,                 0.1874,                0.44071,                0.55098,                0.41227,               0.096511,                0.64264,                      0,                0.69137,                0.67669,                0.66242,                0.48076,                0.68899,                0.45999,                0.19218,                0.44288,                0.52901,                0.41227,              0.0039287,                0.68256,                      0,                0.72127,                0.69006,                0.67586,                0.46225,                0.71026,                0.45549,                0.20044,                0.43996,                0.53054,                0.41227,               0.025606,                0.68045,               0.015245,                      0,                0.76872,                0.58181,                0.31433,                  0.482,                0.26978,                0.73022,                0.73022,                      1
                     86,                0.62284,                0.37424,                 1.3339,                0.08825,                0.84225,                0.82074,                  0.866,                0.72131,                0.65527,                0.40127,                 1.4656,                0.09885,               0.001585,               0.001585,               0.001585,                      0,                0.69465,                0.68567,                0.67495,                0.49479,                0.68535,                0.43123,                0.19012,                0.44668,                0.53863,                0.41422,               0.096227,                0.66075,                      0,                 0.6853,                0.67812,                0.66747,                0.47049,                0.68874,                0.46393,                0.19529,                0.44971,                0.51694,                0.41422,              0.0041151,                0.69782,                      0,                0.72003,                0.69178,                0.67919,                0.45602,                0.71211,                0.45874,                0.20262,                0.44433,                0.51388,                0.41422,               0.025688,                0.69118,                0.01527,                      0,                0.75911,                0.58314,                0.31176,                0.48559,                0.27437,                0.72563,                0.72563,                      1
                     87,                0.62462,                 0.3773,                 1.3341,                0.08935,                0.84161,                0.82114,                  0.866,                0.72113,                0.65521,                 0.4012,                 1.4657,                0.09885,               0.001486,               0.001486,               0.001486,                      0,                0.69728,                0.68622,                0.67361,                0.50278,                0.68628,                0.42643,                0.18883,                0.44387,                0.55124,                0.41214,               0.095396,                0.65601,                      0,                 0.6886,                0.67849,                0.66689,                0.47708,                0.69063,                0.45957,                0.19442,                0.44633,                0.52827,                0.41214,              0.0034797,                0.69619,                      0,                0.71579,                0.69034,                0.67887,                0.46102,                0.70978,                0.45538,                0.20152,                0.44312,                0.52736,                0.41214,               0.025451,                0.69324,               0.015338,                      0,                0.76718,                 0.5853,                  0.315,                 0.4855,                0.26668,                0.73332,                0.73332,                      1
