                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,train/object_reliability_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,val/object_reliability_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,p2/P3_gate_direction_loss,    p2/P3_ir_win_recall,p2/P3_object_balanced_loss,p2/P3_object_calibrated_loss,p2/P3_object_hard_winner_loss,p2/P3_object_prompt_accuracy,p2/P3_object_prompt_correlation,p2/P3_object_prompt_mae,p2/P3_object_prompt_rgb, p2/P3_object_rank_loss,p2/P3_object_target_rgb,p2/P3_prompt_residual_gain,   p2/P3_rgb_win_recall,p2/P4_gate_direction_loss,    p2/P4_ir_win_recall,p2/P4_object_balanced_loss,p2/P4_object_calibrated_loss,p2/P4_object_hard_winner_loss,p2/P4_object_prompt_accuracy,p2/P4_object_prompt_correlation,p2/P4_object_prompt_mae,p2/P4_object_prompt_rgb, p2/P4_object_rank_loss,p2/P4_object_target_rgb,p2/P4_prompt_residual_gain,   p2/P4_rgb_win_recall,p2/P5_gate_direction_loss,    p2/P5_ir_win_recall,p2/P5_object_balanced_loss,p2/P5_object_calibrated_loss,p2/P5_object_hard_winner_loss,p2/P5_object_prompt_accuracy,p2/P5_object_prompt_correlation,p2/P5_object_prompt_mae,p2/P5_object_prompt_rgb, p2/P5_object_rank_loss,p2/P5_object_target_rgb,p2/P5_prompt_residual_gain,   p2/P5_rgb_win_recall,p2/object_cross_scale_consistency,p2/object_gate_raw_loss,p2/object_prompt_raw_loss,  p2/teacher_ir_quality,p2/teacher_relative_margin, p2/teacher_rgb_quality,p2/teacher_rgb_win_rate, p2/teacher_ir_win_rate,p2/teacher_majority_baseline,p2/object_reliability_warmup_factor
                     21,                0.72853,                0.49343,                 1.3742,                0.09381,                0.75371,                0.72364,                0.76672,                0.61096,                0.73384,                0.50012,                 1.5456,                0.10418,                0.00802,                0.00802,                0.00802,                      0,                0.68714,                0.68347,                0.67071,                0.53274,                 0.6732,                0.40137,                 0.1867,                0.45033,                0.57229,                0.41286,                0.08083,                0.63617,                      0,                0.65941,                0.67527,                0.66353,                 0.5109,                0.66893,                 0.4397,                0.18967,                0.45634,                0.54828,                0.41286,               0.017194,                0.69421,                      0,                0.71267,                0.68861,                0.67465,                0.51583,                0.69206,                0.40467,                0.19466,                0.45211,                0.55851,                0.41286,               -0.01188,                0.63732,               0.015539,                      0,                0.80662,                0.57717,                0.31643,                0.47805,                 0.2735,                 0.7265,                 0.7265,                      1
                     22,                0.72212,                0.49061,                 1.3809,                0.09387,                0.76007,                0.77627,                 0.8065,                0.65602,                0.68631,                0.45022,                 1.4871,                0.10207,               0.007921,               0.007921,               0.007921,                      0,                0.68396,                0.68217,                0.66929,                0.53307,                0.67313,                0.40503,                0.18307,                0.45062,                0.57227,                0.41166,               0.081661,                0.64327,                      0,                0.66363,                0.67677,                0.66414,                0.51229,                0.67163,                0.43844,                0.18824,                0.45375,                0.55298,                0.41166,               0.018301,                0.69371,                      0,                0.71702,                0.68945,                0.67462,                 0.5145,                0.69729,                0.40755,                 0.1925,                 0.4502,                0.55843,                0.41166,              -0.010501,                0.64288,                0.01537,                      0,                 0.8069,                0.58783,                0.31497,                0.48757,                0.26605,                0.73395,                0.73395,                      1
                     23,                0.72266,                0.48659,                 1.3861,                0.09413,                0.80539,                0.79834,                0.84026,                 0.6872,                0.67841,                0.43691,                 1.4552,                0.10122,               0.007822,               0.007822,               0.007822,                      0,                 0.6871,                0.68632,                0.67242,                0.53475,                0.67344,                0.39779,                0.18683,                0.44825,                0.58156,                0.41033,                 0.0826,                0.63599,                      0,                0.66897,                0.67803,                0.66482,                0.51038,                0.67421,                0.43628,                0.18957,                 0.4514,                0.55759,                0.41033,               0.019962,                0.68856,                      0,                0.71669,                0.69129,                0.67604,                0.51265,                0.69604,                0.40518,                0.19499,                0.44783,                 0.5664,                0.41033,              -0.010015,                 0.6394,               0.015903,                      0,                0.80771,                0.58385,                0.31669,                 0.4814,                0.26724,                0.73276,                0.73276,                      1
                     24,                0.71944,                0.48709,                 1.3782,                0.09301,                0.81743,                0.77767,                0.84073,                0.68696,                  0.679,                0.43857,                 1.4636,                0.10102,               0.007723,               0.007723,               0.007723,                      0,                0.68015,                0.68396,                0.67331,                0.52594,                0.67094,                0.40335,                0.18749,                0.45094,                0.57367,                0.41155,               0.081647,                0.64542,                      0,                0.66087,                0.67518,                0.66542,                0.50163,                0.67013,                0.44316,                0.18998,                0.45519,                0.55556,                0.41155,               0.022152,                0.69578,                      0,                0.71355,                0.68939,                0.67669,                0.50505,                0.69662,                0.41236,                0.19557,                0.44964,                0.55954,                0.41155,              -0.010404,                0.64966,               0.016126,                      0,                0.79788,                0.58422,                 0.3137,                0.48391,                0.26505,                0.73495,                0.73495,                      1
                     25,                0.71712,                0.48267,                 1.3795,                0.09365,                0.80604,                0.81629,                0.84864,                0.69511,                0.67711,                0.42984,                 1.4493,                0.10087,               0.007624,               0.007624,               0.007624,                      0,                0.68351,                0.68393,                0.67106,                0.53179,                0.67282,                0.40351,                0.18608,                0.45266,                0.56994,                0.41361,               0.086373,                0.64411,                      0,                0.66182,                0.67768,                0.66591,                0.50936,                0.67153,                0.43691,                 0.1908,                0.45796,                0.55008,                0.41361,               0.024426,                 0.6976,                      0,                0.70999,                0.69064,                0.67719,                0.51257,                0.69381,                0.40557,                0.19547,                0.45136,                0.55723,                0.41361,             -0.0094495,                0.65034,               0.015022,                      0,                 0.8053,                0.58057,                0.31345,                 0.4822,                 0.2713,                 0.7287,                 0.7287,                      1
                     26,                0.71255,                0.47945,                 1.3763,                0.09393,                0.81512,                0.80221,                0.85636,                0.70186,                0.67477,                0.42584,                 1.4505,                0.10048,               0.007525,               0.007525,               0.007525,                      0,                0.68946,                0.68542,                 0.6709,                0.53332,                0.67409,                0.40059,                0.18645,                 0.4461,                0.57522,                0.41039,               0.086236,                0.63109,                      0,                0.66739,                 0.6773,                 0.6639,                0.51148,                0.67081,                0.43771,                0.19014,                0.45099,                0.55348,                0.41039,               0.023917,                 0.6804,                      0,                0.71223,                0.69045,                0.67609,                0.51428,                0.69257,                0.40684,                0.19553,                 0.4474,                0.56011,                0.41039,             -0.0076217,                0.63754,               0.015131,                      0,                0.80707,                0.58507,                0.31619,                0.48268,                0.26328,                0.73672,                0.73672,                      1
                     27,                 0.7091,                0.47681,                 1.3807,                0.09257,                0.82223,                0.82194,                0.86137,                0.70596,                0.67168,                0.42159,                 1.4591,                0.10171,               0.007426,               0.007426,               0.007426,                      0,                0.68875,                0.68376,                0.67062,                0.52371,                0.67738,                  0.412,                0.18526,                0.44949,                0.57121,                0.41328,               0.084814,                0.64697,                      0,                0.67215,                0.67715,                0.66464,                0.49891,                0.67884,                 0.4481,                0.18941,                0.45293,                0.55253,                0.41328,               0.021479,                0.69675,                      0,                0.71412,                0.69064,                0.67599,                0.50049,                0.69944,                0.42231,                0.19525,                0.45101,                0.55689,                0.41328,             -0.0078805,                0.66019,               0.015428,                      0,                0.79418,                0.58501,                 0.3114,                 0.4865,                0.27219,                0.72781,                0.72781,                      1
                     28,                 0.7111,                0.47657,                 1.3751,                0.09325,                0.82428,                0.79594,                0.85086,                0.69996,                0.67378,                0.42592,                  1.457,                0.10014,               0.007327,               0.007327,               0.007327,                      0,                0.68976,                0.68674,                0.67262,                0.52906,                0.67755,                 0.4048,                0.18718,                0.44832,                0.56689,                0.41045,               0.091086,                0.64403,                      0,                0.67331,                0.68032,                0.66697,                0.50628,                0.67774,                0.44075,                0.19129,                0.45243,                0.54859,                0.41045,               0.022606,                 0.6899,                      0,                0.72203,                0.69307,                0.67677,                0.50616,                0.70103,                0.41562,                0.19521,                0.44659,                0.55867,                0.41045,             -0.0065999,                0.64334,               0.015206,                      0,                0.80171,                0.58558,                 0.3148,                0.48364,                0.26691,                0.73309,                0.73309,                      1
                     29,                0.70746,                0.47329,                 1.3847,                0.09216,                0.82525,                0.81116,                0.86083,                0.70705,                0.67131,                0.42179,                 1.4545,                0.10053,               0.007228,               0.007228,               0.007228,                      0,                0.69237,                0.68159,                0.66878,                0.52159,                0.67934,                0.41464,                0.18628,                0.44881,                 0.5672,                0.41262,               0.092675,                0.64434,                      0,                0.66954,                0.67391,                0.66255,                0.49734,                0.67643,                0.45122,                0.18999,                0.45441,                0.54522,                0.41262,               0.022896,                0.69491,                      0,                0.71377,                0.68812,                0.67524,                0.49744,                0.69888,                0.42313,                0.19716,                0.44957,                 0.5511,                0.41262,             -0.0044501,                0.65892,               0.015448,                      0,                0.79123,                0.58216,                0.31659,                0.48273,                0.27145,                0.72855,                0.72855,                      1
                     30,                0.70957,                0.47423,                 1.3739,                0.09347,                0.81217,                0.82182,                0.85803,                0.70455,                0.66833,                0.42232,                 1.4469,                0.10018,               0.007129,               0.007129,               0.007129,                      0,                0.68834,                0.68508,                0.67161,                0.52939,                0.67566,                0.40222,                0.18708,                0.44717,                0.57857,                0.40999,               0.092541,                0.64031,                      0,                0.67126,                0.67688,                 0.6643,                0.50641,                 0.6756,                0.44034,                 0.1893,                0.45118,                0.56077,                0.40999,               0.022816,                0.68771,                      0,                0.71071,                0.69115,                0.67693,                0.50457,                0.69592,                0.41559,                0.19612,                0.44837,                0.56425,                0.40999,             -0.0042699,                0.65468,               0.014984,                      0,                0.80133,                0.58696,                0.31641,                0.48447,                0.26393,                0.73607,                0.73607,                      1
                     31,                0.70523,                0.46674,                 1.3808,                0.09287,                0.82841,                0.81893,                0.86288,                0.71104,                0.66762,                0.41677,                 1.4588,                0.10018,                0.00703,                0.00703,                0.00703,                      0,                0.69124,                0.68504,                0.67286,                0.52428,                0.67688,                0.40242,                 0.1868,                0.44717,                0.57643,                0.41219,               0.093528,                0.63781,                      0,                0.67233,                0.67883,                0.66699,                0.50081,                0.67593,                0.43955,                0.19081,                0.45133,                0.55934,                0.41219,               0.022717,                0.68572,                      0,                0.71441,                0.69222,                0.67856,                0.50038,                0.69855,                0.41482,                0.19667,                0.44832,                0.56145,                0.41219,             -0.0032138,                0.65541,               0.015346,                      0,                0.79585,                0.58494,                0.31166,                0.48516,                0.26876,                0.73124,                0.73124,                      1
                     32,                0.70445,                0.46896,                 1.3821,                0.09319,                0.81471,                0.81191,                0.85469,                0.70512,                  0.667,                0.41802,                 1.4529,                0.09984,               0.006931,               0.006931,               0.006931,                      0,                0.69125,                0.68608,                0.67201,                0.52689,                0.67654,                0.40474,                0.18652,                0.44608,                0.57099,                0.41152,               0.093331,                0.63657,                      0,                 0.6713,                0.67995,                0.66638,                 0.5071,                0.67395,                0.43748,                0.19018,                0.45085,                0.55484,                0.41152,               0.024056,                0.68116,                      0,                0.71215,                0.69147,                0.67759,                0.50424,                0.69582,                0.41461,                 0.1962,                0.44639,                0.56175,                0.41152,              -0.004902,                0.65139,               0.014728,                      0,                 0.8001,                0.58439,                0.31392,                 0.4837,                0.26886,                0.73114,                0.73114,                      1
                     33,                0.70006,                0.46492,                  1.381,                0.09225,                0.82853,                0.81348,                0.85998,                0.70936,                0.66689,                0.41608,                 1.4599,                0.10001,               0.006832,               0.006832,               0.006832,                      0,                0.69137,                0.68339,                0.67026,                0.52244,                0.67571,                0.40996,                0.18782,                  0.447,                0.56293,                0.41208,               0.090538,                0.63367,                      0,                0.67151,                0.67601,                0.66369,                0.49881,                0.67566,                0.44712,                 0.1911,                0.45184,                0.54663,                0.41208,               0.022235,                 0.6868,                      0,                0.71076,                0.68892,                0.67534,                0.49763,                0.69514,                 0.4211,                0.19797,                0.44732,                0.54939,                0.41208,             -0.0032191,                0.65323,               0.015338,                      0,                0.79266,                0.58181,                0.31676,                0.48126,                0.27149,                0.72851,                0.72851,                      1
                     34,                0.69715,                0.46112,                 1.3765,                0.09284,                0.80989,                0.82188,                0.85782,                0.70742,                0.66711,                0.41465,                 1.4543,                0.09986,               0.006733,               0.006733,               0.006733,                      0,                0.69089,                0.68719,                 0.6746,                0.52526,                0.67865,                0.40492,                0.18769,                0.44685,                0.56874,                0.41202,               0.092338,                0.64513,                      0,                0.67668,                0.67916,                0.66705,                0.50217,                0.68044,                0.44153,                0.19037,                0.44958,                0.55164,                0.41202,                0.01898,                0.69072,                      0,                0.71313,                0.69311,                0.67948,                0.49967,                0.70053,                0.41766,                0.19814,                0.44733,                0.55796,                0.41202,             -0.0023939,                0.66601,               0.015157,                      0,                0.79717,                0.58284,                0.31387,                0.48265,                0.26744,                0.73256,                0.73256,                      1
                     35,                0.69853,                0.45977,                 1.3702,                0.09138,                0.82566,                0.82176,                0.86215,                0.71139,                0.66536,                 0.4133,                  1.449,                0.09974,               0.006634,               0.006634,               0.006634,                      0,                 0.6901,                0.68139,                0.67038,                0.51624,                0.67926,                0.41565,                0.18887,                0.44875,                0.55652,                 0.4133,               0.093949,                0.65012,                      0,                0.66872,                0.67547,                0.66658,                0.49309,                0.67799,                0.44727,                 0.1938,                0.45392,                0.53329,                 0.4133,               0.015917,                0.70287,                      0,                0.70854,                0.68796,                0.67704,                0.49245,                0.69748,                0.42625,                  0.199,                0.44982,                0.53827,                 0.4133,             -0.0013175,                0.66778,               0.015059,                      0,                0.78609,                0.58151,                0.31597,                 0.4826,                0.27132,                0.72868,                0.72868,                      1
                     36,                0.69899,                0.45583,                 1.3716,                 0.0908,                0.83416,                0.82133,                0.86627,                0.71507,                0.66447,                0.41166,                 1.4541,                0.09967,               0.006535,               0.006535,               0.006535,                      0,                0.68471,                0.68141,                0.67076,                0.51234,                0.67563,                0.42029,                0.18792,                0.45065,                0.55296,                0.41522,               0.095809,                0.65187,                      0,                0.66718,                 0.6748,                0.66548,                0.48923,                0.67622,                0.45321,                0.19213,                0.45528,                0.53189,                0.41522,               0.015662,                0.69987,                      0,                0.70691,                0.68795,                0.67677,                0.48562,                0.69681,                0.43342,                 0.1986,                0.45091,                0.53232,                0.41522,            -0.00060984,                 0.6704,               0.015273,                      0,                0.78102,                0.57927,                0.31241,                0.48306,                 0.2765,                 0.7235,                 0.7235,                      1
                     37,                0.69356,                0.45669,                 1.3768,                0.09191,                 0.8323,                0.82492,                0.86998,                0.71709,                0.66339,                 0.4081,                  1.458,                0.09961,               0.006436,               0.006436,               0.006436,                      0,                0.70009,                0.68395,                0.66904,                0.52109,                0.68412,                0.41231,                0.18758,                0.44397,                0.55922,                0.41099,               0.098296,                0.64063,                      0,                0.67969,                0.67635,                0.66273,                0.49725,                0.68327,                0.44895,                 0.1913,                0.44994,                0.53791,                0.41099,               0.015843,                0.69301,                      0,                0.71667,                0.68978,                0.67505,                0.49529,                0.70277,                0.42541,                 0.1978,                0.44573,                0.54325,                0.41099,            -0.00034768,                0.66494,               0.014905,                      0,                0.79056,                0.58454,                0.31817,                0.48243,                0.26862,                0.73138,                0.73138,                      1
                     38,                0.68996,                0.45336,                  1.377,                0.09261,                0.82999,                 0.8237,                0.86593,                0.71506,                0.66376,                0.40901,                  1.455,                0.09938,               0.006337,               0.006337,               0.006337,                      0,                0.68984,                0.68553,                0.67362,                  0.524,                0.67663,                0.40421,                0.18708,                0.44814,                0.56591,                0.41328,                0.10043,                0.64124,                      0,                0.67018,                0.67913,                0.66841,                0.50231,                0.67584,                0.43957,                0.19055,                0.45318,                0.54817,                0.41328,               0.014919,                0.69098,                      0,                0.71122,                0.69107,                0.67858,                0.49736,                0.69828,                0.41945,                 0.1975,                0.44852,                0.54491,                0.41328,            -5.0114e-05,                0.66362,               0.015041,                      0,                0.79591,                0.58175,                0.31341,                0.48327,                 0.2717,                 0.7283,                 0.7283,                      1
                     39,                0.69161,                0.45309,                 1.3798,                0.09224,                0.83452,                0.82194,                0.86567,                0.71441,                0.66345,                0.40935,                 1.4573,                0.09942,               0.006238,               0.006238,               0.006238,                      0,                0.68997,                0.68733,                0.67427,                0.52281,                0.67781,                0.40593,                0.18926,                0.44889,                0.56192,                0.41216,                0.10203,                0.64518,                      0,                0.67507,                 0.6798,                0.66625,                0.49993,                0.67899,                0.44713,                0.19155,                0.45177,                0.53746,                0.41216,               0.015193,                0.68948,                      0,                0.71423,                0.69297,                0.67889,                0.49367,                0.70178,                0.42401,                0.19946,                0.44806,                 0.5407,                0.41216,             0.00047658,                0.66839,               0.015146,                      0,                0.79365,                0.58372,                0.31466,                0.48334,                0.27146,                0.72854,                0.72854,                      1
                     40,                0.69201,                0.45419,                 1.3732,                0.09213,                0.83015,                0.81191,                0.85808,                0.70881,                 0.6642,                0.41146,                 1.4545,                0.09912,               0.006139,               0.006139,               0.006139,                      0,                0.69196,                0.68529,                 0.6713,                0.52125,                 0.6789,                0.41304,                0.18771,                0.44553,                0.56361,                0.40986,                0.10208,                0.64256,                      0,                0.67279,                0.67774,                0.66522,                0.49811,                0.67824,                0.44791,                0.19171,                0.45001,                0.54544,                0.40986,               0.015015,                0.69341,                      0,                0.71286,                0.69146,                0.67709,                0.49503,                0.70054,                0.42658,                0.19835,                0.44572,                0.54737,                0.40986,              0.0024826,                0.66627,               0.014964,                      0,                0.79157,                0.58742,                0.31765,                0.48473,                0.26443,                0.73557,                0.73557,                      1
                     41,                0.68616,                0.44528,                  1.374,                0.09176,                0.83468,                 0.8085,                0.86133,                0.71148,                0.66263,                0.40868,                 1.4617,                0.09916,                0.00604,                0.00604,                0.00604,                      0,                0.69361,                0.68337,                 0.6701,                0.51956,                0.67997,                0.41263,                0.18745,                 0.4465,                0.56018,                0.41184,                0.10035,                0.64233,                      0,                0.67641,                0.67484,                0.66308,                0.49512,                0.67995,                0.44987,                 0.1904,                0.45073,                0.54118,                0.41184,               0.014679,                0.68971,                      0,                0.71079,                0.68887,                0.67581,                0.49281,                0.69996,                0.42679,                0.19836,                0.44802,                0.54434,                0.41184,              0.0029786,                0.67009,               0.015088,                      0,                0.78865,                0.58246,                0.31521,                0.48126,                0.26603,                0.73397,                0.73397,                      1
                     42,                0.68747,                0.44599,                 1.3749,                0.09192,                0.82955,                0.82195,                0.86404,                0.71469,                0.66096,                 0.4059,                 1.4606,                0.09935,               0.005941,               0.005941,               0.005941,                      0,                0.69393,                0.68408,                0.67101,                0.52016,                0.67856,                0.41151,                0.18717,                0.44494,                0.56265,                0.41187,                0.10283,                0.63676,                      0,                0.67378,                0.67713,                 0.6653,                0.49515,                0.67833,                0.44883,                0.19173,                0.45101,                 0.5462,                0.41187,               0.011771,                0.69072,                      0,                0.70785,                0.68985,                 0.6771,                 0.4929,                0.69548,                0.42514,                0.19835,                0.44702,                0.54947,                0.41187,              0.0015787,                0.66181,               0.014736,                      0,                0.78946,                0.58544,                 0.3152,                0.48478,                0.26885,                0.73115,                0.73115,                      1
                     43,                0.68217,                 0.4444,                 1.3717,                0.09153,                0.83268,                0.81615,                0.86146,                0.71233,                0.65982,                0.40779,                 1.4531,                0.09934,               0.005842,               0.005842,               0.005842,                      0,                0.69291,                 0.6859,                0.67238,                0.51829,                0.67801,                0.41319,                0.18812,                 0.4469,                0.56084,                0.41344,                0.10294,                0.63868,                      0,                0.67481,                0.67917,                0.66671,                0.49226,                0.67863,                0.45039,                0.19317,                0.45158,                0.53892,                0.41344,               0.011457,                0.68869,                      0,                0.71037,                0.69092,                0.67896,                0.48658,                0.69968,                0.43041,                0.20092,                0.44948,                0.53788,                0.41344,                0.00261,                0.67147,               0.015308,                      0,                0.78663,                0.58142,                 0.3139,                0.48265,                0.27471,                0.72529,                0.72529,                      1
                     44,                0.68458,                0.44269,                 1.3701,                0.09218,                0.82401,                0.82834,                0.86235,                0.71444,                0.65884,                0.40701,                 1.4531,                0.09936,               0.005743,               0.005743,               0.005743,                      0,                0.69341,                0.68521,                0.67087,                0.52168,                0.67825,                0.41116,                 0.1876,                0.44615,                0.57137,                0.41158,                0.10412,                0.63681,                      0,                0.68231,                0.67659,                0.66323,                0.49746,                0.68187,                0.44609,                0.19064,                0.44693,                 0.5526,                0.41158,                0.01235,                0.68068,                      0,                 0.7166,                0.69042,                 0.6762,                0.48953,                0.70188,                0.42963,                0.19898,                0.44168,                0.55049,                0.41158,              0.0059656,                0.66165,               0.015106,                      0,                0.79045,                0.58405,                0.31746,                0.48302,                0.26785,                0.73215,                0.73215,                      1
                     45,                0.68476,                0.44085,                 1.3741,                 0.0914,                0.83053,                0.82687,                0.86363,                0.71477,                0.65974,                0.40629,                 1.4554,                0.09918,               0.005644,               0.005644,               0.005644,                      0,                0.69041,                0.68389,                0.67123,                0.51613,                0.67677,                0.41496,                0.18847,                0.44655,                0.55691,                0.41241,                0.10296,                 0.6398,                      0,                0.67682,                0.67566,                 0.6641,                0.49347,                0.67861,                0.44738,                0.19216,                0.44985,                0.54164,                0.41241,                0.01341,                0.68346,                      0,                0.71469,                0.68917,                0.67573,                0.48922,                0.70027,                0.42962,                 0.1986,                0.44588,                0.54489,                0.41241,              0.0078316,                 0.6612,               0.015008,                      0,                0.78548,                0.57972,                0.31417,                0.48003,                 0.2696,                 0.7304,                 0.7304,                      1
                     46,                0.68216,                0.44162,                 1.3733,                0.09097,                0.83881,                0.82643,                0.86671,                 0.7177,                0.65978,                0.40519,                 1.4566,                0.09913,               0.005545,               0.005545,               0.005545,                      0,                0.69606,                0.68325,                0.67017,                0.51287,                0.68275,                0.41849,                0.18844,                0.44488,                0.55659,                0.40972,                0.10399,                0.64577,                      0,                0.68148,                0.67547,                0.66309,                0.49042,                0.68384,                0.45458,                0.19171,                0.44934,                0.53919,                0.40972,               0.014016,                 0.6904,                      0,                0.71565,                0.68973,                0.67625,                 0.4853,                0.70379,                0.43289,                0.19968,                0.44494,                0.54391,                0.40972,              0.0074846,                0.67082,               0.014906,                      0,                 0.7814,                0.58536,                0.31761,                0.48212,                 0.2646,                 0.7354,                 0.7354,                      1
                     47,                0.68556,                0.44128,                 1.3697,                0.09089,                0.84177,                0.82479,                 0.8671,                0.71797,                   0.66,                0.40489,                 1.4547,                0.09913,               0.005446,               0.005446,               0.005446,                      0,                0.69662,                0.68292,                0.67063,                0.51326,                0.68272,                0.41835,                0.18851,                0.44559,                 0.5594,                0.41094,                0.10465,                0.64477,                      0,                0.68352,                0.67539,                0.66364,                0.48826,                0.68569,                0.45468,                0.19211,                0.44834,                0.54056,                0.41094,               0.011569,                0.69159,                      0,                0.71562,                0.68859,                0.67587,                0.48099,                0.70407,                0.43767,                 0.2004,                0.44583,                  0.537,                0.41094,              0.0064805,                0.67255,               0.015258,                      0,                0.78033,                0.58102,                0.31865,                0.47974,                0.26805,                0.73195,                0.73195,                      1
                     48,                 0.6799,                0.44077,                 1.3681,                0.09113,                0.83268,                0.83363,                0.86793,                0.71852,                 0.6595,                0.40533,                 1.4537,                0.09913,               0.005347,               0.005347,               0.005347,                      0,                0.69547,                 0.6847,                0.67202,                0.51343,                0.68263,                0.41817,                 0.1871,                0.44641,                0.56393,                0.41295,                0.10026,                0.64813,                      0,                0.68523,                0.67782,                0.66541,                 0.4889,                0.68532,                0.45172,                0.19097,                0.44846,                0.54501,                0.41295,                 0.0116,                0.68559,                      0,                0.71987,                 0.6921,                0.67791,                0.48399,                0.70416,                0.43123,                0.19905,                0.44301,                0.54438,                0.41295,              0.0056685,                0.66193,               0.015011,                      0,                0.78162,                0.58606,                0.31309,                  0.487,                0.27117,                0.72883,                0.72883,                      1
                     49,                0.67827,                0.43533,                 1.3667,                0.09175,                0.83529,                0.83383,                0.86828,                0.71957,                0.65925,                0.40414,                 1.4542,                0.09916,               0.005248,               0.005248,               0.005248,                      0,                0.69158,                0.68408,                0.67091,                0.51927,                0.67953,                0.41525,                0.18883,                0.44707,                0.56307,                0.41161,                0.10063,                0.64693,                      0,                0.67701,                  0.676,                0.66444,                0.49547,                 0.6811,                0.44838,                0.19268,                0.45129,                 0.5447,                0.41161,               0.011021,                0.69217,                      0,                 0.7073,                0.68808,                0.67708,                0.48665,                0.69894,                0.43247,                0.20032,                0.44853,                0.54667,                0.41161,              0.0075742,                0.67628,               0.014813,                      0,                0.78784,                0.58215,                0.31803,                0.48126,                0.26974,                0.73026,                0.73026,                      1
                     50,                0.67566,                0.43362,                 1.3692,                0.09144,                0.83225,                0.83575,                0.86712,                 0.7179,                0.65964,                0.40433,                 1.4553,                0.09915,               0.005149,               0.005149,               0.005149,                      0,                0.69071,                0.68643,                0.67289,                0.51617,                0.67874,                0.41469,                 0.1871,                0.44694,                0.56869,                0.41274,               0.099617,                0.64664,                      0,                0.67733,                0.67942,                0.66606,                0.49026,                0.68078,                0.45166,                0.19171,                0.45051,                0.54734,                0.41274,               0.011194,                0.69004,                      0,                0.71401,                0.69216,                0.67752,                0.48285,                 0.7027,                0.43593,                0.19853,                0.44714,                0.54524,                0.41274,              0.0097205,                0.67233,                0.01494,                      0,                 0.7839,                0.58418,                 0.3128,                0.48509,                0.27145,                0.72855,                0.72855,                      1
                     51,                  0.677,                0.43126,                  1.366,                0.09198,                0.82962,                0.83223,                0.86613,                0.71724,                0.65966,                0.40402,                 1.4555,                0.09913,                0.00505,                0.00505,                0.00505,                      0,                0.69257,                0.68631,                0.67281,                0.52146,                0.67816,                0.40816,                0.18821,                 0.4443,                0.55951,                0.41012,               0.098665,                 0.6384,                      0,                0.67785,                0.67773,                0.66554,                0.49736,                0.67951,                0.44312,                0.19243,                0.44707,                0.54113,                0.41012,               0.011577,                 0.6841,                      0,                0.70703,                0.69094,                0.67855,                0.48997,                0.69639,                0.42684,                0.19979,                0.44422,                0.54596,                0.41012,              0.0085988,                0.66701,                0.01532,                      0,                0.79096,                0.58263,                0.31591,                0.47968,                0.26602,                0.73398,                0.73398,                      1
                     52,                0.67188,                0.42882,                 1.3759,                0.09178,                0.83146,                0.82919,                0.86575,                0.71807,                0.65924,                0.40341,                 1.4568,                0.09906,               0.004951,               0.004951,               0.004951,                      0,                0.68809,                0.68517,                0.67196,                0.51831,                0.67503,                0.41227,                  0.187,                0.44665,                0.56712,                0.41231,               0.098741,                0.63986,                      0,                0.67354,                0.67856,                0.66453,                0.49566,                0.67696,                0.44811,                0.19121,                0.45114,                0.54731,                0.41231,              0.0089844,                0.68616,                      0,                0.71273,                0.69097,                0.67663,                0.48712,                0.70056,                0.43241,                0.19787,                0.44674,                0.54532,                0.41231,              0.0099885,                0.66779,               0.014859,                      0,                0.78751,                0.58356,                0.31349,                0.48343,                0.27087,                0.72913,                0.72913,                      1
                     53,                0.66947,                0.42492,                 1.3691,                0.09127,                0.82789,                0.83235,                0.86629,                0.71847,                0.65868,                0.40312,                 1.4575,                0.09907,               0.004852,               0.004852,               0.004852,                      0,                0.69276,                0.68576,                0.67414,                0.51583,                0.67833,                0.41276,                0.18744,                0.44526,                0.56161,                 0.4119,                0.10052,                0.63879,                      0,                0.68055,                  0.678,                0.66664,                0.48889,                0.68151,                0.45035,                0.19158,                0.44762,                0.54273,                 0.4119,              0.0066221,                0.68414,                      0,                 0.7133,                0.69109,                0.67818,                0.48275,                0.70131,                0.43618,                0.19881,                 0.4452,                 0.5446,                 0.4119,               0.010745,                0.66848,               0.015151,                      0,                0.78347,                0.58515,                0.31468,                0.48529,                0.26742,                0.73258,                0.73258,                      1
