                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   train/ir_prompt_loss, train/rgb_spatial_loss,  train/rgb_global_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,     val/ir_prompt_loss,   val/rgb_spatial_loss,    val/rgb_global_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2,       p2/P3_ir_bg_mean,     p2/P3_ir_fg_bg_gap,       p2/P3_ir_fg_mean,   p2/P3_ir_prompt_mean,    p2/P3_ir_prompt_std,       p2/P4_ir_bg_mean,     p2/P4_ir_fg_bg_gap,       p2/P4_ir_fg_mean,   p2/P4_ir_prompt_mean,    p2/P4_ir_prompt_std,p2/prompt_warmup_factor
                     66,                0.64003,                 0.4009,                 1.3546,                0.02919,                      0,                      0,                0.83439,                0.82024,                0.86312,                0.72577,                0.64663,                0.39962,                 1.4534,                0.02765,                      0,                      0,               0.003565,               0.003565,               0.003565,               0.037857,                0.45473,                0.49259,                0.05169,                0.14376,               0.028098,                0.50982,                0.53791,               0.043691,                0.14581,                      1
                     67,                0.64561,                0.40188,                 1.3467,                0.02933,                      0,                      0,                0.83256,                0.82084,                0.86288,                0.72556,                0.64662,                0.39963,                 1.4535,                0.02764,                      0,                      0,               0.003466,               0.003466,               0.003466,               0.037866,                0.45119,                0.48906,               0.051642,                0.14371,               0.028213,                0.50655,                0.53476,               0.043752,                0.14562,                      1
                     68,                0.63796,                0.39588,                 1.3538,                 0.0291,                      0,                      0,                0.83556,                0.81938,                 0.8628,                0.72547,                0.64663,                0.39949,                 1.4534,                0.02763,                      0,                      0,               0.003367,               0.003367,               0.003367,               0.038574,                0.45838,                0.49696,               0.052541,                0.14497,               0.028643,                0.51135,                0.53999,               0.044317,                0.14642,                      1
                     69,                0.63738,                0.39458,                 1.3551,                0.02904,                      0,                      0,                0.83603,                  0.819,                  0.862,                0.72533,                0.64649,                0.39959,                 1.4539,                0.02762,                      0,                      0,               0.003268,               0.003268,               0.003268,               0.037796,                0.45832,                0.49611,               0.051924,                0.14473,               0.028041,                0.51217,                0.54021,               0.043906,                0.14637,                      1
                     70,                0.63589,                0.39319,                 1.3429,                0.02904,                      0,                      0,                0.83012,                0.82297,                0.86171,                0.72528,                0.64637,                0.39945,                 1.4543,                0.02761,                      0,                      0,               0.003169,               0.003169,               0.003169,               0.038093,                0.45855,                0.49664,               0.052205,                0.14463,               0.028594,                 0.5123,                0.54089,               0.044441,                0.14664,                      1
                     71,                0.63539,                0.39514,                 1.3464,                0.02896,                      0,                      0,                 0.8293,                 0.8244,                0.86185,                0.72549,                0.64634,                0.39955,                 1.4541,                0.02759,                      0,                      0,                0.00307,                0.00307,                0.00307,               0.037345,                0.45381,                0.49116,               0.051034,                0.14294,               0.027673,                0.51227,                0.53994,               0.043205,                0.14548,                      1
                     72,                 0.6334,                0.39049,                  1.346,                0.02916,                      0,                      0,                0.83072,                0.82218,                0.86127,                0.72504,                0.64632,                0.39942,                 1.4545,                0.02758,                      0,                      0,               0.002971,               0.002971,               0.002971,               0.037659,                0.45459,                0.49225,               0.051678,                0.14396,               0.027919,                  0.511,                0.53892,               0.043759,                0.14635,                      1
                     73,                0.63022,                0.38828,                 1.3492,                 0.0289,                      0,                      0,                 0.8311,                0.82242,                0.86126,                0.72488,                0.64618,                 0.3997,                 1.4548,                0.02757,                      0,                      0,               0.002872,               0.002872,               0.002872,               0.037054,                0.45827,                0.49533,                0.05106,                0.14372,                0.02763,                0.51471,                0.54234,               0.043447,                0.14619,                      1
                     74,                0.62868,                0.38664,                 1.3451,                0.02897,                      0,                      0,                0.82867,                0.82266,                0.86124,                0.72502,                0.64618,                0.39969,                 1.4549,                0.02756,                      0,                      0,               0.002773,               0.002773,               0.002773,               0.037484,                0.45854,                0.49602,               0.051421,                 0.1442,               0.027844,                0.51435,                0.54219,               0.043564,                0.14624,                      1
                     75,                0.62837,                0.38651,                 1.3434,                0.02894,                      0,                      0,                0.81951,                0.83258,                0.86104,                0.72473,                0.64612,                0.39975,                 1.4552,                0.02755,                      0,                      0,               0.002674,               0.002674,               0.002674,               0.037514,                0.45872,                0.49624,               0.051442,                0.14428,               0.027626,                0.51398,                0.54161,               0.043313,                0.14576,                      1
                     76,                0.62703,                0.38479,                 1.3404,                0.02883,                      0,                      0,                0.81588,                 0.8356,                0.86119,                 0.7253,                0.64598,                0.39958,                 1.4555,                0.02754,                      0,                      0,               0.002575,               0.002575,               0.002575,               0.037069,                0.45873,                 0.4958,                0.05094,                0.14344,               0.027343,                 0.5147,                0.54205,               0.042999,                0.14551,                      1
                     77,                0.62611,                0.38294,                 1.3369,                0.02887,                      0,                      0,                0.81603,                0.83683,                0.86128,                0.72531,                0.64591,                 0.3997,                 1.4557,                0.02753,                      0,                      0,               0.002476,               0.002476,               0.002476,               0.037507,                0.46119,                 0.4987,               0.051582,                0.14474,               0.027765,                 0.5151,                0.54287,               0.043567,                0.14615,                      1
                     78,                0.62486,                0.38159,                 1.3396,                0.02873,                      0,                      0,                0.81845,                0.83396,                0.86147,                0.72533,                0.64584,                0.39967,                 1.4557,                0.02752,                      0,                      0,               0.002377,               0.002377,               0.002377,                0.03737,                0.46146,                0.49883,               0.051383,                0.14441,               0.027508,                0.51663,                0.54414,               0.043286,                0.14603,                      1
                     79,                0.62728,                0.38303,                 1.3394,                0.02878,                      0,                      0,                0.81743,                0.83592,                0.86098,                0.72503,                0.64575,                 0.3998,                 1.4557,                0.02751,                      0,                      0,               0.002278,               0.002278,               0.002278,               0.037379,                0.45882,                 0.4962,               0.051221,                0.14381,                0.02746,                0.51771,                0.54517,               0.043176,                0.14597,                      1
                     80,                0.62139,                0.37906,                 1.3383,                0.02869,                      0,                      0,                0.81626,                0.83709,                 0.8607,                0.72497,                 0.6457,                0.39987,                  1.456,                 0.0275,                      0,                      0,               0.002179,               0.002179,               0.002179,               0.036722,                0.46046,                0.49718,                0.05071,                0.14378,               0.027427,                0.51472,                0.54215,               0.043163,                0.14549,                      1
                     81,                0.62053,                0.37576,                 1.3439,                0.02897,                      0,                      0,                0.81636,                0.83797,                0.86053,                0.72486,                0.64566,                0.39996,                 1.4561,                0.02749,                      0,                      0,                0.00208,                0.00208,                0.00208,               0.037057,                0.45996,                0.49701,                 0.0512,                0.14468,               0.027557,                0.51519,                0.54275,               0.043501,                0.14652,                      1
                     82,                 0.6227,                0.37747,                 1.3341,                0.02888,                      0,                      0,                0.81422,                 0.8397,                0.86059,                0.72482,                0.64565,                0.40001,                 1.4562,                0.02748,                      0,                      0,               0.001981,               0.001981,               0.001981,               0.037004,                0.45867,                0.49568,               0.050978,                0.14389,               0.027506,                0.51553,                0.54304,               0.043307,                0.14602,                      1
                     83,                0.61604,                0.37159,                 1.3312,                 0.0289,                      0,                      0,                0.82048,                 0.8333,                   0.86,                0.72468,                0.64562,                0.40032,                 1.4563,                0.02748,                      0,                      0,               0.001882,               0.001882,               0.001882,               0.036652,                0.45942,                0.49607,               0.050949,                 0.1444,               0.027079,                0.51556,                0.54264,               0.043202,                0.14651,                      1
                     84,                0.61859,                0.37531,                  1.338,                0.02874,                      0,                      0,                0.82104,                0.83085,                0.85992,                0.72438,                0.64556,                0.40049,                 1.4564,                0.02747,                      0,                      0,               0.001783,               0.001783,               0.001783,               0.037287,                0.45802,                0.49531,               0.051107,                0.14384,               0.027533,                0.51611,                0.54364,               0.043192,                0.14574,                      1
                     85,                0.61879,                0.37243,                 1.3356,                0.02882,                      0,                      0,                0.82395,                0.82947,                0.85973,                0.72453,                 0.6456,                0.40085,                 1.4565,                0.02746,                      0,                      0,               0.001684,               0.001684,               0.001684,               0.036656,                0.45862,                0.49527,                0.05061,                 0.1439,               0.027378,                 0.5163,                0.54368,                0.04316,                0.14593,                      1
                     86,                0.61391,                0.37003,                 1.3337,                0.02868,                      0,                      0,                0.82283,                0.83043,                0.85952,                0.72429,                0.64556,                0.40108,                 1.4565,                0.02745,                      0,                      0,               0.001585,               0.001585,               0.001585,               0.037147,                0.46558,                0.50273,               0.051392,                0.14558,               0.027196,                0.51929,                0.54648,               0.043153,                0.14646,                      1
                     87,                0.61097,                0.36582,                  1.332,                0.02876,                      0,                      0,                0.82258,                0.83163,                 0.8591,                0.72381,                0.64567,                0.40121,                 1.4571,                0.02745,                      0,                      0,               0.001486,               0.001486,               0.001486,                0.03635,                0.46247,                0.49882,               0.050603,                0.14462,               0.026815,                0.51916,                0.54597,               0.042911,                0.14643,                      1
                     88,                0.61104,                0.36852,                 1.3357,                0.02885,                      0,                      0,                0.82354,                0.83121,                0.85895,                0.72378,                0.64558,                0.40132,                 1.4573,                0.02744,                      0,                      0,               0.001387,               0.001387,               0.001387,               0.037277,                0.45954,                0.49681,               0.051287,                0.14454,               0.027301,                0.51701,                0.54431,               0.043145,                0.14635,                      1
                     89,                 0.6088,                0.36407,                 1.3349,                0.02879,                      0,                      0,                0.82392,                0.83075,                0.85856,                0.72344,                0.64566,                0.40158,                 1.4577,                0.02743,                      0,                      0,               0.001288,               0.001288,               0.001288,               0.036704,                0.46147,                0.49817,               0.050983,                0.14462,               0.027022,                0.51688,                 0.5439,               0.043095,                0.14632,                      1
                     90,                0.60582,                0.36316,                 1.3272,                0.02854,                      0,                      0,                0.82244,                0.83301,                0.85847,                0.72315,                0.64571,                0.40175,                  1.458,                0.02743,                      0,                      0,               0.001189,               0.001189,               0.001189,               0.037042,                0.46483,                0.50187,               0.051174,                0.14496,               0.027068,                0.52113,                 0.5482,               0.043001,                 0.1463,                      1
                     91,                0.60635,                 0.3603,                 1.3282,                 0.0287,                      0,                      0,                0.82237,                0.83225,                0.85782,                0.72333,                0.64561,                0.40172,                 1.4587,                0.02742,                      0,                      0,                0.00109,                0.00109,                0.00109,               0.036663,                0.46331,                0.49997,               0.050933,                0.14455,               0.027041,                0.51987,                0.54691,               0.043134,                0.14647,                      1
                     92,                0.60528,                0.35877,                 1.3265,                 0.0285,                      0,                      0,                  0.825,                0.83178,                0.85755,                0.72311,                0.64568,                0.40187,                  1.459,                0.02741,                      0,                      0,               0.000991,               0.000991,               0.000991,               0.036239,                0.46429,                0.50053,               0.050421,                0.14394,               0.026452,                0.52037,                0.54682,               0.042427,                 0.1457,                      1
                     93,                0.60204,                0.35567,                  1.329,                0.02854,                      0,                      0,                0.82508,                0.83186,                0.85716,                0.72258,                0.64568,                0.40215,                 1.4592,                 0.0274,                      0,                      0,               0.000892,               0.000892,               0.000892,               0.036148,                0.46329,                0.49944,               0.050306,                0.14384,               0.026783,                0.52028,                0.54706,               0.042758,                0.14585,                      1
                     94,                0.60246,                0.35871,                 1.3232,                0.02862,                      0,                      0,                0.82351,                0.83264,                0.85691,                0.72253,                0.64579,                 0.4024,                 1.4594,                 0.0274,                      0,                      0,               0.000793,               0.000793,               0.000793,               0.036289,                0.46456,                0.50085,               0.050637,                0.14472,               0.026797,                0.52011,                0.54691,               0.042929,                 0.1462,                      1
                     95,                  0.601,                0.35799,                 1.3211,                0.02834,                      0,                      0,                0.82209,                0.83417,                0.85658,                0.72224,                0.64579,                0.40255,                 1.4597,                0.02739,                      0,                      0,               0.000694,               0.000694,               0.000694,               0.035717,                0.46671,                0.50243,                0.04992,                0.14393,               0.026285,                0.52268,                0.54897,                0.04227,                0.14573,                      1
                     96,                0.59765,                0.35252,                 1.3182,                0.02827,                      0,                      0,                0.82091,                0.83438,                0.85627,                0.72221,                 0.6458,                0.40261,                 1.4601,                0.02738,                      0,                      0,               0.000595,               0.000595,               0.000595,               0.036211,                0.46491,                0.50113,               0.050133,                0.14367,                0.02658,                0.52284,                0.54942,               0.042328,                0.14542,                      1
                     97,                0.59493,                0.35135,                 1.3169,                0.02851,                      0,                      0,                0.81834,                0.83594,                0.85591,                 0.7218,                0.64591,                0.40288,                 1.4605,                0.02738,                      0,                      0,               0.000496,               0.000496,               0.000496,               0.036237,                0.46607,                0.50231,               0.050652,                0.14486,               0.026527,                0.52022,                0.54675,               0.042694,                0.14613,                      1
                     98,                0.59705,                0.35126,                 1.3306,                0.02831,                      0,                      0,                0.81804,                0.83599,                0.85555,                0.72163,                0.64591,                0.40308,                 1.4613,                0.02737,                      0,                      0,               0.000397,               0.000397,               0.000397,               0.035846,                0.46368,                0.49953,               0.049854,                0.14319,                0.02655,                0.52189,                0.54844,               0.042404,                0.14538,                      1
                     99,                0.59524,                0.35029,                 1.3193,                0.02842,                      0,                      0,                0.81826,                0.83613,                0.85533,                0.72135,                0.64599,                0.40317,                 1.4617,                0.02736,                      0,                      0,               0.000298,               0.000298,               0.000298,               0.035894,                0.46377,                0.49966,               0.049906,                0.14351,               0.026473,                0.52193,                 0.5484,               0.042302,                0.14554,                      1
                    100,                0.59486,                0.35083,                 1.3172,                0.02868,                      0,                      0,                0.81676,                0.83683,                0.85485,                0.72104,                0.64595,                0.40335,                 1.4622,                0.02735,                      0,                      0,               0.000199,               0.000199,               0.000199,               0.036228,                0.46335,                0.49957,               0.050466,                0.14488,               0.026695,                0.52044,                0.54714,               0.042781,                 0.1463,                      1
